mmsi,shipname
477226000,MARITIMEVANESSA
477242900,COSGLADLAKE
477243100,HONGHAI6
477250200,ZHENYANG29
477254000,FREESIA
477257400,NEWLAUREL
477264500,MINLU
477266100,STOLTDISTRIBUTOR
477271200,DHTCONDOR
477274100,UNIQUEGUARDIAN
477274200,UNIQUEHARMONY
477274300,PHOENIXHILL
477275000,CDREAM
477277000,MARITIMEJINGAN
477300900,YUYI
477305300,TIGERSUMMER
477317400,ASTRALEXPRESS
477328300,SOPHIESCHULTE
477332000,MARITIMEROSEMARY
477335100,TIGERSPRING
477336000,SEABORNE
477340400,TIANEZUO
477390500,NEWHARMONY
477390600,SCDONGHAI
477390700,NEWOCEAN5
477390800,NEWOCEAN6
477405000,DORISRUBY
477413400,GAOCHENG3
477434900,SAKURAEXPRESS
477476100,SOUTHERNCROSS
477476400,NEWACHIEVEMENT
477476600,SEAELEGANT
477476700,SEAFORTUNE
477477800,NEWSOLUTION
477478400,TIGERPEACE
477480100,ORIENTALQUEEN
477486600,HARUNAEXPRESS
477513000,NEWMILLENNIUM
477516000,BWLION
477518900,PAPUA
477531000,BWLAKE
477534400,JASMINEEXPRESS
477534800,PACIFICJEWEL
477534900,ATLANTICMIRAGE
477541300,HELANE
477541500,CLASSYVICTORIA
477541600,HAICHI
477541700,XINRUNYANG
477542500,SCBEIHAI
477542600,CSCAMETHYST
477547200,ADRIATICWAVE
477547800,DAHENGSHAN
477548800,GOLDENACE
477550600,ISLANDSPLENDOR
477585100,NEWGLOBE
477585600,NEWSPRING
477593800,STMARIEN
477595700,GAOCHENG1
477595800,ALPINEMYSTERY
477598900,THERESAORION
477607200,SEASENATOR
477612300,MARIANNE
477621300,YECHI
477623000,SPERO
477627500,BEACONHILL
477631400,UNIQUEINFINITY
477637200,GOLDENRESOLUTION
477639800,XINHANYANG
477639900,CLAXTONBAY
477641800,ATLANTICSIRIUS
477652200,COSGOLDLAKE
477652800,SEAAMBITION
477656300,ZHONGHUA11
477656700,SHINYOOCEAN
477680100,STARLIGHTVENTURE
477682400,MVSTOLTVOYAGER
477685900,ANGEL1
477686100,TONGLINWAN
477686300,ANTEA
477687000,RAINBOWQUEST
477691800,ANNE
477698500,TOPAZEXPRESS
477733100,ANGEL3
477733800,ALPINEMAYA
477744900,KIKYO
477755000,YUEYOU902
477760900,SEANOSTRUM
477771300,BRIGHTOILGRAVITY
477771600,HONGNING
477776800,STOLTKILAUEA
477779200,SCCHENGDU
477786500,ATLANTICQUEEN
477786800,UNIQUEEXPLORER
477791700,MULANWAN
477797300,SCTIANJIN
477812100,YUFENG6
477826700,FRONTCECILIE
477848400,NAVEELECTRON
477852400,ATLANTICPEGASUS
477881800,UNIQUEFIDELITY
477896000,MARITIMEGISELA
477898600,STOLTTRANSPORTER
477904400,SHUNSHENG
477932400,BOCHEMMUMBAI
477932700,NEWASPIRE
477936300,CSCPROGRESS
477938100,DELTASEA
477938300,ARMONIA
477954170,BPEGRACE
477959800,MTMHONGKONG
477962400,BRIGHTOILLUCKY
477963300,FANGCHENGGANG
477969100,GLORIWIND
477969200,ATLANTICDIANA
477969700,ATLANTICFRONTIER
477985100,CSCPEACE
477985200,CSCFRIENDSHIP
477985800,STOLTSUISEN
477995111,MTFEOSOLEADER
477995120,FEOSOGRANDEE
477995121,FEOSODELEGATE
477995129,GUOMING
477995132,GUOMING
477995137,GOLDENDRAGON268
477995137,GOLDENDRAGON238
477995138,GOLDENDRAGON268
477995139,GOLDENDRAGON288
477995168,SMARTGENIUSNO1
477995178,PACIFICJOY
477995189,NEWOCEAN2
477995190,PACIFICENERGY18
477995207,GOLDENDRAGON328
477995233,CARHING
477995258,GUOYUAN
477995263,FEOSOMASTER
477995284,WAHYAU2
477995299,TAIMIN1
477995334,TAIMIN2
477995358,EXCEL
477995362,WINGS
477995381,FEOSOPIONEER
477998200,SEAHERITAGE
477999500,SEAPACIS
503000050,NORTHWESTSANDERLING
503005660,ARNHEMPEARL
503009000,NWSTORMPETREL
503482000,NGANHURRA
503576000,PYRENEESVENTURE
503614000,HTAMORENA
503632600,OCEANQUEST2
503694000,MONTARAVENTURE
503702000,TOLLSANDFLY
503755000,OFFSHOREQUEST
503782000,ENDURANCE3
508040000,BELANAK
508050000,BUBUK
508090000,BILIS
508111117,BELAITBARAKAH
514265000,GLORISTAR
514962000,SEIYO81
525007011,KUNTI
525007017,GASKALIMANTAN
525007028,TIRTASARI
525008027,MTSINDANG
525008051,ENDURO
525008052,MTKRASAK
525008061,MTGUNUNGGEULIS
525008068,LPGCARIMBI
525008117,FASTRON
525009038,MTPRIMATANKER
525011092,MTBMP
525011092,MTONTARI
525011110,COSMIC10
525013004,PERMAI1
525015249,EDRICKO2
525015329,OHSU
525015394,VICTORY6
525015459,ASIKE1
525015485,MTTIRTASAMUDRA11
525015808,MTNIRBAYA
525016058,KANAKA
525016086,TANTOSEPAKAT
525016658,LPGCGASSOECHI28
525016662,TANTOFAJAR2
525016669,LAJU
525017039,ASIANGAS
525019003,KRBARUNAJAYA8
525019020,PRIBUMI
525019120,MVCELINE11
525019295,MTSUKSES11
525019401,MTSOECHICHEMCL21
525019516,JELITA
525019535,NSCHALLENGER
525019547,ERATAN
525019548,RAGGIANA
525019549,APODA
525019550,MTJOHNCAINE
525021016,PALMAPRIMA
529174000,MTMILLENNIUM1
529563000,JOLLYROVER
533000089,MEWAHSEJATI
533000142,ZIRCON
533000212,MTAQUARIS
533000242,TEKUN12262
533000319,UNICORN
533000557,CRYSTALCORAL
533002160,KOTALAKSAMANA101
533004300,SINGABERLIAN
533013700,MTNUREYE1
533014400,TRIPLEJOY
533015400,KIT95
533019600,PROGRESS5
533019800,PROGRESS2
533035000,LNGCPUTERINILAM
533041300,ZHONGXIN18
533048600,ORKIMPOWER
533049700,BUNGAALPINIA
533050700,NAUTICABATUPAHAT
533050800,BUNGABAKAWALI
533051600,PERDANAMARATHON
533052800,PERDANASUPERIOR
533052900,BUNGAASTER
533056100,BUNGAAZALEA
533056200,ORKIMCHALLENGER
533056600,GAGASANPAHANG
533057100,ORKIMDISCOVERY
533057200,ORKIMRELIANCE
533057500,GAGASANKEDAH
533059700,MTSTAREMERALD
533060900,CHULAN1
533061000,IMBAK
533064100,MTUNICA
533085000,BUDIMULIA
533130045,SUNBIRDIE
533130165,LEWEKALKAID
533130192,LEWEKLYNX
533130243,PROGRESS6
533130269,DERRICKBARGE30
533130314,KMPERWIRA
533130387,DALIANDEVELOPER
533130401,VSHARMONY
533130892,EAGLEPARAIBA
533130928,VITESSE
533130946,SARA1
533130965,SEACASSANDRA
533130966,PACIFICOCEAN
533167000,BUNGAMASLIMA
533170168,HARBOURSUCCESS
533170183,TARGET8
533170306,TOYOMARU
533175000,SELENDANGKENCANA
533180004,FLOURISH
533180027,UNICRYSTAL
533180169,PSPGRACE
533180177,ORKIMGASBRILLIANCE
533193000,TENAGALIMA
533203000,BUNGAMELATIDUA
533209000,AMANSENDAI
533345000,BUNGAKELANA7
533346000,BUNGAKELANA8
533356000,MTBUNGAMELATI3
533367000,AROWANARANGERS
533368000,BUNGAKELANA5
533411000,BUNGAKELANA3
533415000,BUNGAKELANA4
533423000,DANUM153
533627000,BROFOREMOST
533629000,SEMUABERJAYA
533656000,BUNGAKENANGA
533682000,SEMUAGEMILANG
533693000,SEMUASELAMAT
533730000,PUTERIINTANSATU
533735000,PUTERIDELIMASATU
533747000,PUTERINILAMSATU
533752000,WIN1
533754000,PUTERIZAMRUDSATU
533836000,MALIAU
533850000,KIRIN
533869000,SARA2
533907000,BUNGAKELANA10
533913000,BUNGAKASTURIDUA
533920000,PUTERIMUTIARASATU
533925000,SERIALAM
533929000,MARITIMETUNTIGA
533942000,SERIAYU
533949000,ALASKAACE
533951000,MTAROWANAMILAN
533955000,BUNGAKASTURITIGA
533957000,SERIANGKASA
533994000,MTAROWANAMUNICH
533998000,MTMUTIARAPERAK
538001147,SEAEQUATORIAL
538001210,NORDICJUPITER
538001255,GENMARHORN
538001271,NORDICSATURN
538001311,ARMADAALI
538001392,LNGVIRGO
538001404,GENMARSPYRIDON
538001512,OVERSEASJOSEFACAMEJO
538001641,GENMARORION
538001717,CETHORNTON
538001882,GENMARPHOENIX
538001903,P8
538002001,GENMARHERCULES
538002015,ARGOSY
538002022,BARNES
538002071,BERENIKE
538002073,BALTIC
538002087,NEWCHAMPION
538002088,NEWCONFIDENCE
538002131,FRONTVANGUARD
538002140,ACTINIA
538002215,DISCOVERERENTERPRISE
538002247,MTGENERMANIATE8
538002277,OVERSEASROSEMAR
538002281,OVERSEASALCMAR
538002283,OVERSEASANTIGMAR
538002284,OVERSEASARIADMAR
538002285,OVERSEASATALMAR
538002315,SICHEMANELINE
538002321,FRONTSCILLA
538002364,GASMOXIE
538002370,PETROBRAS53
538002476,SEAFAITH
538002487,OVERSEASTANABE
538002523,MORGANE
538002542,SEATIZEN
538002559,SICHEMDEFIANCE
538002561,BLUEROSE
538002584,FRONTCIRCASSIA
538002593,MRARCTURUS
538002598,OPALEXPRESS
538002602,ESHIPSCOBIA
538002604,ESHIPSEAGLE
538002614,ANCE
538002617,SEAFORCE
538002648,ARIEL
538002656,GOLARARCTIC
538002661,SEACHALLENGER
538002742,CLEANENERGY
538002745,SONGACRYSTAL
538002755,KRASLAVA
538002757,KRISJANISVALDEMARS
538002773,PILTENE
538002774,UZAVA
538002776,USMA
538002778,SALACGRIVA
538002814,SEAPOWER
538002815,ELZORRO
538002835,FAIRCHEMBRONCO
538002900,MAYA
538002921,TEMBEK
538002930,MRAQUARIUS
538002937,OLMECA
538002952,GASEVOLUZIONE
538002962,CAPEEGMONT
538003001,CLEANFORCE
538003018,ALTHUMAMA
538003020,ALUTOURIYA
538003025,FIDELITYN
538003027,MRCANOPUS
538003032,NORSTARINTEGRITY
538003072,ALORAIQ
538003076,P18
538003079,COMMENCEMENT
538003095,ATLASVOYAGER
538003099,ALAAMRIYA
538003100,MURWAB
538003101,FRAIHA
538003103,STEALTH2
538003106,AURA
538003108,SONGAPEARL
538003109,SONGARUBY
538003110,SONGASAPPHIRE
538003114,MIRACLE
538003137,PETROBRAS58
538003143,DISCOVERERLUANDA
538003151,GASPREMIERSHIP
538003158,ARZU
538003172,ROYALPERIDOT
538003173,ROYALEMERALD
538003197,OVERSEASSIFNOS
538003210,SEAPIONEER
538003213,LYNX
538003214,POLARIS
538003256,KAMAKSHIPREM
538003267,ARWASPIRIT
538003270,GASSERENITY
538003272,LADYGLORIA
538003277,SONGADIAMOND
538003293,ALGHUWAIRIYA
538003294,LIJMILIYA
538003304,DDKG2
538003328,LADYCORDELIA
538003334,PALAWANSTAR
538003338,TOREACHPIONEER
538003346,ZARGA
538003348,SHAGRA
538003349,ALBAHIYA
538003353,ALGHASHAMIYA
538003355,ALDAFNA
538003361,ALSADD
538003371,STRIDER
538003428,YAKUMOSAN
538003434,SIRA
538003435,WOOSEOK
538003436,MSTAR
538003437,MTWOOHYEON
538003438,WOOLIMDRAGON
538003439,SEAVOYAGER
538003450,OVERSEASYOSEMITE
538003455,FRONTKATHRINE
538003474,SPDELHI
538003480,ASPASIALEMOS
538003481,FAIRCHEMCHARGER
538003488,MTHAVVAANA
538003490,MINDOROSTAR
538003501,MRPATBROWN
538003525,CHEMLYRA
538003526,DUBAIGLAMOUR
538003530,STEALTHBAHLA
538003533,SPDUBAI
538003542,FRONTQUEEN
538003551,SONGAJADE
538003562,RIVERSIDE
538003566,SONGAHAWK
538003579,CHEMHYDRA
538003583,DHTPHOENIX
538003599,ALAMBRA
538003603,ATHENIANVICTORY
538003617,DUBAICHARM
538003630,LADYASTRID
538003631,LADYSINA
538003638,ATWOODOSPREY
538003662,SPAMSTERDAM
538003663,SPATHENS
538003711,COASTALENERGY
538003713,YASASOUTHERNCROSS
538003755,ARAMON
538003766,HISUI
538003801,HEMSEDALSPIRIT
538003807,DORADUS
538003816,BYRON
538003845,ALPINEMEADOW
538003848,UACCMASAFI
538003849,UACCMESSILA
538003857,ALIGOTE
538003863,NORDICPASSAT
538003876,IRISVICTORIA
538003883,ALPINELIBERTY
538003889,EMERALDSTARS
538003911,GASSNAPPER
538003925,AMELIAPACIFIC
538003951,FRONTENDURANCE
538003961,ALPINELEGEND
538003962,ALPINELIGHT
538003966,ALPINEMARINA
538003975,KENZA
538003992,ENSCODS5
538004001,FRONTARDENNE
538004013,FRONTBRABANT
538004021,GASEMPEROR
538004028,RIOGRANDE
538004031,BRAZOS
538004033,SABINE
538004051,LIBRATRADER
538004057,PRINCIMARTRUTH
538004062,PRINCIMARSTRENGTH
538004072,MISSCLAUDIA
538004083,ENSCODS6
538004084,SONGAEAGLE
538004085,SONGAFALCON
538004095,MEDIATOR
538004102,ARDMORESEAMASTER
538004105,AMAGIGALAXY
538004119,GASCOBIA
538004121,NORDICHARRIER
538004142,ARDMORESEATRADER
538004162,PRINCIMARGRACE
538004163,PRINCIMARHOPE
538004167,ARGENTIRIS
538004169,OVERSEASKILIMANJARO
538004170,UACCFALCON
538004173,DUBAIBEAUTY
538004188,NAVEPOLARIS
538004189,FAIRCHEMKISO
538004209,GASDORADO
538004211,GREATWHITE
538004215,POLARUNICORN
538004223,ASTELLA
538004227,CONCEPT
538004228,CONTEST
538004252,ACACIARUBRA
538004273,HABIPBAYRAK
538004279,DKYUSUFIALGHANIM
538004285,CAPEDALY
538004293,NORTHERNLIGHT
538004312,DHTEAGLE
538004317,SUEZVASILIS
538004318,SUEZHANS
538004371,ZEMGALE
538004388,FLAGSHIPPRIVET
538004395,WILENERGY
538004409,MOONSAFARI
538004410,ALPINEMAGNOLIA
538004464,BLUEGARNET
538004479,STEALTHSKYROS
538004487,YASAORION
538004490,MARVIU
538004501,EXPERIENCE
538004508,ALTAI
538004509,PRINCIMARPRIDE
538004518,ALATAU
538004529,PETROBRAS59
538004533,STIGARNET
538004535,STIRUBY
538004558,ASPHALTSPIRIT
538004561,PRINSALEXANDER
538004567,SAMCOSUNDARBANS
538004575,DABA
538004577,HABRUT
538004583,PACIFICBRIDGE
538004584,PACIFICPANAMA
538004602,JUPITEREXPRESS
538004624,WOOSUNG
538004626,WOOGUM
538004627,WOOLIMDRAGON3
538004628,CHEMRANGER
538004638,EAGLELOUISIANA
538004644,ROWANRESOLUTE
538004651,BUKHA
538004682,ZAOGALAXY
538004691,OOSPROMETHEUS
538004717,ALIA
538004722,MAGICVICTORIA
538004745,BRAVANTE8
538004769,ALGA
538004792,SAODOMINGOSSAVIO
538004822,ATHENIANFREEDOM
538004828,PACIFICPIONEER
538004832,ASPROUDA
538004834,PACIFICSUNRISE
538004835,PACIFICMERCHANT
538004842,PETROBRAS55
538004852,OVERSEASSHIRLEY
538004853,FLAGSHIPVIOLET
538004885,SONGAWINDS
538004907,TRANSOCEANBARENTS
538004908,MARITIMELIRA
538004924,FAIRCHEMSILVER
538004928,ASPHALTSEMINOLE
538004945,ENSCO6002
538004959,SEAAUVA
538004960,STARBRIGHT
538004968,ARDMORESEAVENTURE
538004974,GOLARESKIMO
538004983,GOLARBEAR
538004984,GOLARCELSIUS
538004985,GOLARCRYSTAL
538004993,STENAWECOJULIA50
538005006,UNITEDJOURNEY
538005015,NAVERIGEL
538005021,OCEANRIGSKYROS
538005035,ROWANRELENTLESS
538005036,PALANCASINGAPORE
538005072,YENISEIRIVER
538005077,GINGAOCELOT
538005088,FRONTDEE
538005092,FRONTARROW
538005093,FRONTCLYDE
538005095,FRONTAVON
538005105,ALTEREGO
538005107,UACCSILA
538005113,BALCHEN
538005117,STILEROCHER
538005120,STIVILLE
538005128,CELSIUSMONACO
538005129,CELSIUSMONACO
538005136,GLORIOUS
538005139,BLUECRYSTAL
538005140,BLUEEMERALD
538005150,PIKE
538005151,WOOGEUN
538005162,AXELOTL
538005163,GARNETEXPRESS
538005167,NAVEPULSAR
538005175,STIMAYFAIR
538005176,STITRIBECA
538005177,STISOHO
538005178,STIGRAMERCY
538005182,ELIXIR
538005186,EXCELSIORBAY
538005189,SAINTALBANSBAY
538005207,STIMSTARARABIANGU
538005215,CHEMAMSTERDAM
538005218,PUREGRACE
538005221,PIONEER
538005223,ORCHIDEXPRESS
538005248,ARDMORESEAVANTAGE
538005249,ARDMORESEAVANGUARD
538005256,UMMLAQHAB
538005257,LUBARA
538005270,STENAWECOENERGY
538005271,STENAWECOEVOLUTION
538005277,BOWCONDOR
538005288,CELSIUSMANHATTAN
538005298,MOSFRONTIER
538005300,FLAGSHIPSAGE
538005301,FLAGSHIPWILLOW
538005307,ENSCODS8
538005319,RIDGEBURYROSEMARYE
538005320,RIDGEBURYCINDYA
538005324,CELSIUSMUMBAI
538005350,CLEANOCEAN
538005356,ETERNALSUNSHINE
538005386,STIPARK
538005387,STISLOANE
538005389,STIVENETO
538005405,STIACTON
538005406,STIFINCHLEY
538005407,STICLAPHAM
538005408,STIPOPLAR
538005409,STIROTHERHITHE
538005410,STIHAMMERSMITH
538005413,STISANANTONIO
538005416,STIQUEENS
538005417,STIBROOKLYN
538005423,EMERALDSHINER
538005425,STIBATTERY
538005427,STILEXINGTON
538005434,DONGAPONTUS
538005462,SILVERGINNY
538005473,OVERSEASSHENANDOAH
538005478,CHEMROTTERDAM
538005479,NUCLEUS
538005480,NAUTILUS
538005495,STIVENERE
538005501,UNITEDKALAVRYTA
538005502,UNITEDLEADERSHIP
538005504,NORTHCONTENDER
538005506,FAIRCHEMMAVERICK
538005510,STIORCHARD
538005532,STIMILWAUKEE
538005537,KEMPTON
538005552,ASKHOLMEN
538005554,STORHOLMEN
538005557,VALLEYOAK
538005558,GOLDENOAK
538005560,DESERTOAK
538005561,WINTEROAK
538005567,FRONTULL
538005568,GREENOAK
538005577,ROYALOAK
538005582,LAMER
538005584,NAVEJUPITER
538005588,RIDGEBURYCAPTAINDR
538005601,SILVERORLA
538005633,THETISGLORY
538005635,IRISGLORY
538005659,TORMHELENE
538005660,TORMGUNHILD
538005666,TORMTHYRA
538005668,TORMRAGNHILD
538005680,SILVEREMILY
538005681,PRINCIMAREQUINOX
538005721,NORTHFIGHTER
538005731,ABBY
538005745,NAUTIC
538005763,MUSKIE
538005771,NAVIGAMBER8
538005772,NAVIGAMETHYST8
538005773,NAVIGAMETRINE8
538005776,NAVIGARONALDO8
538005779,NAVIGAMESSI8
538005783,NAVIGARAGONITE8
538005788,NAVIGAZOTIC8
538005797,OLYMPICTRUST
538005799,ECOINVICTUS
538005816,ARDMORESEALIFTER
538005837,SILVERCARLA
538005865,ARDMORECHEROKEE
538005866,ARDMORECHEYENNE
538005869,ARDMOREDEFENDER
538005870,SUNRISEHOPE
538005875,OLYMPICLEOPARD
538005882,OPTIMUS
538005893,ECOFLEET
538005902,STISTCHARLES
538005908,PACIFICLONDON
538005910,SILVERAMANDA
538005911,SILVERHANNAH
538005912,GASIMPERIALE
538005925,WIGMORE
538005939,RIDGEBURYJULIA1000
538005962,BOWFIN
538005976,EAGLE
538006005,STIOSCEOLA
538006007,MARINECHEMIST
538006008,PLATAGLORY
538006010,STIMEMPHIS
538006026,WINNINGGIANT
538006028,BOKEWINNINGSTAR
538006046,CHINOOK
538006047,PAMPERO
538006069,JANES
538006070,ESSIE100
538006101,ASKVIKEN
538006112,SONGAFORTUNE
538006120,ECOLUCIDITY
538006123,HACIFATMAANA
538006127,GREENPIONEER2
538006154,PORTLANDPEARL
538006172,SICHEMMELBOURNE
538006181,OBSIDIAN
538006183,HAKKASAN
538006191,VOYAGER1
538006199,ADVANTAGEANTHEM
538006200,ADVANTAGESOLAR
538006202,ADVANTAGEARROW
538006204,ADVANTAGEAWARD
538006216,LAKETROUT
538006222,KIRSTIN
538006235,MRORESTES
538006236,MARLIN
538006271,FAIRCHEMSTEED
538006277,DONGASIRIUS
538006284,SILVERCAITRIONA
538006311,MRPEGASUS
538006337,IVERCOURAGE
538006370,ECOGREEN
538006403,HARLEY
538006441,FLAGSHIPTULIP
538006497,ECONEMESIS
538006549,BUSANPIONEER
538006565,SCARLETTRADER
538006644,SILVERMILLIE
538006687,GUARDIANSHIP
538090169,CAPEBON
538090180,ASHNA
538090189,CAPEBRINDISI
538090231,VOYAGER
538090232,ASTRA
538090242,CAPEBRUNY
538090253,KINGDORIAN
538090264,MAREACTION
538090265,MAREAMBASSADOR
538090267,MTKINGEVEREST
538090269,PORTMOODY
538090273,KINGERIC
538090280,MAREPACIFIC
538090298,PORTSAID
538090299,PORTSTANLEY
538090314,KINGDOUGLAS
538090316,KINGDANIEL
538090338,CAPEBEALE
538090347,MARIDAMAGNOLIA
538090348,GOLDENOAK
538090351,MOUNTAINOAK
538090384,LOKHOLMEN
538090385,GULHOLMEN
538090401,CAPEDAWSON
538090427,PINGAN
538090457,GIZEMDENIZSULTAN
538090460,LRALDEBARAN
538090465,AVATAR
538090469,JIXIANG
538090488,ELEVIT
542143110,MTARGOJADE
548043500,CHELSEADONATELA
548258100,CECILIALUISA
548295100,DANIELLESAN
548463100,LPGLAURA
548773000,SEAEXPRESS
548779000,BOWHERON
548799000,BOWHECTOR
548816200,MTPETROAUSANEE
548850000,GTSTAR
553111115,GAZELLECOAST
553111131,SEPIKCOAST
553111344,BOUGAINVILLECOAST
563001830,VILLA
563001860,JUBILEE
563003930,GOLDENBRAVO
563004110,BRAVESTAR
563005000,OCEANQUEST
563023490,EVERJOY
563030000,ADOON
563034000,KNOCKALLAN
563136000,EBONYRAY
563138000,CHELSEA2
563141000,HKT1
563170000,FSLSHANGHAI
563214000,TANGGUHTOWUTI
563224000,THSONATA
563233000,HAISOON26
563238000,BUNGAKANTANTIGA
563243000,NILE
563272000,DONGJIANG
563283000,SEATANKER
563286000,SGGLORY
563302000,BRIGHTOIL688
563318000,CHEMBULKWELLINGTON
563319000,OCEANPEGASUS
563326000,EAGLEKINABALU
563336000,MARINEJADE
563339000,CRESTODYSSEY2
563347471,SINGAPORERIVER
563357000,TORMSIGNE
563359000,WUTAISAN
563367000,BOCHEMSINGAPURA
563486000,MAERSKRESOLVE
563494000,PROGRESS
563501000,JANESIAASPHALT5
563510000,MAERSKRESOLUTE
563521000,OCEANDRAGON
563525000,SENTOSARIVER
563529000,EAGLEPHOENIX
563534000,LANGKAWI
563646000,CHARLOTTE
563648000,STKATHARINEN
563649000,DJMFORTUNE3
563659000,KIRANATRITYA
563674000,CLARICE
563681000,MAERSKPEARL
563685000,MAERSKPROGRESS
563689000,CRYSTALSUNRISE
563696000,ARALSEA
563711000,PERL
563714000,OCEANSUNRISE
563715000,HUASAN
563800000,GLORYPACIFIC
563834000,MTTEAMBEE
563843000,COASTALNEPTUNE
563844000,BOYACA
563846000,MARINEPROTECTOR
563854000,MANORAPRINCESS
563857000,BWSHINANO
563868000,BWLEOPARD
563874000,SOUTHERNPEC6
563877000,BWCHEETAH
563882000,MARLINDUA
563900000,OCEANCHEETAH
563901000,GOLDENACCORD
563937000,OCEANSUMMER
563941000,RATIH
563956000,AKAMAS
563962000,BEIJIANG
563967000,NORGASINVENTION
564000000,BTSCHRISTINA
564004000,EAGLEBOSTON
564005000,OCEANOSPREY
564006000,OCEANTIGER
564007000,OCEANLION
564008000,OCEANKITE
564018000,ADMATSU
564028000,ALAMBAKTI
564034000,SENTEK8
564041000,CORALSEA
564043000,TAISAN
564060000,ALLI
564073000,THSOUND
564075000,NOLOWATI
564110000,NORGASINNOVATION
564112000,HAJIABBAS
564134000,EAGLEBEAUMONT
564141000,NEWGLORY
564149000,GSWFABULOUS
564167000,MARINEAMBER
564172000,HONEYJADE
564178000,NORDFARER
564192000,EAGLEBIRMINGHAM
564194000,RESOLVE
564195000,INTANGLORY
564197000,EPICBARBADOS
564198000,INTANPREMIER
564199000,OLIPHANT
564207000,ENDEAVOUR
564218000,JWJEWEL
564230000,BWTIGER
564233000,ALPINECONFIDENCE
564261000,SEASWIFT
564275000,UESTAR
564284000,GSWFUTURE
564285000,VICTORIASTRIKE
564293000,FERNANDO
564294000,MARINEACE
564299000,SOUTHERNROYAL
564300000,YOUSHEN10
564302000,YOUSHEN9
564304000,WESTINTREPID
564328000,FEGCHEER
564329000,EAGLEKLANG
564334000,PRAISE
564335000,MTMANTWERP
564344000,OPHELIA
564349000,WULIN
564357000,BAUHINIA
564359000,NORDSNOWQUEEN
564367000,SEAFORTUNE
564368000,BWZAMBESI
564374000,KOWIE
564376000,EUSTANCE
564466000,SINGAPOREPIONEER
564486000,OCEANREGENT
564491000,ORIENTSUNSHINE
564517000,NORDICPIA
564562000,WESTDEFENDER
564571000,SINARTOKYO
564597000,MTVICTOR
564600000,EPICBURANO
564606000,MAERSKMEDITERRANEAN
564616000,OCEANENERGY
564644000,GALEA
564645000,NORDTHUMBELINA
564655000,WESTERNQUEEN
564656000,CARABOBO
564663000,KIRIN
564676000,ASIANPROGRESS3
564679000,OCEANVOYAGER
564681000,KNIGHTSBRIDGE
564692000,LETOPROVIDENCE
564702000,EPICCURACAO
564735000,PEARLJUBILEE
564736000,RELIANCE
564745000,EAGLEVERMONT
564769000,TILOS
564778000,MARINEPARTNER
564779000,MARINEPRESTIGE
564780000,MARINEPRIORITY
564782000,MARINEPROMISE
564783000,MARINEMATRIX
564787000,OCEANPRIDE
564789000,SOUTHERNWALLABY
564791000,EROWATI
564818000,BWKYOTO
564829000,QUINN
564843000,TEAMACE
564850000,LAGUNA
564859000,BROCOMBO
564874000,WHITECATTLEYA12
564875000,NJORDERIC
564877000,PALMSTONEPROSPERITY
564886000,BLACKBURN
564912000,NOBLEWAY
564918000,MALVERN
564919000,JOKASHI
564920000,MTCENDERASASINAR
564922000,JOKIRI
564923000,EPICCALEDONIA
564927000,CRESTARGUS2
564936000,BWISIS
564957000,BWKRONBORG
564960000,JUBILEE
564964000,YUNITA
564966000,BWPANTHER
564967000,EAGLEANAHEIM
564974000,SENTEK21
564986000,GREATDRILLCHETNA
564990000,PROSPERITY
564993000,ASIANPROGRESS5
564996000,DIAMONDBLISS
565028000,BOWSEA
565031000,OCEANSEDNA
565046000,LADYMARTINE
565053000,LADYSHANA
565058000,BAYAN
565081000,TERESACOSULICH
565082000,SSVSAFEBRITANNIA
565084000,SSVSAFELANCIA
565099000,LEOSUNRISE
565102000,AYERCHERDAS
565108000,EAGLEKUCHING
565121000,BRIGHTOIL639
565122000,BRIGHTOIL666
565124000,SPRING
565126000,BWAMAZON
565143000,SWAN
565147000,CHALLENGEPRELUDE
565452000,BOWASIA
565458000,GOLDENBRILLIANT
565461000,MILOS
565466000,ELBA
565472000,CHWNTEK5
565487000,CHRISTOPHSCHULTE
565493000,CARINA
565509000,ARABIANORCHID
565515000,BWPAVILIONLEEARA
565517000,OCEANWINNER
565523000,HANTEK3
565524000,CHALLENGEPACIFIC
565525000,EPICBALTA
565527000,BAHRAINVISION
565528000,CHALLENGEPEGASUS
565538000,OCEANVICTORY
565542000,HORIZON
565545000,OCEANLARK
565549000,BENGALORCHID
565551000,MARINELIBERTY
565553000,LIBRA
565556000,OCEANCOSMOS
565561576,NOGOGINI
565566000,CEFALU
565574000,MARINEHONOUR
565591000,SICHEMONOMICHI
565592000,SICHEMHIROSHIMA
565593000,BWTRADER
565611000,BEN
565620000,TAIHU
565621000,SICHEMCONTESTER
565623000,HONGZEHU
565624000,POYANGHU
565625000,DONGTINGHU
565629000,KENTMERE
565631000,FEN
565640000,ANTARES
565641227,FPPYCONDOR
565664000,ALPINEVENTURE
565681000,MALUKUPALM
565705000,HEREDIASEA
565708000,MTJOINVILLE
565712000,ASHLEYLADY
565715000,CHEMBULKHONGKONG
565716000,CHEMBULKBARCELONA
565719000,CHEMBULKSAVANNAH
565721000,MTCHEMBULKULSAN
565723000,CHEMBULKKOBE
565724000,CHEMBULKYOKOHAMA
565725000,CHEMBULKNEWYORK
565727000,MARINEALLIANCE
565731000,CHANGHANGGUANGRONG
