mmsi,shipname
257927390,LIBERTE
257927700,BINTANG
257927996,CLIPPERQUITO
257928180,SALT
257928590,MYSHIP
257928660,PILGRIM
257929500,MALO
257939900,LINA
257942980,TINGELING3
257943870,MALIKA
257944270,CHICCA
257945290,REDEL
257946060,SANDY
257948270,LOVINDATOO
257953210,BITTE2
257955040,CARPEDIEM
257955240,DOLLARD4
257956270,CITIUS
257957390,OTHILIE
257958470,SEAQUEST
257961330,NOTTEROY
257967090,SJOSTJERNA
257968590,MONICA
257968810,MARQUESAS
257970360,ANEGADA
257970580,ANNA
257971500,OYVAER
257973950,COLIBRI
257974260,STELLA
257975990,ALLEGRO
257979990,NORUMBEGA
257980790,ELL1
257982530,AMORIN
257983160,HARUND
257983430,LAVITA
257984820,FANT
257986450,HANNEFJORD
257988490,WHITEPEARL
257988890,HLIN2
257989890,KARMA
257990290,LUNA
257990510,DREAMTRAVELLER
257991360,SERENDIPETY
257991990,KIRRIBILLI1
257992370,CLEOPAREA
257992990,KNERTEN
257993890,REGINA
257994180,MARLIS
257995890,JUISER
257996012,MARTINH
257996790,PINOCCIO
257997490,ALLEGRO
257997620,TEA
257997880,IMPULS3
257998370,SYDONA
257998630,PILGRIM
258003920,BALENA
258004220,WASABI
258006510,BELAMI
258006620,BEBE
258008200,HPBCOASTGUARD3
258009200,HPB4
258009910,ECLOUD
258011500,BLOMNES
258013410,SAILEVENTS
258015220,ANNOEY
258015320,RUNA
258015410,MISTRAL
258021110,BANDMAR
258022410,OVIDIA
258023420,BELLGLADE2
258024420,CAKYMBEA
258027820,LADYHAMILTON
258028620,CARAMBA
258034220,JARENE4
258034820,EIR4
258036200,M3
258037120,MORILD
258037620,GYDA
258038220,STEINSJO1
258039200,M6
258039410,OBELIX
258044320,RAINBOW
258044511,HINDHOLMEN
258049320,SAFARIDUETT
258049420,LISSI2
258049820,LISA8
258061720,JULDA
258068420,HAVGULE
258069520,PYXISNAUTICA
258069920,VRENGEN
258082330,MYHILDRING
258082860,SERENITY
258083480,ELANOR
258083830,BENEBLAA
258084230,BROSMA
258085980,LEIA
258086090,INDEPENDENCE
258086840,LIVLAGA
258087020,MOBY
258087550,TH6
258087560,TH7
258087580,TH9
258087640,TH14
258087690,VIOLETTA
258088030,FYK5
258090050,ALBATROSS
258090580,FRYD
258091090,ASTRI
258091890,EXITOBENE
258092070,KEMOSABE
258093430,LILLYM
258093880,FORTUNA2
258094230,BOSSA
258094420,SKARVEN
258096020,THETIS
258096060,BRIS2
258096520,CAMUS
258096540,ROCINANTE
258096730,HARDTOGET
258097020,KONGESJIPET
258097570,TILDE
258100040,HAPPIER
258100420,KILO
258101520,LILLEMY
258101630,BLUEATTRACTION
258101770,TOOBONITA
258101950,RAC476
258102430,HILDE
258102620,NIGRIS
258102820,KASKAZI
258103670,RAGNA
258103840,VICTORIA
258104170,VITO
258104590,HASIENDA
258104630,STAYBRITE3
258104860,ELISEMARIE
258105030,SOLVPIL1
258105430,FRAMM
258106170,HYAK
258106460,HENNIE
258106870,ANDREA
258107030,SYISBJOERN
258107160,BJXRKSKI2
258107180,MITRA
258112890,HAVBRIS
258113550,ERITA
258113650,SEAHAWK
258114030,BEGGEDEHLER
258114260,BELLARAGAZZA
258114520,SVAI
258115540,DREGGEN
258116220,ISABEL
258116440,LUCIA
258117120,BEAST2
258118150,BRISEN
258119240,JACARE2
258119650,NYEORIENT
258119970,DALINA
258120160,CNUTANIC
258121130,ANJA2
258121230,WAVE
258121330,TOGGA
258121560,RUNA
258122120,MARTINE
258122740,RODEKORSBATENBOMLO
258123240,HELAN
258123680,HANNAH
258126370,DOMINIQUE
258127240,HAVBLIKK
258128220,GALADRIEL
258128230,LABAN
258128330,QUINAYA
258128770,SYEMILIE
258128920,HAVBRIS
258129470,TRICKSIE
258130080,IDUNN3
258130630,NJORD
258130750,CHILLOUT
258131160,HORKEN
258131670,ODIN
258132140,SKUGGFAKS
258132320,BOOGIE
258132780,DIMI7
258132960,TROLLUNGEN3
258133230,JARTASA
258133760,WALKABOUT
258134750,BASSE
258136360,AJLAS
258136440,SOUTHERNCROSS
258136520,RMSWHITELADY
258137080,MALI1001
258141020,DEXI
258141060,EMILIE
258141880,NANNA2
258141950,TREASURE
258142620,IVORI
258142780,HEROLF
258143950,ADRIANE3
258144280,MYTRAMPE
258144730,ENJA
258144970,LISS
258145640,SPINNVILL
258145930,MEFJORDBRYGGE4
258145940,MEFJORDBRYGGE5
258145950,MEFJORDBRYGGE6
258145960,MEFJORDBRYGGE7
258145980,MEFJORDBRYGGE9
258146020,MEFJORDBRYGGE10
258146030,MEFJORDBRYGGE11
258146050,MEFJORDBRYGGE13
258146070,MEFJORDBRYGGE15
258146120,MEFJORDBRYGGE17
258147450,DSVODIN
258147760,MONBIJOU
258147780,KISTINAU
258148130,BJONALADY
258148620,TAMARA
258149260,RODEKORSBAATENARNA
258149320,PASSATEMPO
258149740,SWANUNGEN
258149750,MEFJORDQUICKSILVER
258150260,AASVERJENTA
258151020,VAYACONDIOS
258151880,MYFAIRYTALE
258154650,GAIA
258154940,NOSTRESS
258155130,EFIMIA
258155620,TIMEOFF
258155740,OLINA
258155760,MARIA
258155830,BOELGEN
258156370,NORTHRIDING
258156620,SPICESI
258157650,NICAMA
258159320,ALMARA
258159470,MEDEA
258160380,ATHENE
258161460,JOMAR
258163270,ALICE2
258163860,TONIA
258165250,PERLE3
258165260,EXPLORER
258167760,MAJA
258167940,MSNUSA
258168040,BOGEN
258168050,HAVSTEIN
258168070,STINA
258169050,PASSIONE
258169320,PECES
258169980,SEAFEVER
258171500,TKHAVORN
258172220,SARA2
258173250,DRAUGEN
258173770,BARENTSQUEEN
258174330,LIBERTY
258174750,HAPPY
258175150,GAERTRUD
258176550,BLUELADY
258176570,CAVA10
258176970,DOFFEN
258178040,ASTRID
258178460,MAJOPOSEIDON
258178580,BONITA
258179270,ARCUS2
258180670,PROCYON
258182280,PONDUS
258183440,STORNOKK2
258183670,VIKING1
258187950,SILDA
258189170,PERLE
258189480,ROSEMARINE
258190570,SEABIRD
258190930,FREKE
258191060,GERE
258191130,SIESTA
258191260,SKINNFYKEN2
258192150,SINUS
258193270,ARNOY
258195070,NOOMI
258195230,RSBOAT2
258196260,HANSE2
258196500,BJORNTOMMY
258199880,OCEANSTAR
258202080,TIARORA
258202580,SC4
258202640,SC7
258202650,SC8
258204001,FAME
258204960,KELVIN
258205120,ZODIAC
258207000,ISBJORN
258214350,SAGAOSEBERG
258216120,MISSLIBERTY
258220450,LAZYBOAT
258220650,KAMA
258223750,GEMINI
258226470,LILLEBAKK
258226500,NJORD
258228530,ZENITH
258230940,LEONE
258231330,HAVELLA07
258232780,FROEKENDINGS
258235940,EASYLIVIN
258236720,ORION3
258236950,ODDLEIN
258246150,HETLELID81V
258248950,K
258250670,ANDRISSAEXPLORER
258250730,ASTOR
258252840,MARILIN
258259040,FLEUR
258259730,INANNA
258261840,ELVIS
258267140,PROEVEN
258267500,ROTVAER
258283500,ANDUNGEN
258300500,SNOGG
258323500,ARCTICOCEAN
258342500,TUSSEN
258357500,MARINA
258405000,MYELISE
258488000,RIVAITALIA
258490000,ARENA
258516610,TENNING
258519110,NORTHERNPASSAGE
258520710,YTTEROY
258530710,NEPTUN
258546410,GILI2
258546610,ASTRAGALE
258547710,FLYER
258562010,BOOMERANG
258563010,VIRGINIA5
258569410,MORRATAAKE
258579000,TRULS
258586010,ISABELLE
258591110,GOLDFISH25
258591610,ANCHRISSI
258593210,EIRINA
258593810,AMARAS
258594910,ESSOOLJEVERN1
258595010,GHOSTRUNNER
258598610,NEPTUN2
258670597,KRONCKEN
258800310,FARSUNDRESORT3
258800510,FARSUNDRESORT5
258800610,FARSUNDRESORT6
258825010,TORTUGA
258825110,HAVOERN
258825610,FARSUNDRESORTBERGH
258987780,CARMEN
258988190,ELMA
258988880,BONACIA2
258989180,IRIS
258989690,ALEXIA
258990640,SYLOTUS
258992540,TIKO
258993520,DEEPHARBOUR
258994380,AVENTURA
258994980,MJOLNER
258996260,HANSEATEN
258996330,AQUARIUS
258996570,MJELLE
258996680,FREMAD
258996980,BELL
258997750,VIKING4
258999170,NEMO
259008000,S305
259009000,NORWEGIANWARSHIP
259043000,KNMOTTOSVERDRUP
259063811,SPARCORVUS
259123456,SAILOR
259146000,FLID1
259163000,SOLSTAR5
259171000,ANNEMARGRETHE
259341000,FREIDIG
259382000,VISTEN
259439000,LAERDAL
261000020,POWIEW
261000090,CZESLAW2
261000280,CYKLON
261001230,LEB18
261002400,RZESZOWIAK
261002510,VIATOR
261002720,EMANUEL1
261002770,DAR19
261003420,KAPER2SG312
261003590,GOLIAT
261005180,DAR45
261005570,BIES
261006260,TROSKA
261060000,HURAGAN
261182087,TURO67
261182201,NOSOROZECS05
261182398,RENIFERO01
261182578,BM5234
261182602,KRIS1
261182609,PUP1
261186012,BIZONB21
261210000,TAJFUN
261230000,ORPKRAKOW
261236000,ORPROLNIK
261242000,ORPORKAN
261243000,ORPMETALOWIEC
261260000,ORPMIELNO
261268000,ORPGENKPULASKI
261277000,BRYZA
261278000,ORPSOKOL
261288000,FILMAR2
261312000,TESIA
261326000,TRYTON
263602559,NORUEGA
264800001,HERCULES
264900051,NEPTUN1
264900176,MAI1102
265190000,SISSELA2
265260000,VIA
265501320,SWEDISHNAVYSTC
265504600,ISA
265506860,MUCKLEFLUGGA
265506910,RESCUE913
265506980,HEIMDAL
265509190,KBV482
265513980,OXEN
265515510,MIDNIGHTSUN
265524480,VINDSKAR
265529010,SUDDENLIGHT
265552320,CHRISTINEARO
265566430,AMALIATS
265582480,LIDKOPING
265597350,ICHIBAN
265601700,KBV401
265604310,MEGAFUN
265609430,ROXYAFSTOCKHOLM
265609610,DELFIN10
265613170,SOLVIK
265615330,MSTARPON
265628820,BOHUSO
265630870,RUNAWAY
265634470,HALLSTA3
265645490,ESMERALDA2
265649330,LISEN
265650020,SEFYR
265650560,PADDAN8
265651010,MSHEBE
265657220,MAMADUCK
265657410,FRIFARAREN
265664020,INDULGENCE
265667700,ARCHERY
265668620,JEMIMA
265668800,STADIG
265669230,RALPH
265669730,SEACURE
265672160,KARINGO
265685740,CANDELA
265688670,SVANOE
265690670,FRAKTTROSS
265691470,TSNINA
265693500,SOUNDACTIVE
265693880,GIMLI
265708680,BILL
265710830,P10
265712040,JUSTINA
265713800,KBV71
265713820,KBV74
265713830,KBV075
265713840,KBV077
265713860,KBV79
265713870,KBV81
265723240,PERJOHAN
265730970,JACK
265739630,SHAMWARI
265754380,KBV481
265756850,SJOJUNGFRUN
265756990,RIBROJ6503532
265757930,SODERN
265762860,RIBROJ6503531
265762870,RIBROJ6503530
265762880,RIBROJ6503529
265762890,RIBROJ6503525
265762900,RIBROJ6503524
265762920,RIBROEJ5503062
265762950,RIBROEJ6503527
265762970,RIBROJ5203060
265886000,CHRISTINAARESTAB
266004001,FRCTORVIKING2
266330000,ENJOYLIFE
269026000,SYNAMAKAOKAHAI
269051000,MARADY
269053611,NINI
269055000,PACHAMAMATOPTOTOP
269056250,FLBCHRISTOPHORUS
269056789,BREITE
269057027,FIDELIO
269057263,RINABLUE
269057373,FLORIAN10
269057406,PIONIER
269057542,MOBYDICK
269082000,NOMAD
269101190,RUWANI
269101680,ILBACIO
269101830,MONSTER
269102150,ROCA1
269102290,ERIKA
269102420,ASABRANCA
269102630,CONNIVENCE
269102950,SYMARLIN
269103140,RACEFORWATER
269103240,MUCK
269103290,ICAT
269103430,PANTHEON
269103750,KYORY
269103860,GOITSOLOSAILOR4
269103870,MARAMALDA
269104010,ISOLADICALMA
269104290,ROMOCO
269104350,OASIS
269104810,COMET
269104840,MAISIE
269105130,RIBICA
269105280,BOSSANOVA
269105460,AROHADOREA
269105660,TILIKUM2
269105920,BIRILLO
269105940,MEDEA
269105970,BLISS
269106080,BLUEMOON
269106090,VAGABONDA
269106190,PINUT
269106340,SERENADE
269106880,CHARLYKETO
269107010,AMBER
269107020,IDEFIX
269107040,SNOOPY
269107170,IDFIXE
269107190,SPIRITOFRIO
269107230,ALUNGA
269107360,SUNNYSIDES
269107430,ADAGIO
269107450,INDIRA
269107540,QUOVADIS
269107910,SWISSNAUTICONE
269107930,CHARISMA
269108020,ARANUI
269108160,EIGHTCUBE
269108220,SYJULIANE
269108390,POLLUX
269108420,AQUAREL
269108640,MALDIMARE
269190000,AENEA2
269193000,TERRA
269322000,MOMOSARUWA
269344000,TIFFANYBLUE
269358000,MITJANA
269438000,CYMA
269449000,COMPAY
269465000,PALUAR
269554000,SYANTHEA
269562000,YACHTZAHARA
269583000,PRANA
269615000,SEQUANA
269618000,BALTIC5603LURIGNA
269627000,TANAGRA
269635000,LOBO
269640000,CAYUN
269682000,LOON
269697000,BLUEJUICE
269748000,NINOTCHKA3
269750000,LIL
269767000,MILONGA3
269785000,LIMACHUS
269791000,BIOLDA2
269918000,TBC
269922000,NAXOS
269975000,CETACEA
269989000,AQUALINA
271000002,HIZIRSOFUOGLU
271000022,BURAKA
271000024,UMITK
271000040,NAZLIDENIZ
271000390,MVARON
271000393,GOKCAN
271000492,TURGUTREIS1
271000849,ECEMKALKAVAN
271000950,MTCEMAL100
271001013,MVISMAILK
271001078,EGEMAR1
271001085,SEMRE2
271001090,BIGSTAR
271001107,CANO
271001117,LALS
271001121,POSEIDONA
271001122,MARINA1
271001130,KARACAN
271001177,ENDERIMA
271001201,MERLISCESME
271001217,ORUCREIS8
271001222,BUKET
271001232,FAVORI
271001236,SIBELLA
271001252,GLYKERIA
271001255,HAKKAR
271002152,MVMUAMMERYAGCI
271002338,CEYHANII
271002454,BTIFLIS
271002525,SEHITNECATIGURKAYA
271002532,KIZILTOPRAK
271002577,KARASUNGUR
271002611,ZAFERTOMBA
271002641,MTNILUFERSULTAN
271010037,KIYIEMNIYETI9
271010057,SAGLIKAMBULANCE11
271010059,HEALTHCONTROL13
271010079,ALIDAS2
271010098,ESREFJALE
271010135,YEKTAINCEOREN
271010218,YAVUZIV
271010253,EYUPKAPTAN4
271010274,AMBARLI1
271010275,AVCILAR2
271010342,OZGUR2
271010363,THEISTANBUL
271010377,ORKINOS
271010387,MTUGINEBOLU
271010405,TUZLA2
271010406,NG
271010413,HEALTHCONTROLSAG2
271010462,INCOLAB
271010469,TOROSPILOT
271010473,HATICEANAM
271010476,ALINTERI6
271010482,ACTIVE1
271010489,AHMETATAHAN
271010492,NECEM1
271010497,OKAY2
271010532,HIZIRREIS4
271010546,LIMANKONTROL2
271010652,KORFEZEKSPRES
271010653,AYDENIZI
271010657,HASRETKARDESLER
271010663,CAFEROGLU1
271010673,EVRENTUGCU
271010686,TUNAC
271010713,SEAGULLEGE
271010723,BEYAZGUL
271010724,NILTUR
271010732,SIRINOGULLARI
271010751,TOYGAR
271010780,YAMANLAR
271010824,CELTIKCIOGLU9
271010826,CELTIKCIOGLU3
271010837,AVCIISMAIL
271010845,BASARAN1
271010856,FARUKREIS3
271010899,ATMACAII
271015025,EGEPRENSES
271015025,UZMAR
271017009,UZUNKUM
271019006,SEKAAKDENIZ2
271019008,MKSDEVO
271020024,GLINT
271020049,LEGEND
271020058,CAELUM
271020065,CISE
271020070,BREEZES
271020115,SPEEDY
271020135,RODEO
271020139,MEFA
271020141,EMIR
271020147,SUNSETPRINCESS
271020148,SANOVEL
271020164,MOTALI
271020167,LACAPRIA
271020180,BURCUMA
271020182,KONTOSTROROG
271020187,YASEMIN3
271024085,JETSTAR
271028000,ENISS
271030003,TCSG83
271030004,TCSG84
271030005,TCSG85
271030010,TCSG61
271030013,TCSG8
271030028,TCSG95
271030035,TCSG130
271030039,TCSG134
271030059,TCSG66
271030061,TCSG68
271030062,TCSG69
271030064,TCSG71
271030067,TCSG74
271030069,TCSG14
271030072,TCSG61
271030074,TCSG86
271030081,TCSG102
271030084,TCSG105
271035002,TURKISHWARSHIP
271035034,TCGGEMLIK
271035057,GOKCE
271040003,KAPUDANE2
271040040,CAMUR2
271040051,EFTALYA1
271040106,TECIR
271040107,BODYER
271040158,EFTELYA
271040192,MAWANI31
271040304,CEVREBEY3
271040320,SUN1
271040323,THETHREEANGELS
271040324,BODRUMPILOT1
271040339,KOKSALANLAR
271040353,BLUECHIP
271040359,AKUVATUR2
271040380,SYMYWAY
271040404,BEGONVILLAGALA
271040412,PENINSULA
271040460,CAMLI7
271040470,TUMAY
271040472,NIRVANABYAREL
271040473,HEAVEN
271040482,KAYHAN8
271040498,SAMURAI5
271040501,OZKOC
271040502,ANTAK
271040525,EFECAN
271040535,CAGLAR4
271040553,BERRAK3
271040574,QUEENB
271040576,PEARL
271040602,KARAMURAT3
271040612,AKEL21
271040615,DIANA1
271040619,KAPTANYAVUZ
271040628,DILEK2
271040630,BAYRAKTARKARDESLER
271040645,COBANOGLU1
271040658,SUNNYEXPRESS
271040674,ASLI4
271040676,YUNUS
271040677,SAFARI2
271040681,SAFARI3
271040688,SELINDA
271040703,VONGOLE
271040710,VEYSELKAPTAN1
271040749,NOTUS
271040750,ACAPULCO
271040754,PACKAGERS
271040781,SOLADA3
271040787,SARKOY
271040795,KASAPOGLU5
271040807,KORAY1
271040814,TIMMYCAN
271040826,MELISA4
271040830,SELAVI
271040837,BEYCOAST
271040847,PELIKAN5
271040863,PINEAPPLE
271040873,GREENDUCKCF
271040876,AGRILYA
271040881,MIRAGE
271040884,MYYAKAMOZ
271040886,BABA4
271040888,MOZI07
271040890,CIN2
271040895,OMUR3
271040899,TUFANA
271040900,ERAYIM2
271040902,METEHAN
271040904,MERT1
271040907,CINARIMA
271040908,EYMENKAPTAN
271040924,DIVADENIZ
271040928,REISBEY2
271040929,HALUK1
271040930,KAPTANADIL
271040940,KUCUKMUSTAFA
271040954,REFIKKAPTAN
271040957,KILIKYA2
271040960,GOKMENA
271040971,DEEP
271040976,NESELI
271041016,GINZA
271041021,SULEYMANBEY
271041024,DENIZKAPTANI
271041039,POYRAZA
271041048,ARKADYA
271041061,ABTALIBABA
271041068,JOKER
271041074,AGORA
271041075,SONOFWIND
271041079,TUANA1
271041121,ARIFKAPTAN4
271041123,SIRIUS
271041127,DERINDENIZ
271041129,PRIMADONNA
271041131,SU3
271041143,DESIRE4
271041148,IMPARATOR3
271041149,MAGA
271041156,SAHINOGLU
271041168,FUNDA1
271041172,YEKTAKAPTAN
271041180,MERMAID2
271041183,LADYCEMRE
271041189,MIRAC2
271041191,SEHERGULU
271041193,DENIZYILDIZI2
271041205,AKYIGIT
271041206,RAMAZANOGLU
271041212,MEHMETKAPTAN4
271041214,SUMMERLOVE
271041216,KEMALTUFANOGLU
271041223,LASTLOVE
271041228,GHARUN
271041236,CAFEROGLU
271041237,DOGUKANA
271041314,ZIYAEFE1
271041316,ESPARANZA
271041318,MIKADO
271041319,MKAAN
271041320,GAMZE2
271041339,LADYMELISA
271041342,TEMELREIS3
271041345,GOCAORFOZ
271041347,SAKIRBASARAN
271041351,CARPEDIEM
271041360,TILSIM1
271041361,MYLOVER
271041363,KECI
271041364,AKREP
271041366,BARKAHAN
271041368,OZSARSILMAZ1
271041374,SALTY
271041376,SILA
271041377,TUFAN5
271041378,YILDIZHANLAR2
271041381,GAZIKAPTAN
271041385,LOTUS
271041393,CHEERS
271041397,LAGUNA1
271041402,ARIVA1
271041409,TOPALKAMIL
271041412,DELTA
271041414,COBANYILDIZI12
271041417,KACKAR
271041422,GUVENVII
271041425,INCEKUM1
271041428,GIZEMS
271041435,CELIKESD
271041436,BILGIN1
271041442,ERMANDIVE1
271041443,POPEYE
271041453,OLIVEOIL
271041468,ZEYNEP2000
271041474,ERGENEKON
271041477,HFURKAN
271041484,ALAATTINKAPTAN
271041489,DENIZC
271041491,AFILLI
271041493,BEGOTOUR
271041503,CEVDETKAPTAN
271041508,BAWARIANHONIG
271041510,KATALONYA
271041527,JOLYSAILOR
271041529,BERCAN
271041530,IMPACT
271041538,ATESOGLU5
271041545,ASIKKAPB
271041548,KEYIFLIYASANTI1
271041550,ONUR10
271041561,JETNURI
271041563,CINGIZHAN
271041564,AMAZONSOLO
271041569,BIGBABA07
271041571,ALIBEY1
271041584,MEMO1
271041585,SUZAN
271041588,BURCU1
271041595,NICE
271041611,NURLUM
271041627,AYDINKAPTAN1
271041631,DIANA
271041633,BEYAZGULA
271041634,KOCAYUSUF1
271041638,TATAR
271041640,CLEOPATRA
271041658,KALKANYILDIZI3
271041663,MSAKANA
271041668,ORION
271041672,NAZLIGUL
271041691,CIN5
271041694,SEHERYELINUR
271041702,MIRALAYBARBAROS
271041707,TARTIGRAT
271041709,ACAR9
271041712,HOLIDAY5
271041714,ALBATROSF
271041720,SALYANGOZ
271041723,MEHREIS1
271041753,MUTLUKAPTAN
271041758,KISRAK
271041763,AFRICANQUEEN
271041764,ARTEMISIAA
271041766,BARBAROSA
271041772,UGURLU1
271041778,MTKORMEL
271041786,ESAKDENIZ
271041797,NERISSA
271041806,OZGURUM
271041809,KIRAN4
271041812,BEGUM
271041813,AKREP
271041821,YORUK
271041827,ALISIM1
271041829,YUCEBEY
271041854,AYFER1
271041856,SEMPATII
271041886,SELENIUM
271041894,LEOCRI
271041896,KYBELE2
271041910,SIMSEK
271041913,SULTANI
271041914,UGURKAPTAN2
271041915,UCAN
271041920,ATLANTIS1
271041921,ERTAN
271041927,METROSTAR
271041929,SEAWARD1
271041936,SEAGULLEGE1
271041938,ARIFKAPTANA
271041943,KARAASLAN3
271041958,NASIPIM
271041966,IMAN
271041969,ANITTA
271041973,JETSINBAD1
271041979,ZEYNO1
271041980,TARIKM
271041982,DILARA
271041990,ANASTASIA
271041994,ZEKIOGLU1
271042000,LULLY2
271042004,STOLWERT4
271042026,RUYA3
271042033,NURULLAHBEY
271042036,LANONNA
271042044,BURCUA
271042051,PILACI3
271042055,BARANTA
271042066,NESLISAH
271042067,ARK
271042081,SIM1
271042087,VIRAZON
271042102,NATURLINE
271042110,YAVUZ1
271042120,PISCES1
271042124,YASAVOYAGER
271042137,CERENAY
271042150,NORTHER
271042163,PELIKAN
271042167,FORA10
271042169,BURAK
271042173,SARAYLI1
271042174,SONSAMURAI
271042187,USKUMRU
271042193,SIROCCO
271042196,AQUAVIT
271042206,MONALISA
271042211,ANEMON1
271042216,MYLOVE
271042221,FLAS
271042222,SUNGURLU
271042228,BASARANA
271042232,BAYSIDE
271042236,MUHSINKAPTAN
271042238,SU4
271042252,ALEVV
271042258,IRMAK4
271042262,MEHKAPTANOGULLARI1
271042268,LIYANA
271042274,ERCAN96
271042287,PRIVATEMEMOREIS
271042295,CALYPSO
271042299,CICOM
271042301,NEBOS
271042318,ADA
271042328,SINO
271042364,SINBADSULTAN2
271042370,ADABEYI
271042379,GUNEYYILDIZI2
271042420,MERVE2
271042452,MIAMITC
271042460,ANCHA
271042461,TAYSIN
271042483,KUCUKMEHMET
271042505,ABALIM
271042519,PALAMAR33
271042534,HACITAHIR
271042539,PUNTO
271042557,MYDELUXIA
271042571,HEDEFYELKEN1
271042592,TERSANE7
271042593,MILONGA
271042605,AQUAJOY
271042608,SHARKB
271042629,PULSAR
271042636,MANITA
271042668,LADYA
271042678,PANO5
271042724,SAFAKBEY1
271042728,RASMUS
271042745,ALDESA
271042748,SENERKAPTAN
271042774,MELISA
271042833,GAMZENURKOCAK
271042846,OGERKAPTAN
271042911,DT016
271042932,HAYDI
271042936,GORA
271043000,MARANEZ
271043098,DUMLUSU
271043139,BATIDENIZ9
271043149,AHMETEFEA
271043176,EVLAT
271043187,TABAOGLU1
271043199,NAVIGA
271043230,AURA
271043235,GARANTI
271043252,MIRACA
271043259,LILAC
271043262,AYCA1
271043327,BULAK
271043355,KIMBU
271043397,SANMARTERMINAL7
271043458,BUYUKVARAN
271043465,JUMBO2
271043498,ACAR1
271043522,BORINA1
271043527,KAAN1000
271043529,AKGLOBAL2
271043531,SELCUKRORO5
271043550,MELTEMP
271043559,FLOWER3
271043560,KIBARLAR
271043570,VIPPRESTIGE
271043612,TOSKA
271043645,JULEM1
271043663,SEAGULL
271043690,AFC
271043695,LARISA
271043769,PIRIREIS
271043787,BATIDENIZ13
271043800,VIKINGEN2
271043801,MOLIVA
271043804,BOGACAY6
271043813,GMRUMURBEY
271043817,MATRUSKA
271043828,CRYSTAL
271043844,ROBINSON5
271043863,ROSALIE
271043882,GELINGEZELIM1
271043900,LILA
271043912,VESPER
271043918,ZEUS63
271043921,SIMAY1000
271043995,GMRSEYDIALIREIS508
271044038,EVYAPPORT1
271044045,YENIYUNUS4
271044075,MOST6
271044078,KAFKASKARTALI
271044097,AXI
271044100,HESSE
271044131,ALI2003
271044142,DOBRICLER
271044151,CANGUL1
271044234,SANMARCAMADAN
271044268,ARTEMIS
271044277,CAGAN
271044290,MESUTOL
271044297,ALTINOVA
271044298,MANDALINA
271056038,AKTUR2
271056060,DETEKSALVOR
271056063,HACIALIFAIKKAPTAN
271056079,NEVZATBABA
271062004,HAKKIKAPTAN1
271062005,CINARAHMET
271062030,KADIRKAPTAN4
271062054,ARAPKARDESLER
271062078,ISAREIS
271062143,MERTOGLU
271062149,BARBAROSDENIZ
271066005,TUNCAYSAGUN
271069039,UGURDENIZ
271072003,EGEMARIN10
271072005,KILIC3
271072008,AKTAK
271072012,SAFAKEYLUL
271072016,EMEL1
271072133,SUPHIDEDE
271072149,TALASLAR1
271072167,YUSUFDEMIROGLU
271072181,AGAOGLU2
271072185,MEKKE
271072191,ALISTOLLU
271072192,COLAKALI
271072205,KARACEYLAN
271072209,KIYAKKARDESLER7
271072228,ENGINKARDESLER2
271072233,KAPTANKAAN
271072242,MENEKSEBALIKCILIK
271072258,AGO
271072374,CEYLAN4
271072383,SECKINKRDSLR1071
271072397,AKIN3
271072401,BABANEJDET
271072411,REMZISENGUL
271072416,SAMIREIS2
271072417,ERDOGANREIS
271072455,HACIOSMAN
271072477,EMANETKARDESLER
271072574,YAKUPKAPTAN1
271072581,ULKUM2
271072591,MUSTAFARASIMOZBEK
271072596,BEKTASLAR
271072602,BAYRAMOGLU1
271072604,BUYUKPASAREIS
271072606,MEHMETISIK
271072610,IZZETKAPTAN2
271072611,PAKISTANLI3
271072615,MEHMETOGULLARI1
271072617,BABAYUSUF2
271072633,KIRDENIZ1
271072635,MADENCI1
271072638,PASAREIS1
271072642,ARAPHUSEYIN
271072656,KOCERKARDESLER
271072664,ICALISKANOGULLARI
271072678,SEVERBALIKCILIK
271072684,TEMELDAYI
271072691,GENCAY4
271072695,YAGIZKAPTAN1
271072696,KURSUNLAR1
271072701,KAPTANIHSAN
271072708,TAMERSUYOLCU
271072716,ERDENIZ2
271072720,GENCKARDESLER2
271072725,KUTLU
271072733,LATIFESULTAN3
271072734,LATIFESULTAN4
271072736,MUMINREIS
271072737,MUSTAFAREIS4
271072749,UMUTAYDINREIS
271072758,MEHMETBABA2
271072766,ALIOGULLARI
271072783,KOCAMANCINAR
271072801,IBRAHIMEFEREIS
271072810,SIMAL
271072815,CECELI
271072823,OZMENLER
271072825,LOKMACI1
271072835,KILIC18
271072845,FAIKFARUKSALCI
271072860,ADABALIKCILIK
271072889,TURANLAR
271072895,KAMER
271072902,ARSLANKARDESLER2
271072908,BASOGLUE
271072920,KAPTANBURAK
271072926,GOKYUZU1
271072930,OGUZBEY
271072937,OZSANDIKCI2
271072950,COLAKLAR1
271073032,CEFAKARAVCI
271073046,MAZLUM
271073054,MUSTAFAKAPTAN
271073108,ATILGAN81
271073109,BOZKURTOGLU
271073123,GELBA5
271073126,MISYA
271073133,BAYRAKTAR57
271073139,ALKAN3
271073140,KESANLISALIMOGULLAR
272009600,TAMAN
272026500,GS273
272039700,MAYKAN
272055800,DELTA
272062700,KAMENECPODOLSKIY
272096700,KINBURN
272108900,KODAK
272123000,MARIA
272179000,RIBALKASEVASTOPOL
272234000,POISK
272292000,VALERIIPLATONOV
