"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_wa","c_psdn","B_mean_price_part","B_mean_price_crab","B_mean_price_slmn","w_psdn","w_nanc","w_dcrb","w_slmn","w_cmck","asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","asc_nps_sock","lambda_part","lambda_nanc","lambda_psdn","B_d_cd","LL","stage"
2.8,-0.05,-0.005,-0.02,2,0.3,0.4,-1.15,-4,-2,3,3,3,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0.45,0.45,0.3,-4,-50667.6094411757,1
2.89627282996615,-0.114396321381715,0.0172575275631941,-0.0553571158386955,2.05626657693129,0.252279210561943,0.365997062420774,-1.16385351970999,-4.06849723195921,-1.98506584817337,3.04540239865186,2.98258086007342,2.94658954594087,-1.02712817643111,-1.04838551177803,-0.99886793944599,-1.03783864120887,-0.963659423244459,-4.9589908624543,-4.92717936627539,-4.95843500093171,-4.92067897200838,-4.95243715819094,-4.99181424731652,-4.94775246870093,-5.02289156382527,-4.96643071924101,-4.90561757751157,0.431606984517133,0.488488369070069,0.289782113196667,-3.95530275030889,-56346.2021673455,1
2.78314151683484,0.0492400422546486,-0.0433485330428665,0.00120854072696105,2.0603069809717,0.304804463087195,0.40236069878441,-1.14769190354837,-3.9614265248885,-1.90829817140569,2.99489734814681,2.94823742572999,2.9768925762439,-0.960461509764439,-1.09282995622248,-0.970585111163161,-1.04793965130988,-1.02628568587072,-4.99333429679773,-4.98374502284104,-5.02914207163878,-4.9408809922104,-4.91001291576669,-4.90696576246804,-5.06088378183224,-5.0552147961485,-5.03309738590768,-4.9318802037742,0.36898072189087,0.415761096342796,0.283721507136061,-4.02196941697556,-48972.7716102529,1
2.85384858754191,0.0270178200324263,0.00917671948238605,0.0294913690097893,2.04616556683028,0.300764059046791,0.351855648279359,-1.24668180253827,-3.93112349458547,-2.03355069665822,2.92621047945994,2.94621722370979,2.98497338432471,-0.936219085522015,-1.018082481475,-1.01502955560761,-1.01157601494624,-1.04042710001214,-4.93676864023208,-5.06051269960872,-5.01500065749737,-5.01764866897808,-5.06354826930205,-5.02615768165996,-4.94371206466052,-5.00470974564345,-4.93410748691778,-4.98036505225905,0.508374661284809,0.361215641797341,0.344327567742121,-3.90883810384425,-52411.4422186398,1
2.77506070875403,-0.00126500825040196,0.0879645982702648,0.0658550053734257,1.97545849612321,0.248238806521539,0.363976860400572,-1.18203533789181,-4.08869925216123,-1.90425776736529,2.99691755016701,3.02904550653807,2.98699358634491,-0.918037267340197,-1.05444611783864,-1.05745379803185,-0.942889146259374,-1.09901295859799,-4.97515247861591,-4.91909855819458,-5.07156631406303,-5.06613351746293,-4.90193210768589,-4.98575364125591,-5.018459539408,-5.06935621028992,-4.94218829499859,-5.03895091084491,0.518475671385819,0.425862106443806,0.38271140612596,-3.94318153818768,-103594.097846331,1
2.79526272895605,0.0249976180122243,-0.0352677249620584,0.0638348033532237,1.90475142541614,0.221976180258913,0.436704133127844,-1.05678281263928,-4.07051743397941,-2.03557089867842,2.92217007541954,2.97450005199262,2.90012489947622,-0.930158479461409,-1.05242591581844,-1.02513056570862,-0.94894975231998,-1.07477053435557,-5.03777874124218,-4.90697734607337,-4.91803096052767,-4.90047695180636,-5.07364927940306,-5.02413747963975,-4.97603529698375,-4.9542046951384,-4.94016809297838,-4.99450646640046,0.433627186537335,0.44000352058522,0.342307365721919,-4.05025224525839,-49865.9567850826,1
2.73869707239039,-0.0598508668362605,0.0293787396844062,0.0315115710299914,2.08050900117372,0.391673149955882,0.495289991713703,-1.15375250960898,-3.90890127236325,-2.07799514110266,3.0858064390559,3.09369197118454,2.92032691967824,-1.05541100471393,-0.991819855212375,-1.04937298995104,-0.979252782623011,-0.909113968699004,-4.96909187255531,-4.943340982437,-4.98267742517414,-4.91259816392758,-4.99082099657477,-4.98171323721551,-4.99219691314537,-4.92592186685557,-4.91390546671576,-5.05713272902672,0.360899913810062,0.431922712504412,0.366549789964344,-3.97954517455132,-65113.5098043737,1
2.72859606228938,-0.0840932910786848,0.00311611342178,-0.0492965097780894,2.0643473850121,0.327026685309418,0.434683931107642,-1.15577271162918,-3.95334571680769,-1.90223756534508,3.0878266410761,3.00076267825524,2.92638752573885,-1.0230877723907,-0.915052178444698,-0.922100262678313,-1.07420227757251,-1.03638669597173,-4.92262722609066,-5.06657330566933,-5.02712186961858,-5.09643654776596,-4.93223513798892,-4.91504657054884,-5.06290398385244,-5.08551782645153,-5.00683475964505,-5.04097111286511,0.52857668148683,0.462225742807442,0.291802315216869,-3.96944416445031,-51579.9210946068,1
2.85586878956211,-0.110355917341311,-0.0797121694065028,-0.0331348936164733,2.01990294056766,0.395713553996286,0.398320294744006,-1.1759747318312,-3.91092147438345,-2.07193453504205,3.04944280269227,3.04318692067949,2.92234712169844,-0.992784742087671,-0.993840057232577,-0.984726525304576,-0.920666924037152,-0.953558413143448,-5.0620211654846,-4.9372803763764,-4.96651580901252,-4.96714361847303,-5.0191038248576,-5.08676374226602,-5.07502519597365,-4.95824509917881,-4.90178425459455,-5.09147616337016,0.38918274209289,0.500609581191281,0.398873022287576,-4.00176739677354,-45136.230309504,1
2.73465666834999,-0.108335715321109,0.0374595477652143,-0.115963176444756,1.93909485975958,0.205814564097296,0.406401102824814,-1.12951008536655,-3.98364874711072,-2.06385372696125,3.06560441885388,3.00682328431585,3.02941782876915,-0.926118075421005,-0.945355208747729,-1.09583763641569,-0.997434600804829,-1.05860891819395,-5.01151611497955,-5.06859350768953,-4.99681883931555,-4.95704260837202,-4.92617453192831,-5.04635970186198,-4.97401509496355,-5.08349762443133,-5.04521859802889,-4.98844586033986,0.41948577239592,0.510710591292291,0.257458880873435,-3.98156537657152,-73880.0522185795,1
