"B_mean_avail_msqd","B_mean_avail_psdn","B_mean_avail_cmck","B_mean_avail_nanc","B_mean_avail_albc","B_mean_avail_dcrb","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_psdn","c_dcrb","B_mean_price_part","B_mean_price_crab","asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","theta_part","theta_cmck","theta_msqd","theta_psdn","theta_part_crab","w_msqd","w_psdn","w_albc","w_cmck","w_dcrb","asc_no_participation","w_nopart","B_mean_price_no_part","LL_model","obs"
2.37885791814747,-2.11824962909652,-2.54136870563914,49.6269899158015,-2.77043968660458,5.20533091749922,-0.0794350480833022,-0.000911177823796413,-0.00505544842026725,2.81642431999183,0.368270368529308,0.42701333471491,-2.6644384204003,-23.2199555474079,-43.1608260631913,3.9544808597428,0.00471814242371288,-8.46727418646798,-8.04542112678067,-9.94189690462448,-8.60421685508861,-22.1532150751151,-8.99726226833876,-8.44478488497823,-6.75997384823789,-4.3764422804397,-2.20577095863845,-12.1007150332076,-6.38196272455762,-7.25043913104616,-51.0661958334993,-14.774058842392,-6.18032762704297,-5.80422615200775,1.06299099464708,10,10,0.499653162650465,10,-3.65466823345107,-0.358819212166194,-0.1593333563268,-183.734504060369,-0.366995640126186,0,0,0,-3386.02834742593,4863
1.87374766649664,-0.158659096564808,-2.23200942376333,2.76720535522662,-1.97205462658175,5.58147843733875,-0.0720688979534398,-0.000830102787074943,-0.00419702960393028,2.69655956555808,0.394092052691525,0.404683851535747,-2.03865100065415,-1.87553398218891,-1.63633708089313,4.35419883203862,-0.0550418704614166,-8.50931874542514,-8.38125371636428,-9.29521354123277,-8.87598951581394,-20.1152759416584,-8.94248121167033,-8.43265297749195,-7.04516850847738,-4.93679269629623,-3.41151577091106,-11.1580129149909,-6.43066512253688,-7.33618901220988,-24.6999788034583,-16.898085754102,-6.16404937752284,-6.49223268116305,0.800050787949738,10,10,0.73426617808512,10,-3.63779636249846,-0.575039843811586,-0.330499814113181,-26.1932335598488,-0.465481348157791,0,0,0,-4047.06078278956,5955
1.35451023185564,-1.42574450430223,-3.05470828334917,9.8894786261343,-4.67688551700259,8.79709487299476,-0.0706915548688458,-0.000789573229312468,-0.00665994446386793,2.64757673950524,0.30517178259624,0.450891212460727,-1.92751924334728,-2.16184559040637,-42.1263095591192,4.99827756838089,-0.207722500819324,-9.1755374106161,-8.99386457199748,-9.82930049955855,-9.55384229847452,-9.25243396792662,-9.56053465810954,-8.81179991853178,-7.25425667529272,-4.64932994166586,-14.1305570297244,-13.9670042843662,-6.40927847993423,-7.74592257372144,-11.2013728466079,-30.9942088474979,-6.6787649056038,-9.0722122965444,0.80327726288409,10,10,1.64029829631209,10,-3.70295810716532,-0.685033261714241,-1.00877878135741,-3.31419413925382,-0.633863628923627,0,0,0,-5429.64325826049,7897
1.64037691423986,-0.886546682643161,1.4883753159318,11.0534061936771,-3.02890550326479,6.60327487081289,-0.0647973716221746,-0.000814044082227888,-0.00405006994341191,2.47856223125086,0.260456151359017,0.529383313466906,-1.64672222937588,-0.528842183284215,-44.371200457951,5.8589336526955,-0.0490431918970417,-10.4550553619574,-10.4682144379719,-11.0829507202986,-11.0829948279291,-10.6183895888517,-10.7571302178823,-9.99943690662652,-287.110112340367,-5.75311929315368,-4.5107252391691,-147.28601502539,-8.24175629200809,-10.7675897781125,-12.4254507960762,-22.0210629027161,-8.00104900718305,-7.87248190844521,0.421090050432291,10,10,0.175178740002911,10,-3.56082981405338,-0.640353236619631,-0.396989296688255,-2.2589398741488,-0.530521541117867,0,0,0,-5449.76476064844,8116
1.64728291455549,-1.2278691659975,1.10930986607231,10.3235797593883,-3.05880088381671,6.54644002479944,-0.0593703538828795,-0.000973920440698914,-0.00835477332253304,2.29135099856646,0.49877542369918,0.463357315203671,-2.10998228169071,-1.57154827246246,-0.95741287151337,4.86663611206852,-0.175061686081462,-9.13805694915565,-8.77085239016886,-9.87015872096326,-9.45482618732393,-8.85256176634749,-9.32874934712243,-8.69468568089424,-12.7870915562726,-4.86039283664274,-3.23367448104241,-10.6294428817343,-6.67263935302507,-9.29999384854595,-10.9744441516073,-18.0883203282869,-6.21096109766845,-7.20240060375481,0.363516696164563,10,10,0.46710266199249,10,-3.66298458630067,-0.468287020504725,-0.23126204378878,-2.60264711299046,-0.564447085466255,0,0,0,-3426.35930536468,5449
1.47711173890566,-0.709101122188464,-2.12418558872311,9.53506516372821,-2.394284613971,8.83748658159167,-0.058013594094096,-0.000942218829978702,-0.00498886570725165,2.26295049384619,0.37689149113292,0.367184366960103,-1.65657968297605,-1.94554430402036,-1.64586148606296,4.16827496067402,-0.0902711398266165,-7.90319209320567,-7.67608787812136,-8.67618225793056,-8.01414930665878,-7.64908450984187,-8.22251224659782,-7.68929226928579,-6.08678913636609,-4.09294549930707,-2.97487165160523,-3.33718568560337,-5.36328495455226,-6.49303348106486,-9.83768851106264,-15.8759872142657,-7.54883909599509,-9.85814246428555,0.503250095450924,10,10,0.143308178836706,10,-3.77501465937408,-0.615142227457929,-0.386778040434065,-3.35038541991946,-0.401455217272441,0,0,0,-5798.98591614753,8100
1.76651405658906,-0.994787487661962,-2.31437709884034,9.90498291665124,-2.88466440913954,6.44330553227731,-0.058513591939151,-0.000927217320041961,-0.00441181730085099,2.30123863449843,0.353824963581524,0.420081708016584,-1.56110483962175,-1.60020407250842,-14.5319051764184,4.24255813026941,-0.0944151954670107,-8.29795311290495,-8.14498593356624,-8.96391742416939,-8.4972950627825,-8.38251232206988,-8.57141796124805,-7.92594521687601,-6.45352668530239,-4.35882404023875,-9.56589349558187,-3.47558826490385,-5.75942574813472,-6.83226445839515,-10.6399499160993,-16.2642829255799,-7.75160485342314,-6.76805558049816,0.415177231514617,10,10,0.349883328852791,10,-3.51489904499919,-0.656629101508295,-0.377546389889612,-3.45810112850481,-0.600101531969671,0,0,0,-6165.56456793211,8527
1.39314115002876,1.02248068676816,-1.89798732623126,9.87321544037731,-27.1629408574559,7.92135324954535,-0.0630422873536983,-0.00108396696149288,-0.00489253709370057,2.41525768348003,0.295180650171831,0.436811472022709,-1.68943606708725,-2.05398387767519,-1.55738473894854,5.16800890773119,-0.154047941949019,-9.13891482950704,-9.05637448834008,-9.80492441965023,-9.52024316397033,-8.99550950079558,-9.48545171529385,-8.62074713319669,-7.33885282320821,-5.27526484642331,-3.93647000839743,-4.46867781549609,-6.32373688760874,-7.63393169615043,-10.8136821177842,-39.7395727922696,-6.83511690052493,-8.66075821149256,0.530490203814386,10,10,0.0950434663337099,10,-3.65387544441814,-0.647277516158211,-11.5379809279418,-3.3122199080557,-0.564935989592412,0,0,0,-4643.66928684895,6782
1.4387035999506,-1.2904207179434,1.05706248683678,10.2911181177791,-2.8829393396405,6.27840634289123,-0.0708821483536774,-0.000773418570681924,-0.00779542111375332,2.70647249818491,0.400747927939088,0.468868411342091,-1.95545316863024,-1.7497395676061,-190.222471967209,4.92243094660548,-0.0477444249208033,-9.30778016556813,-9.08164818910151,-10.0092133913014,-9.73845399660356,-9.32944197321388,-9.60992466490513,-8.97437705905509,-68.9353011117781,-5.00128711086391,-3.65300186297898,-3.96961913231822,-7.44517165950791,-9.941551835065,-11.4934209331302,-18.7541044503853,-7.00087011835132,-7.25946670015375,0.744625836562012,10,10,-0.118934852562023,10,-3.78542746278071,-0.550935353344577,-0.257032224990855,-2.31884593873701,-0.513376088663564,0,0,0,-4196.50302997192,6327
1.35119520273404,0.118489211047577,-1.37742805915667,9.95938662661669,-2.1911886008803,5.7694306434208,-0.0597983920104354,-0.000980420457060941,-0.00551710864323094,2.37179939807623,0.24082266976819,0.393531773517063,-1.79149265296538,-1.48601413729239,-1.4911593998681,3.67333779268,-0.0717094128128945,-7.58658296729832,-7.39977342998219,-8.17808163366507,-7.83627962403973,-7.29286758981496,-7.87575232813124,-7.08566190359544,-6.59962925383137,-4.44677662952576,-11.5153044026303,-11.3504362764742,-5.69367046496268,-6.84865660796821,-10.2250795778656,-14.3272512542737,-6.55688245858095,-6.42073887790613,0.529674501355573,10,10,0.988627335932262,10,-3.64802704075444,-0.789213953224122,-0.363327217780997,-3.08221410408314,-0.5663081323721,0,0,0,-5822.85229915772,8474
