"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_psdn","c_dcrb","B_mean_price_part","B_mean_price_crab","asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_part_crab","w_nanc","w_msqd","w_psdn","w_albc","w_cmck","w_dcrb","c_msqd","c_wa","B_d_cd","asc_no_participation","w_nopart","B_mean_price_no_part","logLike"
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,2.5696915102218,0.380069117042722,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-4733.88590470324
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,2.5696915102218,0.380069117042722,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-4733.88590470324
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,2.5696915102218,0.380069117042722,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-4733.88590470324
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,2.5696915102218,0.380069117042722,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-4733.88590470324
2.31261739806282,-0.0681773306565666,-0.000860843021794546,-0.00467598856008683,2.56969152490275,0.380069103494583,0.384334225616206,-1.80271216045095,-1.98620582113648,-1.97020355887332,3.8457607387893,0.0908082158187021,-8.01753758600862,-7.83815916284891,-8.77294579553215,-8.21178573502349,-8.30597053935435,-8.48022364493631,-8.06923315817145,-7.11478893516596,-5.41253461425696,-4.06423706903192,-4.33295265439215,-6.52374093442023,-7.56311066116151,-6.70425315843842,-17.0641990336135,-5.96580912800916,-5.59362903410155,0.668500655905109,0.668494468956177,0.668199922951752,0.354346617117384,0.995083026204878,-6.46968308761357,-3.71287267018648,-0.576780246367704,-0.357613150877361,-3.34511095190474,-0.447089261398625,-3.5668665576557,-6.03769804730552,-6.73700998208895,0,0,0,-4733.84445419668
2.3126173879033,-0.0681783578997865,-0.000860713412044911,-0.00467823870988649,2.5696915147072,0.38006898782645,0.384333953942588,-1.80271212324163,-1.98620582132379,-1.97020355804344,3.84576077316587,0.0908081218432383,-8.01753762155201,-7.83815922088234,-8.7729458269465,-8.21178573603853,-8.30597046954594,-8.48022362385886,-8.06923304673596,-7.11478893090618,-5.4125346757972,-4.06423709131713,-4.33295265531832,-6.52374093514637,-7.56311066729206,-6.7042531549819,-17.0641990363815,-5.96580913173568,-5.59362904223332,0.668499567484827,0.668494804601771,0.668200544323401,0.354346631514241,0.995083087595,-6.46968308771338,-3.71287267324451,-0.576780251150148,-0.357613153621402,-3.3451109520885,-0.447089266547033,-3.56686655793864,-6.03769804730555,-6.73700998238366,0,0,0,-4733.84407433735
2.31261738109207,-0.0681791186280387,-0.000860710156806915,-0.00467808574299763,2.56969154607258,0.380068851244347,0.384333877938065,-1.80271207813841,-1.98620582156307,-1.97020355695905,3.8457608614628,0.0908079840611111,-8.01753766983488,-7.83815926300651,-8.77294586852411,-8.21178573080151,-8.30597037527596,-8.48022359348428,-8.06923289563819,-7.11478892426601,-5.41253475729035,-4.0642371230133,-4.33295265786877,-6.52374093574279,-7.56311067548733,-6.70425315021673,-17.0641990403769,-5.9658091373181,-5.59362905405009,0.66849809427034,0.668495258867582,0.668201399148444,0.354346649874213,0.995083170193096,-6.46968308784851,-3.71287267538129,-0.576780257411054,-0.357613157518083,-3.34511095230349,-0.447089273854404,-3.56686655832083,-6.03769804730561,-6.73700998278314,0,0,0,-4733.84393679715
2.31261738680616,-0.0681791074620916,-0.00086071012409674,-0.00467810429365083,2.56969160121193,0.380068756265183,0.384334016171776,-1.80271202384882,-1.98620582121119,-1.97020355602935,3.8457609526684,0.0908079205033853,-8.01753769460119,-7.83815929517953,-8.77294590278507,-8.2117857283482,-8.30597029989221,-8.48022357049783,-8.06923277541669,-7.11478891816545,-5.41253482447827,-4.06423714391852,-4.3329526565342,-6.52374093529397,-7.56311068041306,-6.70425314545651,-17.0641990406933,-5.96580913957282,-5.59362905962839,0.668496931909708,0.66849562431309,0.668202070754235,0.354346669173538,0.995083238452383,-6.4696830879572,-3.71287267639217,-0.576780260876235,-0.357613159976751,-3.34511095242254,-0.447089278200639,-3.56686655862818,-6.03769804730565,-6.7370099831119,0,0,0,-4733.84384645602
2.31261738712186,-0.0681793045062824,-0.000865732949070328,-0.00467877777701573,2.56969166266862,0.380068613054848,0.384333728589301,-1.802711972331,-1.98620581378199,-1.97020355464951,3.8457609751094,0.0908078838581698,-8.01753777162246,-7.83815928069499,-8.77294598954013,-8.21178580915001,-8.30597021126037,-8.48022359540659,-8.06923263333708,-7.11478889296462,-5.41253491075732,-4.06423718652842,-4.33295265658695,-6.52374089249499,-7.56311064600227,-6.70425311074131,-17.0641990302392,-5.96580914126279,-5.59362906459794,0.668496407395814,0.668495981874015,0.668201958648398,0.354346717674658,0.995083324518797,-6.46968308809472,-3.71287266779479,-0.5767802845804,-0.357613162369349,-3.34511095153708,-0.447089282941373,-3.5668665590171,-6.0376980473057,-6.73700998313067,0,0,0,-4733.84141095018
2.31261738513913,-0.0681795057511228,-0.000865708024733593,-0.00467920156743754,2.56969166104776,0.380068589871416,0.384333676581738,-1.80271196485431,-1.98620581381937,-1.97020355448211,3.84576098247122,0.0908078647819998,-8.01753777880289,-7.83815929206871,-8.77294599588035,-8.21178580929158,-8.30597019715409,-8.48022359112965,-8.06923261081367,-7.11478889209418,-5.41253492318244,-4.06423719104643,-4.3329526567847,-6.52374089263694,-7.56311064723876,-6.70425311004105,-17.0641990307995,-5.96580914201999,-5.59362906624796,0.668496187439461,0.668496049705251,0.668202084345639,0.354346720579158,0.995083336922142,-6.46968308811489,-3.71287266839276,-0.57678028554472,-0.357613162925168,-3.34511095157384,-0.44708928398437,-3.56686655907428,-6.0376980473057,-6.73700998319024,0,0,0,-4733.84134013358
