"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_dcrb","B_mean_price_part","B_mean_price_crab","B_mean_price_slmn","w_psdn","w_nanc","w_dcrb","w_slmn","w_cmck","asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","theta_part","theta_psdn","logLike"
2.8,-0.05,-0.005,-0.02,2,0.3,0.4,-1.15,-2,3,3,3,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,0.5,0.5,-45584.8147788959
2.45212995325863,-0.0570799104772275,-0.00583837108540632,-0.0186091795042603,2.08120547582175,0.374343675318866,0.378743871583198,-1.26476495537583,-2.08486060086712,3.25750106120035,2.98387163288687,3.12270794191071,-0.954540970003828,-0.951965249090187,-1.08735888660609,-0.859630925666536,-0.950844099148103,-4.89327269327473,-4.94657642061833,-4.91038884720804,-4.90901549709124,-4.92125170542361,-5.23071909909263,-4.8942612936354,-4.94268309921803,-5.1341974098154,0.659062954183169,0.537133351730003,-43773.0383755142
2.45212946567758,-0.0570799361593207,-0.00583837247358754,-0.0186091231283873,2.08120603751176,0.374343541556306,0.378745008912273,-1.2647617063026,-2.08486222799776,3.25749064794429,2.98387224673687,3.12270473573401,-0.954541355158936,-0.951965307570869,-1.08735955689638,-0.859631722114298,-0.950844170829186,-4.89327847854527,-4.94658495002738,-4.91039609839877,-4.90902428878203,-4.92125604065952,-5.23071758045412,-4.89426736296093,-4.94269231989644,-6.13421182607173,0.659063328376715,0.537133550048028,-41503.0393638593
2.45213068362987,-0.0570800727210607,-0.00583837241207549,-0.018608809373046,2.08120856283103,0.374343529417132,0.378750169568621,-1.26474058631348,-2.08487011208818,3.25749611685211,2.98387521238102,3.12268850510724,-0.954542794205311,-0.951965762558412,-1.08736296137589,-0.859635574256445,-0.950846699786825,-4.89333037855241,-4.94663960135055,-4.91045467304656,-4.9090820168126,-4.9212919252466,-5.23078767816811,-4.8943216040877,-4.94274599411749,-8.85257091841409,0.659058817175683,0.537140389799923,-35332.5833335465
2.45210742313969,-0.0570815995576769,-0.00583844688626817,-0.018605390245567,2.08124018679933,0.374334903128058,0.378818224017724,-1.26453831226396,-2.08496770866591,3.25689215830688,2.98391198553353,3.12249573938445,-0.954565388215598,-0.951969558011371,-1.08740287958918,-0.859684164613361,-0.950854281502788,-4.89368434182267,-4.94715480375478,-4.91090048069186,-4.90961628690834,-4.92155677518446,-5.2307293997714,-4.89469698891223,-4.94329767577508,-10.3769314531923,0.659070234312776,0.53716037923102,-31874.3933618397
2.45198642882102,-0.0570899343936364,-0.00583871363844778,-0.0185866409130816,2.08142095223757,0.374310143950308,0.379171442074998,-1.2633747600171,-2.08548136216297,3.25484497095769,2.98410642554162,3.12147084540167,-0.954671051136764,-0.951985857201907,-1.08761107468051,-0.859943152812774,-0.950951586688893,-4.89606902858914,-4.95016240919206,-4.91374365982542,-4.91276752183237,-4.92326122243968,-5.23204877623224,-4.89719825059269,-4.94642411033541,-12.4365383293486,0.659036268815567,0.537380443420809,-27211.1192514326
2.45105845114676,-0.0571478153241158,-0.0058411186992509,-0.0184556772066339,2.08267570995555,0.37404836883645,0.381706516160925,-1.25548708016587,-2.08915322563699,3.23498863871946,2.98549966944462,3.11421457152106,-0.955457392393193,-0.952107493732453,-1.08908367245445,-0.861763603780784,-0.951363261563266,-4.91072563135451,-4.97027331231515,-4.9317802088284,-4.93375720610887,-4.93397685768763,-5.23405046261823,-4.91264844485603,-4.96772720909179,-14.2075217484834,0.65923838754098,0.538447037759438,-23272.5454435027
2.44665845848064,-0.0574565658303578,-0.00584945270346015,-0.0177554723253829,2.08996860897416,0.373179981686082,0.394816753239674,-1.21191562531653,-2.10867821146755,3.15944599345213,2.99312149762057,3.07577001373099,-0.958754787913532,-0.952589077156574,-1.09638290466531,-0.871095635883838,-0.954483213357914,-5.00120399370064,-5.08329518728661,-5.03907531415762,-5.05280567537791,-4.99817642807595,-5.28491482787102,-5.00674470976791,-5.08520882882744,-16.2929837821915,0.658497442131299,0.546763768404368,-18985.3089991453
2.44318773037581,-0.0590523269270542,-0.00587043035859278,-0.0152804570684502,2.12999134140058,0.37433122769058,0.445217770226714,-1.04626342356175,-2.1897736661222,3.16806200499982,3.02954018225434,2.92513555201114,-0.964461089294984,-0.954694342006655,-1.12383374199507,-0.909049034561284,-0.976439905493789,-5.48169251339597,-5.59808011498815,-5.57583759440511,-5.59651978884445,-5.34144614766033,-5.88134113715161,-5.49236350415703,-5.59405009917767,-18.8745808149649,0.648885893076342,0.602314466306516,-15008.7635627282
2.46775615904321,-0.0638388325451813,-0.00588496164947611,-0.0152025607626792,2.27080985203666,0.413499952744201,0.519909177706227,-0.910717430762982,-2.3629120959416,5.24478959352183,3.13693476623144,2.72228901502154,-0.913749195140066,-0.932673604849264,-1.1681980890718,-0.990845386038041,-1.10769236235373,-6.98524830271786,-6.82391910754066,-7.13102083558515,-6.90972947479452,-6.50395664347365,-9.67321337493022,-6.97180793295024,-6.57138800903024,-22.2828827490102,0.495909435722574,0.948324846434257,-11276.460196274
