"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_btna","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_nanc","lambda_tuna","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_d_pd","B_d_pcd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","asc_no_participation","B_unem_rate_nopart","w_nopart","B_dist_to_cog","logLike"
-2.90549908517857,-2.67679095169346,-2.50659444772208,-2.21454769829199,-2.80979754474057,-2.24840198466177,-2.3823566655277,-2.96785756114592,-2.16265827354587,-2.87144296751216,-2.56373027737066,-2.8646910881141,-2.69679246794716,-2.50954435403105,-4.40007635190123,-0.193912176232155,-4.31303934629495,-3.93266837215594,-3.85939407378951,-3.58010372149063,-3.99615864202991,0.522191599799943,0.289487689244527,0.494951267316349,0.148013509192836,0.19880276437659,0.471084974947591,0.953614175696519,-0.00830585083064016,-0.00049162950246201,-0.566517083745618,-1.00052257810583,-0.784603726124416,-1.00052257810583,-0.00213633883319411,1.30313130868882,0.0266738650055964,0.163561875397515,0,0,0,-0.00373035300025953,-24020.6413299877
-2.87767106546454,-2.67027787314583,-2.47596765533868,-2.19587118263941,-2.79177619992704,-2.2216541681926,-2.35931416431086,-2.94506464383069,-2.16401927460794,-2.85573592326938,-2.54031961933701,-2.84912792297532,-2.67043707607223,-2.48967394751903,-4.40011312464979,-0.216838960212338,-4.34724925513216,-3.92245058590938,-3.86072069573749,-3.52277563303247,-3.99321759864687,0.516125580453888,0.293191797071242,0.496793235752753,0.140802114954781,0.203710013713256,0.456119456017904,0.95475929982495,-0.0107578664116725,-0.000949637488955632,-0.560148694121752,-1.00058734024685,-0.800024704922083,-1.00058734024685,-0.00209502705517712,1.29509376521583,0.0346964273112096,0.162633384087076,0,0,0,-0.00372008805252302,-23984.742228701
-2.79438541382767,-2.71242620232272,-2.46431735553349,-2.1416666178305,-2.72673584983712,-2.18141957892487,-2.30514445377118,-2.85739311152943,-2.11073949466166,-2.78540233371406,-2.57070373422359,-2.8037343994926,-2.61817390831637,-2.4484337794713,-4.40020759292505,-0.275158480687084,-4.40708567003066,-3.9009963804889,-3.87875661327468,-3.40473732418258,-3.9857002998471,0.508139145015257,0.265362315166836,0.489478272939455,0.133784284657922,0.194800529222315,0.462273975392154,0.951032845777457,-0.0156840778166873,-0.00115923787658033,-0.545486468357356,-1.00074658445833,-0.856639609691837,-1.00074658445833,-0.0022159530248506,1.2897265808737,0.0242092593414848,0.160569946745546,0,0,0,-0.00369805388526959,-23907.3275562786
-2.72593105082354,-2.73000541737908,-2.46330686259463,-2.12843678054194,-2.70541220173777,-2.14541125459757,-2.27779377404803,-2.80882570677798,-2.01605747811955,-2.73729388849593,-2.59316176282974,-2.76732093162338,-2.60515269844934,-2.45812867699731,-4.40028470371261,-0.312001269405381,-4.42776957927119,-3.88726038256629,-3.89636232677141,-3.34583228216274,-3.98143182712812,0.503199273909688,0.341419749691227,0.482880910123499,0.147546947713209,0.188667969664934,0.457376379939558,0.936621133117506,-0.03164434031171,-0.0010597477278981,-0.515974054278796,-1.00088114961319,-0.909550001438852,-1.00088114961319,-0.00202051267930531,1.28828901368255,0.0281783967342657,0.158699083042866,0,0,0,-0.00370256370787886,-23861.3617648437
-2.58295469867302,-2.62509712839689,-2.52077733896996,-2.13311284126766,-2.77083799792333,-2.09720966960672,-2.25471388230871,-2.83678493544316,-1.97454130591694,-2.73167404233933,-2.68050298115578,-2.65587701220369,-2.66132772562402,-2.39831231718239,-4.40044316414348,-0.313211997954862,-4.34815338545794,-3.87678030055304,-3.93359211131764,-3.38958422057629,-3.98157157021117,0.506384311713609,0.344788674756142,0.463687361264712,0.137533032514749,0.169778733680399,0.415181373634348,0.866544609671353,-0.0492927012151402,-0.000872239496524476,-0.489148919911445,-1.00114208054805,-1.02975094433156,-1.00114208054805,-0.00150886739146166,1.27455903810432,0.0319096796447019,0.156460588253182,0,0,0,-0.00357857821634244,-23802.8797880993
-2.42603349774678,-2.59327888133848,-2.44945238299077,-2.13893112069551,-2.76001134082946,-2.12108729310505,-2.2659801746521,-2.92425257221041,-1.96524536062279,-2.74896668642309,-2.7019993352857,-2.63905090634487,-2.70092138067502,-2.46474152426044,-4.40065912745755,-0.232484598648384,-4.16873993770851,-3.87195605938897,-3.96575481288853,-3.54614017273097,-3.98664338442637,0.496520281560962,0.314773066331781,0.457864977066819,0.120858141396462,0.153997123334822,0.486995615263425,0.750469733858003,-0.0557820643522422,0.000193004196844115,-0.507222034095654,-1.00148767540007,-1.1537032270626,-1.00148767540007,-0.00159218494524416,1.28850016736626,0.0259895487290059,0.160836041086382,0,0,0,-0.00353467634762879,-23742.8053434092
-2.42382786134083,-2.59340600512619,-2.45049736375922,-2.13933438436866,-2.75903750459491,-2.12110801371012,-2.26615241054828,-2.92589608747373,-1.96537736671872,-2.75005619510882,-2.70117800988679,-2.64011218324551,-2.70102395299909,-2.46410431727876,-4.40066369541417,-0.230639960434171,-4.16470128596147,-3.87198923070848,-3.96613871321765,-3.5498695034113,-3.98677774341579,0.49621456847742,0.315051013991964,0.457918962872586,0.121219159206715,0.153780269176495,0.488812286237642,0.749436497819664,-0.055792810505163,0.000191225037031794,-0.507433232248423,-1.00149521532582,-1.15591628075275,-1.00149521532582,-0.00158947076237618,1.28842331147845,0.0261548532590108,0.160912138217606,0,0,0,-0.00353464452045897,-23741.1912797918
-2.50104111369552,-2.6504100318912,-2.4586731908068,-2.14776597171914,-2.83466980194005,-2.12944216000158,-2.27328905249671,-2.94261697956643,-1.98380662628902,-2.68378525138798,-2.68674719373599,-2.67149505347524,-2.71382100498452,-2.4752411765971,-4.40097282165299,-0.163999606284052,-3.93885621707698,-3.88819347070798,-3.93605022872795,-3.79467988378571,-3.99189353674932,0.483582107244652,0.30732733391609,0.454188482501412,0.109764571769054,0.159955305567085,0.473662566949834,0.834808551590771,-0.0486200575239515,-0.000397534519548213,-0.530784681716211,-1.00201323753186,-1.22725635523614,-1.00201323753186,-0.00161507235339044,1.27946653229461,0.028649464655915,0.16221061745227,0,0,0,-0.00348868114012833,-23676.2482921723
-2.54859945750224,-2.66373131638959,-2.46131447661029,-2.13965500980055,-2.84050896699407,-2.13874438929152,-2.26714368549003,-2.93803620894943,-1.99585882554304,-2.71969096517236,-2.69528572984765,-2.65107195733935,-2.72145632354969,-2.49939482920122,-4.40109601727438,-0.171318039135163,-3.86314565933654,-3.89646661558061,-3.91808709891975,-3.88516500000893,-3.99376656331364,0.482898723513431,0.307030970104486,0.45077527553286,0.11114802557055,0.161729351894853,0.478364497975748,0.87662030382616,-0.0500777575469379,-0.000824782336291945,-0.526097624182883,-1.00223054948078,-1.23920436535562,-1.00223054948078,-0.00174274953377469,1.27901279002368,0.0301601497870456,0.162936406808356,0,0,0,-0.00345897532108726,-23651.2138046299
-2.73125927413193,-2.85280307473974,-2.60187847322177,-2.21286736746441,-2.73429422985019,-2.24382898951066,-2.32030956012308,-3.34838907607138,-2.05273992407192,-2.75940518839564,-2.83398834665271,-2.67788383012002,-2.79627564045827,-2.6152044990506,-4.4020872636933,-0.491068127635911,-3.86208033148235,-3.96827644058748,-3.85842205223995,-4.2701537324828,-3.92804454269357,0.47673412575853,0.311090625678026,0.414400652059946,0.10826067323267,0.158551122928999,0.259614846728984,0.849670573190743,-0.0284263643812157,0.00245812001848245,-0.646499775286475,-1.00382269920596,-0.96185101598661,-1.00382269920596,-0.00247164319532857,1.21788562787401,0.0281492359403101,0.179156508655063,0,0,0,-0.00326554405754256,-23642.4404439584
-2.82244005292642,-2.93539331990841,-2.68123530182095,-2.29789677715801,-2.84900578609083,-2.31657448783151,-2.3933981258113,-3.53821256092424,-2.12728902600999,-2.76507616024612,-2.89259700243155,-2.7456663876523,-2.83574788166329,-2.66297515111448,-4.4028152915649,-0.765970013711572,-3.93888356847029,-4.01560513794037,-3.8481495282297,-4.4868793678316,-3.87140778264706,0.468820468108091,0.306095238370209,0.404233118719051,0.106608067108924,0.156830380607075,0.331740845362021,0.817986926469544,-0.0116365495162085,0.00342482349880281,-0.626135485346527,-1.00494806674908,-0.774339123413224,-1.00494806674908,-0.00227396336004446,1.21382625260404,0.0287118392320968,0.185907291591052,0,0,0,-0.0031656644816284,-23581.0047249527
-2.84636660845356,-2.94396778963896,-2.72319546114603,-2.34868324057787,-2.87995779670078,-2.37285555946709,-2.44750211347334,-3.53240450803983,-2.19809342128929,-2.80061343406882,-2.97204067575494,-2.83049634876714,-2.88818425656216,-2.70395045776003,-4.40323126653127,-0.760294168880973,-4.04179324696183,-4.03909612887953,-3.87474352355377,-4.5634322610792,-3.8392830735176,0.458746729002739,0.316219386730789,0.408233387960984,0.105109625631286,0.153507851034818,0.310930766058142,0.820167984277891,-0.00936309238261019,0.00352225071965685,-0.586191392562814,-1.00564749363028,-0.664751049304988,-1.00564749363028,-0.00212326626382743,1.22696082677352,0.0325099516427961,0.190748037547319,0,0,0,-0.00314294189030891,-23544.5520628671
-2.89368222025097,-3.1146061205247,-2.8347369355983,-2.47136453262615,-3.06912503794046,-2.47963392916807,-2.55309872536162,-3.49215380985931,-2.27942923769995,-2.99074284847233,-3.02338323762292,-2.89643258489929,-2.94871202675391,-2.79568986626,-4.40420333280291,-0.679023003432272,-4.31493936300545,-4.08662588939765,-3.9339496300841,-4.67852344412145,-3.78131521675336,0.453615709774862,0.298522567488727,0.395367849727821,0.108096333605398,0.147850750238563,0.236971045805373,0.756776292597357,0.00992832945006308,0.00475591643042919,-0.620938974054525,-1.0072825010208,-0.528702529846593,-1.0072825010208,-0.00204981616553928,1.22907447074104,0.0353131368074495,0.202515622787269,0,0,0,-0.00303830578010217,-23479.6148740596
-2.96107881726387,-3.22507383345346,-2.90298544397844,-2.53864512156773,-3.11704094149794,-2.53729622984662,-2.60369402703649,-3.52898145564786,-2.33810037146799,-3.06085632281248,-2.99849930508998,-2.91177082711047,-3.15354744617591,-2.85385048888587,-4.40499697986734,-0.626893708713154,-4.54658702128444,-4.11665219978991,-3.95673433489502,-4.70414382506378,-3.76185152646389,0.452033840128567,0.270878053072133,0.387023465016952,0.0966552184122566,0.1496368727684,0.239309516849259,0.784831656193817,0.00888497740605162,0.00466892673029499,-0.616251281541268,-1.00862953864882,-0.595334908049629,-1.00862953864882,-0.00208838239752365,1.2242243745446,0.0520827071717158,0.209613178951225,0,0,0,-0.00294386630236035,-23429.7074317952
-3.52536437208906,-3.51472134456749,-3.21287151737123,-2.6982634524174,-3.48627908287664,-2.86577444099187,-2.77671358465374,-4.27980317728798,-2.71216950036755,-3.48589617970944,-3.47769941146484,-3.16792162031079,-3.31436957024238,-3.27529552130872,-4.41053497771012,-0.165631718299625,-6.07286553421857,-4.29257271757885,-3.97518117743819,-4.61674273039991,-3.76462162501009,0.429207863585964,0.335702006234796,0.347317410597536,0.112889493495456,0.158823708299426,0.40495604959637,1.23000759109496,-0.00297466472492733,0.00451473035197526,-0.729350741451555,-1.01813360339205,-1.66736631712166,-1.01813360339205,-0.00305014112703246,1.16045435822813,0.0653961956689984,0.247059153345104,0,0,0,-0.00250584369331129,-23205.1246109702
-3.30875573164841,-3.24693066247405,-3.04864092364914,-2.57198315955202,-3.26950501473872,-2.70262191447217,-2.59187603185698,-3.91348748070988,-2.54246064376239,-3.21486331887815,-3.28449112355848,-3.04002330301504,-3.1060797052734,-3.02813849554482,-4.41542013467042,-0.271861223084585,-5.68367136794486,-4.2148931572166,-3.23802435339188,-3.85998985183653,-4.90096782957645,0.401973729991769,0.325118007173964,0.334345104475406,0.104536659239152,0.158030333394195,0.362596352047247,0.887255423609163,0.0204055907193737,-0.000688697854979397,-0.68379483198594,-1.02959774230724,-1.72827522104312,-1.02959774230724,-0.00275404744995336,1.16920995150835,0.0878429043996989,0.231740720394313,0,0,0,-0.00218401984491491,-23003.1723048211
