"B_mean_avail","B_mean_price","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","c_psdn","B_d_d","B_unem_rate_part","w_msqd","asc_laa_cmck","asc_mna_cmck","asc_laa_jmck","asc_mna_jmck","asc_laa_msqd","asc_mra_msqd","asc_sba_msqd","asc_sfa_msqd","asc_mna_msqd","asc_laa_psdn","asc_mna_psdn","asc_mna_nanc","asc_sba_nanc","asc_sda_nanc","theta_part","theta_sba","logLike"
1.1607814256407,1.48511480187078,-0.0169947660629052,-0.00308293455927248,-0.0058769462288535,2.1010490025212,0.146591650053813,-1.05406711711819,-0.484512105677098,0.159718249196925,-2.21268973057096,-4.2698523060009,-5.36723983213252,-4.4275700616041,-5.55442091145432,-4.50805151065103,-4.91014290157365,-4.51594394757756,-4.70837552584245,-4.46934954511806,-4.06854040559975,-4.67682106050659,-4.83603084910139,-4.53517958412004,-4.89197569090882,0.5,0.5,-1759.23986597328
1.04459281079329,1.48560779332605,-0.0187145336402248,-0.00311807848676564,-0.00580205793077084,2.13337342247809,0.178128234274403,-1.14675865801167,-0.607706131426996,0.157093507286629,-2.5237546224547,-4.35059615237512,-5.61070233248886,-4.50023430793304,-5.84107630951874,-4.47028786127728,-5.01983969736795,-4.46363404154768,-4.67987860983756,-4.40060185375609,-4.11180725460768,-4.7481451821156,-4.90786883618357,-4.55454209143985,-4.96904479891793,0.264303872610545,-1.05732849352666,-1724.76226033025
0.76215522694339,1.513720607808,-0.0272355726959697,-0.00287584226366199,-0.00526158338388038,2.30508349002671,0.186444586289529,-1.19902861437399,-0.520655370687619,0.151350391338982,-2.95952856821853,-4.48503945204235,-6.17300366511363,-4.59666517464557,-6.40795941273138,-4.42995062360081,-5.02255860853584,-4.37181642279619,-4.53238844694883,-4.22782386682817,-4.16881942743264,-4.98497080485586,-5.08701563044603,-4.53970271515171,-5.13778396535943,0.273412613211792,-0.42727198350846,-1700.19033290296
0.658136509195267,1.48787884755249,-0.036617116728244,-0.00251130460511841,-0.00588747491090763,2.57805878111534,0.18316497834953,-1.30017666574576,-0.567340046603162,0.141452909505226,-3.46956102210462,-4.59336850323251,-6.23035513383901,-4.72608309165587,-6.41150162921356,-4.43966267016215,-5.14435757195116,-4.3026257001789,-4.62706761992317,-4.29022817334402,-4.27238448485716,-4.99290627907658,-5.16057815872722,-4.50689460794139,-5.14828929948516,0.500551404010071,0.311292229114995,-1693.02543417928
0.680235905156444,1.45000649496627,-0.0410043350341082,-0.00369107904949927,-0.00611088669441624,2.83323213115461,0.176081961721087,-1.3360536712676,-0.562891832756389,0.134006542691901,-3.75768018661021,-4.60584572821152,-6.42048356527971,-4.7923798049358,-6.57842894551904,-4.36545919793116,-5.10504318591167,-4.31583136602203,-4.32516508326836,-3.99007594017357,-4.31187496299984,-5.17538331796286,-5.41130438461711,-4.55677094633915,-5.30728445276708,0.744952590474077,0.669035159468815,-1691.64982403867
0.680425456934424,1.44873583175177,-0.0410789350748575,-0.00357603895152763,-0.00613418362287369,2.83694412257394,0.172526679914945,-1.32542108243329,-0.555253582634695,0.133878003595954,-3.74813147555609,-4.60048340278075,-6.42278812647649,-4.78648424092778,-6.56279124476094,-4.3598009194064,-5.10408604659231,-4.31787305468655,-4.35537310333714,-4.0030331084599,-4.31674836850194,-5.17698489471911,-5.41828495579327,-4.54581361666656,-5.31301109277006,0.75709642480496,0.6122649736487,-1691.17999673622
0.671851104731516,1.43024459376889,-0.0419597364828346,-0.00306595914464865,-0.00638621453932258,2.85969295716625,0.159422849907488,-1.31423505489517,-0.547369573942684,0.132107425151213,-3.7064488332571,-4.62383845706264,-6.4056494478395,-4.81648322680271,-6.51499105390602,-4.36800018959948,-5.15373189755632,-4.30668827264866,-4.52353466072569,-4.13087838725582,-4.35826604436638,-5.16866875702639,-5.43260843963385,-4.49337974964908,-5.28910686127237,0.786307369606836,0.355462638945977,-1690.19650838474
0.641529241719714,1.39056633297839,-0.0421714412055721,-0.00295430278004585,-0.00687066280076893,2.94377417978435,0.157267378582748,-1.35959008963079,-0.573027821951272,0.130442414312306,-3.80420012600213,-4.69307342526625,-6.44095577276366,-4.89676136878324,-6.54645365381781,-4.39236885132599,-5.18631851630276,-4.30109192476816,-4.56866834268768,-4.18331713271008,-4.43127281345796,-5.22404841464446,-5.49967864445214,-4.49863007227659,-5.28562802500985,0.868631754199966,0.563270542161085,-1689.99542224989
0.651599597319236,1.38798372483616,-0.0420045402789673,-0.00306257557182572,-0.00686254091185314,2.95263558750611,0.149933495054514,-1.33439648771062,-0.533109089286456,0.131168193870572,-3.7221270607235,-4.68886655422868,-6.46704115945943,-4.8998780786945,-6.56206751213835,-4.38518134522401,-5.16798903224585,-4.3075436204841,-4.54139527903502,-4.14822121778411,-4.44120607030181,-5.25570952940947,-5.54060888529799,-4.50191807885737,-5.31628609908147,0.865231574835528,0.132647604403709,-1689.98636877883
0.644144719579368,1.38029269411613,-0.0421047009887446,-0.00305406396592217,-0.00691179074586193,2.96580978613908,0.149391524722945,-1.33955726693752,-0.537398388785934,0.131396820028246,-3.7398521220888,-4.69694197590636,-6.47673230174442,-4.90858267576891,-6.56931406692916,-4.38801625535626,-5.17247644624858,-4.31053493820976,-4.54809353278226,-4.15581968878917,-4.45136194322072,-5.27104075889511,-5.55245236463518,-4.50426159510754,-5.32039396049159,0.880599383065553,0.343721865419151,-1689.89539040211
