"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_psdn","w_msqd","theta_part","theta_cmck","theta_msqd","theta_psdn","theta_nanc","theta_tuna","B_mean_avail_nanc","B_mean_avail_cmck","B_mean_avail_msqd","B_mean_avail_ytna","B_mean_avail_btna","B_mean_avail_psdn","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_d_c","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","asc_no_participation","B_dist_to_cog","logLike"
-2.55043412839647,-2.76943767397909,-2.38663900925453,-1.90810755215835,-2.97207659932027,-2.13406832962956,-1.90736752971443,-3.14874119322694,-2.12345080238931,-2.57986020614482,-2.39985886955534,-2.46660998281567,-2.60978712572153,-2.33635971351679,-0.459993084409984,-3.73844479099175,-0.520749814874488,12,4.68715156242806,2.46897822037189,0.654834282360457,12,1.353373,-3.943998,2.448324,1.601632,3.347774,-1.776611,0.195223278939648,-0.0417046574016666,-1.00397649888326,-0.862768828374188,-0.962611,-0.00431293393440836,1.21838066095092,0.152284909609806,0.186785241803917,0,-0.00153006705503279,-27407.6713633695
-2.55043412839647,-2.76943767397909,-2.38663900925453,-1.90810755215835,-2.97207659932027,-2.13406832962956,-1.90736752971443,-3.14874119322694,-2.12345080238931,-2.57986020614482,-2.39985886955534,-2.46660998281567,-2.60978712572153,-2.33635971351679,-0.459993084409984,-3.73844479099175,-0.520749814874488,12,4.68715156242806,2.46897822037189,0.654834282360457,12,1.353373,-3.943998,2.448324,1.601632,3.347774,-1.776611,0.195223278939648,-0.0417046574016666,-1.00397649888326,-0.862768828374188,-0.962611,-0.00431293393440836,1.21838066095092,0.152284909609806,0.186785241803917,0,-0.00153006705503279,-27407.6713633695
-2.55043458747684,-2.76943856217405,-2.38663647913361,-1.90810710119327,-2.972078137918,-2.13406896309634,-1.90736822248914,-3.1487488647287,-2.12345316645277,-2.57985902330906,-2.39985845903103,-2.4666100544243,-2.60978664888029,-2.33636379527571,-0.459992987624513,-3.73844283699897,-0.520744337509128,12,4.68715155631918,2.46897822412461,0.654834155338399,12,1.35337100704648,-3.94399757256281,2.44832236203313,1.60163096785374,3.3477686705251,-1.77661059623389,0.195194073412849,-0.0418787736159122,-1.00397796065236,-0.862768959929984,-0.962611,-0.00527459843877249,1.2183788977758,0.152285656401765,0.186699358500394,0,-0.00410968930886799,-27075.0841197298
-2.55043574299812,-2.7694428945316,-2.38662307030967,-1.9081023100938,-2.97208461421273,-2.13407371680331,-1.90736435481285,-3.14878111379428,-2.12345497354762,-2.57985278889996,-2.39985631655053,-2.46661173381843,-2.60978399989232,-2.33638591520025,-0.459992469323161,-3.73843260805995,-0.520695471836688,12,4.68715174460083,2.46897823647365,0.654833788076089,12,1.35336081776877,-3.9439953175048,2.44831899391571,1.60162655192421,3.34774654825345,-1.77660843929225,0.195086415927199,-0.0424373254836554,-1.00398506311284,-0.862769522170764,-0.962611,-0.00832005216635543,1.21838330188683,0.152289294094551,0.186435845222452,0,-0.00365616661712497,-26745.1920279346
-2.55058475577956,-2.77002361065865,-2.38494590331023,-1.90671164603382,-2.97244873155455,-2.13514637900727,-1.90532669106579,-3.15178288748751,-2.12368545492278,-2.5790844354013,-2.3995900398263,-2.46672140197674,-2.6094149636967,-2.33917548329576,-0.459929014848458,-3.73719701582809,-0.515493872920642,12,4.68716829308991,2.46897987558034,0.654772956181132,12,1.35200724221418,-3.94371706672223,2.4481396878138,1.60138623587979,3.34576847810917,-1.77633311194668,0.18741328384027,-0.0649368664712115,-1.00525790046699,-0.862881850906727,-0.962611,-0.00486982785827238,1.22129090101783,0.154185023447417,0.175382901693919,0,-0.00341459430017196,-26705.9251726454
-2.57264745881912,-2.84656842580273,-2.1259145554319,-1.68366965305713,-3.0368170147501,-2.18776366072114,-1.55407412469466,-3.62662356419788,-2.18246445013411,-2.46164184755806,-2.35812089385923,-2.47610223892951,-2.55078671765192,-2.69746183809143,-0.450028248767515,-3.54974310277109,0.272670246886771,12,4.68938245382458,2.46926718063686,0.646053304641037,12,1.17691474152823,-3.9007302329023,2.44986907973292,1.55768690787565,3.02612779588474,-1.73389457046739,-0.905556727518151,0.0197669842124176,-1.16929599698246,-0.876871210429693,-0.962611,0.00933539359099833,1.83631518350413,0.542266475388774,-0.0692239338178801,0,-0.00226898285112741,-26043.93125225
-2.57446634256473,-2.87390759067144,-2.07699713146934,-1.63428659039403,-3.04291241220162,-2.14870673927189,-1.5129696509605,-3.70067919879084,-2.19263564876568,-2.43683690611493,-2.35257528466911,-2.4792847608574,-2.54387748210516,-2.78466931470654,-0.449076480221222,-3.50289273220149,0.451265084976599,12,4.68998230049931,2.46925876590686,0.64408928881365,12,1.13159113821947,-3.89302657590294,2.45449398901104,1.55360836823686,2.97767788635654,-1.72589190917488,-1.03628197354305,-0.0683674729502737,-1.20827837472603,-0.880171237952912,-0.962611,0.00970273030298219,1.98910217721676,0.586645217745635,0.130540818324335,0,-0.00269479834813704,-25755.296371303
-2.56596874278004,-2.97989022359047,-2.03302006710537,-1.55928740045715,-3.01448955851974,-1.93371984699042,-1.52229884490622,-3.72353314902705,-2.21437893727681,-2.40429777397032,-2.35617434000897,-2.49093997084693,-2.57062721256646,-3.02778345049907,-0.454147300521057,-3.39068208609723,0.815598273397835,12,4.69160491259312,2.46878506871494,0.639523511633624,12,0.996361030964262,-3.88723591678947,2.48310537619132,1.57315144311242,2.97340931716805,-1.72174155540257,-0.872466318894771,-0.0649075015948085,-1.3143929812438,-0.889114847001969,-0.962611,0.00844124829653937,2.23759852407878,0.425495665648027,0.0940469141283264,0,-0.00339238328636312,-25177.0951385053
-2.56478480858018,-3.0207214127487,-2.05067654322428,-1.57714930438509,-3.0125847219536,-1.98122720098889,-1.45186706910875,-3.70927076588513,-2.20345955303209,-2.41965951762997,-2.36989706536399,-2.49987212696396,-2.58573437234099,-3.00759557109516,-0.465273281278686,-3.36304134148853,0.871275423767565,12,4.69044466822356,2.46824806814639,0.636085537711076,12,0.981492687492613,-3.89208380278183,2.47237500445238,1.57558146971928,2.98900845932525,-1.7274026125162,-0.851791867632833,-0.0654408945758843,-1.38239673360605,-0.894602113153309,-0.962611,0.00761274320237196,2.23653809731447,0.394565416299372,0.100208485762235,0,-0.00354405692623985,-25130.3059260392
-2.55994545277818,-3.27911837237074,-2.19151666203234,-1.38751927434285,-3.01953222085948,-2.11341998706018,-1.54891375151933,-3.61121233919103,-2.14077188420679,-2.56152610725926,-2.47869333344223,-2.5577112428863,-2.69433037569178,-2.79811310267721,-0.558088836036734,-3.22261707893213,1.09873909440991,12,4.6787767163404,2.46363931913888,0.606850896582079,12,0.908585779141451,-3.93130421851727,2.36522784717439,1.57938849457793,3.09795856895882,-1.77470822320249,-0.852771963387564,-0.0571205014919403,-1.91256940226958,-0.937702723904131,-0.962611,0.00570128916660256,2.17857388948177,0.421041867342106,0.1081558767569,0,-0.00391987529155251,-25088.3766480359
