"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_dcrb","B_mean_price_part","B_mean_price_crab","B_mean_price_slmn","w_psdn","w_nanc","w_dcrb","w_slmn","w_cmck","asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","theta_part","theta_psdn","logLike"
2.81395408165165,-0.0522783582905327,-0.00444279804960968,-0.0177866511792655,2.06416375389242,0.318181965876877,0.362854730207284,-0.963340510602902,0.423759051371671,4.12382929023116,0.0765630496123935,5.61079283551094,-0.123463989409509,-0.477130089795752,-0.398683183099696,0.720275577567045,-0.0297409215832029,-4.41156169769399,-5.31640569546322,-5.31881950321262,-4.97969325598634,-6.06594034150467,-9.38957031693706,-5.33584830203152,-5.46476385153309,-7.48376599010612,0.5,0.5,-2007.91630183797
2.7914257495288,-0.0512926010787817,-0.00443528927586601,-0.0171841987256919,2.11269391765193,0.339146009565701,0.363290335210892,-0.975750557088166,0.366796201027746,4.06838134894814,0.0942382409245786,5.82157814048169,-0.0783497230688477,-0.51059190970205,-0.315348749822635,0.984466026720352,-0.146321576027666,-4.50731348392102,-5.30085042129297,-5.25946394270623,-4.96390678158203,-6.14160379559731,-9.53371782398687,-5.34863242260764,-5.59350903884398,-7.33217197818281,0.147953663207958,0.591757496828401,-1980.5272225863
2.55051325262012,-0.0497286482714737,-0.00435285679486638,-0.0176514469797862,2.20160279541011,0.344935199233495,0.363450429883573,-0.977110031435231,0.0519774233774482,4.06207719537475,0.113359326425158,6.25386048109839,-0.0698845922026489,-0.506117743145357,-0.369232923350989,1.15218104821494,-0.0868005521163758,-4.43254956319446,-5.28053619780476,-5.21982082358249,-4.95493938078656,-6.13644352760294,-9.46575887624459,-5.38496477859004,-5.5656070763674,-7.10865762270568,0.0901871635432832,0.879086725444058,-1963.45603998437
1.53372426562314,-0.0499353237806591,-0.00473513422480953,-0.0197227638558741,2.50670230229917,0.367661663585229,0.320431921566222,-1.06207771744119,0.0114190079238542,4.08063473160167,0.0833504719489064,7.10012771267529,-0.0622266032427707,-0.497041893591973,-0.455605565652125,1.06172960761531,-0.0692663866695639,-4.11914544026224,-4.84650686225,-4.81704596938383,-4.56057103999943,-5.75676470384014,-9.10649616206635,-5.0415425348263,-5.49597887989748,-6.11642129048651,0.347307579191287,1.13662853154071,-1945.6818863096
0.543910735391432,-0.0503181543226172,-0.00413703318213016,-0.0275674399451439,2.58719793813172,0.302174332230887,0.247557773253214,-1.27633904689584,-0.0939313841276261,2.91767873481424,-0.00708821930344473,8.74601326146674,-0.00692517223998383,-0.522407617279437,-0.34099699651165,1.14132469356889,0.115275660839955,-2.75192232074529,-3.4990761504903,-3.46684576596931,-3.31899239294961,-4.48806058926479,-6.78423484991161,-3.71613622544829,-4.42627531471938,-4.13909276713302,0.243176898695896,1.6856219940466,-1912.96790566436
1.06856908767157,-0.0507846437008819,-0.00449330929655877,-0.0278579870746924,2.77755685088511,0.320442041873584,0.205278748861958,-1.40528956672051,-0.0567491062618278,4.2730007375831,0.105689222603076,9.58110413412357,-0.042375337493786,-0.519993934301675,-0.469659329487355,1.12140356888963,0.25364402752288,-3.28664046156905,-3.79750689591856,-3.8653012843204,-3.5397420999178,-5.01970599955141,-8.31686505021908,-4.19841717974238,-4.91037646137382,-5.2209891056929,0.536611185540509,1.04393175865706,-1895.0427371031
0.658379924490224,-0.0519691152525817,-0.00422335318637763,-0.0277165941651602,2.61181463023069,0.291819106403887,0.262457078931787,-1.28432182341721,-0.101640462821561,2.92274192849411,0.0884961317614131,10.164599737347,-0.0464719289061878,-0.505798859938276,-0.425965285192099,1.09423368862896,0.129171243685051,-2.8762040986728,-3.64440653663323,-3.63385050824991,-3.48642275325194,-4.62622399394157,-6.94863143417226,-3.82679267929427,-4.71058834018627,-5.19861166990745,0.346872028313372,1.18911249364835,-1886.22354030013
0.778483011570277,-0.0515658061913754,-0.00438776168895931,-0.0259074139907045,2.49309404850009,0.276614863865617,0.214800415764096,-1.26977068581766,0.0761353298877482,3.5234938420025,0.0247028702335939,10.4947139605479,-0.0304630301172665,-0.51338273040199,-0.328371915838179,0.79040246198725,0.127024790561568,-2.83827791887674,-3.41455129556621,-3.47195075286067,-3.2146344647126,-4.47316804335832,-7.21810952576129,-3.70732033722375,-4.37913214268183,-4.44366943353708,0.308455434142695,1.16778822126673,-1885.38173996148
0.852792207534518,-0.0511856614728488,-0.0044236757674327,-0.0257748781304685,2.45769168945289,0.305856572995554,0.237746752539098,-1.24005381198637,0.000231774005111748,3.43184956677172,0.051796947371028,10.4305140787158,-0.0394182181652545,-0.506673960462401,-0.377053196939301,0.704304203152667,0.0980534949132822,-2.87860114384152,-3.57124184510498,-3.61608446424601,-3.39723850648512,-4.59268107982793,-7.31714743391633,-3.84371834918714,-4.51812265088302,-4.84211497792717,0.291393854920794,1.19852351708521,-1885.01477787793
0.829364791271791,-0.0514219265991651,-0.0045055397065393,-0.0247172617107298,2.42690602346113,0.311252843969878,0.242190240236787,-1.20008917706573,-0.00353755527544525,3.35370437705406,0.0511339756952178,10.4276849942734,-0.0495196452827032,-0.504468882974883,-0.398073398124926,0.72766292602196,0.0498425120266755,-2.86766350952995,-3.58900458833393,-3.61955041801164,-3.41397037679133,-4.57588057226296,-7.25546983760407,-3.83970960696668,-4.47562467599138,-4.8557985567911,0.251859382591548,1.22177744041895,-1884.98023432455
