"B_mean_avail_psdn","B_mean_avail_nanc","B_mean_avail_cmck","B_mean_avail_cpue","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_dcrb","B_mean_price_part","B_mean_price_crab","theta_part","logLike"
4.05324140696993,2.93565395049765,17.0397320994136,1.67152438706324,-0.0452845570096489,-0.00196374080388104,0.00207597703606189,2.50712593144233,0.344418655854594,0.329083187334048,0.312831633703363,-0.703976371147378,0.0922190619294382,0.246068836671088,-0.523646541142246,-2166.61364095787
3.19937842934362,2.05660539397326,12.9794509195701,6.15973407250007,-0.0401138559080212,-0.00203583993033348,8.90242296412748e-05,2.59294356797711,0.362593612692029,0.361029885537908,0.226562568749826,-0.613264305127365,0.0808513160342684,0.0112268142067865,-0.213642376076234,-2089.22567694798
2.78583861483888,1.89808856255834,12.3169789709699,9.55320516195301,-0.03732285894124,-0.0017701770502858,0.0018871119745572,2.70696641112614,0.389719661017788,0.359989651348507,0.271042488543958,-0.128944107682233,-0.124903849674226,-0.231039086246856,-0.028812713864826,-2060.36415737077
2.44853584219628,1.79079817758732,11.110786494156,12.5818108660512,-0.0420366826625383,-0.00121378696827402,-0.000642109456970615,2.70262047623407,0.410800779938696,0.389172131906025,0.183200922444612,-0.339678267504255,-0.0539991409901139,-0.437765989801497,0.0696809265811553,-2040.04979458703
1.98728192442019,1.32395338014763,10.3137336667972,16.0863572235015,-0.0412595868409727,-0.00167044993910371,-2.34559289805605e-05,2.95836327419192,0.432356693107803,0.376451094600497,0.176601307321641,-0.488071234976809,-0.193380235171561,-0.693802928154065,0.245552928086896,-2024.14267987921
1.94804013577983,1.39598766217561,8.86064170863129,18.5623375652805,-0.0433362104058877,-0.000937956368623967,-0.00464137518132132,2.92658531553843,0.41201829675691,0.41104069433682,0.0643971539970136,-0.660289186360735,-0.290320016278281,-0.890851680686427,0.269149858704004,-2011.63458056379
1.78318796084433,1.19616354977494,8.08419337664719,21.8608119334639,-0.0449819293864765,-0.00131521357173152,-0.00421457640112642,3.07870977832803,0.408885514691266,0.394249203686934,0.0385300358866135,-0.891850624966089,-0.111991983789725,-1.12394730151677,0.384458447099583,-2001.67299105095
1.50948961752647,1.01664934956637,6.86180216809291,24.2478217754161,-0.0455871819970851,-0.00108799155845183,-0.0061222452877795,3.13473883558533,0.404543329344113,0.418743757164596,-0.000588253846089695,-1.20760160143719,-0.339944113423703,-1.32597804505849,0.41390636843373,-1993.96509520047
1.53056430082997,0.979623271855445,6.2920737874296,26.6574049646246,-0.0460073673627903,-0.0010666183834093,-0.00651816221344108,3.20033954880187,0.405776404946818,0.40793212252691,-0.0232573976128361,-1.51028445473602,-0.25566604105099,-1.50164604790009,0.498270358286557,-1989.53998673003
1.38198851890583,0.910539084388722,5.89171294863572,27.8622391290967,-0.0466207897120228,-0.00111527295295296,-0.00663549095991643,3.20091147199533,0.401239914484197,0.418241603600831,-0.0238625688855958,-1.71280282230786,-0.29912811732184,-1.59612660872529,0.487399123856092,-1988.35296016277
1.43907772306446,0.933271164667592,5.99161714166323,28.1907664612583,-0.0465120401509549,-0.00103497073438729,-0.0069603304986247,3.19461014804122,0.4063102518331,0.417135523050344,-0.0359750368748614,-1.70748270289702,-0.283944749250454,-1.61617935906071,0.489556006155626,-1988.16296620531
1.45388365677663,0.950998514572195,6.14203423401979,28.4141198105457,-0.046444894042937,-0.00100553130140991,-0.00698514310665335,3.17792995771771,0.408493569146474,0.418618124430432,-0.0389681821744944,-1.66035410927789,-0.278993926486247,-1.62865079589783,0.474455800553922,-1988.0477919211
1.47310407087582,0.972983526720634,6.34783967057848,28.5193078816233,-0.0462885764501772,-0.000984910847418984,-0.00692544391481529,3.1590747068135,0.410503521558541,0.419648810855822,-0.0388425359104394,-1.5880554203174,-0.27483890857035,-1.63261220415856,0.455914246549381,-1987.97865141827
1.48891851107031,0.993305105137347,6.54916844632202,28.5410609877451,-0.046132469626673,-0.000980992980646816,-0.00678319608718244,3.14221864808121,0.411503729158562,0.420216188700709,-0.0353653115847682,-1.51997496389522,-0.272292406837094,-1.63168884756265,0.43831365566731,-1987.93839325983
1.50417485067808,1.01147758444539,6.72800981877495,28.5177001721526,-0.0459998951587404,-0.000985432324057054,-0.0066175352794957,3.12851959294784,0.411833593333037,0.420313537179264,-0.0304763323288677,-1.46687186147822,-0.270389682695668,-1.62866171475789,0.423754386506452,-1987.91408596202
1.51799461905635,1.02637216327332,6.86983835184873,28.4797675148571,-0.0459078818455793,-0.000993820212791341,-0.00646349437439863,3.11845569963147,0.411713164560286,0.420111009291593,-0.0255049885398235,-1.43474564240449,-0.268866259468833,-1.62554552818485,0.413032593501361,-1987.89952602425
1.53064058949699,1.03866798785614,6.98169732691867,28.4440071504522,-0.0458487519531403,-0.00100312576742639,-0.00633062438637256,3.1109903188158,0.411378791764524,0.419768698688041,-0.0209721353471818,-1.42068238554991,-0.267495868739002,-1.62316163140741,0.405157931201135,-1987.88995919505
1.54198996976389,1.04869858058357,7.06817948372354,28.4182909880757,-0.0458148768221351,-0.00101175598249169,-0.00622224038111882,3.10549868329434,0.410968030057128,0.419379939937059,-0.0171214229402529,-1.42131956374366,-0.266205925750501,-1.621795410425,0.399481686185447,-1987.88316612866
1.55194026150645,1.05670742303796,7.13299244033393,28.4052161730662,-0.0457995687674919,-0.00101884881092214,-0.00613879993775621,3.10156479536898,0.410561604890168,0.418996434783362,-0.0140501124988308,-1.43305458359438,-0.264975705731217,-1.62144387472204,0.395549738946581,-1987.87810904564
