"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_wa","c_dcrb","c_psdn","B_mean_price_part","B_mean_price_crab","B_mean_price_slmn","w_psdn","w_nanc","w_dcrb","w_slmn","w_cmck","asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","asc_nps_sock","lambda_part","lambda_nanc","lambda_psdn","asc_no_participation","w_nopart","B_mean_price_no_part","B_d_cd","c_no_participation","logLike"
2.644470685,-0.053544855,-0.005031342,-0.041128757,3.830752559,0.357975917,0.308451246,-2.167032891,-2,-0.054878375,-2,5.06739679,0.043895077,9.655251413,0.013194131,-0.564314631,-0.429897764,0.745138133,0.289790648,-4.890922758,-5.851518457,-5.699567827,-5.122527109,-7.346081123,-2,-5.829847731,-7.063104142,-6.075525308,-2,0.5,0.5,0.5,0,0,0,-2,0,-19801.9039635547
2.644470685,-0.053544855,-0.005031342,-0.041128757,3.830752559,0.357975917,0.308451246,-2.167032891,-2,-0.054878375,-2,5.06739679,0.043895077,9.655251413,0.013194131,-0.564314631,-0.429897764,0.745138133,0.289790648,-4.890922758,-5.851518457,-5.699567827,-5.122527109,-7.346081123,-2,-5.829847731,-7.063104142,-6.075525308,-2,0.5,0.5,0.5,0,0,0,-2,0,-19801.9039635547
2.644470685,-0.053544855,-0.005031342,-0.041128757,3.830752559,0.357975917,0.308451246,-2.167032891,-2,-0.054878375,-2,5.06739679,0.043895077,9.655251413,0.013194131,-0.564314631,-0.429897764,0.745138133,0.289790648,-4.890922758,-5.851518457,-5.699567827,-5.122527109,-7.346081123,-2,-5.829847731,-7.063104142,-6.075525308,-2,0.5,0.5,0.5,0,0,0,-2,0,-19801.9039635547
2.644470685,-0.053544855,-0.005031342,-0.041128757,3.830752559,0.357975917,0.308451246,-2.167032891,-2,-0.054878375,-2,5.06739679,0.043895077,9.655251413,0.013194131,-0.564314631,-0.429897764,0.745138133,0.289790648,-4.890922758,-5.851518457,-5.699567827,-5.122527109,-7.346081123,-2,-5.829847731,-7.063104142,-6.075525308,-2,0.5,0.5,0.5,0,0,0,-2,0,-19801.9039635547
2.64420334082882,-0.0625405168677825,-0.117710673321269,-0.0341092252973772,3.83151850529884,0.358558266278033,0.304316578551301,-2.16771511632049,-2.00000000000186,-0.0548725882681608,-2.00000000143424,5.06621304409052,0.0439933087533344,9.65465941931978,0.0133206016607908,-0.564583923945042,-0.429894800390007,0.745046198527678,0.289793719764484,-4.89090949256907,-5.85131912867059,-5.69945540160937,-5.12242091182164,-7.34604129296913,-2.00135636822321,-5.82942452280428,-7.06309595037162,-6.07551295423329,-2.00031867005303,0.503381422020495,0.503300840573385,0.500073239713907,0,0,0,-2.00015840646438,0,-10451.3717210073
2.64148097351414,-0.139387821842628,-0.116773866244666,0.19148578974728,3.8453973354403,0.366471830352104,0.272735748177908,-2.17933309213949,-2.00000080540815,-0.0547240086897638,-2.00000186440836,5.04722701309874,0.04670074163717,9.65306073825115,0.0162526415665925,-0.569225663564461,-0.429809478767282,0.744830727086122,0.289870771676628,-4.89057381559971,-5.84631567980481,-5.69664172830882,-5.12051808330241,-7.34503988422078,-2.02287366431729,-5.82518643024951,-7.06289047693133,-6.07517030113494,-2.00118035874592,0.596873646429422,0.584371970335092,0.521006945571467,0,0,0,-2.00066471190423,0,-9217.92304898829
2.64087745037008,-0.15519413611967,-0.115707428118106,0.188012589674815,3.84811206669779,0.367935577839984,0.264431831970629,-2.18072920343028,-2.00000266003822,-0.0546863695180987,-2.00004453895506,5.0437726531892,0.0473886583893863,9.6527747057437,0.0165785445068035,-0.569967999421272,-0.429787767005181,0.744794450113128,0.289888865630759,-4.89049091971787,-5.84642693408761,-5.69594931382802,-5.12003616756363,-7.34480592695414,-2.0268263171227,-5.82403461923681,-7.06284222610311,-6.07508321360394,-2.00133461020244,0.61194838992994,0.602178829208014,0.529705044127799,0,0,0,-2.00076091132824,0,-8926.67253864301
2.64091298889506,-0.119109915991119,-0.117755843227561,0.181617385054111,3.86313773337812,0.377712149374511,0.270421898687702,-2.17927674722642,-2.00002276141562,-0.0544758969520557,-2.00019317763338,5.03332143553928,0.0512436711733449,9.65087795602737,0.018250978429134,-0.571481365928698,-0.429666212954341,0.744538976571038,0.289967926886313,-4.89009472233203,-5.84667288343725,-5.69267282750676,-5.11739135950206,-7.34384276170502,-2.04113207102284,-5.81529979884285,-7.06263139465092,-6.07459510109353,-2.00235702835311,0.661343412811324,0.656182141043439,0.557518445756268,0,0,0,-2.00136654490975,0,-8519.3084595218
2.63148735543496,-0.0442179733196134,-0.115668192303726,0.124072465245443,4.01958513632766,0.480715593287324,0.181232715926232,-2.18930426354994,-2.00073902092413,-0.0503062507282447,-2.00393487801034,4.85726568789703,0.127650300536723,9.62684140266747,0.0410709727707393,-0.601154465151928,-0.427252623584573,0.741686841898554,0.290884620267216,-4.88424630830983,-5.84877147623191,-5.64575867980889,-5.07657812373201,-7.33523657760242,-2.26588505532746,-5.70486993133734,-7.06018684304234,-6.06491888573254,-2.01532666627378,0.993323652511371,0.504775228109235,0.385585239893686,0,0,0,-2.00995638613807,0,-8039.28884563774
2.62048332275806,0.0042624147977178,-0.110072400539649,0.109473378869488,4.29558438686341,0.654186959658036,0.0793019723969462,-2.18708147799856,-2.00487347813739,-0.0433679926931133,-2.00713287979822,4.5717279409779,0.25445970607213,9.57087088670626,0.0846749577899447,-0.647223821540537,-0.423247819832307,0.734455535829982,0.291663282150532,-4.87136220453178,-5.85959675699705,-5.55701931686257,-4.99619713223525,-7.31746561433067,-2.64001913703552,-5.52431074419295,-7.05810949826371,-6.04885494914901,-2.04550641031338,0.942400585156175,0.492737052836521,0.294505863984329,0,0,0,-2.02849871869181,0,-7402.92568584542
