"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","B_mean_avail","B_mean_price","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_nanc","lambda_tuna","logLike"
237.271740555966,204.350941364607,-15.7227581455523,0.321069158498015,-3.55151181278261,0.083270921510983,0.53673153350547,-1.8215919346489,-0.743657665507752,-5.84874427222431,-165.708122467167,-1.40445470132901,-5.91001638834792,8.43312987147681,1.37592315744716,-2.23467264218635,1.43101651820801,79.4225246259771,0.560296466918254,0.282679060327389,-83.4554735553795,1.3474939372297,-38679.4972862151
237.271740518677,204.350941149403,-15.7227581208291,0.321069159137527,-3.55151187185952,0.0832709223647127,0.536731534922299,-1.82159194898839,-0.743657664939162,-5.84874427545518,-165.708122307915,-1.4044546999753,-5.91001637704855,8.43312986945911,1.37592315974263,-2.23467264006514,1.43101651302344,79.4225246807996,0.560296468460139,0.282679100118066,-83.4554735593358,1.34749389098157,-38679.4972853139
237.271740514586,204.350941125368,-15.7227581179878,0.321069159192106,-3.55151187844059,0.0832709224443615,0.5367315350826,-1.82159195033548,-0.743657664879239,-5.84874427582059,-165.708122289563,-1.40445469982203,-5.910016375757,8.43312986922868,1.3759231599614,-2.23467263982498,1.4310165124359,79.4225246870609,0.560296468634839,0.282679105164555,-83.4554735597866,1.34749388657715,-38679.4972852004
237.271740504441,204.35094106743,-15.7227581110998,0.321069159322896,-3.55151189411127,0.0832709226282099,0.536731535470644,-1.82159195360501,-0.743657664741523,-5.84874427671909,-165.708122245463,-1.40445469944992,-5.91001637270777,8.43312986874795,1.37592316050271,-2.23467263924388,1.43101651102142,79.4225247023361,0.560296469050756,0.2826791151785,-83.4554735608822,1.34749388014375,-38679.497284973
237.271739864513,204.350937082897,-15.7227579009226,0.321069165995548,-3.55151253879981,0.0832709306601807,0.536731551426415,-1.82159196137072,-0.743657657814838,-5.84874432364327,-165.70812018422,-1.40445469790785,-5.91001618538936,8.43312985213699,1.37592317731725,-2.23467260082132,1.43101645004863,79.4225256423871,0.56029649460558,0.282679113197007,-83.4554736345926,1.34749387247406,-38679.4972843562
237.27173974874,204.350936358437,-15.7227578626867,0.321069167209456,-3.55151265607588,0.0832709321215141,0.536731554329194,-1.82159196278269,-0.743657656555537,-5.84874433217849,-165.708119809233,-1.40445469762724,-5.91001615131201,8.43312984913451,1.37592318037724,-2.23467259383093,1.43101643895978,79.4225258134016,0.56029649925441,0.282679113196232,-83.4554736479255,1.34749387107895,-38679.4972842365
237.271739616895,204.350935602152,-15.7227577735374,0.321069169852744,-3.55151288329548,0.0832709350839137,0.536731559049193,-1.82159196674117,-0.743657654611677,-5.84874434322854,-165.708119234604,-1.40445469684067,-5.91001611220827,8.43312984177544,1.37592318894734,-2.23467258677148,1.43101642152966,79.4225260103343,0.560296504478193,0.28267911319406,-83.4554736617748,1.3474938671713,-38679.4972840637
237.27173958717,204.350935430659,-15.7227577539923,0.321069170452004,-3.55151293483035,0.0832709357547774,0.536731560113746,-1.82159196923181,-0.743657654188863,-5.84874434573405,-165.708119107804,-1.40445469634597,-5.91001610334091,8.4331298401081,1.37592319370934,-2.23467258530442,1.43101641765469,79.4225260536306,0.560296505662656,0.282679113192692,-83.4554736649143,1.34749386471002,-38679.4972840242
237.271739582799,204.350935405581,-15.7227577510361,0.321069170537707,-3.55151294174053,0.0832709358500611,0.536731560267271,-1.82159197007765,-0.743657654125922,-5.84874434610042,-165.70811908875,-1.40445469621802,-5.9100161034289,8.43312983988715,1.37592319441222,-2.23467258508385,1.43101641708654,79.4225260601608,0.560296505830998,0.282679113192136,-83.4554736653734,1.3474938637102,-38679.497284019
237.271739578641,204.350935381722,-15.7227577482238,0.321069170619229,-3.5515129483149,0.0832709359406998,0.536731560413327,-1.82159197088247,-0.74365765406607,-5.84874434644898,-165.708119070623,-1.4044546960963,-5.91001610342892,8.43312983967697,1.37592319508078,-2.23467258487401,1.43101641654602,79.4225260663733,0.560296505991151,0.282679113190667,-83.4554736658102,1.34749386106758,-38679.4972840137
237.271739577876,204.35093537732,-15.7227577477051,0.321069170634067,-3.55151294945045,0.0832709359575231,0.536731560440762,-1.8215919712948,-0.743657654055438,-5.84874434651325,-165.708119067279,-1.40445469607009,-5.91001610342894,8.43312983963425,1.37592319516509,-2.23467258483294,1.43101641644566,79.4225260675191,0.560296506021428,0.282679113189915,-83.4554736658908,1.3474938606362,-38679.4972840136
