"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","B_mean_avail","B_mean_price","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_nanc","lambda_tuna","logLike"
-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1.1,0.3,1,0.5,0.5,0.5,0.5,0.5,-52849.6032961486
-3.20004660192543,-3.13365306913626,-3.01569811009038,-2.98438603564435,-3.14299050182801,-2.98376807103973,-2.97772740016283,-3.32452314137891,-3.03213952494729,-3.10342919243056,-3.18680992919937,-3.13265780352473,-3.09363524442335,-2.98511720101698,0.973410726262684,0.250719217678612,0.987786902735982,0.316904069572974,0.524062427949579,0.225769101434137,0.483975418605745,0.374045239422559,-49425.3305894277
-3.51005709862078,-3.32947963483739,-3.03968733107461,-2.95991583322745,-3.28092635079292,-2.95694175713332,-2.9404504017968,-3.70942076029051,-3.07897646354424,-3.14618660265332,-3.27481379823881,-3.34478438861657,-3.11978358193264,-2.9644898495065,0.818100808980886,0.195472495187548,0.967801189245142,0.0985330588008872,0.566194023664301,0.137455164878664,0.408649792150599,0.222043176697429,-46640.6493924335
-3.93538167920231,-3.43734043002195,-3.06596660503885,-2.66432686680446,-3.94557583552358,-2.6553634086282,-2.54157177607285,-4.14245371041746,-3.15266268428572,-3.41166411709861,-3.37633821917996,-3.9353945294207,-3.32249072427279,-2.41667189514886,0.894761941887698,0.193853591365873,0.434868204917005,0.15395081034838,0.91129899995287,0.0516158693000144,-0.90027125284317,0.204069754583712,-45202.3359390556
-2.84244072966815,-4.4612622246711,-3.44138456160387,-2.10626315012346,-3.98430612017016,-2.15785493583343,-1.69001119812603,-3.62481572065402,-3.9988347842638,-3.74481772216308,-5.31547208428072,-6.38076713914464,-3.69028311830086,-2.39906692935768,0.732088267728282,-0.0248460216378128,0.649425318467946,0.778940654818212,0.982806991046117,0.0504971735614747,-2.14174731884403,0.309862296633857,-44034.7926936453
-2.27023486842621,-4.38122766559603,-3.43784327916007,-0.493173535480989,-3.6664312137026,-0.542341203947722,-0.263611943174816,-2.44315380365698,-0.76270292698833,-3.82551416260764,-8.67987372712221,-1.03495614995793,-3.80979216711728,-2.43097056449616,0.801246668554245,-0.894382766275754,0.799748041612328,2.17680217120094,0.296914089998359,0.0627494585141054,-2.36528703080519,0.480744297625087,-43285.1419275575
-2.25639931037451,-5.46422107191341,-5.04576959161462,0.395369494043624,-4.54519701503348,0.167829585997415,0.340622152952351,-2.61086124269756,-0.279656550072861,-5.40888779141052,-18.3617652790653,-0.427294155423313,-5.42631044347491,-2.43714384522193,0.891730355877926,-1.53152892782895,1.275657509746,5.82900786056432,0.124310329443958,0.0841671059641127,-3.84891373583439,0.633811016642436,-43280.9970845245
-2.03641322729569,-5.55321223358156,-5.90289426954537,0.365438576040119,-5.04173263206542,0.0750425962876718,0.363097238969753,-2.92197184325745,-0.804799930875781,-6.42146949523791,-18.5049189831177,-1.32807002625411,-6.43442436289145,-2.45024861166819,1.34957897429488,-1.90885248973581,1.58528425708426,6.17380139545759,0.295796583598843,0.143807523621809,-4.47044673043139,0.830671741766394,-42139.6222300228
-1.69843692216392,-5.43040171538999,-8.83083888402911,0.292741122215335,-6.09621934159201,0.0320651828757144,0.441900504940134,-3.85375954534505,-1.22247671818616,-8.01253907758257,-45.7144801683067,-2.33393984742468,-8.05297256631765,-2.52705216906937,1.39146341649528,-2.21151763757912,2.05312113383196,18.6127150909109,0.535025528216762,0.185747011401444,-5.47959187428496,0.991761597368133,-41147.9633909254
0.51823324381022,-3.4928652340333,-9.71954398953789,-0.0880139337813791,-6.18240544676531,-0.2904772075522,0.257311281392597,-4.01734984715024,-1.79647404812876,-8.15396257333832,-54.3534059138194,-3.50156838182,-8.20338949929191,-2.70429197170393,1.3915699858026,-2.23505629181495,2.09499183114997,23.2374212252189,0.812199206073993,0.22578272110246,-5.86984383394017,1.01602540936179,-40266.8362686209
4.84375370349053,0.270507577324441,-9.93898887240922,-0.00816126590280261,-4.83377177926193,-0.206178350134287,0.327863823099566,-2.73712366207671,-1.29239820733527,-6.83306943751148,-72.9771162538059,-2.55127261330614,-6.88413834689758,-2.96443753312589,1.33050137022799,-2.18395443058503,1.72721974689941,32.8920678920989,0.74311484158792,0.247262128001919,-6.10477749737236,1.0041225662875,-39625.5663000166
9.26260143136214,4.41159154999601,-11.0666940913438,0.42903206314454,-4.84553885101742,0.18103918915116,0.585111570956011,-2.84780181842515,-0.518817753022558,-6.95830089627742,-86.7262265052433,-0.962003876621328,-7.01769337142124,-3.37222234006395,1.32487471400508,-2.20231852354894,1.75133379189773,39.8167323394218,0.460734861220381,0.265200822096419,-7.19755490291704,1.1037226058466,-39209.0367734704
18.3811765029239,12.4976353565442,-11.3084967365936,0.315318680738203,-4.29707617865963,0.0827356075646986,0.529697659522293,-2.31422547088188,-0.723417153401143,-6.45291861437824,-96.7991296171836,-1.37338026889907,-6.51065310072968,-2.48681030636713,1.3390800863085,-2.22318800747621,1.61143164531675,44.9013698153583,0.552496532279059,0.27190308318659,-9.78641314791712,1.13704509097654,-38902.113526825
19.0172957183132,14.0969570462601,-11.0740207291129,0.302479015209673,-3.76885344625949,0.0732287726932106,0.527251030316277,-1.92489264062287,-0.75356612350467,-6.05101837710298,-96.375455271502,-1.44075906624992,-6.11393439624224,-2.32885786737134,1.33532388800187,-2.24119896307423,1.48582550942387,45.1908918079338,0.56857986016655,0.284164362887515,-8.08636778382752,1.26710343692138,-38699.9062219359
20.0555175236687,14.4497079498377,-10.6169888072436,0.31867083234508,-3.19709298700409,0.0798606300395719,0.532593565811492,-1.47010583464109,-0.741094082385475,-5.4494349799967,-96.3871096268292,-1.39130113041001,-5.5050386419606,-2.88338810989207,1.37843156608902,-2.19865485288264,1.32047016197569,45.5284266297076,0.554436072694294,0.286175187976279,-7.30302081837094,1.3018216464764,-38684.2244360668
22.1822578474119,16.265706404234,-11.4864095365799,0.316928870271374,-3.57945739113387,0.0828696898716331,0.527713522533036,-1.89715539960809,-0.731001906271231,-5.87592664357544,-103.425893913439,-1.37913759737484,-5.94054893635274,-2.96972455490781,1.35281291569937,-2.21207348352061,1.43618773640256,48.8580228596779,0.55073017166374,0.282182859081278,-8.05223944096665,1.36058325827942,-38681.5323963154
23.365869794763,17.4172865343242,-11.9718602092931,0.318948161025695,-3.42191773944574,0.0855786340093023,0.53021199589547,-1.70927004997415,-0.724056827944174,-5.68762170391793,-113.964666759032,-1.37138200014769,-5.74755865292201,-2.72163526907536,1.3456604114342,-2.20278953137426,1.38961415940702,53.9016045439138,0.548941345089983,0.276326093046962,-8.56985346004961,1.32142197107762,-38681.2194655583
24.4804736829911,18.3877526900806,-12.7516706363393,0.315774378953889,-3.46918610289299,0.0803117645235539,0.528530602782739,-1.75712848165553,-0.73549068514341,-5.73815867693981,-124.544280383861,-1.38691400017662,-5.79798048831453,-2.68630563275856,1.35950509846689,-2.20954888801937,1.4020066221928,59.1124651056164,0.552740695778352,0.278394304645138,-8.99230369331686,1.33033251814619,-38681.1108659291
51.6711128186835,42.0472649467945,-12.824974359413,0.316369848220728,-3.50609283383761,0.0807898560066619,0.53011399742485,-1.78962622858665,-0.738321262022108,-5.7869775686482,-124.765277787741,-1.39320674729399,-5.84777111955944,-1.30762646521958,1.3621604931006,-2.21650425055346,1.41465874561074,59.2479603837983,0.555155250725027,0.279609082766616,-18.472846059967,1.33606881855864,-38680.2260108383
80.2868043307652,67.056694262922,-12.9166970191194,0.318837090144168,-3.51279550235314,0.0818838995197459,0.533620477893357,-1.78582199275893,-0.741285548510891,-5.79885974760532,-126.087591914544,-1.39904619922258,-5.85947527213485,0.18338790744282,1.3702660064259,-2.22496182960089,1.41788000937233,59.8796667533131,0.557767683549151,0.281096718884159,-28.4723313078211,1.33763000518893,-38679.9388785324
108.946537059278,92.1503992557075,-13.141710005681,0.321251798193356,-3.52366416945671,0.0843821960649207,0.535987190075088,-1.79473457861962,-0.738873990557387,-5.81515182658831,-129.099993887958,-1.39679148878461,-5.87610058711522,1.68749059341519,1.36934028340441,-2.22854840572577,1.42245673109812,61.3643396975933,0.557884252483435,0.281111460577534,-38.5189323765105,1.34065204958561,-38679.8024875333
174.305414339516,149.288435514427,-13.9546894657573,0.321904156104787,-3.50335482420364,0.0848153074776095,0.53676262801359,-1.7748797216815,-0.738795518618253,-5.79338368538891,-141.158272765637,-1.39687599358893,-5.85397804555137,5.12749561719364,1.37053969924805,-2.22860472254393,1.416739167693,67.3012801854033,0.558096548260177,0.281126337614838,-61.365243858518,1.34068436521772,-38679.6581280751
237.271759520942,204.351044532154,-15.7227702866828,0.321068800089243,-3.55148106855662,0.0832705193114428,0.53673089461736,-1.82157943701435,-0.743657934160267,-5.84874274305333,-165.70820067471,-1.40445532299546,-5.91002172643448,8.4331309402867,1.37591990414888,-2.23467359840627,1.43101888331524,79.4224978235654,0.560295755226076,0.282577286530892,-83.4554715537265,1.34751643192502,-38679.4988089653
237.271756841187,204.351030639494,-15.722768703089,0.321068846318175,-3.55148503976341,0.0832705715507917,0.536730976780564,-1.82158110898527,-0.743657898177968,-5.84874294767572,-165.708190460874,-1.40445524108058,-5.91002103091412,8.43313078656351,1.37592032028497,-2.23467347525061,1.43101857946668,79.4225013228408,0.560295847555131,0.282647661787157,-83.4554718385731,1.3475132533295,-38679.4977534062
237.271755772256,204.351025119162,-15.722768057472,0.321068865201382,-3.55148665876665,0.0832705928353449,0.536731010387037,-1.82158178993075,-0.743657883533257,-5.84874303052764,-165.708186296835,-1.40445520771499,-5.91002074861779,8.43313072546312,1.37592049085092,-2.23467342482762,1.4310184551993,79.4225027494474,0.560295885230876,0.282663824203808,-83.4554719521503,1.34751195787045,-38679.4974051444
237.271755697155,204.351024734276,-15.7227680118222,0.321068866537015,-3.55148677323081,0.0832705943405739,0.536731012763998,-1.82158183805994,-0.743657882497647,-5.84874303640407,-165.708186002405,-1.40445520535806,-5.91002072860309,8.43313072117418,1.37592050291866,-2.23467342125686,1.43101844640418,79.4225028503188,0.560295887895777,0.282663922228657,-83.4554719601296,1.3475118662829,-38679.4974029483
237.27175041898,204.350996964395,-15.7227647082027,0.321068963340274,-3.55149509676185,0.0832707033160928,0.53673118599144,-1.82158537368523,-0.743657809226769,-5.84874345584419,-165.708164703234,-1.40445503447413,-5.91001927850869,8.43313042263436,1.37592138159804,-2.23467316212388,1.43101780568629,79.4225101483149,0.560296081160368,0.282668958910359,-83.4554725185065,1.34750514040787,-38679.4974011647
237.271740573559,204.350941465572,-15.7227581571162,0.321069158122341,-3.55151178277898,0.0832709210901256,0.536731532835588,-1.82159192214074,-0.743657665784025,-5.8487442707084,-165.708122541776,-1.40445470196862,-5.91001639361563,8.43312987246325,1.37592315402226,-2.23467264318977,1.43101652065556,79.4225246004118,0.560296466190138,0.282679016264974,-83.45547355353,1.34749396041074,-38679.49728718
237.27174056639,204.350941424253,-15.7227581524267,0.32106915827797,-3.55151179502295,0.0832709212643541,0.536731533112913,-1.82159192728527,-0.743657665669708,-5.84874427132797,-165.70812251152,-1.40445470170391,-5.91001639146952,8.4331298720613,1.37592315544111,-2.23467264277452,1.43101651964319,79.4225246107792,0.560296466490161,0.282679038507924,-83.4554735542836,1.34749395092644,-38679.4972866955
