"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_last_day","B_unem_rate","B_d_d","c_wa","c_dcrb","c_psdn","B_mean_price_part","B_mean_price_crab","B_mean_price_slmn","w_psdn","w_nanc","w_dcrb","w_slmn","w_cmck","asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","asc_nps_sock","lambda_part","lambda_nanc","lambda_psdn","asc_no_participation","w_nopart","B_mean_price_no_part","B_d_cd","c_no_participation","logLike"
2.8190210209305,-0.049064963473028,-0.0058099825824019,-0.0225467584594452,2,0.325879258603311,-1.08668046975986,-2.48397651849494,0.0309072704126289,-5.65629843031596,2.45422641645172,0.0684272273014143,3.93705732756795,-0.0480959669168162,-0.498444622686689,-0.0202585353155286,0.383119188832859,-0.00569549809725957,-3.09088008866394,-4.485238664624,-4.38659909382031,-4.22532612912788,-5.50892295623303,-6.94602741584081,-4.45968469978206,-4.79959429679826,-6.26025308637792,-12.3250113147767,0.48657801490557,0.486578014173131,0.382651674340279,0,0,0,-5.9075062102332,0,-2374.22530929832
2.8190210209305,-0.049064963473028,-0.0058099825824019,-0.0225467584594452,2,0.325879258603311,-1.08668046975986,-2.48397651849494,0.0309072704126289,-5.65629843031596,2.45422641645172,0.0684272273014143,3.93705732756795,-0.0480959669168162,-0.498444622686689,-0.0202585353155286,0.383119188832859,-0.00569549809725957,-3.09088008866394,-4.485238664624,-4.38659909382031,-4.22532612912788,-5.50892295623303,-6.94602741584081,-4.45968469978206,-4.79959429679826,-6.26025308637792,-12.3250113147767,0.48657801490557,0.486578014173131,0.382651674340279,0,0,0,-5.9075062102332,0,-2374.22530929832
2.8190210209305,-0.049064963473028,-0.0058099825824019,-0.0225467584594452,2,0.325879258603311,-1.08668046975986,-2.48397651849494,0.0309072704126289,-5.65629843031596,2.45422641645172,0.0684272273014143,3.93705732756795,-0.0480959669168162,-0.498444622686689,-0.0202585353155286,0.383119188832859,-0.00569549809725957,-3.09088008866394,-4.485238664624,-4.38659909382031,-4.22532612912788,-5.50892295623303,-6.94602741584081,-4.45968469978206,-4.79959429679826,-6.26025308637792,-12.3250113147767,0.48657801490557,0.486578014173131,0.382651674340279,0,0,0,-5.9075062102332,0,-2374.22530929832
2.8190210209305,-0.049064963473028,-0.0058099825824019,-0.0225467584594452,2,0.325879258603311,-1.08668046975986,-2.48397651849494,0.0309072704126289,-5.65629843031596,2.45422641645172,0.0684272273014143,3.93705732756795,-0.0480959669168162,-0.498444622686689,-0.0202585353155286,0.383119188832859,-0.00569549809725957,-3.09088008866394,-4.485238664624,-4.38659909382031,-4.22532612912788,-5.50892295623303,-6.94602741584081,-4.45968469978206,-4.79959429679826,-6.26025308637792,-12.3250113147767,0.48657801490557,0.486578014173131,0.382651674340279,0,0,0,-5.9075062102332,0,-2374.22530929832
2.81902102601546,-0.0490647798923086,-0.00580999134456274,-0.0225465872762358,2.00000000796251,0.325879345052949,-1.08668045937404,-2.48397651849527,0.0309072704723546,-5.65629843031604,2.45422641991079,0.0684272289537407,3.93705732803787,-0.0480959654623771,-0.498444620161613,-0.0202585352995593,0.383119188968062,-0.00569549840668038,-3.09088008954337,-4.48523866149081,-4.38659909306536,-4.2253261266771,-5.50892295579893,-6.94602741700802,-4.45968468936605,-4.79959429749489,-6.26025308616487,-12.3250113145256,0.486578015825941,0.486578015411748,0.382651674603052,0,0,0,-5.90750621023336,0,-2374.22314540447
2.81902102948324,-0.0490646549396001,-0.00580991624510829,-0.0225465200521494,2.00000001332675,0.325879403247485,-1.08668045105475,-2.48397651849519,0.030907270503891,-5.65629843031644,2.45422642236923,0.06842722997394,3.93705732837782,-0.0480959645911368,-0.498444618302419,-0.0202585352955583,0.383119189066943,-0.0056954986307493,-3.09088008984354,-4.48523866052834,-4.38659909229985,-4.22532612478545,-5.50892295550953,-6.94602741785802,-4.45968468169382,-4.79959429799479,-6.26025308603249,-12.3250113143437,0.48657801661015,0.486578016316017,0.382651674014776,0,0,0,-5.90750621023348,0,-2374.22195299613
2.81957304320429,-0.0290077806026939,-0.00608422645819232,-0.0281022668678548,2.00084230004172,0.33473206011047,-1.0849559264914,-2.4839764069717,0.0309080436857745,-5.65629860299293,2.45464861346494,0.0685369426821501,3.93711136655352,-0.0480083966978729,-0.498092685967854,-0.0202610242981103,0.383135659930059,-0.00573659676629577,-3.09093153773444,-4.48546303991215,-4.38636638288798,-4.2249289286071,-5.50887980933445,-6.94618268619374,-4.45823167789424,-4.79968488440401,-6.26023848123592,-12.3249823093163,0.486745352954714,0.486742442108559,0.382281694899153,0,0,0,-5.90750623376359,0,-2284.73725481839
2.81957337792093,-0.0290090329250668,-0.006084247301179,-0.0281023268440376,2.00084283671557,0.334735051040795,-1.08495508151935,-2.48397640647653,0.0309078601951068,-5.65629860402541,2.45464829861974,0.0685343688713438,3.93711154110241,-0.0480086294218359,-0.498091913206345,-0.020261145333895,0.383135719977768,-0.00573686456826321,-3.09093129182363,-4.48546358976978,-4.38636700024519,-4.22492832134635,-5.50887984818013,-6.94618382005097,-4.45822831862921,-4.79968552628065,-6.26023880194524,-12.3249822152787,0.486743771185635,0.486741554772587,0.382280134146454,0,0,0,-5.90750623391007,0,-2284.73534655667
2.81957367142757,-0.0290085324981019,-0.00608423764279992,-0.0281022489421099,2.00084241621362,0.334733807739881,-1.08495460834585,-2.48397640525336,0.0309077689478991,-5.65629860575928,2.45464750112614,0.0685336989751159,3.93711180693913,-0.0480091653712589,-0.49809088370255,-0.0202612201420282,0.383135811153092,-0.00573733505167847,-3.09093092414596,-4.48546464596146,-4.38636820782131,-4.22492735969178,-5.50887991383921,-6.94618549746599,-4.45822389391016,-4.79968658507852,-6.26023889373579,-12.3249820721864,0.486741364196942,0.486739879255943,0.382279112544417,0,0,0,-5.90750623415212,0,-2284.73409923219
2.82639452037858,-0.0354254391166245,-0.0061911507506637,-0.027514481609541,1.96810575748453,0.346841032982123,-1.07210946752913,-2.48394802906102,0.0317978566015005,-5.65633515860975,2.4453578341575,0.102140641865926,3.94191997893554,-0.0570797443045767,-0.480957010601573,-0.0200261817074928,0.384863838650555,-0.0133362068489542,-3.08505025757581,-4.5067856617167,-4.40284007918225,-4.20632242560511,-5.50408056266615,-6.96816264454594,-4.40209386980926,-4.81306264422842,-6.25629963662257,-12.3224011567702,0.477319726565769,0.448343382323793,0.378655435463629,0,0,0,-5.9075112387627,0,-2272.54760855581
