"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","theta_part","theta_msqd","theta_psdn","theta_nanc","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","B_dist_to_cog","logLike"
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-0.4,-4,-4,-4,-4,-4,0,0,0,0,1.15,0.3,-0.05,-1,-1,-0.005,1.2,0.15,0.2,-0.001,-20501.6930301328
-2.95410622705084,-2.94469809683176,-2.80714986056,-2.72698851737914,-2.9843279774531,-2.73789149693799,-2.72843630333044,-3.13757096159434,-2.7337227776825,-2.82343227217833,-2.84462212501694,-2.75764949620654,-2.84934569126229,-2.7472109205556,-0.570437210205358,-4.21604924570428,-4.04772190245663,-3.93473754025618,-4.08892109406718,-4.13855245524355,-0.0414224144952761,0.0591050323749401,-0.101307202112599,-0.265390840574936,1.06323845084654,0.250385798864486,-0.0476267221710754,-1.0811444078392,-2.22733877916988,-0.00471000654455385,1.23915578996551,0.174630368251314,0.204763815965231,-0.00107111600593965,-19271.8129497644
-3.17995663313036,-3.39017452969559,-3.0514411611395,-2.67272318998434,-3.6866939770768,-2.69893660065433,-2.67660811665067,-4.26869515611508,-2.65616581087961,-3.11255800218171,-3.11053974826564,-2.7657231901774,-3.21243858117833,-2.85577517546855,-0.76331468298643,-4.49208263215909,-3.9932152028532,-3.801356382326,-3.49041808217513,-4.19374722064815,-0.203508626293133,0.385241809544133,0.053151573095203,-0.151012461913601,0.985976608287574,0.224364427157178,-0.0423831936842345,-1.07171816377994,-1.70819689417113,-0.00424161089738029,1.33511313418501,0.198537981167857,0.216901263272797,-0.0013104881828338,-17977.7600189004
-3.40019301469843,-3.72887901828918,-3.14567049180784,-2.5921759797557,-3.96316831066406,-2.74702580441781,-2.64059303963481,-4.07764151187268,-2.75445622467822,-3.40135715577111,-3.07716848048485,-2.88451830843928,-3.41758526461162,-3.16155919891985,-0.403866519561999,-4.44228667276131,-3.71486574453404,-3.75167519564542,-2.95842671588731,-3.93922720745764,-0.413254996745858,0.992008045472183,0.661081118692168,0.292667235348744,1.57375247387095,0.111696557940033,-0.039179022848519,-0.990282899482882,-0.801439810471357,-0.00388371201312208,1.34052143722297,0.18649758652607,0.244214808808259,-0.00151023664142547,-17598.5127412546
-3.51972790238109,-3.86290835429808,-3.37512943496156,-2.77879420544244,-4.26326087052071,-2.96503484908764,-2.83733626860768,-4.23940000428933,-2.99538467661375,-3.56417105336292,-3.33926622823593,-3.15621203690286,-3.67346339535203,-3.32653406722029,-0.44190959442957,-4.64282645272426,-3.70941549913493,-3.69321040082397,-2.72495493170824,-3.92394592743025,-0.408665989292434,1.3600879875739,0.932959635868588,0.501325143818634,1.71287763244608,0.0611060939720806,-0.0360347778107995,-1.00530648918887,-0.485409518723016,-0.00356037233344114,1.27133299168932,0.183772420041231,0.276221892074881,-0.00139185687116615,-17466.2185499481
-3.74101474279411,-4.00106905200798,-3.43797579715776,-2.87263645457872,-4.37937277501487,-3.09989933580715,-2.93679747729446,-4.44317410971643,-3.1201415454684,-3.69957903334162,-3.37660972834598,-3.35601300592119,-3.74106721550801,-3.47158200545228,-0.457371957937094,-4.59901105085172,-3.6617648488428,-3.67137798047003,-2.91007976601205,-3.97031142297916,-0.402847923613037,2.1702575314545,1.80684303337603,0.892331896369403,1.80698009963496,0.114139483896172,-0.0349084818559573,-1.06687131599464,-0.429588531077025,-0.0040628839452865,1.33611127639473,0.190896426011661,0.27856960213034,-0.00165580216259987,-17433.4353561178
-3.47355581533471,-3.79464814549007,-3.28012571718552,-2.68129244581393,-4.16033009925326,-2.895017951236,-2.73824393792523,-4.14147609930944,-2.93196791010866,-3.50865475872918,-3.25574812364803,-3.17391760384333,-3.58964540069385,-3.27124292832256,-0.491576452721099,-4.67661142740793,-3.67897974484275,-3.68169067047306,-2.81132898245314,-3.94418269825911,-0.45100441105686,2.57730858652429,2.44698854475377,0.80435071278235,1.71773717813151,0.0441025987614269,-0.0336541186865622,-1.04380680395279,-0.367167057746162,-0.00373969678569264,1.21326478548032,0.167422512459296,0.274772519319376,-0.00154265418277927,-17417.083757598
-3.49458159951339,-3.81341579231237,-3.25699828391345,-2.6807841470882,-4.09717217049482,-2.91302398252824,-2.7405241379464,-4.08942909631455,-2.93861835281245,-3.50683297892192,-3.20960030275,-3.20423258132836,-3.55302968091129,-3.2968125188292,-0.461580955276134,-4.61361529743056,-3.6548960499928,-3.67062435502561,-2.8539358374605,-3.99175225095213,-0.475394765709728,3.19781546063664,2.76550040780688,0.999271949679871,1.7354883492897,0.050229318510843,-0.0337197192361562,-1.05897277828957,-0.376956253960018,-0.00395309817510989,1.25001803904458,0.177081752874029,0.27217732799229,-0.00169574827018546,-17415.2254778454
-3.52132580940038,-3.80152432178504,-3.29211748542009,-2.72357422920426,-4.19725898175477,-2.93740841306804,-2.77901743366574,-4.21655462566797,-2.97145693176581,-3.50439567321395,-3.24503323240297,-3.23660350984947,-3.59134638913335,-3.27890494557757,-0.470715681121612,-4.68807837079188,-3.68096154754211,-3.68453038693657,-2.80457597416756,-3.99170263449001,-0.454113173168495,3.1075948181986,1.94635263355861,0.973279265176802,1.72944961236112,0.084378343590894,-0.0345549402723133,-1.06076373886912,-0.359165974844668,-0.00390526199277042,1.24253136640521,0.175935013221682,0.273777539307118,-0.00158551272945875,-17414.4527347908
-3.59375441923478,-3.85666475454276,-3.32746172174412,-2.75813631991417,-4.25635479975701,-2.98611108465159,-2.81688292092174,-4.29934072376961,-3.01780700590837,-3.56181242167136,-3.27632903893921,-3.28785318626975,-3.6270754494775,-3.33317002068312,-0.471943821696763,-4.68283256410933,-3.67138220060613,-3.67705992212766,-2.8222659318392,-3.99885932080541,-0.433504353707806,3.21994885114516,2.28616963623891,0.95940325956997,1.76351881390196,0.0988364762616571,-0.0342428680800099,-1.08014508391085,-0.38097216096043,-0.00402673682272114,1.26687820910505,0.17824280832428,0.274666858428146,-0.00166268755568093,-17413.5233834712
-3.58346565287636,-3.860622158121,-3.32305654265307,-2.75132685533133,-4.2443767594526,-2.97844244460789,-2.81034796959895,-4.27987929320627,-3.01170491547088,-3.55678862173927,-3.2710710903374,-3.28059568867222,-3.62364887263873,-3.33031640011581,-0.469074677869366,-4.67389645576773,-3.67130510687589,-3.67855393726866,-2.81853638340407,-3.99947034186991,-0.436647102523925,3.26231849119414,2.46393580502966,0.975251076136476,1.76870124424482,0.0919678044068211,-0.0344459779593594,-1.07913009120388,-0.383678714911923,-0.00402210654257413,1.2667528613164,0.17798427617983,0.274719817256523,-0.00166299948766376,-17413.4927316966
-3.59328028385267,-3.86539598936002,-3.32929454957874,-2.75891993619423,-4.25704620385895,-2.98592105184428,-2.81797047649966,-4.29634390861704,-3.01948236410354,-3.56237687286917,-3.2762088909194,-3.28933894780824,-3.63023569767014,-3.33522985310489,-0.469141467185075,-4.67427798011597,-3.67141032847913,-3.67845775982208,-2.8169968006302,-3.99922119696596,-0.43506198074781,3.30547038690897,2.53684447654938,0.980732513428921,1.77104100623303,0.095670543292061,-0.0345044711891383,-1.08063546692624,-0.383683726952029,-0.00403185939356191,1.26926909690329,0.178232667535516,0.275072853063234,-0.00166510968187811,-17413.4794332527
-3.60023909300397,-3.86520940515065,-3.33103984525,-2.76467257479801,-4.26304190817377,-2.99191387118734,-2.8237013375197,-4.30699661839737,-3.02537102238422,-3.56399297147172,-3.27639311979727,-3.29650702758559,-3.63154405520889,-3.33720908418476,-0.46731626400559,-4.67212230158865,-3.67055621018772,-3.67795241261019,-2.81940505570231,-3.9977117952952,-0.438381439034162,3.42929049991018,2.59254838067365,0.988308383522438,1.77058217066473,0.100128695896217,-0.0344896883058086,-1.07942448268921,-0.380287067190871,-0.0040413809538611,1.27001463157844,0.178429102924911,0.275272305112347,-0.00166610370029607,-17413.4684076177
-3.59734829315372,-3.86452935797722,-3.33054952497356,-2.76306094285035,-4.26237931805589,-2.99032137159685,-2.82207394051307,-4.30377827091174,-3.02416463866993,-3.56322265822545,-3.27630444096349,-3.29509414383145,-3.63187852584348,-3.33613670507257,-0.467917251485076,-4.67400677375965,-3.67049536974743,-3.67796373995604,-2.81615776598191,-3.99661863739955,-0.437797755302577,3.42816384927126,2.59340416077081,0.986023539505833,1.77110939999649,0.0984494416960649,-0.0344989777540671,-1.08026258821955,-0.37948162542783,-0.00403844121515593,1.27009149937644,0.178192905173967,0.27521985175548,-0.00166485764262058,-17413.4671488537
-3.59879897891635,-3.86529636626319,-3.33109056512096,-2.76384995257153,-4.26390078014654,-2.99128894876995,-2.82290072033822,-4.30628469270433,-3.02510442459462,-3.56411379997243,-3.27671921620508,-3.2960189470818,-3.63228982591581,-3.33691068050998,-0.467852875226919,-4.67410517880621,-3.67064220518924,-3.67807066271929,-2.81707452969136,-3.99678374555542,-0.437761016138246,3.42538622426563,2.59707118905788,0.987762862171731,1.7714775266299,0.0991561424396887,-0.0344919902019793,-1.08049302711269,-0.379549726134176,-0.00403952867597784,1.27014652463681,0.178155897829367,0.27525221521224,-0.00166569440341119,-17413.4669086325
-3.59879082692927,-3.8652180607903,-3.33098434725698,-2.76388998393612,-4.26393937068801,-2.99129879587836,-2.82294366647866,-4.30653045085976,-3.02512794134307,-3.56396996479843,-3.27655330464881,-3.29598090721655,-3.63209435999768,-3.33681394895978,-0.467800087601245,-4.67393111296236,-3.6707326295483,-3.67818620998538,-2.81721037414269,-3.99681158035111,-0.438035233475711,3.42591637365842,2.5946387820283,0.987446172188163,1.77146178974707,0.0993039371759453,-0.0344930171800446,-1.08034284107042,-0.379319536016798,-0.00403900018925176,1.26996421745892,0.178143727559637,0.275261665934795,-0.00166538234665349,-17413.4668981305
-3.59877024549702,-3.86522674746188,-3.33101433995454,-2.76388742803992,-4.26396140697819,-2.99130894420995,-2.82294193622729,-4.30649818881797,-3.02512675467707,-3.56401232896434,-3.27659268888476,-3.29599246633216,-3.63214133354786,-3.33684209962539,-0.467859366373914,-4.67398532714322,-3.67069880267009,-3.67816867234462,-2.81713752341014,-3.99678575018894,-0.437979089308541,3.42600028791146,2.59481221645244,0.987338457786457,1.77147335374939,0.0992622447985807,-0.0344923616119398,-1.0804247803549,-0.379322004716395,-0.00403908757710077,1.27001234102641,0.178151984334327,0.275258697261923,-0.00166542921546444,-17413.4668956636
-3.59881873849699,-3.86524252244228,-3.33104249892224,-2.76392579765659,-4.2640309616463,-2.99134698161605,-2.82298018998315,-4.30660043422403,-3.02516643331543,-3.56404296902105,-3.27661592591768,-3.29602743653127,-3.63217140027236,-3.33686349230677,-0.467866646250597,-4.67397864236758,-3.67069044648438,-3.67816511714772,-2.81713134711042,-3.99674652630591,-0.437977823466428,3.42597049950405,2.59518307963091,0.987465970607257,1.77148081255921,0.0992865627120462,-0.0344922702764084,-1.08043784796363,-0.379313569274217,-0.00403905769828077,1.27001324001329,0.178152718890282,0.275260289945781,-0.00166541774103164,-17413.4668955251
