"asc_cba_psdn","asc_clo_psdn","asc_clw_psdn","asc_cwa_psdn","asc_clo_nanc","asc_clw_nanc","asc_cwa_nanc","asc_clo_cmck","asc_cwa_dcrb","asc_nps_sock","theta_part","theta_psdn","logLike"
-0.662387107791588,-0.572618681541892,-0.590418491336172,-0.592272060732669,-0.908483618979023,-0.97325770556448,-0.664652110140535,-1.08767299879421,-4.4913450377187,-4.62536103296004,-2.05965612081453,-0.876094445963154,-2763.17285694905
-0.644614720706747,-0.56976928770797,-0.584612233869877,-0.586156036631051,-0.888901078244699,-0.948024423170983,-0.659193537040574,-1.05513882047497,-4.49067130933722,-4.62826276461954,-2.12856753693145,-1.0517820615046,-2763.16916231099
-0.627208355106535,-0.56557803909494,-0.577797738569077,-0.579069631079985,-0.876303701442196,-0.934163212485791,-0.654815227276577,-1.03774651964538,-4.49096712143222,-4.62724185002069,-2.1685250682735,-1.24345202447821,-2763.16483961413
-0.620940091350027,-0.563999151715778,-0.575299680148863,-0.576478659862579,-0.874243554319444,-0.932886831174821,-0.654037639338177,-1.03626625761941,-4.49187038531267,-4.625693595408,-2.17352086884156,-1.34852550740035,-2763.15629442182
-0.615299977260483,-0.562419312892135,-0.572928203296568,-0.574022981574787,-0.866145604519038,-0.923001139244709,-0.651136536099295,-1.02379740268427,-4.49173229062829,-4.62579349500022,-2.20072724380854,-1.40989033157065,-2763.15333253608
-0.613258041237373,-0.562072760380899,-0.572245436624992,-0.573305374704311,-0.86419936989426,-0.920906108162565,-0.650594587498731,-1.02112272437525,-4.49190255617876,-4.62560552556689,-2.20776580075427,-1.44453258990984,-2763.15215167112
-0.605380492491851,-0.5603018293951,-0.569256000365434,-0.570188563800395,-0.859701158580963,-0.915487806277017,-0.649140794761075,-1.01423665587641,-4.49174797596205,-4.62571303258624,-2.22385585999106,-1.57563743894231,-2763.15045683794
-0.597352503025787,-0.558647041385034,-0.5663286995038,-0.567129592029219,-0.854241030705125,-0.909092240539707,-0.647492873707105,-1.00607952714134,-4.49177338110362,-4.62582894205668,-2.24385021215783,-1.73221630923567,-2763.14905279638
-0.593450560425771,-0.557973753328532,-0.565016248271968,-0.565750873149961,-0.849273497394313,-0.903212456756356,-0.646039334996985,-0.998558296185044,-4.49195903695699,-4.62589556629279,-2.262767885872,-1.82047786729819,-2763.14321514596
-0.589769664432435,-0.55715799566439,-0.563637729926161,-0.564312951468365,-0.844483555987127,-0.897496836117755,-0.644480024402189,-0.99130303151504,-4.49199568922274,-4.62587666339203,-2.2806236929386,-1.89919020340273,-2763.14091174443
-0.586081543771145,-0.556409187333556,-0.562303933929367,-0.562918233912016,-0.840964201601996,-0.893362955419267,-0.643402265084957,-0.98603553065687,-4.49204130081948,-4.62586331195935,-2.29412504375625,-1.99237762665037,-2763.13902528172
-0.583443247595824,-0.555351144629162,-0.560942461594817,-0.561524508758807,-0.83351562613704,-0.884655912633635,-0.640564297751904,-0.975153185556707,-4.49204631312862,-4.62547702851322,-2.32002570934034,-2.03150289369634,-2763.13644672685
-0.579781557583821,-0.554604807640415,-0.559613238521295,-0.560134599437809,-0.831449456719659,-0.882233129961465,-0.639965016219867,-0.972053789015208,-4.492032035862,-4.62546029906052,-2.32839279537933,-2.14197319953978,-2763.13483988192
-0.575696706317337,-0.554397309116131,-0.558634545501999,-0.559075416613591,-0.831805543014138,-0.882864615290993,-0.640731245924256,-0.972628240737366,-4.49263226139213,-4.62498124143687,-2.32986789197379,-2.32468806797047,-2763.13316802823
-0.57232435405088,-0.553677195968233,-0.557379494511141,-0.557765571502368,-0.826085407705393,-0.875644833446285,-0.63886948533101,-0.963430731128494,-4.49219618722524,-4.62612387271659,-2.3532759589174,-2.44349188780193,-2763.13273749636
-0.570981842678367,-0.553481433594673,-0.556956522678192,-0.557319005937429,-0.824298378301806,-0.873683360032041,-0.638366666010016,-0.960925403906199,-4.49231949783385,-4.62599962426875,-2.36058212552025,-2.5112297485414,-2763.12877883453
-0.569722707322658,-0.553225435934328,-0.556504301402327,-0.55684596641751,-0.822030710819132,-0.870930975002874,-0.637651938998219,-0.957418869354999,-4.49234545265193,-4.62603067834948,-2.36993252237622,-2.56595517526319,-2763.12773539139
-0.569605151728328,-0.55320274404975,-0.556463026201128,-0.55680276892491,-0.821679105396436,-0.870569561836007,-0.637540690926412,-0.956963680319441,-4.49239500005296,-4.62594999361991,-2.37125381278785,-2.5724430951911,-2763.12750276237
-0.569091015313295,-0.553103554684825,-0.556281834195816,-0.556612946002483,-0.820682133526967,-0.869361033053526,-0.63723070529717,-0.955422608078949,-4.49238940527202,-4.62598613294087,-2.37540867489043,-2.59571106814747,-2763.12712109991
-0.568874282089467,-0.553063955184083,-0.556207021946612,-0.556534479848569,-0.820251288020753,-0.868870135776561,-0.63709829979223,-0.954798454586713,-4.49240660106972,-4.62596654994348,-2.37714301532491,-2.60619733192231,-2763.12695595328
-0.568830030290663,-0.553056142973966,-0.556192123759492,-0.556518833674393,-0.820156367393077,-0.86876024504001,-0.637070221993904,-0.954658158112806,-4.49241606074915,-4.62595397091837,-2.37753636288756,-2.60832581790174,-2763.12692312508
-0.568750696904728,-0.553038542704683,-0.556162265249256,-0.556487696861616,-0.819955276140745,-0.868526368079258,-0.637005385842955,-0.954361550373347,-4.49241910816292,-4.62594932220674,-2.37834089751018,-2.61175929187381,-2763.1268610485
-0.568718558777365,-0.553031820178656,-0.556150479363367,-0.556475384621262,-0.819877167536523,-0.86843370788352,-0.63698051924602,-0.954243769409004,-4.49241942620178,-4.62594940914281,-2.37865974015474,-2.61317797613972,-2763.1268363262
-0.56865588542008,-0.55301838337712,-0.556127246139246,-0.556451131748679,-0.819728392331432,-0.868257530587677,-0.636932685128666,-0.954020022071262,-4.49241979705192,-4.62595129051105,-2.37926406642641,-2.61594425692537,-2763.12678799049
-0.568628125392284,-0.553013003136218,-0.556117426725258,-0.556440848619588,-0.819669869750544,-0.868188004225033,-0.636914395458765,-0.953931515294716,-4.49241928497676,-4.62595102891203,-2.37950532859407,-2.61724723411578,-2763.12676716166
-0.568572276601487,-0.553002304707816,-0.556097766354836,-0.556420253348372,-0.819554912984264,-0.868052174992798,-0.636878543111333,-0.953758614367625,-4.49241986802707,-4.62595154856602,-2.37997780562605,-2.61988906451623,-2763.12672543404
-0.568570065386306,-0.553001889052485,-0.556096987473044,-0.556419437060393,-0.819550644306476,-0.868047195382957,-0.63687715411857,-0.95375229903921,-4.49242051773088,-4.62595217754006,-2.37999494614013,-2.61999888608198,-2763.12672377782
-0.568565534737721,-0.553001064660343,-0.556095429836068,-0.556417802835777,-0.819542181785719,-0.868037286375353,-0.636874550178621,-0.953739691432803,-4.49242083370707,-4.62595177221598,-2.38002968512571,-2.62022015323484,-2763.12672044308
-0.568563584991269,-0.553000745865436,-0.556094790685137,-0.556417130387989,-0.819538788187319,-0.868033281913905,-0.63687350840775,-0.953734551290484,-4.49242076754864,-4.62595243659142,-2.38004380808039,-2.62031886514123,-2763.12671904225
-0.568559684984493,-0.553000171603275,-0.556093564690171,-0.55641583834799,-0.819532319594528,-0.868025560429972,-0.636871594993341,-0.953724753656531,-4.49242129624275,-4.62595308686575,-2.38007129105096,-2.62052029635705,-2763.12671630238
-0.568558209725526,-0.553000046234378,-0.556093182042692,-0.556415444203738,-0.819529533396389,-0.868021979982933,-0.636871006263263,-0.953720047474143,-4.49242140141872,-4.62595285718281,-2.38008445218937,-2.62059381424028,-2763.12671536964
-0.568557920402389,-0.553000015149848,-0.556093096197496,-0.556415354089889,-0.819528904735785,-0.868021314096858,-0.636870841489536,-0.953719192291979,-4.49242144592537,-4.62595290705316,-2.38008703573393,-2.62061028452042,-2763.12671516709
-0.568557855695659,-0.553000004525733,-0.556093069347616,-0.556415328522665,-0.819528726598036,-0.868021138917434,-0.63687078395351,-0.953718968373629,-4.4924213537063,-4.62595279923403,-2.38008772015579,-2.620615361448,-2763.12671510995
-0.568557773043218,-0.552999994616708,-0.556093042553245,-0.556415303346846,-0.81952855062994,-0.868020954532017,-0.63687072935872,-0.953718732746392,-4.49242130395564,-4.62595279988927,-2.38008842763245,-2.62062033987991,-2763.12671505046
-0.568557692411473,-0.552999984670487,-0.556093016454205,-0.556415278384865,-0.819528378081999,-0.868020773957218,-0.636870674998199,-0.953718502782664,-4.49242129563524,-4.62595276155104,-2.38008911543268,-2.62062513779113,-2763.1267149925
-0.568557361157005,-0.552999882107596,-0.556092854665925,-0.556415095491149,-0.819526115802815,-0.868018061645552,-0.63686995069811,-0.953714957818153,-4.49242147268776,-4.62595269027118,-2.38009688077557,-2.6206390049582,-2763.12671465692
-0.568557356314857,-0.552999879915979,-0.556092850986504,-0.556415092453202,-0.819526064738397,-0.868018012761478,-0.636869933326311,-0.953714904027281,-4.49242147594515,-4.62595267845373,-2.38009705906916,-2.62063929674469,-2763.12671465061
-0.568557343952556,-0.552999875901006,-0.556092843641295,-0.556415085704186,-0.819526013011697,-0.868017963816051,-0.63686991026471,-0.953714849422822,-4.49242145431661,-4.62595271647744,-2.38009730509486,-2.6206400454551,-2763.12671463755
-0.568557333331182,-0.552999874179424,-0.556092840270156,-0.556415081624587,-0.819525996630115,-0.86801794831045,-0.636869902326218,-0.953714832174823,-4.4924214553031,-4.62595271302556,-2.38009739823844,-2.62064053272096,-2763.12671462978
-0.568557308612644,-0.552999870542595,-0.556092833080765,-0.556415073107921,-0.819525961688517,-0.868017913996797,-0.63686988535851,-0.953714793737763,-4.49242142183335,-4.62595271357271,-2.38009759172771,-2.62064156181454,-2763.12671461308
-0.568557298113137,-0.55299986898952,-0.55609283000466,-0.556415069487674,-0.819525946743715,-0.868017902794152,-0.636869878218128,-0.953714777639707,-4.49242142229019,-4.62595271125558,-2.38009767127649,-2.6206420023456,-2763.12671460595
-0.568557295869885,-0.552999868652123,-0.556092829340207,-0.556415068702267,-0.819525943781448,-0.86801789977684,-0.636869876752337,-0.953714774532696,-4.49242142176643,-4.62595271035791,-2.3800976881842,-2.62064209543131,-2763.12671460445
-0.568557295407888,-0.552999868583671,-0.556092829204399,-0.556415068542955,-0.81952594315359,-0.8680178991306,-0.636869876460319,-0.953714773888914,-4.49242142170343,-4.62595271026784,-2.38009769151187,-2.62064211481098,-2763.12671460411
-0.568557294470203,-0.55299986844459,-0.556092828926476,-0.556415068219488,-0.819525941961854,-0.868017898383674,-0.636869875951585,-0.953714773262294,-4.49242142174441,-4.62595271059408,-2.38009769650531,-2.6206421536913,-2763.12671460354
-0.568557294434812,-0.552999868439343,-0.556092828915994,-0.556415068207281,-0.819525941911316,-0.868017898350433,-0.636869875927744,-0.953714773205927,-4.4924214217378,-4.62595271059133,-2.38009769678299,-2.62064215518033,-2763.12671460351
-0.568557294038225,-0.552999868380563,-0.556092828797371,-0.556415068070575,-0.8195259413095,-0.868017897805578,-0.636869875653834,-0.95371477302803,-4.49242142236178,-4.6259527098696,-2.38009769805266,-2.62064217130659,-2763.12671460331
-0.568557290937482,-0.5529998679148,-0.556092827868206,-0.55641506699859,-0.819525941018741,-0.868017897555761,-0.636869874767499,-0.953714772185498,-4.49242142233844,-4.62595270983687,-2.38009770675389,-2.6206421731976,-2763.12671460159
-0.568557290704276,-0.552999867878766,-0.556092827792945,-0.556415066913582,-0.819525940953572,-0.868017897499897,-0.636869874613799,-0.953714771990129,-4.49242142233687,-4.62595270983767,-2.38009770781853,-2.62064217362327,-2763.12671460139
-0.568557287534488,-0.55299986739936,-0.556092826813401,-0.55641506578507,-0.819525938775907,-0.868017896053009,-0.636869872571553,-0.953714770023432,-4.4924214228464,-4.62595270968255,-2.38009772465835,-2.62064218855948,-2763.12671459952
-0.568557287292678,-0.552999867381203,-0.556092826366596,-0.556415065375548,-0.819525938671678,-0.868017896041888,-0.636869871534139,-0.953714770017944,-4.49242142281768,-4.62595270967175,-2.38009773127543,-2.62064218963285,-2763.12671459907
-0.568557286327045,-0.552999867308253,-0.556092825665968,-0.556415064569553,-0.819525938258687,-0.868017895997682,-0.636869869961389,-0.953714769995962,-4.49242142284293,-4.62595270901762,-2.38009774942327,-2.62064219393058,-2763.12671459805
-0.56855728565552,-0.552999867234012,-0.556092825423185,-0.556415064279787,-0.819525937837098,-0.868017895952883,-0.636869869383575,-0.953714769974189,-4.49242142270807,-4.6259527090629,-2.3800977552331,-2.62064219830158,-2763.12671459769
-0.568557285502517,-0.552999867210035,-0.55609282537658,-0.55641506422587,-0.819525937644543,-0.868017895930052,-0.636869869277969,-0.953714769963004,-4.49242142265799,-4.62595270903022,-2.38009775641872,-2.62064220052601,-2763.12671459757
-0.5685572854728,-0.5529998672057,-0.556092825366381,-0.556415064214505,-0.819525937616321,-0.868017895915969,-0.636869869254684,-0.953714769956102,-4.49242142265925,-4.62595270902977,-2.38009775663291,-2.62064220095877,-2763.12671459757
-0.568557285400404,-0.552999867195556,-0.556092825342248,-0.556415064187673,-0.819525937560973,-0.868017895863921,-0.636869869202929,-0.953714769928466,-4.49242142265902,-4.62595270902958,-2.38009775689758,-2.62064220111554,-2763.12671459754
-0.568557285400052,-0.55299986719551,-0.556092825342136,-0.55641506418755,-0.819525937560412,-0.868017895863374,-0.636869869202669,-0.953714769928271,-4.49242142265902,-4.62595270902957,-2.38009775690063,-2.62064220111755,-2763.12671459748
