"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","theta_part","theta_msqd","theta_psdn","theta_nanc","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","B_dist_to_cog","logLike"
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-0.4,-4,-4,-4,-4,-4,0,0,0,0,1.15,0.3,-0.05,-1,-1,-0.005,1.2,0.15,0.2,-0.001,-20461.4611591975
-2.95158599411956,-2.94053815147876,-2.80697607505572,-2.7267119569262,-2.98735015550004,-2.7380008525984,-2.72857228479227,-3.13979763520377,-2.73375084404757,-2.82406121537711,-2.84558131155478,-2.75879856058518,-2.8505112382163,-2.74674895083543,-0.565126570746275,-4.21140664144074,-4.04742088483318,-3.93411474037026,-4.0848773228212,-4.14042639554487,-0.0409261784212277,0.059143070651923,-0.104999748191135,-0.25019278354337,1.06885975213763,0.249495533649319,-0.0476312871016024,-1.08041285426496,-2.23564831130037,-0.00471188334074736,1.23896830075792,0.174712231928123,0.204741947249635,-0.00107107026546578,-19249.5760733371
-3.17898160399774,-3.38755423506904,-3.04957495776437,-2.67168174420123,-3.69054037306932,-2.69966252483407,-2.67708490232973,-4.26503592145894,-2.65789714770276,-3.11326330178329,-3.11289101494623,-2.77004059472741,-3.21475880357454,-2.85417727138377,-0.749233414657373,-4.48401377491689,-3.99269516315969,-3.80172656172594,-3.48364147050248,-4.1949156729399,-0.198645095195128,0.380633166169251,0.0356504127948318,-0.13779445078375,0.999355497344517,0.22308781399778,-0.0424197064592884,-1.07011648556054,-1.70654234144384,-0.00424856567436703,1.33293761999233,0.198625507444719,0.21672385857618,-0.0013087351127463,-17981.7223783934
-3.40492701867469,-3.7287099305391,-3.13680334126461,-2.58547575761172,-3.95523499419328,-2.74828811426711,-2.64306336690912,-4.06863629821952,-2.76024812049031,-3.39507171192695,-3.07692644192119,-2.89932599229451,-3.41716708305005,-3.15657777415664,-0.383814293721511,-4.40639783376866,-3.71778024474881,-3.74895807387472,-2.95535386242063,-3.94076621895946,-0.414186123052954,0.986743700185999,0.609673764639837,0.330969043821963,1.59606002412164,0.11320836752006,-0.0386474689470452,-0.986271110067721,-0.797184049579295,-0.00390000103945458,1.32993922540522,0.185672914024104,0.242289306781126,-0.00151853844594828,-17612.7221385426
-3.53190096745531,-3.8454965028728,-3.36110253380759,-2.78200730840626,-4.26088766538001,-2.97290856873985,-2.8500202731366,-4.26135027181054,-3.00488817690779,-3.54944227841913,-3.33272249352169,-3.17644657418828,-3.6648086131791,-3.31188149950578,-0.420905619632014,-4.61290352642768,-3.71423679318111,-3.69603598828132,-2.73307106899578,-3.91555436576367,-0.424754274590116,1.34372701726172,0.842302959117349,0.542774929518354,1.70114149530123,0.0790851750933342,-0.0351691668610408,-0.987769522846524,-0.491700281353613,-0.00356350692472463,1.24531556171066,0.180865297736771,0.275663195182494,-0.00139110641935885,-17481.2955905526
-3.64184966839405,-3.92920572837666,-3.35493309425489,-2.78845486612413,-4.24055601751739,-3.02466490739908,-2.86357950810394,-4.27418451839258,-3.04458959880616,-3.62206816731833,-3.3127388138995,-3.28624907962448,-3.66743269091161,-3.40217698690284,-0.43983591850265,-4.56402255828555,-3.65797604814396,-3.67158842423367,-2.90643367883873,-3.95974362618395,-0.428603731626131,2.13316611080549,1.56690263620675,0.920665455604223,1.78015243165231,0.0839531017249775,-0.0340994729453871,-1.03988907144833,-0.445338211675529,-0.00406324847005273,1.30061682876001,0.185465544846857,0.273736889520036,-0.00164903148158362,-17448.6212819302
-3.42585456439966,-3.72970579337471,-3.22538003194198,-2.64623294863085,-4.08319493456897,-2.86296544423843,-2.71201863200353,-4.07832008666177,-2.89523033917918,-3.45150939406781,-3.21122258495465,-3.14798850432391,-3.53628017965095,-3.21733267161587,-0.468254865706158,-4.66669047999332,-3.67770140551112,-3.68299890521243,-2.82510489362076,-3.93950616169554,-0.48004239543244,2.54237655902857,2.00374071898597,0.837307209420087,1.66699558172648,0.0504514312146674,-0.0327133393291998,-1.0138840214278,-0.388613221137025,-0.00373191796443198,1.17933447841232,0.163201275935878,0.27206476017229,-0.00153508244209586,-17432.4418539633
-3.49004914262232,-3.79816148882745,-3.22082069480089,-2.65735534884814,-4.05013231103357,-2.90733416334105,-2.73045284404894,-4.05888809449165,-2.92894709573796,-3.48282206779444,-3.18165465805895,-3.21628755867806,-3.52415436908383,-3.27706032368084,-0.443902955339466,-4.60611101853151,-3.64864224589583,-3.66753989794402,-2.85915641884946,-4.0068829442162,-0.476001095991402,3.39018235932747,2.46644581983416,1.09858648024188,1.74116457283284,0.0581396667455923,-0.0330699680555599,-1.05639792397257,-0.408875543221856,-0.00417431430483988,1.25291061422532,0.176722595046173,0.267491391173164,-0.00174503927790904,-17432.3499454524
-3.45522769305941,-3.76624309401336,-3.24305101694947,-2.6669600587759,-4.10419485911539,-2.89039070202604,-2.73401442255796,-4.09420352153047,-2.92290944975678,-3.46129084898847,-3.21144075098563,-3.20066317686499,-3.55793378982586,-3.23817902517827,-0.458376760354864,-4.68859352508949,-3.68154029698191,-3.68668596760722,-2.79054370106544,-3.98689603953645,-0.455316558825259,3.03622764154127,1.67605800137716,1.00929584898713,1.71749348588063,0.0584860310370432,-0.0338851565544395,-1.04853748847466,-0.382060701658084,-0.00400608039824006,1.22979890531948,0.172055595752311,0.269594950986966,-0.00158988911356935,-17430.0825836205
-3.51074762796115,-3.79327656745548,-3.25813027124269,-2.69246106175302,-4.13850581529635,-2.92578729081904,-2.76147100769071,-4.16155894586497,-2.95540324076391,-3.49443937407138,-3.22071332075838,-3.23449751131986,-3.56641613657179,-3.2712999254434,-0.450219005064193,-4.66161831426797,-3.66971356111998,-3.67710777855446,-2.83184386886627,-3.99114251070723,-0.455952977720783,3.19847252166704,1.97594098241099,0.999480706345128,1.72693428275102,0.0792388779940801,-0.033583072180428,-1.05347159565184,-0.40431740824858,-0.00403926225564604,1.23950553687239,0.173063176124737,0.270457157628602,-0.00166264469387107,-17428.9721848227
