"B_mean_avail","B_mean_price","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_last_day","c_msqd","c_psdn","B_d_d","B_unem_rate_part","B_unem_rate_nopart","w_cmck","w_jmck","w_msqd","w_psdn","w_nanc","asc_laa_cmck","asc_mna_cmck","asc_laa_jmck","asc_mna_jmck","asc_laa_msqd","asc_mra_msqd","asc_sba_msqd","asc_sfa_msqd","asc_mna_msqd","asc_laa_psdn","asc_mna_psdn","asc_mna_nanc","asc_sba_nanc","asc_sda_nanc","lambda_part","lambda_laa","lambda_sba","lambda_mna","asc_no_participation","w_nopart","logLike"
1.1607814256407,1.48511480187078,-0.0169947660629052,-0.00308293455927248,-0.0058769462288535,2,-4.99993090328322,-1.05406711711819,-0.484512105677098,0.159718249196925,0,-1.34940710953278,-1.1008946177187,-2.21268973057096,-1.45626059434692,-1.1533308095963,-4.2698523060009,-5.36723983213252,-4.4275700616041,-5.55442091145432,-4.50805151065103,-4.91014290157365,-4.51594394757756,-4.70837552584245,-4.46934954511806,-4.06854040559975,-4.67682106050659,-4.83603084910139,-4.53517958412004,-4.89197569090882,0.492845548429514,0.49284554850955,0.279732865733237,0.480380112486171,0,0,-2434.94652000579
1.1607814256407,1.48511480187078,-0.0169947660629052,-0.00308293455927248,-0.0058769462288535,2,-4.99993090328322,-1.05406711711819,-0.484512105677098,0.159718249196925,0,-1.34940710953278,-1.1008946177187,-2.21268973057096,-1.45626059434692,-1.1533308095963,-4.2698523060009,-5.36723983213252,-4.4275700616041,-5.55442091145432,-4.50805151065103,-4.91014290157365,-4.51594394757756,-4.70837552584245,-4.46934954511806,-4.06854040559975,-4.67682106050659,-4.83603084910139,-4.53517958412004,-4.89197569090882,0.492845548429514,0.49284554850955,0.279732865733237,0.480380112486171,0,0,-2434.94652000579
1.1607814256407,1.48511480187078,-0.0169947660629052,-0.00308293455927248,-0.0058769462288535,2,-4.99993090328322,-1.05406711711819,-0.484512105677098,0.159718249196925,0,-1.34940710953278,-1.1008946177187,-2.21268973057096,-1.45626059434692,-1.1533308095963,-4.2698523060009,-5.36723983213252,-4.4275700616041,-5.55442091145432,-4.50805151065103,-4.91014290157365,-4.51594394757756,-4.70837552584245,-4.46934954511806,-4.06854040559975,-4.67682106050659,-4.83603084910139,-4.53517958412004,-4.89197569090882,0.492845548429514,0.49284554850955,0.279732865733237,0.480380112486171,0,0,-2434.94652000579
1.1607814256407,1.48511480187078,-0.0169947660629052,-0.00308293455927248,-0.0058769462288535,2,-4.99993090328322,-1.05406711711819,-0.484512105677098,0.159718249196925,0,-1.34940710953278,-1.1008946177187,-2.21268973057096,-1.45626059434692,-1.1533308095963,-4.2698523060009,-5.36723983213252,-4.4275700616041,-5.55442091145432,-4.50805151065103,-4.91014290157365,-4.51594394757756,-4.70837552584245,-4.46934954511806,-4.06854040559975,-4.67682106050659,-4.83603084910139,-4.53517958412004,-4.89197569090882,0.492845548429514,0.49284554850955,0.279732865733237,0.480380112486171,0,0,-2434.94652000579
1.16078569236539,1.48514862183191,-0.0164629343054603,-0.00211194466277572,-0.00309504859384063,2.00001251438842,-4.99993090329351,-1.0540670853891,-0.484521096590076,0.159996819168323,0,-1.34940706096761,-1.10089489315386,-2.21268993442164,-1.4562601041451,-1.15332932141221,-4.26985256290735,-5.36723957802837,-4.427570702888,-5.55442158126217,-4.50804419561954,-4.91014652157737,-4.51591914137796,-4.70837531161712,-4.46934791577886,-4.06853959772328,-4.6768201055836,-4.83603032089457,-4.53517738727006,-4.89196880064388,0.49285537886623,0.492853732023225,0.279752388163798,0.480384986682959,0,0,-2365.58686997951
1.16078883571353,1.48517281619267,-0.0160774882226329,-0.00251451753411494,-0.00107985469502472,2.00002121807614,-4.99993090330242,-1.0540670568528,-0.484527774606658,0.160197936876077,0,-1.34940705653287,-1.10089513725411,-2.21269017007892,-1.45625973215479,-1.1533282654669,-4.26985296987849,-5.3672394321061,-4.42757135879559,-5.55442220746142,-4.50803925985208,-4.91014952523578,-4.51590016516081,-4.70837569857633,-4.46934736376811,-4.06853908318205,-4.67681939252099,-4.83602992304201,-4.53517464086788,-4.89196341632976,0.492859962656077,0.492858888142087,0.279767995708698,0.48038815698239,0,0,-2317.70009970306
1.16078895853559,1.48517317647887,-0.0160703633490435,-0.00251464050394298,-0.00108096356267514,2.00002117845654,-4.99993090330304,-1.05406705221237,-0.484527618530085,0.160201793436731,0,-1.34940705985714,-1.10089515116455,-2.21269020126351,-1.45625971791322,-1.15332827393218,-4.26985298890385,-5.36723940283028,-4.42757142734574,-5.5544221964999,-4.5080392953249,-4.91014971572906,-4.51590001295123,-4.70837570419231,-4.46934719842771,-4.06853906106789,-4.67681935581522,-4.83602989353739,-4.53517436213964,-4.89196323356461,0.492859567474787,0.492858857317982,0.279768506333649,0.480388458893766,0,0,-2317.68365650259
1.16078892024241,1.48517326996571,-0.0160706482115777,-0.00251464125262184,-0.00108097102475526,2.00002096396849,-4.99993090329358,-1.05406704912731,-0.484527663466206,0.160202514449963,0,-1.34940706981627,-1.1008951720067,-2.21269023829304,-1.45625970598092,-1.15332831767624,-4.26985304716002,-5.36723939216937,-4.42757149075861,-5.55442220965013,-4.50803929804251,-4.91014991914588,-4.515899853361,-4.70837569727964,-4.46934710672525,-4.06853906320332,-4.67681932191802,-4.83602987050793,-4.53517435832809,-4.89196304431944,0.492858866141804,0.492858819291889,0.279768902922663,0.480388669137873,0,0,-2317.6833019064
1.16078891956533,1.48517328316532,-0.0160705145529524,-0.00251484885494284,-0.00108035434540541,2.00002094366347,-4.99993090331043,-1.05406704893548,-0.484527670529786,0.160202579368978,0,-1.34940707074261,-1.10089517366623,-2.21269024124683,-1.45625970518084,-1.1533283208574,-4.26985305267388,-5.36723939192124,-4.42757149583588,-5.5544222115187,-4.50803929845317,-4.91014993405436,-4.51589983707413,-4.70837569611047,-4.46934710098985,-4.06853906392708,-4.67681931954029,-4.83602986907398,-4.53517435749226,-4.89196302544596,0.492858817508261,0.492858816331453,0.279768920259836,0.480388680175806,0,0,-2317.66970732588
1.16078892059532,1.4851732898194,-0.016070405880177,-0.00251475567263431,-0.00107987727778734,2.00002094570609,-4.99993090331043,-1.05406704891848,-0.484527671735572,0.160202636550037,0,-1.34940707074393,-1.10089517375036,-2.21269024136306,-1.45625970506086,-1.15332832062439,-4.26985305276787,-5.36723939181358,-4.42757149612003,-5.55442221162391,-4.50803929728182,-4.91014993516554,-4.51589983238639,-4.70837569612891,-4.46934710035794,-4.06853906373343,-4.67681931928662,-4.83602986891228,-4.53517435636264,-4.89196302379763,0.492858818274922,0.492858817665206,0.279768924955967,0.480388681689904,0,0,-2317.66076649248
1.16078892098284,1.48517329200436,-0.0160703688905876,-0.00251479738171259,-0.00107975572977861,2.00002094618145,-4.99993090331044,-1.05406704890805,-0.484527671947519,0.160202656157107,0,-1.34940707075046,-1.10089517379418,-2.21269024144237,-1.45625970501007,-1.15332832057948,-4.26985305282174,-5.36723939174995,-4.42757149629836,-5.55442221164712,-4.50803929704857,-4.91014993574744,-4.51589983085744,-4.70837569617242,-4.46934709999544,-4.06853906365532,-4.67681931917101,-4.83602986883031,-4.53517435571929,-4.89196302311618,0.49285881796371,0.492858818001714,0.279768927069871,0.48038868247206,0,0,-2317.65802624226
