"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","theta_part","theta_msqd","theta_psdn","theta_nanc","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","B_dist_to_cog","logLike"
-2.53729973723049,-2.76342942929606,-2.38101239252578,-1.90369169766118,-2.95537517941167,-2.12572297247754,-1.90225603041756,-3.1496836945316,-2.11293719754907,-2.57285918298081,-2.4072181605801,-2.45701288838967,-2.60140776686057,-2.32898218430283,-0.451274358182622,-4.69520476372631,-3.74380753692828,-3.72765406346983,-2.98833796737004,-4.05617278506599,0,0,0,0,1.06618578421825,0.189629703685211,-0.0409947993949797,-0.997584471670165,-0.961024939980397,-0.00423755955282918,1.2101286010568,0.14934380258689,0.186419189906069,-0.00152356747733147,-23210.7930865472
-2.67168071394575,-2.87977541371855,-2.52722779979715,-1.88958024504169,-3.1407629569337,-2.11484349767851,-1.89779206599756,-3.37751253873089,-2.07565323019205,-2.68595076507939,-2.73856325441265,-2.41035515498118,-2.728676478157,-2.39800087333815,-0.77792683196778,-4.72654075984063,-3.92633850694635,-3.71121797101666,-3.08997728507903,-4.08901480245422,-0.0639362898528538,0.174075095540651,-0.0611820151803665,-0.135250848465521,0.980549313401514,0.193807265880515,-0.041543284920734,-1.02425071808811,-1.66417440274744,-0.00417795856900786,1.21948117193872,0.154203341367899,0.184739173489039,-0.00150981107113331,-22882.5376762583
-2.70531769549285,-2.92683397267796,-2.58644223381229,-1.88961965516201,-3.18282871909578,-2.10542481916933,-1.89924859347575,-3.39744834415343,-2.05261361687035,-2.75433721871164,-2.76055998112675,-2.38370614478896,-2.78086213418017,-2.4368195318557,-0.713272159250686,-4.73528115902662,-3.857929730524,-3.73864187695683,-2.94022868069368,-4.04239108205429,-0.125100691726767,0.473917052036594,0.139588885222541,-0.0188198586245699,0.990318078115296,0.192804109356952,-0.0418778367396027,-1.0235711025852,-1.43479817669148,-0.00416193058252639,1.23824614060388,0.158781787485857,0.183744935140216,-0.00149133466728421,-22711.7877142998
-2.68878961844868,-2.92819591689451,-2.57188936156809,-1.89551447819575,-3.15327586560083,-2.1083093668653,-1.9029519977003,-3.33727962538502,-2.05789831388273,-2.74723623551013,-2.70624284894843,-2.39044595040125,-2.77357000652517,-2.43670539346263,-0.636378786045517,-4.73891114545316,-3.80869947179412,-3.74327532968953,-2.90021957909369,-4.03233911517749,-0.184023697679413,0.87391214786206,0.414390774743149,0.134564934033626,1.041287877789,0.175277796718241,-0.0423988655238894,-1.05131541868074,-1.25291202423629,-0.00424049039758265,1.26589362558331,0.16452822297406,0.182567053372017,-0.00151383551718141,-22601.960332041
-2.65463168599956,-2.92800880632964,-2.53340966925628,-1.90112359889203,-3.0940948901103,-2.12065021372775,-1.90558543050415,-3.24224764030113,-2.08077962381634,-2.72018603776283,-2.62214771976874,-2.42310002988917,-2.74596131086035,-2.43425181218265,-0.577741046603639,-4.71858377226295,-3.77533491546865,-3.73923874727866,-2.91220390888344,-4.03172886289055,-0.25834549869505,1.39954109561145,0.762295638666931,0.317047263498402,1.09575501152221,0.159398484920496,-0.0430237726117429,-1.06820640074217,-1.10861082631596,-0.00438720233233409,1.29608342980715,0.168747902697782,0.18177839287816,-0.00156770760250896,-22538.3498474856
-2.61173178024296,-2.90145802933911,-2.46962064683915,-1.90790860446782,-3.01392244020817,-2.14151245040179,-1.91142610361957,-3.1382512612905,-2.11804966146242,-2.66915222864255,-2.50657478719535,-2.47069018197996,-2.68952182814438,-2.41971778901529,-0.509555826000009,-4.67385514378016,-3.75306263007758,-3.73545254679158,-2.94644741766966,-4.02960781625351,-0.378426471618838,2.18506226959117,1.27806501492412,0.542630887839295,1.13964652310681,0.155467329211156,-0.0435436265164307,-1.04872443333043,-0.952303999683328,-0.00456460600552547,1.30474351076957,0.16817456943322,0.183384981457073,-0.00159332342615564,-22510.5209980417
-2.57563594548958,-2.79463080856657,-2.41461918156885,-1.92442219505345,-2.99982438018494,-2.14494594721241,-1.92529506015293,-3.17960668626616,-2.13363818338192,-2.59668550245884,-2.43038896176344,-2.46960443345473,-2.63371025837958,-2.34933562289582,-0.459680685485961,-4.66431795954735,-3.75908273130355,-3.7408163264463,-2.97205840677346,-3.99252856451097,-0.49303969227111,2.93241972233793,1.72624004119525,0.614330158728178,1.09019106710168,0.20052565648204,-0.0428380118087479,-0.991207240205913,-0.874404864514737,-0.00437443320265549,1.2307395256085,0.157029871162068,0.187928442358879,-0.00148268126034248,-22497.3145574649
-2.53640366024645,-2.78121396964368,-2.38602436482293,-1.8905900325431,-2.93768212361679,-2.12005752815054,-1.89022247920704,-3.07981468744541,-2.10544783971997,-2.58814709807336,-2.40237520607078,-2.44958531056574,-2.61141752520411,-2.34701613452128,-0.462947280944241,-4.66186259549061,-3.73552574442804,-3.73261327689286,-2.99458883552673,-4.00103096950481,-0.505671224032522,3.79121326842972,2.27444433372883,0.650941008129663,1.08495434727721,0.169311761289071,-0.0418016702845967,-1.00806591677125,-0.879312821505479,-0.00435568746112336,1.23642031025164,0.154826247883161,0.185658626606958,-0.00155298163960413,-22495.1844809937
-2.57802614544752,-2.76342565432898,-2.39729531268481,-1.93628504365316,-3.01158606370589,-2.1552487415707,-1.93557305946417,-3.22528534188504,-2.14687712275211,-2.57805628342812,-2.40685443266202,-2.48348964898402,-2.61557687376032,-2.33169308693493,-0.449785309011898,-4.67916089586805,-3.75584208120214,-3.74320103414184,-2.97680764398735,-4.00527418096995,-0.53441392745497,4.20106551497126,2.29824955866822,0.647487460636204,1.07626537543921,0.22346229263464,-0.0418600057301818,-0.986313917194648,-0.848847871242759,-0.0042727827664013,1.20389290958861,0.151797102139647,0.18867516000909,-0.00148347630826162,-22494.5574208434
-2.54246307665846,-2.77298732192673,-2.38782642150051,-1.89976605108629,-2.96544596870849,-2.12618475141616,-1.89938448222618,-3.13049491492871,-2.11508892114138,-2.58189950375573,-2.4051590846862,-2.45681504198197,-2.6129830343592,-2.33734744761383,-0.465254417387245,-4.68943092223092,-3.74524955072412,-3.73877321055667,-2.97723284259045,-4.01251830175881,-0.510236633155784,4.1965026190056,2.30097318322405,0.636405425085849,1.08681616447621,0.186211417472958,-0.041748491683481,-1.00713806478656,-0.870297735681318,-0.0043100341638938,1.2216921159813,0.152677462226487,0.186231497150606,-0.0015268349723218,-22494.1202807181
