"B_mean_avail","B_mean_price","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","c_msqd","c_psdn","B_d_d","B_unem_rate_part","B_unem_rate_nopart","w_cmck","w_jmck","w_msqd","w_psdn","w_nanc","asc_laa_cmck","asc_mna_cmck","asc_laa_jmck","asc_mna_jmck","asc_laa_msqd","asc_mra_msqd","asc_sba_msqd","asc_sfa_msqd","asc_mna_msqd","asc_laa_psdn","asc_mna_psdn","asc_mna_nanc","asc_sba_nanc","asc_sda_nanc","lambda_part","lambda_laa","lambda_sba","lambda_mna","asc_no_participation","w_nopart","logLike"
1.15584169415412,1.95640267203495,-0.0399913717490007,-0.00333810343691712,-0.0125555857003768,2.30857089823947,0.182736706955421,-5.0463474997173,-0.865977718470131,-0.817305875383623,0.188121810587484,0,-2.20897850372585,-1.2653678691663,-3.12292260247281,-2.37855269832148,-1.41297178244565,-3.89826200119392,-6.1342144668727,-3.68357151564885,-6.34202416195211,-4.2307548414148,-4.96101127576779,-4.42575614120258,-4.48434280056544,-4.53147743652267,-3.17241773948383,-4.64124170385627,-5.29825423530027,-4.44521518755502,-4.87326754525655,0.53313428563266,0.530593267496635,0.330215648233744,0.517912297210941,0,0,-1678.78211307474
1.15769822318215,1.95333799604983,-0.0399335097216423,-0.00333804137580528,-0.0124285312632756,2.30423096196563,0.184600848507086,-5.04653848331699,-0.868720302384409,-0.813526127672247,0.187567064489892,0,-2.2041456192055,-1.26524810254226,-3.12313286360574,-2.37021505339413,-1.41009715588032,-3.90017798830806,-6.13315804658602,-3.68894776721594,-6.33614916457665,-4.23030361232352,-4.96743641698562,-4.42510961779381,-4.47994877830349,-4.52017539790607,-3.17149189518105,-4.64381397691205,-5.29132744088246,-4.44473545760132,-4.86884819997455,0.532388479913846,0.530362726199571,0.329590243606131,0.518009586012565,0,0,-1678.41589374739
1.15916820140801,1.95069474014526,-0.0399010323661389,-0.00331751904482436,-0.0123570328840246,2.29604320856501,0.183953256299155,-5.04680752611864,-0.872136203713118,-0.809499313801189,0.187635666772651,0,-2.19690183885954,-1.26384263247467,-3.12471531004488,-2.35924962438779,-1.40422870315796,-3.8958391701097,-6.13024154855563,-3.68861741668678,-6.33192952375322,-4.22963205085334,-4.96397650075698,-4.42005984084205,-4.47665191743996,-4.51932841764857,-3.17357593015849,-4.64644488045175,-5.28502050326905,-4.43807475438881,-4.86857176300328,0.530206602776772,0.529218301025254,0.3284433322521,0.517820871664791,0,0,-1677.96931245927
1.15926571074986,1.94927072088531,-0.0399116567008264,-0.00331327602093346,-0.0123622490975506,2.29654721229431,0.184018142014097,-5.04692870117215,-0.872942758849991,-0.809143850053242,0.187503933388236,0,-2.19403011650818,-1.26348324810207,-3.12642947552839,-2.35474464436428,-1.4035309866735,-3.89637477827097,-6.12869236158385,-3.68767802197644,-6.33144453160395,-4.22800478884624,-4.96072061621685,-4.41772731836121,-4.47765198522245,-4.51758538227144,-3.17483203380511,-4.64556141730146,-5.28244135555956,-4.43646752746533,-4.86665056813753,0.530064108739481,0.529498830511407,0.328469604330946,0.517849690310956,0,0,-1677.77779085672
1.15943159528937,1.94917313894034,-0.0399081839549864,-0.00331146134956051,-0.0123571848253531,2.29542949253325,0.183903548548327,-5.04699035491556,-0.872653699504787,-0.810182572717304,0.187525185832904,0,-2.19314758294955,-1.26345134599758,-3.1276204231458,-2.35413646563032,-1.40540343854777,-3.89659433639982,-6.12752134360829,-3.68932585477408,-6.33083900585472,-4.22793548387442,-4.95917413088062,-4.41690323818341,-4.47648418405874,-4.51681327595744,-3.17526840408355,-4.64369329621284,-5.28154804211397,-4.43518730083407,-4.8659450219156,0.529751939391942,0.52945864457442,0.328417912131552,0.51782720800992,0,0,-1677.68685611817
1.15918210826906,1.9480856511729,-0.0398826250912385,-0.00330803516448151,-0.0123428007770527,2.29459395541762,0.183869605982799,-5.04704200254994,-0.872059101945394,-0.809234496472653,0.187504655192273,0,-2.19320339993285,-1.26314723935914,-3.12822833026417,-2.35548025396074,-1.4056839503261,-3.89668360063724,-6.12647313888416,-3.68924011999979,-6.32969984527526,-4.22774890728051,-4.95922869823087,-4.4161762439212,-4.47622705105158,-4.51633877691568,-3.17597564965876,-4.64231649026313,-5.28044554620581,-4.43437943043771,-4.86497855442504,0.529483658701324,0.529359602321472,0.32828194672795,0.517763460860576,0,0,-1677.61940540666
1.15899952019924,1.94786412748253,-0.0398881529604592,-0.00330744226140534,-0.012337328148071,2.29449005255895,0.18380139889597,-5.04706286529014,-0.871901882262754,-0.80897410365666,0.18748457611818,0,-2.19325253055091,-1.26331335741617,-3.12836101282348,-2.35596432563188,-1.40543481865684,-3.89646296749449,-6.12588509787218,-3.68963756186566,-6.32924776500507,-4.22757889990846,-4.95889729329681,-4.41591078755427,-4.47639400890197,-4.515868799114,-3.17581538433297,-4.64208607097195,-5.27988738255408,-4.43402733269402,-4.86498873730629,0.529429464823391,0.529367216048748,0.328262475348471,0.517764585060759,0,0,-1677.59324009139
1.15896469237959,1.94763794386192,-0.0398841809379748,-0.00330737738570114,-0.012336184968527,2.29442367948508,0.183803153876051,-5.04707611311531,-0.871927120050323,-0.808863169555617,0.187484507655346,0,-2.1933281875051,-1.2635813529271,-3.12852232983603,-2.35595990726299,-1.40530069367412,-3.89649359738343,-6.12568182786123,-3.68966558117535,-6.32907824879048,-4.22746769504546,-4.95848134575274,-4.4157324215027,-4.47598607302028,-4.51559280357105,-3.17595818867323,-4.64210370462298,-5.27945833670244,-4.43394966844464,-4.86493262271912,0.529387951739509,0.529373222523897,0.328248953577967,0.517761323745289,0,0,-1677.57741831703
1.15896205727193,1.94760019892159,-0.0398839383518896,-0.00330721788778287,-0.012335873477542,2.29438339590804,0.183803806798098,-5.04707924049989,-0.871948054313953,-0.808854366250989,0.18748344236121,0,-2.19332490095487,-1.26362700156554,-3.1285474589971,-2.35588839309808,-1.40534618453377,-3.89647533300993,-6.12562142052582,-3.68965489766668,-6.32899930039356,-4.22743655485896,-4.95843492671131,-4.41567307905204,-4.4759790695558,-4.51555716699536,-3.17596564284353,-4.64211409706485,-5.2793896592329,-4.43388123901553,-4.8648658252388,0.529375416442944,0.529370757245941,0.328243526004533,0.517762657405457,0,0,-1677.57384533641
1.1589639813119,1.9475957970234,-0.0398839492177585,-0.00330720179962748,-0.0123357826778142,2.29437677246342,0.183803547674411,-5.04707978038133,-0.871945740845641,-0.808847756622678,0.187482923270023,0,-2.19331743169036,-1.2636252243087,-3.12854923230032,-2.35587279884525,-1.40534207130464,-3.89647060030827,-6.12560884838592,-3.6896541855757,-6.32899173080047,-4.22743094950851,-4.95842721677252,-4.41566472461229,-4.47597349208183,-4.51554694147582,-3.17596485451292,-4.64209358989396,-5.27938327821344,-4.43387298578215,-4.86485988664606,0.529373274769804,0.529370259087292,0.328242352662643,0.517761863183557,0,0,-1677.57325549463
1.15896275695445,1.94759214633976,-0.0398840005455808,-0.00330718886723663,-0.0123357417931648,2.29437448506985,0.183803506617971,-5.04708023026283,-0.871946808223587,-0.808849223095627,0.187482517743728,0,-2.19330635168744,-1.26361445880122,-3.1285562201356,-2.35587327155314,-1.40534076497138,-3.89646839688026,-6.12559890238073,-3.68965347758773,-6.32898039624242,-4.22742618211771,-4.95841860503741,-4.41565773731645,-4.47596674787294,-4.51553992506743,-3.1759644072282,-4.64208965722237,-5.27937135522759,-4.43386596448852,-4.86485371823966,0.529372108839312,0.529370377559505,0.328242145713957,0.517762304624597,0,0,-1677.57278595471
1.15896226249021,1.94758859245009,-0.0398839573743025,-0.00330718207535589,-0.0123357301404887,2.29437232265392,0.1838031512297,-5.04708040609044,-0.871946931453332,-0.808847343526411,0.187482505960835,0,-2.19330320746055,-1.26361314499771,-3.12855470714596,-2.35587417006826,-1.4053419533926,-3.89646732921852,-6.12559689438811,-3.68965482297572,-6.32897933441095,-4.22742327569041,-4.95841404479996,-4.4156534358656,-4.47596466989527,-4.51553633816944,-3.17596442314311,-4.64208835020028,-5.27936672052337,-4.43386168243539,-4.86484986308835,0.529371366797228,0.529370252084448,0.328241739441354,0.517762175944766,0,0,-1677.57260411497
1.15896126437528,1.94758747529226,-0.0398839439007159,-0.00330717893903792,-0.0123357156300114,2.29437132847511,0.18380303820517,-5.04708050095957,-0.871946810130838,-0.808846674334083,0.187482459547254,0,-2.19330361091889,-1.26361501693363,-3.12855539401767,-2.35587347327662,-1.40534207083375,-3.89646668330201,-6.12559421063382,-3.6896543721732,-6.32897709020589,-4.22742239654483,-4.95841260048444,-4.41565194747253,-4.47596345689497,-4.51553476536074,-3.17596440648284,-4.64208690285689,-5.2793649403956,-4.43385998051289,-4.86484844148687,0.529371028224787,0.52937018301432,0.328241570100255,0.517762112546925,0,0,-1677.57251044004
1.15896150458411,1.94758664733085,-0.0398839480165238,-0.00330717575708895,-0.0123357051846808,2.29437016169917,0.183803188922418,-5.04708061251195,-0.871946619866808,-0.808845338246726,0.187482361566186,0,-2.19330472962336,-1.26361523779005,-3.12855615738726,-2.35587219568638,-1.40534208266343,-3.89646567336731,-6.12559448655087,-3.68965455245657,-6.32897206119904,-4.22742124497788,-4.95840901258846,-4.41564995307883,-4.47596271915802,-4.51553293288903,-3.17596419360406,-4.64208420918671,-5.27936170864652,-4.43385817026948,-4.86484652747609,0.52937059461254,0.529370120608257,0.328241294612181,0.517762221886028,0,0,-1677.57240108307
1.15896238904762,1.94758538876492,-0.0398839468368927,-0.00330717213154962,-0.0123356945122242,2.29436888332819,0.183803151713941,-5.04708072271523,-0.871946556238715,-0.808844872546914,0.187482274615068,0,-2.19330437056005,-1.26361452424746,-3.12855658062337,-2.35587119848884,-1.40534227882887,-3.89646458393251,-6.12559126404142,-3.68965414227229,-6.32897022192124,-4.22741958407484,-4.95840679461185,-4.41564777233608,-4.47596132457559,-4.515530896347,-3.17596385557305,-4.64208257084564,-5.27935824492943,-4.43385616496344,-4.86484457048016,0.529370174046296,0.529370031396126,0.328241107053442,0.517762120686768,0,0,-1677.57229614819
1.15896208546091,1.94758508496349,-0.0398839328937937,-0.00330671793149326,-0.0123355112128434,2.29436873019497,0.183803126463438,-5.04708075908523,-0.871946547169294,-0.808844754093282,0.187482264377377,0,-2.19330383448572,-1.26361472175299,-3.1285566406922,-2.35587116081972,-1.40534226676816,-3.89646445601151,-6.12559091047824,-3.68965406398519,-6.32896966401739,-4.22741932754834,-4.95840637262044,-4.4156473848477,-4.47596098848715,-4.51553050778204,-3.17596382013489,-4.6420822771151,-5.27935809657246,-4.43385573946706,-4.86484421915651,0.529370102533891,0.529370031006346,0.328241074246052,0.517762131947447,0,0,-1677.57082067856
1.1589620854758,1.94758508742537,-0.0398839427185191,-0.00330673399761126,-0.0123353853439433,2.29436872991452,0.183803126928844,-5.04708075908523,-0.871946547304049,-0.808844753945107,0.187482248728454,0,-2.19330383397249,-1.26361472240679,-3.12855664207388,-2.3558711606679,-1.40534226588089,-3.89646445695799,-6.12559091004863,-3.68965406497946,-6.32896966477687,-4.22741932815901,-4.95840637275969,-4.41564738109192,-4.47596098967038,-4.51553050522811,-3.1759638261447,-4.64208227686507,-5.27935809575825,-4.4338557367782,-4.86484421977513,0.52937008975241,0.529370039518834,0.328241074049352,0.517762141865999,0,0,-1677.57072419025
1.158962085483,1.94758509219826,-0.0398839637736516,-0.0033062802425597,-0.0123351957624658,2.2943687288279,0.18380312730204,-5.04708075908524,-0.871946547569668,-0.808844753423757,0.187482216822772,0,-2.19330383293408,-1.26361472370859,-3.12855664485428,-2.35587116035108,-1.40534226418241,-3.89646445867787,-6.12559090921491,-3.68965406694227,-6.32896966631251,-4.22741932926371,-4.95840637305781,-4.41564737435826,-4.47596099184105,-4.5155304993892,-3.17596383799802,-4.64208227638468,-5.27935809413821,-4.43385573165425,-4.86484422134604,0.529370066538351,0.529370056939265,0.328241073639998,0.517762161821322,0,0,-1677.56925900385
1.15896208554816,1.94758509340151,-0.0398839633053981,-0.00330619310862689,-0.0123351344251361,2.29436872896004,0.183803127554379,-5.04708075908525,-0.871946547621326,-0.808844753354634,0.187482212995247,0,-2.19330383273303,-1.26361472395805,-3.12855664538178,-2.35587116028881,-1.40534226383346,-3.89646445901759,-6.12559090904953,-3.68965406731325,-6.32896966660612,-4.22741932941293,-4.95840637310723,-4.4156473728828,-4.47596099225729,-4.51553049830138,-3.17596384028822,-4.64208227628814,-5.27935809382412,-4.43385573061327,-4.86484422159153,0.529370061998611,0.529370060356321,0.328241073553848,0.517762165672022,0,0,-1677.56895013981
1.15896208555951,1.94758509363356,-0.0398839633246834,-0.00330617572105049,-0.0123351228469745,2.29436872897789,0.183803127600027,-5.04708075908525,-0.871946547631577,-0.808844753340175,0.187482212177929,0,-2.19330383269312,-1.26361472400762,-3.12855664548674,-2.35587116027647,-1.4053422637647,-3.89646445908487,-6.12559090901681,-3.6896540673871,-6.3289696666645,-4.22741932944403,-4.95840637311724,-4.41564737259416,-4.47596099233997,-4.51553049808438,-3.17596384074292,-4.64208227626907,-5.2793580937618,-4.43385573040794,-4.86484422164173,0.529370061098949,0.529370061033564,0.328241073536877,0.517762166436648,0,0,-1677.56888925764
