"B_mean_avail_msqd","B_mean_avail_psdn","B_mean_avail_cmck","B_mean_avail_nanc","B_mean_avail_albc","B_mean_avail_dcrb","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_psdn","c_dcrb","B_mean_price_part","B_mean_price_crab","asc_msqd","theta_part","theta_msqd","w_msqd","logLike"
2.3,2.3,2.3,2.3,2.3,2.3,-0.07,-8e-04,-0.0045,2.5,0.35,0.4,-1.75,-2,-2,3.75,0.1,-9.547246,0.5,2.362863,-2,-6996.07751119782
2.70561974459424,2.56566191917492,-0.73796765025216,2.44596285225251,0.965186036427054,2.58581219585687,-0.0670042912449907,-0.000909694897091185,-0.00316259689288716,2.596031873275,0.416926338174966,0.407203810256114,-1.85512633222834,-1.97921079611779,-1.87947799480824,3.6763854324427,0.120195822992884,-9.42872351282813,0.505630983631763,2.80451421167882,-2.11076232086717,-6056.97540401478
3.17155629540071,2.80797487399758,-4.78847621629171,2.6339962697589,-1.23941270677043,2.84495920880334,-0.0631352224678515,-0.000926874147018753,-0.00191559928964426,2.71257756688741,0.491003968830355,0.415850956619969,-1.83562316949885,-1.97295808765059,-1.79769355396647,3.64597459290117,0.134834060082313,-9.26368053943875,0.506540062827456,3.6253916979659,-2.49857878078003,-5369.86083580582
3.26582943067161,2.91094586877684,-7.86909200744277,3.1867048792744,-2.81614324049216,3.1076785282026,-0.0623642978035673,-0.000903523624126532,-0.00196733857075987,2.86554347467563,0.528724729561497,0.413743683333632,-1.62312453187073,-1.93382776199948,-1.71176040404541,3.60403624057139,0.125317419299622,-8.94136148063077,0.596707119036722,5.27687270298173,-3.34665123632892,-5050.35256597136
2.71288568084958,2.98074900296776,-9.70541781454031,4.4540985353809,-4.47123397137352,3.36033181350634,-0.0625601107276728,-0.000828566151376352,-0.0027315422496734,2.95630136868698,0.522429303286067,0.404705445637031,-1.28224424507894,-1.92083847323221,-1.67876200535217,3.60403503016669,0.085011959393196,-8.61171355972361,0.721256665977858,2.12375272007691,-3.68162734903274,-4947.37313427387
1.9299360146666,3.4273021160813,-8.58545555452502,6.32367741816744,-5.86150891994983,4.00269799182877,-0.0638737701873535,-0.000756658985403,-0.0040029813159936,3.0032090325727,0.479483643441671,0.368750780722162,-0.885064942415122,-1.87715984039072,-1.56603256586805,3.64717599469484,0.0101098808494173,-8.19630072290682,0.737535444909281,2.68020310697354,-3.7960325372438,-4887.36001305473
1.39237289591994,4.77033171658616,-6.7376242170461,8.26561574115364,-5.09510367073784,4.96988794463653,-0.0621893515086218,-0.000807079204611248,-0.00427177369702983,2.98414317546145,0.458599889000116,0.321809156958859,-0.899665916937979,-2.09893618082544,-1.60192937912941,3.6166904314584,-0.0263662431514803,-7.76389803834852,0.846708878194094,2.75158746074843,-3.73446881602912,-4869.01779409543
1.35597974289368,5.56353306782884,-4.42448207247887,8.28816767783768,-2.70306483782286,5.40416647878031,-0.0629498663201744,-0.000848209903740031,-0.00446900743153888,2.97258958913985,0.454947858267198,0.297534801094197,-0.94933980151188,-2.13545905154641,-1.46145238847767,3.36385659006052,-0.0307279588708731,-7.33867569793903,0.850151673668602,2.97623524837434,-3.73835102826613,-4865.75604609491
1.36564568286957,5.62316573058249,-3.74414933103633,8.68365807705339,-1.98835140651448,5.3891597964117,-0.061611633314369,-0.000807512200941789,-0.00423686414307079,2.92118063989664,0.446315475619232,0.298055732008224,-0.90014832466491,-2.12617983420148,-1.47985428830708,3.2764901490013,-0.0332798669647112,-7.24133235398035,0.82021688511423,2.92390407908598,-3.73368566438711,-4865.46350686298
1.35787586286977,5.66970099708382,-3.71287801483409,8.53811063028935,-1.74933678082193,5.46202106654305,-0.0615505938364424,-0.000834310235826844,-0.00421763624397798,2.9498144239983,0.452153249943458,0.294851545575313,-0.929799795928721,-2.1346943168957,-1.43993369732746,3.25018492532957,-0.034519922609835,-7.22359898343328,0.849831503934759,2.95889274636566,-3.73922466496686,-4865.16870678668
1.35725205779284,5.67194805319519,-3.67152651352491,8.52039344096745,-1.77770346387015,5.45390954752979,-0.0616892622974509,-0.000834410402370372,-0.00423095529961362,2.94723574605124,0.451815887936082,0.295190935527793,-0.928033760726853,-2.13221819365381,-1.43087220187691,3.25321859234925,-0.0339659693177878,-7.2234040712537,0.851960551166727,2.93512450685994,-3.7351533654461,-4865.16228326232
1.35808144937358,5.67550973311375,-3.696260742469,8.53001069707844,-1.76696326751954,5.45476130640399,-0.0616380138904085,-0.000835190985399789,-0.00422281396022277,2.94729522892462,0.452136305923756,0.29498227470212,-0.929051015930812,-2.13472720992204,-1.43273764176054,3.25184722891797,-0.0338054171515866,-7.22198243418424,0.860212672660057,2.87473609879863,-3.73578506369995,-4865.16089324045
1.35762955252428,5.67680887681564,-3.6724249354316,8.52122698320605,-1.76487917030848,5.45378506388746,-0.0616469711134787,-0.000835203107640467,-0.00422072862510059,2.9470561728483,0.452189035263759,0.294938635938439,-0.928328904881797,-2.13554459715499,-1.43170616671933,3.25142570175282,-0.0337582167919919,-7.22098664432274,0.859333070011396,2.87964408313527,-3.73532951419864,-4865.16030253629
1.35749666538626,5.67710466807987,-3.66848855702333,8.5228320377894,-1.76275750609251,5.45362663911328,-0.0616485605173863,-0.000835034314982426,-0.00421973193844473,2.94693096833123,0.452151807704548,0.294929672226675,-0.927971621603479,-2.13557625744139,-1.43176407420836,3.25114366151591,-0.0337732813843377,-7.22056265623834,0.859091428606072,2.88055155263579,-3.73565411818468,-4865.16029368857
1.35746785129924,5.67727739175772,-3.66934139505446,8.52234415005852,-1.7622573204267,5.45380177504399,-0.0616503739496049,-0.000835127486311168,-0.00421975158867712,2.94703831353164,0.452166597396902,0.294923287229225,-0.928108619315139,-2.13560766917773,-1.43165789302632,3.25109541436847,-0.0337690379679776,-7.22054647626865,0.859285766093031,2.88000178699684,-3.73571453126957,-4865.16028972146
