"B_mean_avail","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_last_day","B_unem_rate","B_d_d","c_psdn","c_dcrb","B_mean_price_part","B_mean_price_crab","asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_part_crab","w_nanc","w_msqd","w_psdn","w_albc","w_cmck","w_dcrb","c_msqd","c_wa","B_d_cd","asc_no_participation","w_nopart","B_mean_price_no_part","logLike"
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,1.9,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-6556.91002498433
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,1.9,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-6556.91002498433
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,1.9,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-6556.91002498433
2.31261739362011,-0.0681774036957891,-0.00088191762763201,-0.00467660282136758,1.9,0.38433413000317,-1.8027121709452,-1.98620582133304,-1.97020355907441,3.84576071790482,0.0908082216960218,-8.01753758041278,-7.83815915827338,-8.77294578941331,-8.21178573611622,-8.30597055381695,-8.48022364998578,-8.06923318135828,-7.1147889358664,-5.41253460976604,-4.06423706537317,-4.33295265456364,-6.52374093452742,-7.56311066032796,-6.70425315941615,-17.064199033079,-5.96580912789255,-5.59362903348862,0.6685008630432,0.668494401551005,0.668199788159663,0.354346614312777,0.995083013352124,-6.46968308759361,-3.71287266962056,-0.576780248521566,-0.357613150477116,-3.34511095187051,-0.447089260868427,-3.56686655759956,-6.03769804730551,-6.73700998203071,0,0,0,-6556.91002498433
2.31261860021333,-0.0681045414132038,3.13770198083048e-05,-0.00442619313615074,1.90000317068383,0.384368801802301,-1.8027115144166,-1.98620579373051,-1.97020355901514,3.84576513249839,0.0908096951307122,-8.01753702411948,-7.83815577672045,-8.77294587927446,-8.21178530962666,-8.30597059506601,-8.48022378599559,-8.06923316476783,-7.11478888079074,-5.41253403787499,-4.06423659369596,-4.33295263681554,-6.52374096003328,-7.56311066712046,-6.70425323449568,-17.0641989107228,-5.96580906534608,-5.59362889592797,0.668501136909194,0.668494416645311,0.668201288011259,0.354347198712447,0.995083157217668,-6.46968308762865,-3.71287255695665,-0.57677995385142,-0.357613126021368,-3.34511094955962,-0.447089211658095,-3.56686655766959,-6.03769804730552,-6.73700998211236,0,0,0,-6530.68554999933
2.31264580726532,-0.0663458847152547,-0.000140747857494881,0.0016255870911502,1.9000851762498,0.385181677918281,-1.80269943321029,-1.98620527709474,-1.9702036163659,3.84587143440167,0.0908389901880337,-8.01752331440976,-7.83806738941419,-8.77294838183492,-8.21177527766609,-8.30597275127867,-8.48022838643023,-8.0692335877013,-7.11478688348649,-5.41252386169849,-4.06422482318989,-4.33295371032298,-6.5237418934577,-7.56311145010054,-6.70425564747755,-17.0641964083085,-5.96580806464996,-5.59362582685727,0.668503847814745,0.668494403188653,0.66823531219192,0.35436253345398,0.995086386832307,-6.46968308848164,-3.71286952981665,-0.576773969528624,-0.357612735248136,-3.34511089498252,-0.44708824409044,-3.56686655998934,-6.03769804730572,-6.73700998539596,0,0,0,-6230.67722597099
2.31264947220124,-0.0661564166190451,-0.000141810863229683,0.00159665999346099,1.90009566569281,0.385261068527296,-1.80269148639598,-1.9862050595953,-1.97020360748717,3.84588290760073,0.0908479898449911,-8.0175204033867,-7.83805776004673,-8.77294979627766,-8.21177639780777,-8.30597279817867,-8.48023031779093,-8.06923348543819,-7.11478671323334,-5.41252444924208,-4.0642213756259,-4.33295167081148,-6.52374226662434,-7.56311171688631,-6.70425673780907,-17.0641953795955,-5.96580764366511,-5.59362503433938,0.668500851721641,0.668494384619772,0.668229429250727,0.354370292236977,0.995087222336414,-6.46968308873464,-3.71286912426193,-0.576773082133979,-0.357612533687275,-3.34511089177067,-0.447087971170515,-3.56686656081866,-6.03769804730571,-6.73700998564769,0,0,0,-6228.60894805291
2.31264961755392,-0.0661569224313523,-0.000141814997642086,0.00159662765380288,1.9000964398685,0.385263083858043,-1.80269081019148,-1.98620502827327,-1.97020361132649,3.84588360053531,0.0908484645041458,-8.01752067804194,-7.83805655775023,-8.77295007682654,-8.21177652660745,-8.30597276718446,-8.48023079495717,-8.06923341936528,-7.11478669459801,-5.41252431249353,-4.06422089937427,-4.33295156587806,-6.52374238488236,-7.56311183611029,-6.70425690342151,-17.0641952391004,-5.96580763301405,-5.5936249720638,0.668498500346021,0.6684942999328,0.668225835034526,0.354370520866426,0.995087299410626,-6.46968308878309,-3.71286904614425,-0.576773024022055,-0.357612523007088,-3.34511089231784,-0.447087961946615,-3.56686656097344,-6.03769804730737,-6.73700998578605,0,0,0,-6228.60250019998
2.31264962243796,-0.0661566555867495,-0.00014181524246744,0.00159663310717663,1.90009645441666,0.385262752859992,-1.80269047178811,-1.98620500743398,-1.97020361492894,3.84588404856991,0.0908483994860951,-8.01752089445656,-7.83805587895365,-8.77295020223212,-8.21177653610796,-8.30597274827512,-8.48023110992044,-8.06923336729866,-7.11478670240734,-5.4125243244221,-4.0642206460158,-4.33295153658882,-6.52374244835002,-7.56311189636597,-6.70425699186084,-17.0641951412783,-5.96580764640735,-5.59362495931216,0.668497235740156,0.668494247226025,0.668223973744273,0.354370476180492,0.995087321615552,-6.46968308881148,-3.71286898307908,-0.57677305966439,-0.357612518874708,-3.34511089170115,-0.44708796847171,-3.56686656094779,-6.03769804730836,-6.73700998587096,0,0,0,-6228.5999467156
2.31264933078711,-0.0661564293271055,-0.000141818163033425,0.00159658509200096,1.90009283285569,0.385263592560822,-1.80268901180943,-1.98620488664231,-1.97020363895073,3.84588704205186,0.090846165838272,-8.01752178418406,-7.83805353575359,-8.77295038061177,-8.21177603615685,-8.30597246737255,-8.48023239899878,-8.06923283048692,-7.11478676298397,-5.41252482510857,-4.06421978070704,-4.33295174946899,-6.52374264644856,-7.56311197832176,-6.70425726054823,-17.0641945737686,-5.96580781688368,-5.59362503817291,0.668494144239137,0.668493998671058,0.668219140066551,0.354368833372135,0.995087289624419,-6.46968308893311,-3.71286851218969,-0.576773596631297,-0.357612538788701,-3.3451108774964,-0.44708805672932,-3.56686656043313,-6.03769804568713,-6.73700998626448,0,0,0,-6228.59291478603
