LANDING_YEAR,PORT_NAME,SDM_90,AGENCY_CODE
2010,NEWPORT,NA,O
2010,NEWPORT BEACH,2.682472845,C
2010,OCEANSIDE,2.474613025,C
2010,OXNARD,2.541409663,C
2010,PLAYA DEL REY,2.602904732,C
2010,POINT LOMA,2.272067084,C
2010,PORT HUENEME,2.483446216,C
2010,PORT ORFORD,0.880796189,O
2010,PRINCETON / HALF MOON BAY,0.537271558,C
2010,REDONDO BEACH,2.589748633,C
2010,RICHMOND,0.643955085,C
2010,SAN DIEGO,2.215583219,C
2010,SAN FRANCISCO,0.605279,C
2010,SAN PEDRO,2.567483317,C
2010,SAN SIMEON,0.524651949,C
2010,SANTA BARBARA,2.29741789,C
2010,SANTA CRUZ,0.52663842,C
2010,SANTA MONICA,2.713680084,C
2010,SAUSALITO,0.398492972,C
2010,SEAL BEACH,2.667129303,C
2010,SHELTER COVE,0.135542262,C
2010,SOUTH SAN FRANCISCO,0.564485433,C
2010,TACOMA,NA,W
2010,TERMINAL ISLAND,2.593307369,C
2010,THE DALLES,NA,W
2010,VALLEJO,0.814705808,C
2010,VENTURA,2.588086993,C
2010,WESTPORT,NA,W
2010,WHIDBY ISLAND,NA,W
2010,WILLOW CREEK,1.224775613,C
2010,WILMINGTON,2.602904732,C
2010,WINCHESTER BAY,2.399342323,O
2011,ABERDEEN,NA,W
2011,ALAMEDA,1.250598555,C
2011,ANACORTES,NA,W
2011,ASTORIA,NA,O
2011,AVALON,2.701520744,C
2011,AVILA,1.678418895,C
2011,BELLINGHAM BAY,NA,W
2011,BERKELEY,1.300190283,C
2011,BODEGA BAY,0.466071029,C
2011,CATALINA ISLAND,2.705642419,C
2011,CHARLESTON (COOS BAY),1.253513832,O
2011,CHINOOK,NA,W
2011,CRESCENT CITY,1.025997375,C
2011,DANA POINT,2.859374241,C
2011,DILLON BEACH,0.533207461,C
2011,EMERYVILLE,1.261002295,C
2011,EUREKA,0.547902093,C
2011,FIELDS LANDING,0.440521704,C
2011,FORT BRAGG,0.190760959,C
2011,GARIBALDI (TILLAMOOK),NA,O
2011,GAVIOTA,1.978797804,C
2011,GOLETA,2.301971791,C
2011,GUADALUPE,1.82368593,C
2011,HUMBOLDT,0.699061945,C
2011,HUNTINGTON BEACH,2.937556727,C
2011,ILWACO,NA,W
2011,LACONNER,NA,W
2011,LONG BEACH,2.93370331,C
2011,LOS ANGELES,3.111752338,C
2011,MISSION BAY,2.462541472,C
2011,MONTEREY,0.803552002,C
2011,MORRO BAY,1.67596336,C
2011,MOSS LANDING,0.972481098,C
2011,NASELLE,NA,W
2011,NATIONAL CITY,2.49882984,C
2011,NEAH BAY,NA,W
2011,NEWPORT,NA,O
2011,NEWPORT BEACH,2.945755611,C
2011,OCEANSIDE,2.68742363,C
2011,OXNARD,2.895012617,C
2011,PLAYA DEL REY,2.93370331,C
2011,POINT LOMA,2.45441626,C
2011,PORT HUENEME,2.85408102,C
2011,PORT ORFORD,0.870440064,O
2011,PRINCETON / HALF MOON BAY,0.895642529,C
2011,REDONDO BEACH,2.930192115,C
2011,RICHMOND,1.128374396,C
2011,SAN DIEGO,2.383786373,C
2011,SAN FRANCISCO,1.045346422,C
2011,SAN PEDRO,2.905054979,C
2011,SAN SIMEON,1.327730603,C
2011,SANTA BARBARA,2.658948103,C
2011,SANTA CRUZ,0.920295908,C
2011,SANTA MONICA,3.031708361,C
2011,SAUSALITO,0.72207831,C
2011,SEAL BEACH,2.970355514,C
2011,SHELTER COVE,0.203010309,C
2011,SOUTH SAN FRANCISCO,0.964103146,C
2011,TACOMA,NA,W
2011,TERMINAL ISLAND,2.924492821,C
2011,THE DALLES,NA,W
2011,VALLEJO,1.411036464,C
2011,VENTURA,2.92526473,C
2011,WESTPORT,NA,W
2011,WHIDBY ISLAND,NA,W
2011,WILLOW CREEK,1.230000056,C
2011,WILMINGTON,2.93370331,C
2011,WINCHESTER BAY,2.715129711,O
2012,ABERDEEN,NA,W
2012,ALAMEDA,1.768232321,C
2012,ANACORTES,NA,W
2012,ASTORIA,NA,O
2012,AVALON,6.043876154,C
2012,AVILA,4.17232209,C
2012,BELLINGHAM BAY,NA,W
2012,BERKELEY,1.824294312,C
2012,BODEGA BAY,0.79360328,C
2012,CATALINA ISLAND,6.048333082,C
2012,CHARLESTON (COOS BAY),1.512096666,O
2012,CHINOOK,NA,W
2012,CRESCENT CITY,1.066133364,C
2012,DANA POINT,6.095854251,C
2012,DILLON BEACH,0.883339223,C
2012,EMERYVILLE,1.783497701,C
2012,EUREKA,0.591914106,C
2012,FIELDS LANDING,0.499111234,C
2012,FORT BRAGG,0.51393682,C
2012,GARIBALDI (TILLAMOOK),NA,O
2012,GAVIOTA,5.302042144,C
2012,GOLETA,5.691927203,C
2012,GUADALUPE,4.63714449,C
2012,HUMBOLDT,0.763516853,C
2012,HUNTINGTON BEACH,6.351761619,C
2012,ILWACO,NA,W
2012,LACONNER,NA,W
2012,LONG BEACH,6.407804847,C
2012,LOS ANGELES,6.743740775,C
2012,MISSION BAY,5.117817468,C
2012,MONTEREY,1.964089432,C
2012,MORRO BAY,3.938644988,C
2012,MOSS LANDING,1.985848848,C
2012,NASELLE,NA,W
2012,NATIONAL CITY,5.10107587,C
2012,NEAH BAY,NA,W
2012,NEWPORT,NA,O
2012,NEWPORT BEACH,6.291890445,C
2012,OCEANSIDE,5.619468692,C
2012,OXNARD,6.351867764,C
2012,PLAYA DEL REY,6.407804847,C
2012,POINT LOMA,5.096778069,C
2012,PORT HUENEME,6.29961064,C
2012,PORT ORFORD,1.001559615,O
2012,PRINCETON / HALF MOON BAY,1.321311276,C
2012,REDONDO BEACH,6.419980277,C
2012,RICHMOND,1.620830996,C
2012,SAN DIEGO,4.901962711,C
2012,SAN FRANCISCO,1.521348407,C
2012,SAN PEDRO,6.355860787,C
2012,SAN SIMEON,3.314262765,C
2012,SANTA BARBARA,6.008165299,C
2012,SANTA CRUZ,1.592013172,C
2012,SANTA MONICA,6.59667481,C
2012,SAUSALITO,1.129952083,C
2012,SEAL BEACH,6.437621692,C
2012,SHELTER COVE,0.438090339,C
2012,SOUTH SAN FRANCISCO,1.406807567,C
2012,TACOMA,NA,W
2012,TERMINAL ISLAND,6.382422882,C
2012,THE DALLES,NA,W
2012,VALLEJO,1.989768629,C
2012,VENTURA,6.373165337,C
2012,WESTPORT,NA,W
2012,WHIDBY ISLAND,NA,W
2012,WILLOW CREEK,1.211200006,C
2012,WILMINGTON,6.407804847,C
2012,WINCHESTER BAY,2.999013254,O
2013,ABERDEEN,NA,W
2013,ALAMEDA,2.180972482,C
2013,ANACORTES,NA,W
2013,ASTORIA,NA,O
2013,AVALON,5.602821431,C
2013,AVILA,1.685363666,C
2013,BELLINGHAM BAY,NA,W
2013,BERKELEY,2.236078862,C
2013,BODEGA BAY,0.956638031,C
2013,CATALINA ISLAND,5.607700775,C
2013,CHARLESTON (COOS BAY),1.903935033,O
2013,CHINOOK,NA,W
2013,CRESCENT CITY,1.440424681,C
2013,DANA POINT,5.700983885,C
2013,DILLON BEACH,1.070164013,C
2013,EMERYVILLE,2.188193438,C
2013,EUREKA,0.833146767,C
2013,FIELDS LANDING,0.704565575,C
2013,FORT BRAGG,0.555639738,C
2013,GARIBALDI (TILLAMOOK),NA,O
2013,GAVIOTA,4.484522182,C
2013,GOLETA,5.278097502,C
2013,GUADALUPE,2.611576079,C
2013,HUMBOLDT,1.06402847,C
2013,HUNTINGTON BEACH,5.934272827,C
2013,ILWACO,NA,W
2013,LACONNER,NA,W
2013,LONG BEACH,5.979151815,C
2013,LOS ANGELES,6.304807581,C
2013,MISSION BAY,4.769210436,C
2013,MONTEREY,1.048306405,C
2013,MORRO BAY,1.249235866,C
2013,MOSS LANDING,1.411690511,C
2013,NASELLE,NA,W
2013,NATIONAL CITY,4.816374468,C
2013,NEAH BAY,NA,W
2013,NEWPORT,NA,O
2013,NEWPORT BEACH,5.889261789,C
2013,OCEANSIDE,5.262354549,C
2013,OXNARD,5.935429894,C
2013,PLAYA DEL REY,5.979151815,C
2013,POINT LOMA,4.74647557,C
2013,PORT HUENEME,5.883948226,C
2013,PORT ORFORD,1.274306518,O
2013,PRINCETON / HALF MOON BAY,1.680790344,C
2013,REDONDO BEACH,5.990132555,C
2013,RICHMOND,1.994699643,C
2013,SAN DIEGO,4.581647211,C
2013,SAN FRANCISCO,1.889266152,C
2013,SAN PEDRO,5.928576454,C
2013,SAN SIMEON,0.844351574,C
2013,SANTA BARBARA,5.619358646,C
2013,SANTA CRUZ,1.588851927,C
2013,SANTA MONICA,6.162899677,C
2013,SAUSALITO,1.379985275,C
2013,SEAL BEACH,6.014373179,C
2013,SHELTER COVE,0.513728399,C
2013,SOUTH SAN FRANCISCO,1.776449422,C
2013,TACOMA,NA,W
2013,TERMINAL ISLAND,5.954682331,C
2013,THE DALLES,NA,W
2013,VALLEJO,2.364563468,C
2013,VENTURA,5.96159426,C
2013,WESTPORT,NA,W
2013,WHIDBY ISLAND,NA,W
2013,WILLOW CREEK,1.686120095,C
2013,WILMINGTON,5.979151815,C
2013,WINCHESTER BAY,3.740839637,O
2014,ABERDEEN,NA,W
2014,ALAMEDA,2.99219338,C
2014,ANACORTES,NA,W
2014,ASTORIA,NA,O
2014,AVALON,5.767643946,C
2014,AVILA,4.657018728,C
2014,BELLINGHAM BAY,NA,W
2014,BERKELEY,3.017196848,C
2014,BODEGA BAY,1.308285556,C
2014,CATALINA ISLAND,5.772328681,C
2014,CHARLESTON (COOS BAY),2.283320916,O
2014,CHINOOK,NA,W
2014,CRESCENT CITY,1.725415917,C
2014,DANA POINT,5.850089114,C
2014,DILLON BEACH,1.499145983,C
2014,EMERYVILLE,2.986408158,C
2014,EUREKA,0.993015854,C
2014,FIELDS LANDING,0.834009954,C
2014,FORT BRAGG,0.327882852,C
2014,GARIBALDI (TILLAMOOK),NA,O
2014,GAVIOTA,5.061088182,C
2014,GOLETA,5.364474897,C
2014,GUADALUPE,4.86786436,C
2014,HUMBOLDT,1.284940138,C
2014,HUNTINGTON BEACH,6.089795686,C
2014,ILWACO,NA,W
2014,LACONNER,NA,W
2014,LONG BEACH,6.130696524,C
2014,LOS ANGELES,6.454138402,C
2014,MISSION BAY,4.878658969,C
2014,MONTEREY,3.1542315,C
2014,MORRO BAY,4.55998782,C
2014,MOSS LANDING,3.201716474,C
2014,NASELLE,NA,W
2014,NATIONAL CITY,4.887947546,C
2014,NEAH BAY,NA,W
2014,NEWPORT,NA,O
2014,NEWPORT BEACH,6.036633675,C
2014,OCEANSIDE,5.386994851,C
2014,OXNARD,6.033211153,C
2014,PLAYA DEL REY,6.130696524,C
2014,POINT LOMA,4.855363811,C
2014,PORT HUENEME,5.983007375,C
2014,PORT ORFORD,1.527565049,O
2014,PRINCETON / HALF MOON BAY,2.563495969,C
2014,REDONDO BEACH,6.137590226,C
2014,RICHMOND,2.757815483,C
2014,SAN DIEGO,4.668361492,C
2014,SAN FRANCISCO,2.691749621,C
2014,SAN PEDRO,6.080717098,C
2014,SAN SIMEON,4.080313439,C
2014,SANTA BARBARA,5.674143615,C
2014,SANTA CRUZ,2.904342482,C
2014,SANTA MONICA,6.302329499,C
2014,SAUSALITO,1.97462065,C
2014,SEAL BEACH,6.169525013,C
2014,SHELTER COVE,0.393984713,C
2014,SOUTH SAN FRANCISCO,2.621286121,C
2014,TACOMA,NA,W
2014,TERMINAL ISLAND,6.107330278,C
2014,THE DALLES,NA,W
2014,VALLEJO,3.079576534,C
2014,VENTURA,6.04784495,C
2014,WESTPORT,NA,W
2014,WHIDBY ISLAND,NA,W
2014,WILLOW CREEK,2.071429619,C
2014,WILMINGTON,6.130696524,C
2014,WINCHESTER BAY,4.72704298,O
2015,ABERDEEN,NA,W
2015,ALAMEDA,3.991142982,C
2015,ANACORTES,NA,W
2015,ASTORIA,NA,O
2015,AVALON,4.253355297,C
2015,AVILA,2.747681024,C
2015,BELLINGHAM BAY,NA,W
2015,BERKELEY,4.006144227,C
2015,BODEGA BAY,1.971465059,C
2015,CATALINA ISLAND,4.25737198,C
2015,CHARLESTON (COOS BAY),1.563185654,O
2015,CHINOOK,NA,W
2015,CRESCENT CITY,1.236285218,C
2015,DANA POINT,4.32683539,C
2015,DILLON BEACH,2.229524858,C
2015,EMERYVILLE,3.980405488,C
2015,EUREKA,0.775671767,C
2015,FIELDS LANDING,0.664046286,C
2015,FORT BRAGG,0.492775645,C
2015,GARIBALDI (TILLAMOOK),NA,O
2015,GAVIOTA,3.459121508,C
2015,GOLETA,3.871253578,C
2015,GUADALUPE,3.013778861,C
2015,HUMBOLDT,0.987894287,C
2015,HUNTINGTON BEACH,4.503159363,C
2015,ILWACO,NA,W
2015,LACONNER,NA,W
2015,LONG BEACH,4.535848852,C
2015,LOS ANGELES,4.768831954,C
2015,MISSION BAY,3.598016088,C
2015,MONTEREY,2.924477471,C
2015,MORRO BAY,2.658823932,C
2015,MOSS LANDING,3.386855332,C
2015,NASELLE,NA,W
2015,NATIONAL CITY,3.628131354,C
2015,NEAH BAY,NA,W
2015,NEWPORT,NA,O
2015,NEWPORT BEACH,4.46612654,C
2015,OCEANSIDE,3.981703705,C
2015,OXNARD,4.445228054,C
2015,PLAYA DEL REY,4.535848852,C
2015,POINT LOMA,3.580172343,C
2015,PORT HUENEME,4.408523513,C
2015,PORT ORFORD,1.066965625,O
2015,PRINCETON / HALF MOON BAY,3.613312968,C
2015,REDONDO BEACH,4.541122669,C
2015,RICHMOND,3.716159273,C
2015,SAN DIEGO,3.451295373,C
2015,SAN FRANCISCO,3.666283552,C
2015,SAN PEDRO,4.498679868,C
2015,SAN SIMEON,2.288825705,C
2015,SANTA BARBARA,4.149736897,C
2015,SANTA CRUZ,3.620043696,C
2015,SANTA MONICA,4.662180734,C
2015,SAUSALITO,2.825170383,C
2015,SEAL BEACH,4.562746541,C
2015,SHELTER COVE,0.501277959,C
2015,SOUTH SAN FRANCISCO,3.628936684,C
2015,TACOMA,NA,W
2015,TERMINAL ISLAND,4.518279667,C
2015,THE DALLES,NA,W
2015,VALLEJO,4.046417614,C
2015,VENTURA,4.450950528,C
2015,WESTPORT,NA,W
2015,WHIDBY ISLAND,NA,W
2015,WILLOW CREEK,1.523378495,C
2015,WILMINGTON,4.535848852,C
2015,WINCHESTER BAY,3.280367595,O
2016,ABERDEEN,NA,W
2016,ALAMEDA,1.052296695,C
2016,ANACORTES,NA,W
2016,ASTORIA,NA,O
2016,AVALON,4.243922564,C
2016,AVILA,1.354389864,C
2016,BELLINGHAM BAY,NA,W
2016,BERKELEY,1.076776226,C
2016,BODEGA BAY,0.36783483,C
2016,CATALINA ISLAND,4.247582277,C
2016,CHARLESTON (COOS BAY),1.412250674,O
2016,CHINOOK,NA,W
2016,CRESCENT CITY,1.136067557,C
2016,DANA POINT,4.352537391,C
2016,DILLON BEACH,0.425589823,C
2016,EMERYVILLE,1.055789159,C
2016,EUREKA,0.557902331,C
2016,FIELDS LANDING,0.44654366,C
2016,FORT BRAGG,0.139440989,C
2016,GARIBALDI (TILLAMOOK),NA,O
2016,GAVIOTA,3.150870563,C
2016,GOLETA,3.83251389,C
2016,GUADALUPE,1.952304394,C
2016,HUMBOLDT,0.700133604,C
2016,HUNTINGTON BEACH,4.511702586,C
2016,ILWACO,NA,W
2016,LACONNER,NA,W
2016,LONG BEACH,4.527906173,C
2016,LOS ANGELES,4.777264805,C
2016,MISSION BAY,3.652805674,C
2016,MONTEREY,0.55766297,C
2016,MORRO BAY,1.11153014,C
2016,MOSS LANDING,0.731881438,C
2016,NASELLE,NA,W
2016,NATIONAL CITY,3.684181078,C
2016,NEAH BAY,NA,W
2016,NEWPORT,NA,O
2016,NEWPORT BEACH,4.489502076,C
2016,OCEANSIDE,4.032846673,C
2016,OXNARD,4.453176861,C
2016,PLAYA DEL REY,4.527906173,C
2016,POINT LOMA,3.636305928,C
2016,PORT HUENEME,4.408533954,C
2016,PORT ORFORD,0.961815404,O
2016,PRINCETON / HALF MOON BAY,0.767039389,C
2016,REDONDO BEACH,4.529566379,C
2016,RICHMOND,0.927119196,C
2016,SAN DIEGO,3.505631228,C
2016,SAN FRANCISCO,0.87106761,C
2016,SAN PEDRO,4.490072868,C
2016,SAN SIMEON,0.785237914,C
2016,SANTA BARBARA,4.184809036,C
2016,SANTA CRUZ,0.759139554,C
2016,SANTA MONICA,4.656917406,C
2016,SAUSALITO,0.585311856,C
2016,SEAL BEACH,4.567162878,C
2016,SHELTER COVE,0.166111732,C
2016,SOUTH SAN FRANCISCO,0.81167238,C
2016,TACOMA,NA,W
2016,TERMINAL ISLAND,4.511697367,C
2016,THE DALLES,NA,W
2016,VALLEJO,1.1465111,C
2016,VENTURA,4.476889194,C
2016,WESTPORT,NA,W
2016,WHIDBY ISLAND,NA,W
2016,WILLOW CREEK,1.238919933,C
2016,WILMINGTON,4.527906173,C
2016,WINCHESTER BAY,2.77357407,O
2017,ABERDEEN,NA,W
2017,ALAMEDA,3.240145243,C
2017,ANACORTES,NA,W
2017,ASTORIA,NA,O
2017,AVALON,5.561699067,C
2017,AVILA,3.739633957,C
2017,BELLINGHAM BAY,NA,W
2017,BERKELEY,3.290431989,C
2017,BODEGA BAY,1.373512821,C
2017,CATALINA ISLAND,5.566405203,C
2017,CHARLESTON (COOS BAY),1.79371258,O
2017,CHINOOK,NA,W
2017,CRESCENT CITY,1.406635524,C
2017,DANA POINT,5.679597143,C
2017,DILLON BEACH,1.583464845,C
2017,EMERYVILLE,3.234664249,C
2017,EUREKA,0.795121581,C
2017,FIELDS LANDING,0.665491096,C
2017,FORT BRAGG,0.485725906,C
2017,GARIBALDI (TILLAMOOK),NA,O
2017,GAVIOTA,4.775634492,C
2017,GOLETA,5.206716293,C
2017,GUADALUPE,4.153576971,C
2017,HUMBOLDT,1.024518127,C
2017,HUNTINGTON BEACH,5.899868274,C
2017,ILWACO,NA,W
2017,LACONNER,NA,W
2017,LONG BEACH,5.933166846,C
2017,LOS ANGELES,6.269212905,C
2017,MISSION BAY,4.770027533,C
2017,MONTEREY,2.644714576,C
2017,MORRO BAY,3.550090613,C
2017,MOSS LANDING,2.935224287,C
2017,NASELLE,NA,W
2017,NATIONAL CITY,4.819963901,C
2017,NEAH BAY,NA,W
2017,NEWPORT,NA,O
2017,NEWPORT BEACH,5.862286266,C
2017,OCEANSIDE,5.258967574,C
2017,OXNARD,5.880929695,C
2017,PLAYA DEL REY,5.933166846,C
2017,POINT LOMA,4.747459187,C
2017,PORT HUENEME,5.825030912,C
2017,PORT ORFORD,1.220047165,O
2017,PRINCETON / HALF MOON BAY,2.708394592,C
2017,REDONDO BEACH,5.94294322,C
2017,RICHMOND,2.97607815,C
2017,SAN DIEGO,4.585624756,C
2017,SAN FRANCISCO,2.872516514,C
2017,SAN PEDRO,5.882367391,C
2017,SAN SIMEON,2.994437864,C
2017,SANTA BARBARA,5.547730161,C
2017,SANTA CRUZ,2.875870754,C
2017,SANTA MONICA,6.11871093,C
2017,SAUSALITO,2.100989321,C
2017,SEAL BEACH,5.977739961,C
2017,SHELTER COVE,0.479639291,C
2017,SOUTH SAN FRANCISCO,2.774639919,C
2017,TACOMA,NA,W
2017,TERMINAL ISLAND,5.908216119,C
2017,THE DALLES,NA,W
2017,VALLEJO,3.353204112,C
2017,VENTURA,5.909082729,C
2017,WESTPORT,NA,W
2017,WHIDBY ISLAND,NA,W
2017,WILLOW CREEK,1.668423641,C
2017,WILMINGTON,5.933166846,C
2017,WINCHESTER BAY,3.789759783,O
2018,ABERDEEN,NA,W
2018,ALAMEDA,3.604308457,C
2018,ANACORTES,NA,W
2018,ASTORIA,NA,O
2018,AVALON,5.602582851,C
2018,AVILA,2.946506546,C
2018,BELLINGHAM BAY,NA,W
2018,BERKELEY,3.62942622,C
2018,BODEGA BAY,1.606638828,C
2018,CATALINA ISLAND,5.607364769,C
2018,CHARLESTON (COOS BAY),1.497219803,O
2018,CHINOOK,NA,W
2018,CRESCENT CITY,1.164459765,C
2018,DANA POINT,5.689204244,C
2018,DILLON BEACH,1.830501078,C
2018,EMERYVILLE,3.585815544,C
2018,EUREKA,0.687194594,C
2018,FIELDS LANDING,0.582889058,C
2018,FORT BRAGG,0.58583321,C
2018,GARIBALDI (TILLAMOOK),NA,O
2018,GAVIOTA,4.714064833,C
2018,GOLETA,5.25430402,C
2018,GUADALUPE,3.574240862,C
2018,HUMBOLDT,0.886910981,C
2018,HUNTINGTON BEACH,5.918213413,C
2018,ILWACO,NA,W
2018,LACONNER,NA,W
2018,LONG BEACH,5.95779523,C
2018,LOS ANGELES,6.272061632,C
2018,MISSION BAY,4.732095195,C
2018,MONTEREY,2.444692715,C
2018,MORRO BAY,2.650202874,C
2018,MOSS LANDING,2.958333268,C
2018,NASELLE,NA,W
2018,NATIONAL CITY,4.770123179,C
2018,NEAH BAY,NA,W
2018,NEWPORT,NA,O
2018,NEWPORT BEACH,5.870964418,C
2018,OCEANSIDE,5.23745384,C
2018,OXNARD,5.897020488,C
2018,PLAYA DEL REY,5.95779523,C
2018,POINT LOMA,4.706823586,C
2018,PORT HUENEME,5.849091132,C
2018,PORT ORFORD,1.024864922,O
2018,PRINCETON / HALF MOON BAY,3.106198566,C
2018,REDONDO BEACH,5.966264829,C
2018,RICHMOND,3.301308724,C
2018,SAN DIEGO,4.538577485,C
2018,SAN FRANCISCO,3.228605561,C
2018,SAN PEDRO,5.910051847,C
2018,SAN SIMEON,2.129167407,C
2018,SANTA BARBARA,5.572064715,C
2018,SANTA CRUZ,3.144486931,C
2018,SANTA MONICA,6.129451348,C
2018,SAUSALITO,2.382635859,C
2018,SEAL BEACH,5.994891975,C
2018,SHELTER COVE,0.522909199,C
2018,SOUTH SAN FRANCISCO,3.162626064,C
2018,TACOMA,NA,W
2018,TERMINAL ISLAND,5.935377393,C
2018,THE DALLES,NA,W
2018,VALLEJO,3.650760407,C
2018,VENTURA,5.920720944,C
2018,WESTPORT,NA,W
2018,WHIDBY ISLAND,NA,W
2018,WILLOW CREEK,1.397632073,C
2018,WILMINGTON,5.95779523,C
2018,WINCHESTER BAY,3.115209738,O
2019,ABERDEEN,NA,W
2019,ALAMEDA,1.553004239,C
2019,ANACORTES,NA,W
2019,ASTORIA,NA,O
2019,AVALON,3.862463316,C
2019,AVILA,1.683708772,C
2019,BELLINGHAM BAY,NA,W
2019,BERKELEY,1.597614089,C
2019,BODEGA BAY,0.584563189,C
2019,CATALINA ISLAND,3.866407752,C
2019,CHARLESTON (COOS BAY),1.153391559,O
2019,CHINOOK,NA,W
2019,CRESCENT CITY,0.843395527,C
2019,DANA POINT,3.949071253,C
2019,DILLON BEACH,0.671838707,C
2019,EMERYVILLE,1.56088214,C
2019,EUREKA,0.458394768,C
2019,FIELDS LANDING,0.371991703,C
2019,FORT BRAGG,0.226391851,C
2019,GARIBALDI (TILLAMOOK),NA,O
2019,GAVIOTA,2.835383542,C
2019,GOLETA,3.418840526,C
2019,GUADALUPE,2.090629695,C
2019,HUMBOLDT,0.597933913,C
2019,HUNTINGTON BEACH,4.104253517,C
2019,ILWACO,NA,W
2019,LACONNER,NA,W
2019,LONG BEACH,4.134989986,C
2019,LOS ANGELES,4.35659817,C
2019,MISSION BAY,3.35859432,C
2019,MONTEREY,0.871043608,C
2019,MORRO BAY,1.54481391,C
2019,MOSS LANDING,1.124036966,C
2019,NASELLE,NA,W
2019,NATIONAL CITY,3.362668779,C
2019,NEAH BAY,NA,W
2019,NEWPORT,NA,O
2019,NEWPORT BEACH,4.072321466,C
2019,OCEANSIDE,3.658962735,C
2019,OXNARD,4.087653912,C
2019,PLAYA DEL REY,4.134989986,C
2019,POINT LOMA,3.348616229,C
2019,PORT HUENEME,4.043124936,C
2019,PORT ORFORD,0.769994105,O
2019,PRINCETON / HALF MOON BAY,1.137179632,C
2019,REDONDO BEACH,4.1386622,C
2019,RICHMOND,1.404248164,C
2019,SAN DIEGO,3.234700664,C
2019,SAN FRANCISCO,1.316419238,C
2019,SAN PEDRO,4.10013392,C
2019,SAN SIMEON,1.155733759,C
2019,SANTA BARBARA,3.80218427,C
2019,SANTA CRUZ,1.145460211,C
2019,SANTA MONICA,4.259067679,C
2019,SAUSALITO,0.912330765,C
2019,SEAL BEACH,4.156716591,C
2019,SHELTER COVE,0.226085339,C
2019,SOUTH SAN FRANCISCO,1.222106004,C
2019,TACOMA,NA,W
2019,TERMINAL ISLAND,4.11919168,C
2019,THE DALLES,NA,W
2019,VALLEJO,1.710515664,C
2019,VENTURA,4.117556493,C
2019,WESTPORT,NA,W
2019,WHIDBY ISLAND,NA,W
2019,WILLOW CREEK,1.011168797,C
2019,WILMINGTON,4.134989986,C
2019,WINCHESTER BAY,2.418610725,O
