LANDING_YEAR,LANDING_MONTH,PORT_NAME,AGENCY_CODE,SDM_SPAWN_90,SDM_SPAWN_100,SDM_SPAWN_200,SDM_SPAWN_300,SDM_SPAWN_5_100
2000,1,ABERDEEN,W,0.10738398885435645,0.1021068275198881,0.0444022770398482,0.03141598652675217,0.10238429172510519
2000,1,ALAMEDA,C,0.022916926142732594,0.018548387096774192,0.008597137629395693,0.005329787590645496,0.018606532510870664
2000,1,ANACORTES,W,0,0,0.037325423309850454,0.034424650938854114,0
2000,1,ASTORIA,O,0.092480457998458665,0.08596242467210209,0.049048122686409304,0.028792142461347908,0.08619923575935307
2000,1,AVALON,C,0.047075793338578545,0.04452670544685352,0.028176107297161183,0.021712618666156532,0.04467317487266553
2000,1,AVILA,C,0.03366615463389657,0.02736732570239334,0.01623309053069719,0.011303022606045212,0.02421964714479591
2000,1,BELLINGHAM BAY,W,0,0,0.023872478658306263,0.03373655913978495,0
2000,1,BERKELEY,C,0.022828784119106698,0.018723923883178995,0.00895918316274181,0.00562562786025226,0.018783176806859942
2000,1,BIG CREEK,C,0,0,0,0.0038367631670735963,0
2000,1,BLAINE,W,NA,NA,0.01860618738302323,0.035849549431892384,NA
2000,1,BODEGA BAY,C,0.021712158808933003,0.022202309836718438,0.010271843211381103,0.008458042345637956,0.022202309836718438
2000,1,BOLINAS,C,0.025283347863993024,0.020336605890603085,0.00894657258064516,0.006404748886979614,0.02039995980303487
2000,1,BROOKINGS,O,0.09083498311400955,0.0844180343331447,0.03749292586304471,0.02429311031461569,0.0844180343331447
2000,1,CATALINA ISLAND,C,0.04746166049709149,0.045118422462758545,0.028939333598831808,0.021736788557065054,0.04526881720430107
2000,1,CHARLESTON (COOS BAY),O,0.0746608913712527,0.07030603804797353,0.042439950016198456,0.02705813439661285,0.07050691244239632
2000,1,CHINOOK,W,0.10147621651175506,0.09301512369962409,0.0482439722558626,0.029265275921856192,0.09326788218793829
2000,1,CRESCENT CITY,C,0.0875409069658719,0.07813830290417179,0.03778462998102467,0.021526439396332923,0.075426944971537
2000,1,DANA POINT,C,0.04025701547338054,0.041113219481340925,0.025324829976977426,0.022550716339835263,0.041248016922263354
2000,1,DILLON BEACH,C,0.021712158808933003,0.017423337315810434,0.009398215087002044,0.00794796083742202,0.017423337315810434
2000,1,EMERYVILLE,C,0.02265451859147993,0.018319394663480683,0.008597137629395693,0.005510473252408736,0.018376111055627684
2000,1,EUREKA,C,0.07671554252199414,0.07241213288396726,0.03078960038517092,0.019320623990933098,0.07241213288396726
2000,1,FIELDS LANDING,C,0.07842666986449215,0.07284704058897608,0.030765527202696197,0.019504627400631254,0.07306645938593082
2000,1,FORT BRAGG,C,0.029105020616056267,0.027649769585253454,0.01867443340349503,0.014024297149338043,0.027649769585253454
2000,1,GARIBALDI (TILLAMOOK),O,0.09282422646477946,0.08545713776510426,0.04853180168748191,0.029581587441608694,0.0856938611384148
2000,1,GAVIOTA,C,0.05832258064516129,0.056895291784111075,0.02007284924399256,0.014203785349510835,0.05708001675743611
