LANDING_YEAR,PORT_NAME,SDM_90_JS_prob
2008,BODEGA BAY,0.22565423631349382
2008,CATALINA ISLAND,0.9843905633662142
2008,CHARLESTON (COOS BAY),0.474927975687272
2008,CHINOOK,NA
2008,CRESCENT CITY,0.4915514105437343
2008,DANA POINT,0.991278112221087
2008,DILLON BEACH,0.2498743650603082
2008,EMERYVILLE,0.474221769625817
2008,EUREKA,0.3949047585784203
2008,FIELDS LANDING,0.3516610479200867
2008,FORT BRAGG,0.19142841668151164
2008,GARIBALDI (TILLAMOOK),NA
2008,GAVIOTA,0.8558996584491912
2008,GOLETA,0.9485113558837183
2008,GUADALUPE,0.6507276537581402
2008,HUMBOLDT,0.507698560202334
2008,HUNTINGTON BEACH,0.9885316058525009
2008,ILWACO,NA
2008,LACONNER,NA
2008,LONG BEACH,0.9870795022331925
2008,LOS ANGELES,0.9878864676066131
2008,MISSION BAY,0.9967378524548614
2008,MONTEREY,0.29522933533061835
2008,MORRO BAY,0.4850506315538826
2008,MOSS LANDING,0.3545291397461229
2008,"NASELLE",NA
2008,"NATIONAL CITY",0.9971557299947071
2008,NEAH BAY,NA
2008,NEWPORT,NA
2008,NEWPORT BEACH,0.9906184781461038
2008,OCEANSIDE,0.9946703122929266
2008,OXNARD,0.9852831689940922
2008,PLAYA DEL REY,0.9870795022331925
2008,POINT LOMA,0.996982957308066
2008,PORT HUENEME,0.984282546218637
2008,PORT ORFORD,0.36869802164521587
2008,PRINCETON / HALF MOON BAY,0.34018047935841755
2008,REDONDO BEACH,0.986572092822447
2008,RICHMOND,0.44020379282894245
2008,SAN DIEGO,0.9979195128547167
2008,SAN FRANCISCO,0.41030059594506835
2008,SAN PEDRO,0.9869763058475853
2008,SAN SIMEON,0.37425396368672187
2008,SANTA BARBARA,0.9773940909817942
2008,SANTA CRUZ,0.3438965473203061
2008,SANTA MONICA,0.9873992988741007
2008,SAUSALITO,0.3124217078840457
2008,SEAL BEACH,0.9879745287073339
2008,SHELTER COVE,0.24530844361168158
2008,SOUTH SAN FRANCISCO,0.374746783394417
2008,TACOMA,NA
2008,TERMINAL ISLAND,0.9872462183260601
2008,THE DALLES,NA
2008,VALLEJO,0.5208682022525241
2008,VENTURA,0.9863074711408881
2008,WESTPORT,NA
2008,WHIDBY ISLAND,NA
2008,WILLOW CREEK,0.6844221949744579
2008,WILMINGTON,0.9870795022331925
2008,WINCHESTER BAY,0.813458480650441
2009,ABERDEEN,NA
2009,ALAMEDA,0.7431791096464139
2009,ANACORTES,NA
2009,ASTORIA,NA
2009,AVALON,0.9834393034508002
2009,AVILA,0.9006178266330948
2009,BELLINGHAM BAY,NA
2009,BERKELEY,0.7582365069058988
2009,BODEGA BAY,0.4560576634889049
2009,CATALINA ISLAND,0.9835707013626309
2009,CHARLESTON (COOS BAY),0.26526532402461506
2009,CHINOOK,NA
2009,CRESCENT CITY,0.26648492305187554
2009,DANA POINT,0.9918656155852427
2009,DILLON BEACH,0.4930697266437744
2009,EMERYVILLE,0.7419048354631919
2009,EUREKA,0.1907268434647992
2009,FIELDS LANDING,0.16695166566959424
2009,FORT BRAGG,0.22914330598496122
2009,GARIBALDI (TILLAMOOK),NA
2009,GAVIOTA,0.890603415459738
2009,GOLETA,0.9395005594157271
2009,GUADALUPE,0.8992842942129419
2009,HUMBOLDT,0.24781865321380467
2009,HUNTINGTON BEACH,0.989048622551213
2009,ILWACO,NA
2009,LACONNER,NA
2009,LONG BEACH,0.9873586617947219
2009,LOS ANGELES,0.9885762238468824
2009,MISSION BAY,0.9969868470890587
2009,MONTEREY,0.7062515739814725
2009,MORRO BAY,0.908719941144771
2009,MOSS LANDING,0.7073818026467636
2009,"NASELLE",NA
2009,"NATIONAL CITY",0.9973149981135268
2009,NEAH BAY,NA
2009,NEWPORT,NA
2009,NEWPORT BEACH,0.9912970623120348
2009,OCEANSIDE,0.9950998758463997
2009,OXNARD,0.9846450689434688
2009,PLAYA DEL REY,0.9873586617947219
2009,POINT LOMA,0.9972070961247241
2009,PORT HUENEME,0.9834090409536901
2009,PORT ORFORD,0.20075051375340625
2009,PRINCETON / HALF MOON BAY,0.6054790277466311
2009,REDONDO BEACH,0.9867216563556085
2009,RICHMOND,0.7086835263036038
2009,SAN DIEGO,0.9980637868821404
2009,SAN FRANCISCO,0.6803192149326791
2009,SAN PEDRO,0.9871580125484334
2009,SAN SIMEON,0.8728353531751499
2009,SANTA BARBARA,0.9769395705979073
2009,SANTA CRUZ,0.6435464468526273
2009,SANTA MONICA,0.9877175174544611
2009,SAUSALITO,0.5710791265679932
2009,SEAL BEACH,0.9884747798597484
2009,SHELTER COVE,0.20038793871385352
2009,SOUTH SAN FRANCISCO,0.6447975059343257
2009,TACOMA,NA
2009,TERMINAL ISLAND,0.9875197378876115
2009,THE DALLES,NA
2009,VALLEJO,0.7806958718267192
2009,VENTURA,0.985909123230522
2009,WESTPORT,NA
2009,WHIDBY ISLAND,NA
2009,WILLOW CREEK,0.36088851407799855
2009,WILMINGTON,0.9873586617947219
2009,WINCHESTER BAY,0.499654484830039
2010,ABERDEEN,NA
2010,ALAMEDA,0.3290674698524887
2010,ANACORTES,NA
2010,ASTORIA,NA
2010,AVALON,0.8122096274400749
2010,AVILA,0.32905742945929434
2010,BELLINGHAM BAY,NA
2010,BERKELEY,0.33624802983601804
2010,BODEGA BAY,0.13363434683789457
2010,CATALINA ISLAND,0.8140910448529047
2010,CHARLESTON (COOS BAY),0.3195395196964653
2010,CHINOOK,NA
2010,CRESCENT CITY,0.383266364695972
2010,DANA POINT,0.9203082149441586
2010,DILLON BEACH,0.15012726348848243
2010,EMERYVILLE,0.329810943394809
2010,EUREKA,0.26929435262248286
2010,FIELDS LANDING,0.23296500110068843
2010,FORT BRAGG,0.10381117338531985
2010,GARIBALDI (TILLAMOOK),NA
2010,GAVIOTA,0.5389933948008083
2010,GOLETA,0.6642377555651737
2010,GUADALUPE,0.3999632179858286
2010,HUMBOLDT,0.34068861074835305
2010,HUNTINGTON BEACH,0.8956608895199593
2010,ILWACO,NA
2010,LACONNER,NA
2010,LONG BEACH,0.8738329696005841
2010,LOS ANGELES,0.901473031042152
2010,MISSION BAY,0.9671825372663578
2010,MONTEREY,0.16585952742021834
2010,MORRO BAY,0.30957414504974884
