"FGBNO","BL_SIZE","LAT_DEG","LAT_MIN","LONG_DEG","LONG_MIN","REGION","LAT_C","LONG_C","CENTER_LAT","CENTER_LONG","ACRES","HECTARES"
1118,50,42,30,-124,40,"",43,-125,42.5,-124.5,,
1119,50,42,30,-124,50,"",43,-125,42.5,-124.5,,
1120,50,42,30,-125,0,"",43,-126,42.5,-125.5,,
1121,50,42,30,-125,10,"",43,-126,42.5,-125.5,,
1122,57,42,40,-124,20,"",43,-125,42.5,-124.5,,
1123,50,42,40,-124,40,"",43,-125,42.5,-124.5,,
1124,50,42,40,-124,50,"",43,-125,42.5,-124.5,,
1125,50,42,40,-125,0,"",43,-126,42.5,-125.5,,
1126,50,42,40,-125,10,"",43,-126,42.5,-125.5,,
1127,57,42,50,-124,20,"",43,-125,42.5,-124.5,,
1128,50,42,50,-124,40,"",43,-125,42.5,-124.5,,
1129,50,42,50,-124,50,"",43,-125,42.5,-124.5,,
1130,50,42,50,-125,0,"",43,-126,42.5,-125.5,,
1131,50,42,50,-125,10,"",43,-126,42.5,-125.5,,
1132,57,43,0,-124,20,"",44,-125,43.5,-124.5,,
1133,50,43,0,-124,40,"",44,-125,43.5,-124.5,,
1134,50,43,0,-124,50,"",44,-125,43.5,-124.5,,
1135,50,43,0,-125,0,"",44,-126,43.5,-125.5,,
1136,50,43,0,-125,10,"",44,-126,43.5,-125.5,,
1137,50,43,10,-124,20,"",44,-125,43.5,-124.5,,
1138,50,43,10,-124,30,"",44,-125,43.5,-124.5,,
1139,50,43,10,-124,40,"",44,-125,43.5,-124.5,,
1140,50,43,10,-124,50,"",44,-125,43.5,-124.5,,
1141,50,43,10,-125,0,"",44,-126,43.5,-125.5,,
1142,50,43,10,-125,10,"",44,-126,43.5,-125.5,,
1143,57,43,20,-124,10,"",44,-125,43.5,-124.5,,
1144,50,43,20,-124,30,"",44,-125,43.5,-124.5,,
1145,50,43,20,-124,40,"",44,-125,43.5,-124.5,,
1146,50,43,20,-124,50,"",44,-125,43.5,-124.5,,
1148,50,43,20,-125,10,"",44,-126,43.5,-125.5,,
1149,57,43,30,-124,10,"",44,-125,43.5,-124.5,,
1150,50,43,30,-124,30,"",44,-125,43.5,-124.5,,
1151,50,43,30,-124,40,"",44,-125,43.5,-124.5,,
1152,50,43,30,-124,50,"",44,-125,43.5,-124.5,,
