LANDING_YEAR,PORT_NAME,SDM_90_JS_prob,AGENCY_CODE
2010,NASELLE,NA,W
2010,NATIONAL CITY,0.975840163,C
2010,NEAH BAY,NA,W
2010,NEWPORT,NA,O
2010,NEWPORT BEACH,0.919580444,C
2010,OCEANSIDE,0.953933011,C
2010,OXNARD,0.842568498,C
2010,PLAYA DEL REY,0.87383297,C
2010,POINT LOMA,0.968669644,C
2010,PORT HUENEME,0.829636506,C
2010,PORT ORFORD,0.258989694,O
2010,PRINCETON / HALF MOON BAY,0.240856315,C
2010,REDONDO BEACH,0.865789989,C
2010,RICHMOND,0.29437847,C
2010,SAN DIEGO,0.979539091,C
2010,SAN FRANCISCO,0.277668061,C
2010,SAN PEDRO,0.868738827,C
2010,SAN SIMEON,0.225390178,C
2010,SANTA BARBARA,0.786932588,C
2010,SANTA CRUZ,0.234110961,C
2010,SANTA MONICA,0.88272529,C
2010,SAUSALITO,0.195438478,C
2010,SEAL BEACH,0.892643513,C
2010,SHELTER COVE,0.128124552,C
2010,SOUTH SAN FRANCISCO,0.257935369,C
2010,TACOMA,NA,W
2010,TERMINAL ISLAND,0.874008812,C
2010,THE DALLES,NA,W
2010,VALLEJO,0.357559712,C
2010,VENTURA,0.853932153,C
2010,WESTPORT,NA,W
2010,WHIDBY ISLAND,NA,W
2010,WILLOW CREEK,0.504956044,C
2010,WILMINGTON,0.87383297,C
2010,WINCHESTER BAY,0.554159064,O
2011,ABERDEEN,NA,W
2011,ALAMEDA,0.496578599,C
2011,ANACORTES,NA,W
2011,ASTORIA,NA,O
2011,AVALON,0.906634136,C
2011,AVILA,0.565139351,C
2011,BELLINGHAM BAY,NA,W
2011,BERKELEY,0.517286026,C
2011,BODEGA BAY,0.24052975,C
2011,CATALINA ISLAND,0.907432912,C
2011,CHARLESTON (COOS BAY),0.329700219,O
2011,CHINOOK,NA,W
2011,CRESCENT CITY,0.350182144,C
2011,DANA POINT,0.954601187,C
2011,DILLON BEACH,0.264300244,C
2011,EMERYVILLE,0.500073224,C
2011,EUREKA,0.259116978,C
2011,FIELDS LANDING,0.227107654,C
2011,FORT BRAGG,0.161482027,C
2011,GARIBALDI (TILLAMOOK),NA,O
2011,GAVIOTA,0.681968581,C
2011,GOLETA,0.786842181,C
2011,GUADALUPE,0.612960701,C
2011,HUMBOLDT,0.342590148,C
2011,HUNTINGTON BEACH,0.940062355,C
2011,ILWACO,NA,W
2011,LACONNER,NA,W
2011,LONG BEACH,0.929125742,C
2011,LOS ANGELES,0.936905431,C
2011,MISSION BAY,0.9820521,C
2011,MONTEREY,0.317376836,C
2011,MORRO BAY,0.55790555,C
2011,MOSS LANDING,0.377909247,C
2011,NASELLE,NA,W
2011,NATIONAL CITY,0.983315259,C
2011,NEAH BAY,NA,W
2011,NEWPORT,NA,O
2011,NEWPORT BEACH,0.951808132,C
2011,OCEANSIDE,0.972083674,C
2011,OXNARD,0.916998218,C
2011,PLAYA DEL REY,0.929125742,C
2011,POINT LOMA,0.983183167,C
2011,PORT HUENEME,0.911010886,C
2011,PORT ORFORD,0.254427531,O
2011,PRINCETON / HALF MOON BAY,0.362413913,C
2011,REDONDO BEACH,0.924943879,C
2011,RICHMOND,0.466269907,C
2011,SAN DIEGO,0.987815255,C
2011,SAN FRANCISCO,0.432701944,C
2011,SAN PEDRO,0.927556446,C
2011,SAN SIMEON,0.45088242,C
2011,SANTA BARBARA,0.882342491,C
2011,SANTA CRUZ,0.362294926,C
2011,SANTA MONICA,0.931123233,C
2011,SAUSALITO,0.32921151,C
2011,SEAL BEACH,0.937201704,C
2011,SHELTER COVE,0.164124907,C
2011,SOUTH SAN FRANCISCO,0.396418697,C
2011,TACOMA,NA,W
2011,TERMINAL ISLAND,0.930156443,C
2011,THE DALLES,NA,W
2011,VALLEJO,0.560293525,C
2011,VENTURA,0.923012033,C
2011,WESTPORT,NA,W
2011,WHIDBY ISLAND,NA,W
2011,WILLOW CREEK,0.505421411,C
2011,WILMINGTON,0.929125742,C
2011,WINCHESTER BAY,0.619525193,O
2012,ABERDEEN,NA,W
2012,ALAMEDA,0.623354638,C
2012,ANACORTES,NA,W
2012,ASTORIA,NA,O
2012,AVALON,0.998119269,C
2012,AVILA,0.846902689,C
2012,BELLINGHAM BAY,NA,W
2012,BERKELEY,0.645439707,C
2012,BODEGA BAY,0.36733436,C
2012,CATALINA ISLAND,0.998134958,C
2012,CHARLESTON (COOS BAY),0.408385391,O
2012,CHINOOK,NA,W
2012,CRESCENT CITY,0.365029604,C
2012,DANA POINT,0.999232648,C
2012,DILLON BEACH,0.391757157,C
2012,EMERYVILLE,0.627217276,C
2012,EUREKA,0.283853774,C
2012,FIELDS LANDING,0.257622693,C
2012,FORT BRAGG,0.355591598,C
2012,GARIBALDI (TILLAMOOK),NA,O
2012,GAVIOTA,0.974392704,C
2012,GOLETA,0.991155241,C
2012,GUADALUPE,0.903012535,C
2012,HUMBOLDT,0.371583228,C
2012,HUNTINGTON BEACH,0.998950105,C
2012,ILWACO,NA,W
2012,LACONNER,NA,W
2012,LONG BEACH,0.998734657,C
2012,LOS ANGELES,0.998920562,C
2012,MISSION BAY,0.99972672,C
2012,MONTEREY,0.562956224,C
2012,MORRO BAY,0.816980038,C
2012,MOSS LANDING,0.586013374,C
2012,NASELLE,NA,W
2012,NATIONAL CITY,0.999788931,C
2012,NEAH BAY,NA,W
2012,NEWPORT,NA,O
2012,NEWPORT BEACH,0.999192631,C
2012,OCEANSIDE,0.999574137,C
2012,OXNARD,0.998378735,C
2012,PLAYA DEL REY,0.998734657,C
2012,POINT LOMA,0.999744385,C
2012,PORT HUENEME,0.998240091,C
2012,PORT ORFORD,0.296708343,O
2012,PRINCETON / HALF MOON BAY,0.479262264,C
2012,REDONDO BEACH,0.998648892,C
2012,RICHMOND,0.59585041,C
2012,SAN DIEGO,0.999833767,C
2012,SAN FRANCISCO,0.560743659,C
2012,SAN PEDRO,0.998696291,C
2012,SAN SIMEON,0.716666565,C
2012,SANTA BARBARA,0.997154733,C
2012,SANTA CRUZ,0.517510121,C
2012,SANTA MONICA,0.99877784,C
2012,SAUSALITO,0.459012299,C
2012,SEAL BEACH,0.99889243,C
2012,SHELTER COVE,0.298603748,C
2012,SOUTH SAN FRANCISCO,0.518297129,C
2012,TACOMA,NA,W
2012,TERMINAL ISLAND,0.998750029,C
2012,THE DALLES,NA,W
2012,VALLEJO,0.691424229,C
2012,VENTURA,0.99853723,C
2012,WESTPORT,NA,W
2012,WHIDBY ISLAND,NA,W
2012,WILLOW CREEK,0.502644248,C
2012,WILMINGTON,0.998734657,C
2012,WINCHESTER BAY,0.717468507,O
2013,ABERDEEN,NA,W
2013,ALAMEDA,0.718734953,C
2013,ANACORTES,NA,W
2013,ASTORIA,NA,O
2013,AVALON,0.997116049,C
2013,AVILA,0.509865177,C
2013,BELLINGHAM BAY,NA,W
2013,BERKELEY,0.736099273,C
2013,BODEGA BAY,0.440982931,C
2013,CATALINA ISLAND,0.997142389,C
2013,CHARLESTON (COOS BAY),0.446735685,O
2013,CHINOOK,NA,W
2013,CRESCENT CITY,0.442166076,C
2013,DANA POINT,0.998708172,C
2013,DILLON BEACH,0.469283784,C
2013,EMERYVILLE,0.719011281,C
2013,EUREKA,0.38495339,C
2013,FIELDS LANDING,0.353269413,C
2013,FORT BRAGG,0.441559277,C
2013,GARIBALDI (TILLAMOOK),NA,O
2013,GAVIOTA,0.914615157,C
2013,GOLETA,0.981601217,C
2013,GUADALUPE,0.655984767,C
2013,HUMBOLDT,0.493558167,C
2013,HUNTINGTON BEACH,0.998284947,C
2013,ILWACO,NA,W
2013,LACONNER,NA,W
2013,LONG BEACH,0.998015386,C
2013,LOS ANGELES,0.998296779,C
2013,MISSION BAY,0.999551823,C
2013,MONTEREY,0.364012458,C
2013,MORRO BAY,0.430319965,C
2013,MOSS LANDING,0.472378705,C
2013,NASELLE,NA,W
2013,NATIONAL CITY,0.999634368,C
2013,NEAH BAY,NA,W
2013,NEWPORT,NA,O
2013,NEWPORT BEACH,0.998642173,C
2013,OCEANSIDE,0.999272209,C
2013,OXNARD,0.997472498,C
2013,PLAYA DEL REY,0.998015386,C
2013,POINT LOMA,0.999585523,C
2013,PORT HUENEME,0.99722793,C
2013,PORT ORFORD,0.328107296,O
2013,PRINCETON / HALF MOON BAY,0.576369141,C
2013,REDONDO BEACH,0.997902026,C
2013,RICHMOND,0.687090364,C
2013,SAN DIEGO,0.999724595,C
2013,SAN FRANCISCO,0.655961939,C
2013,SAN PEDRO,0.997956504,C
2013,SAN SIMEON,0.308769603,C
2013,SANTA BARBARA,0.994884408,C
2013,SANTA CRUZ,0.528522155,C
2013,SANTA MONICA,0.998125497,C
2013,SAUSALITO,0.544317894,C
2013,SEAL BEACH,0.99821546,C
2013,SHELTER COVE,0.391983853,C
2013,SOUTH SAN FRANCISCO,0.617683348,C
2013,TACOMA,NA,W
2013,TERMINAL ISLAND,0.998023527,C
2013,THE DALLES,NA,W
2013,VALLEJO,0.765344108,C
2013,VENTURA,0.997719994,C
2013,WESTPORT,NA,W
2013,WHIDBY ISLAND,NA,W
2013,WILLOW CREEK,0.639784837,C
2013,WILMINGTON,0.998015386,C
2013,WINCHESTER BAY,0.764428068,O
2014,ABERDEEN,NA,W
2014,ALAMEDA,0.912477839,C
2014,ANACORTES,NA,W
2014,ASTORIA,NA,O
2014,AVALON,0.999193938,C
2014,AVILA,0.9440845,C
2014,BELLINGHAM BAY,NA,W
2014,BERKELEY,0.920744021,C
2014,BODEGA BAY,0.578438716,C
2014,CATALINA ISLAND,0.999199077,C
2014,CHARLESTON (COOS BAY),0.484164616,O
2014,CHINOOK,NA,W
2014,CRESCENT CITY,0.486711123,C
2014,DANA POINT,0.999556594,C
2014,DILLON BEACH,0.631340974,C
2014,EMERYVILLE,0.91086304,C
2014,EUREKA,0.428790672,C
2014,FIELDS LANDING,0.388392859,C
2014,FORT BRAGG,0.262573034,C
2014,GARIBALDI (TILLAMOOK),NA,O
2014,GAVIOTA,0.989231405,C
2014,GOLETA,0.996443512,C
2014,GUADALUPE,0.965444417,C
2014,HUMBOLDT,0.56046845,C
2014,HUNTINGTON BEACH,0.999422637,C
2014,ILWACO,NA,W
2014,LACONNER,NA,W
2014,LONG BEACH,0.999361416,C
2014,LOS ANGELES,0.999388874,C
2014,MISSION BAY,0.99983677,C
2014,MONTEREY,0.857546979,C
2014,MORRO BAY,0.932409545,C
2014,MOSS LANDING,0.883222667,C
2014,NASELLE,NA,W
2014,NATIONAL CITY,0.999841836,C
2014,NEAH BAY,NA,W
2014,NEWPORT,NA,O
2014,NEWPORT BEACH,0.999517501,C
2014,OCEANSIDE,0.999720167,C
2014,OXNARD,0.999323825,C
2014,PLAYA DEL REY,0.999361416,C
2014,POINT LOMA,0.999850644,C
2014,PORT HUENEME,0.999274106,C
2014,PORT ORFORD,0.356171495,O
2014,PRINCETON / HALF MOON BAY,0.828590159,C
2014,REDONDO BEACH,0.999337661,C
2014,RICHMOND,0.890481927,C
2014,SAN DIEGO,0.999894368,C
2014,SAN FRANCISCO,0.87393289,C
2014,SAN PEDRO,0.999353491,C
2014,SAN SIMEON,0.877997799,C
2014,SANTA BARBARA,0.99893528,C
2014,SANTA CRUZ,0.857635773,C
2014,SANTA MONICA,0.999384107,C
2014,SAUSALITO,0.7487944,C
2014,SEAL BEACH,0.99939453,C
2014,SHELTER COVE,0.286768847,C
2014,SOUTH SAN FRANCISCO,0.853711273,C
2014,TACOMA,NA,W
2014,TERMINAL ISLAND,0.999366938,C
2014,THE DALLES,NA,W
2014,VALLEJO,0.928414584,C
2014,VENTURA,0.99938909,C
2014,WESTPORT,NA,W
2014,WHIDBY ISLAND,NA,W
2014,WILLOW CREEK,0.735118726,C
2014,WILMINGTON,0.999361416,C
2014,WINCHESTER BAY,0.836160002,O
2015,ABERDEEN,NA,W
2015,ALAMEDA,0.976830506,C
2015,ANACORTES,NA,W
2015,ASTORIA,NA,O
2015,AVALON,0.991432786,C
2015,AVILA,0.824112538,C
2015,BELLINGHAM BAY,NA,W
2015,BERKELEY,0.979014034,C
2015,BODEGA BAY,0.77752042,C
2015,CATALINA ISLAND,0.991486695,C
2015,CHARLESTON (COOS BAY),0.400787787,O
2015,CHINOOK,NA,W
2015,CRESCENT CITY,0.431090684,C
2015,DANA POINT,0.994994454,C
2015,DILLON BEACH,0.825874104,C
2015,EMERYVILLE,0.976056384,C
2015,EUREKA,0.43425725,C
2015,FIELDS LANDING,0.403423557,C
2015,FORT BRAGG,0.4358146,C
2015,GARIBALDI (TILLAMOOK),NA,O
2015,GAVIOTA,0.918551127,C
2015,GOLETA,0.967272089,C
2015,GUADALUPE,0.860575374,C
2015,HUMBOLDT,0.545852569,C
2015,HUNTINGTON BEACH,0.993578194,C
2015,ILWACO,NA,W
2015,LACONNER,NA,W
2015,LONG BEACH,0.992959251,C
2015,LOS ANGELES,0.993207027,C
2015,MISSION BAY,0.998061119,C
2015,MONTEREY,0.841831464,C
2015,MORRO BAY,0.813111439,C
2015,MOSS LANDING,0.91235993,C
2015,NASELLE,NA,W
2015,NATIONAL CITY,0.99816842,C
2015,NEAH BAY,NA,W
2015,NEWPORT,NA,O
2015,NEWPORT BEACH,0.994577339,C
2015,OCEANSIDE,0.996800298,C
2015,OXNARD,0.992799275,C
2015,PLAYA DEL REY,0.992959251,C
2015,POINT LOMA,0.998210227,C
2015,PORT HUENEME,0.992304301,C
2015,PORT ORFORD,0.305398744,O
2015,PRINCETON / HALF MOON BAY,0.953326479,C
2015,REDONDO BEACH,0.99272968,C
2015,RICHMOND,0.969559178,C
2015,SAN DIEGO,0.998731704,C
2015,SAN FRANCISCO,0.96507891,C
2015,SAN PEDRO,0.992894202,C
2015,SAN SIMEON,0.733010234,C
2015,SANTA BARBARA,0.988645098,C
2015,SANTA CRUZ,0.939306381,C
2015,SANTA MONICA,0.993183219,C
2015,SAUSALITO,0.909352844,C
2015,SEAL BEACH,0.993292331,C
2015,SHELTER COVE,0.445100606,C
2015,SOUTH SAN FRANCISCO,0.960120758,C
2015,TACOMA,NA,W
2015,TERMINAL ISLAND,0.993015095,C
2015,THE DALLES,NA,W
2015,VALLEJO,0.979170567,C
2015,VENTURA,0.993424892,C
2015,WESTPORT,NA,W
2015,WHIDBY ISLAND,NA,W
2015,WILLOW CREEK,0.679550139,C
2015,WILMINGTON,0.992959251,C
2015,WINCHESTER BAY,0.722418228,O
2016,ABERDEEN,NA,W
2016,ALAMEDA,0.467076039,C
2016,ANACORTES,NA,W
2016,ASTORIA,NA,O
2016,AVALON,0.984961845,C
2016,AVILA,0.493469784,C
2016,BELLINGHAM BAY,NA,W
2016,BERKELEY,0.482028971,C
2016,BODEGA BAY,0.207837777,C
2016,CATALINA ISLAND,0.98512085,C
2016,CHARLESTON (COOS BAY),0.358103502,O
2016,CHINOOK,NA,W
2016,CRESCENT CITY,0.389457984,C
2016,DANA POINT,0.993137369,C
2016,DILLON BEACH,0.231405787,C
2016,EMERYVILLE,0.46824149,C
2016,EUREKA,0.254696713,C
2016,FIELDS LANDING,0.221835441,C
2016,FORT BRAGG,0.118849416,C
2016,GARIBALDI (TILLAMOOK),NA,O
2016,GAVIOTA,0.828938888,C
2016,GOLETA,0.939584715,C
2016,GUADALUPE,0.612398683,C
2016,HUMBOLDT,0.333237674,C
2016,HUNTINGTON BEACH,0.990791751,C
2016,ILWACO,NA,W
2016,LACONNER,NA,W
2016,LONG BEACH,0.989353235,C
2016,LOS ANGELES,0.990305065,C
2016,MISSION BAY,0.997466034,C
2016,MONTEREY,0.240844137,C
2016,MORRO BAY,0.438924124,C
2016,MOSS LANDING,0.310372286,C
2016,NASELLE,NA,W
2016,NATIONAL CITY,0.997928692,C
2016,NEAH BAY,NA,W
2016,NEWPORT,NA,O
2016,NEWPORT BEACH,0.992665603,C
2016,OCEANSIDE,0.995932079,C
2016,OXNARD,0.987878451,C
2016,PLAYA DEL REY,0.989353235,C
2016,POINT LOMA,0.997650322,C
2016,PORT HUENEME,0.986992579,C
2016,PORT ORFORD,0.276463011,O
2016,PRINCETON / HALF MOON BAY,0.336681518,C
2016,REDONDO BEACH,0.988789295,C
2016,RICHMOND,0.428389873,C
2016,SAN DIEGO,0.998423515,C
2016,SAN FRANCISCO,0.40046794,C
2016,SAN PEDRO,0.989120674,C
2016,SAN SIMEON,0.321694341,C
2016,SANTA BARBARA,0.978890743,C
2016,SANTA CRUZ,0.32254143,C
2016,SANTA MONICA,0.989664444,C
2016,SAUSALITO,0.293924812,C
2016,SEAL BEACH,0.990341383,C
2016,SHELTER COVE,0.130976194,C
2016,SOUTH SAN FRANCISCO,0.367772157,C
2016,TACOMA,NA,W
2016,TERMINAL ISLAND,0.989475081,C
2016,THE DALLES,NA,W
2016,VALLEJO,0.508876162,C
2016,VENTURA,0.988974214,C
2016,WESTPORT,NA,W
2016,WHIDBY ISLAND,NA,W
2016,WILLOW CREEK,0.493059349,C
2016,WILMINGTON,0.989353235,C
2016,WINCHESTER BAY,0.633871019,O
2017,ABERDEEN,NA,W
2017,ALAMEDA,0.898195542,C
2017,ANACORTES,NA,W
2017,ASTORIA,NA,O
2017,AVALON,0.997659431,C
2017,AVILA,0.849952771,C
2017,BELLINGHAM BAY,NA,W
2017,BERKELEY,0.910447127,C
2017,BODEGA BAY,0.563679945,C
2017,CATALINA ISLAND,0.997683058,C
2017,CHARLESTON (COOS BAY),0.402897509,O
2017,CHINOOK,NA,W
2017,CRESCENT CITY,0.421700515,C
2017,DANA POINT,0.998921004,C
2017,DILLON BEACH,0.617603805,C
2017,EMERYVILLE,0.897550469,C
2017,EUREKA,0.350143704,C
2017,FIELDS LANDING,0.31894899,C
2017,FORT BRAGG,0.384175922,C
2017,GARIBALDI (TILLAMOOK),NA,O
2017,GAVIOTA,0.963172245,C
2017,GOLETA,0.988157074,C
2017,GUADALUPE,0.899293086,C
2017,HUMBOLDT,0.455595792,C
2017,HUNTINGTON BEACH,0.998549716,C
2017,ILWACO,NA,W
2017,LACONNER,NA,W
2017,LONG BEACH,0.998312319,C
2017,LOS ANGELES,0.998481612,C
2017,MISSION BAY,0.999605239,C
2017,MONTEREY,0.751298035,C
2017,MORRO BAY,0.824668149,C
2017,MOSS LANDING,0.80925622,C
2017,NASELLE,NA,W
2017,NATIONAL CITY,0.999664536,C
2017,NEAH BAY,NA,W
2017,NEWPORT,NA,O
2017,NEWPORT BEACH,0.99885186,C
2017,OCEANSIDE,0.999363461,C
2017,OXNARD,0.997760268,C
2017,PLAYA DEL REY,0.998312319,C
2017,POINT LOMA,0.999633445,C
2017,PORT HUENEME,0.997609598,C
2017,PORT ORFORD,0.308369178,O
2017,PRINCETON / HALF MOON BAY,0.798125375,C
2017,REDONDO BEACH,0.998215299,C
2017,RICHMOND,0.876881162,C
2017,SAN DIEGO,0.999755612,C
2017,SAN FRANCISCO,0.853044257,C
2017,SAN PEDRO,0.998274799,C
2017,SAN SIMEON,0.734799784,C
2017,SANTA BARBARA,0.996082213,C
2017,SANTA CRUZ,0.804111538,C
2017,SANTA MONICA,0.998356657,C
2017,SAUSALITO,0.735435429,C
2017,SEAL BEACH,0.998479205,C
2017,SHELTER COVE,0.366974639,C
2017,SOUTH SAN FRANCISCO,0.826020194,C
2017,TACOMA,NA,W
2017,TERMINAL ISLAND,0.998334037,C
2017,THE DALLES,NA,W
2017,VALLEJO,0.921562999,C
2017,VENTURA,0.997923584,C
2017,WESTPORT,NA,W
2017,WHIDBY ISLAND,NA,W
2017,WILLOW CREEK,0.609394769,C
2017,WILMINGTON,0.998312319,C
2017,WINCHESTER BAY,0.745600589,O
2018,ABERDEEN,NA,W
2018,ALAMEDA,0.927966417,C
2018,ANACORTES,NA,W
2018,ASTORIA,NA,O
2018,AVALON,0.997686748,C
2018,AVILA,0.756045411,C
2018,BELLINGHAM BAY,NA,W
2018,BERKELEY,0.935723191,C
2018,BODEGA BAY,0.659062468,C
2018,CATALINA ISLAND,0.997702274,C
2018,CHARLESTON (COOS BAY),0.378840503,O
2018,CHINOOK,NA,W
2018,CRESCENT CITY,0.379560176,C
2018,DANA POINT,0.998905933,C
2018,DILLON BEACH,0.70240535,C
2018,EMERYVILLE,0.926706062,C
2018,EUREKA,0.326418949,C
2018,FIELDS LANDING,0.300750504,C
2018,FORT BRAGG,0.449302621,C
2018,GARIBALDI (TILLAMOOK),NA,O
2018,GAVIOTA,0.958903578,C
2018,GOLETA,0.987625843,C
2018,GUADALUPE,0.835341229,C
2018,HUMBOLDT,0.424623486,C
2018,HUNTINGTON BEACH,0.998537439,C
2018,ILWACO,NA,W
2018,LACONNER,NA,W
2018,LONG BEACH,0.998328314,C
2018,LOS ANGELES,0.998513121,C
2018,MISSION BAY,0.999609401,C
2018,MONTEREY,0.690834287,C
2018,MORRO BAY,0.716516382,C
2018,MOSS LANDING,0.795097805,C
2018,NASELLE,NA,W
2018,NATIONAL CITY,0.999667522,C
2018,NEAH BAY,NA,W
2018,NEWPORT,NA,O
2018,NEWPORT BEACH,0.998846042,C
2018,OCEANSIDE,0.999369516,C
2018,OXNARD,0.998054868,C
2018,PLAYA DEL REY,0.998328314,C
2018,POINT LOMA,0.999638395,C
2018,PORT HUENEME,0.997867193,C
2018,PORT ORFORD,0.283827094,O
2018,PRINCETON / HALF MOON BAY,0.850487515,C
2018,REDONDO BEACH,0.998243554,C
2018,RICHMOND,0.909937486,C
2018,SAN DIEGO,0.999759378,C
2018,SAN FRANCISCO,0.8944034,C
2018,SAN PEDRO,0.998283334,C
2018,SAN SIMEON,0.607091467,C
2018,SANTA BARBARA,0.996404296,C
2018,SANTA CRUZ,0.828080249,C
2018,SANTA MONICA,0.998414095,C
2018,SAUSALITO,0.796194252,C
2018,SEAL BEACH,0.99847688,C
2018,SHELTER COVE,0.393029694,C
2018,SOUTH SAN FRANCISCO,0.875339344,C
2018,TACOMA,NA,W
2018,TERMINAL ISLAND,0.998333084,C
2018,THE DALLES,NA,W
2018,VALLEJO,0.943186048,C
2018,VENTURA,0.998273233,C
2018,WESTPORT,NA,W
2018,WHIDBY ISLAND,NA,W
2018,WILLOW CREEK,0.554391779,C
2018,WILMINGTON,0.998328314,C
2018,WINCHESTER BAY,0.694702549,O
2019,ABERDEEN,NA,W
2019,ALAMEDA,0.620137652,C
2019,ANACORTES,NA,W
2019,ASTORIA,NA,O
2019,AVALON,0.967877632,C
2019,AVILA,0.560397534,C
2019,BELLINGHAM BAY,NA,W
2019,BERKELEY,0.640010417,C
2019,BODEGA BAY,0.304853594,C
2019,CATALINA ISLAND,0.968145542,C
2019,CHARLESTON (COOS BAY),0.336455542,O
2019,CHINOOK,NA,W
2019,CRESCENT CITY,0.313922461,C
2019,DANA POINT,0.983875861,C
2019,DILLON BEACH,0.337541866,C
2019,EMERYVILLE,0.621695772,C
2019,EUREKA,0.242648983,C
2019,FIELDS LANDING,0.214369268,C
2019,FORT BRAGG,0.199659856,C
2019,GARIBALDI (TILLAMOOK),NA,O
2019,GAVIOTA,0.791187255,C
2019,GOLETA,0.900286194,C
2019,GUADALUPE,0.645655704,C
2019,HUMBOLDT,0.329963365,C
2019,HUNTINGTON BEACH,0.979033237,C
2019,ILWACO,NA,W
2019,LACONNER,NA,W
2019,LONG BEACH,0.97598998,C
2019,LOS ANGELES,0.979356517,C
2019,MISSION BAY,0.993882108,C
2019,MONTEREY,0.337471878,C
2019,MORRO BAY,0.526613062,C
2019,MOSS LANDING,0.428062073,C
2019,NASELLE,NA,W
2019,NATIONAL CITY,0.994770082,C
2019,NEAH BAY,NA,W
2019,NEWPORT,NA,O
2019,NEWPORT BEACH,0.983183703,C
2019,OCEANSIDE,0.990365035,C
2019,OXNARD,0.97594252,C
2019,PLAYA DEL REY,0.97598998,C
2019,POINT LOMA,0.994271712,C
2019,PORT HUENEME,0.973806929,C
2019,PORT ORFORD,0.245459857,O
2019,PRINCETON / HALF MOON BAY,0.460438289,C
2019,REDONDO BEACH,0.974890236,C
2019,RICHMOND,0.587336626,C
2019,SAN DIEGO,0.996161771,C
2019,SAN FRANCISCO,0.551612672,C
2019,SAN PEDRO,0.97538811,C
2019,SAN SIMEON,0.402879783,C
2019,SANTA BARBARA,0.960803253,C
2019,SANTA CRUZ,0.443531489,C
2019,SANTA MONICA,0.977543611,C
2019,SAUSALITO,0.424882224,C
2019,SEAL BEACH,0.978283346,C
2019,SHELTER COVE,0.197768936,C
2019,SOUTH SAN FRANCISCO,0.508121564,C
2019,TACOMA,NA,W
2019,TERMINAL ISLAND,0.976070092,C
2019,THE DALLES,NA,W
2019,VALLEJO,0.677454247,C
2019,VENTURA,0.978757859,C
2019,WESTPORT,NA,W
2019,WHIDBY ISLAND,NA,W
2019,WILLOW CREEK,0.463130136,C
2019,WILMINGTON,0.97598998,C
2019,WINCHESTER BAY,0.612199111,O
