LANDING_YEAR,PORT_NAME,AGENCY_CODE,SDM_90_JS_CPUE
2011,BELLINGHAM BAY,W,NA
2011,BERKELEY,C,1.243195272840149
2011,BODEGA BAY,C,0.455917047419099
2011,CATALINA ISLAND,C,2.5556261829972664
2011,CHARLESTON (COOS BAY),O,0.7083369829140238
2011,CRESCENT CITY,C,0.8272604823691085
2011,DANA POINT,C,2.7231640950394636
2011,DILLON BEACH,C,0.5211190149179595
2011,EUREKA,C,0.4578148357837471
2011,FORT BRAGG,C,0.13768887327339055
2011,GARIBALDI (TILLAMOOK),O,NA
2011,GAVIOTA,C,2.0910055739609237
2011,GOLETA,C,2.2896583764207845
2011,GUADALUPE,C,1.9297755128185354
2011,HUMBOLDT,C,0.5790012008126509
2011,HUNTINGTON BEACH,C,2.762870088400484
2011,ILWACO,W,NA
2011,LACONNER,W,NA
2011,LONG BEACH,C,2.7618426071534006
2011,LOS ANGELES,C,2.9267956212292807
2011,MISSION BAY,C,2.4405488064706486
2011,MONTEREY,C,0.8204636343172338
2011,MORRO BAY,C,1.7555432039639032
2011,MOSS LANDING,C,1.0488131586752092
2011,"NASELLE",W,NA
2011,"NATIONAL CITY",C,2.5687167413897716
2011,NEAH BAY,W,NA
2011,NEWPORT,O,NA
2011,NEWPORT BEACH,C,2.7804168553109485
2011,OCEANSIDE,C,2.627484039687373
2011,OXNARD,C,2.7923730588758384
2011,PLAYA DEL REY,C,2.7618426071534006
2011,POINT LOMA,C,2.425594030199043
2011,PORT HUENEME,C,2.7450665344721417
2011,PRINCETON / HALF MOON BAY,C,0.9410619323798072
2011,REDONDO BEACH,C,2.7581792918359556
2011,SAN DIEGO,C,2.4025068052457006
2011,SAN FRANCISCO,C,1.0200271376690186
2011,SAN PEDRO,C,2.728331643395261
2011,SAN SIMEON,C,1.3621849593294277
2011,SANTA BARBARA,C,2.6127077549140485
2011,SANTA CRUZ,C,0.9952666482429567
2011,SANTA MONICA,C,2.8799040059477203
2011,SEAL BEACH,C,2.784551094147597
2011,TACOMA,W,NA
2011,TERMINAL ISLAND,C,2.744802813999501
2011,VALLEJO,C,1.2935834562164277
2011,VENTURA,C,2.8284797352313356
2011,WESTPORT,W,NA
2011,WILLOW CREEK,C,0.9917209985413287
2011,WILMINGTON,C,2.7618426071534006
2011,WINCHESTER BAY,O,1.2774767592997684
2012,ABERDEEN,W,NA
2012,ALAMEDA,C,1.8809772336848
2012,ANACORTES,W,NA
2012,ASTORIA,O,NA
2012,AVALON,C,5.886061550446822
2012,AVILA,C,4.011435114799414
2012,BELLINGHAM BAY,W,NA
2012,BERKELEY,C,1.956841620975675
2012,BODEGA BAY,C,0.8826167905355925
2012,CATALINA ISLAND,C,5.896383072038181
2012,CHARLESTON (COOS BAY),O,0.8640769398625708
2012,CRESCENT CITY,C,0.8652334889000294
2012,DANA POINT,C,5.920975150036687
2012,DILLON BEACH,C,0.9764622904310009
2012,EUREKA,C,0.5265624586300813
2012,FORT BRAGG,C,0.49878685294584324
2012,GARIBALDI (TILLAMOOK),O,NA
2012,GAVIOTA,C,5.160562465341679
2012,GOLETA,C,5.547675338818052
2012,GUADALUPE,C,4.4574248577891575
2012,HUMBOLDT,C,0.6721900105960903
2012,HUNTINGTON BEACH,C,6.1867767300308865
2012,ILWACO,W,NA
2012,LACONNER,W,NA
2012,LONG BEACH,C,6.238795161912539
2012,LOS ANGELES,C,6.4827196527404505
2012,MISSION BAY,C,4.958982099094831
2012,MONTEREY,C,1.7860491450170306
2012,MORRO BAY,C,3.7578334437908376
2012,MOSS LANDING,C,1.9677928311767352
2012,"NASELLE",W,NA
2012,"NATIONAL CITY",C,5.106666080647251
2012,NEAH BAY,W,NA
2012,NEWPORT,O,NA
2012,NEWPORT BEACH,C,6.0942584160073
2012,OCEANSIDE,C,5.492174319613707
2012,OXNARD,C,6.17635846417897
2012,PLAYA DEL REY,C,6.238795161912539
2012,POINT LOMA,C,4.904668356494921
2012,PORT HUENEME,C,6.12035708762769
2012,PRINCETON / HALF MOON BAY,C,1.453630875018406
2012,REDONDO BEACH,C,6.245797764818668
2012,SAN DIEGO,C,4.784370701710556
2012,SAN FRANCISCO,C,1.6292228651084426
2012,SAN PEDRO,C,6.186454207262863
2012,SAN SIMEON,C,3.0876880350532923
2012,SANTA BARBARA,C,5.846684265612981
2012,SANTA CRUZ,C,1.699814477916272
2012,SANTA MONICA,C,6.369523327603794
2012,SEAL BEACH,C,6.257564967719494
2012,TACOMA,W,NA
2012,TERMINAL ISLAND,C,6.20831153212822
2012,VALLEJO,C,2.062421715225164
2012,VENTURA,C,6.1859115593418945
2012,WESTPORT,W,NA
2012,WILLOW CREEK,C,0.9991459906054341
2012,WILMINGTON,C,6.238795161912539
2012,WINCHESTER BAY,O,1.6152325765028475
2013,ABERDEEN,W,NA
2013,ALAMEDA,C,2.4014078069365077
2013,ANACORTES,W,NA
2013,ASTORIA,O,NA
2013,AVALON,C,5.517849742950079
2013,AVILA,C,1.793995507378633
2013,BELLINGHAM BAY,W,NA
2013,BERKELEY,C,2.4794648326611313
2013,BODEGA BAY,C,1.0556403081877734
2013,CATALINA ISLAND,C,5.527040805551851
2013,CHARLESTON (COOS BAY),O,1.5873016888123674
2013,CRESCENT CITY,C,1.401895701549695
2013,DANA POINT,C,5.499850786887478
2013,DILLON BEACH,C,1.1879877376037136
2013,EUREKA,C,0.8195300323277006
2013,FORT BRAGG,C,0.38680666829414734
2013,GARIBALDI (TILLAMOOK),O,NA
2013,GAVIOTA,C,4.4019788066937
2013,GOLETA,C,5.192838994797905
2013,GUADALUPE,C,2.658920973421647
2013,HUMBOLDT,C,1.0432427195268805
2013,HUNTINGTON BEACH,C,5.754303405385597
2013,ILWACO,W,NA
2013,LACONNER,W,NA
2013,LONG BEACH,C,5.817872699246331
2013,LOS ANGELES,C,6.032472760530457
2013,MISSION BAY,C,4.584767274236379
2013,MONTEREY,C,1.1926747777518867
2013,MORRO BAY,C,1.3395261822977345
2013,MOSS LANDING,C,1.603574747751032
2013,"NASELLE",W,NA
2013,"NATIONAL CITY",C,4.711220220261154
2013,NEAH BAY,W,NA
2013,NEWPORT,O,NA
2013,NEWPORT BEACH,C,5.660865210201691
2013,OCEANSIDE,C,5.080408416867516
2013,OXNARD,C,5.779469269095594
2013,PLAYA DEL REY,C,5.817872699246331
2013,POINT LOMA,C,4.535038730086276
2013,PORT HUENEME,C,5.733686281224791
2013,PRINCETON / HALF MOON BAY,C,1.893541708940123
2013,REDONDO BEACH,C,5.828841790160699
2013,SAN DIEGO,C,4.409668710470001
2013,SAN FRANCISCO,C,2.092244522791728
2013,SAN PEDRO,C,5.771534888446186
2013,SAN SIMEON,C,0.9298340582693352
2013,SANTA BARBARA,C,5.4470981850562055
2013,SANTA CRUZ,C,1.7972560396879689
2013,SANTA MONICA,C,5.9394323142240575
2013,SEAL BEACH,C,5.821144085690417
2013,TACOMA,W,NA
2013,TERMINAL ISLAND,C,5.789499306089972
2013,VALLEJO,C,2.5437218237987467
2013,VENTURA,C,5.785568669753606
2013,WESTPORT,W,NA
2013,WILLOW CREEK,C,1.6416072972486562
2013,WILMINGTON,C,5.817872699246331
2013,WINCHESTER BAY,O,3.0653336076679736
2014,ABERDEEN,W,NA
2014,ALAMEDA,C,3.1818242865517226
2014,ANACORTES,W,NA
2014,ASTORIA,O,NA
2014,AVALON,C,6.2320405117366615
2014,AVILA,C,4.716893515760082
2014,BELLINGHAM BAY,W,NA
2014,BERKELEY,C,3.2455588515173694
2014,BODEGA BAY,C,1.3627856987737115
2014,CATALINA ISLAND,C,6.241856720365673
2014,CHARLESTON (COOS BAY),O,1.9740083790113434
2014,CRESCENT CITY,C,1.6931800835589672
2014,DANA POINT,C,6.199728262239783
2014,DILLON BEACH,C,1.5543930178568166
2014,EUREKA,C,1.0003531391217881
2014,FORT BRAGG,C,0.2957383658790543
2014,GARIBALDI (TILLAMOOK),O,NA
2014,GAVIOTA,C,5.482147759711135
2014,GOLETA,C,5.820347464566333
2014,GUADALUPE,C,5.023842544118387
2014,HUMBOLDT,C,1.262751013942574
2014,HUNTINGTON BEACH,C,6.492621348979519
2014,ILWACO,W,NA
2014,LACONNER,W,NA
2014,LONG BEACH,C,6.5687506927771055
2014,LOS ANGELES,C,6.79792082976233
2014,MISSION BAY,C,5.171137974371995
2014,MONTEREY,C,2.821460771235052
2014,MORRO BAY,C,4.555940013835694
2014,MOSS LANDING,C,3.1435735744472213
2014,"NASELLE",W,NA
2014,"NATIONAL CITY",C,5.287048377036999
2014,NEAH BAY,W,NA
2014,NEWPORT,O,NA
2014,NEWPORT BEACH,C,6.378813637878922
2014,OCEANSIDE,C,5.719577328189873
2014,OXNARD,C,6.49084030806954
2014,PLAYA DEL REY,C,6.5687506927771055
2014,POINT LOMA,C,5.1173081979045625
2014,PORT HUENEME,C,6.438658851870913
2014,PRINCETON / HALF MOON BAY,C,2.623883931542169
2014,REDONDO BEACH,C,6.581328611436853
2014,SAN DIEGO,C,4.971998257534224
2014,SAN FRANCISCO,C,2.8106159997959397
2014,SAN PEDRO,C,6.515996116040322
2014,SAN SIMEON,C,3.8969332636089096
2014,SANTA BARBARA,C,6.119169745921608
2014,SANTA CRUZ,C,2.906344205155996
2014,SANTA MONICA,C,6.69722226114961
2014,SEAL BEACH,C,6.569936860016735
2014,TACOMA,W,NA
2014,TERMINAL ISLAND,C,6.535961903313395
2014,VALLEJO,C,3.2408512106625054
2014,VENTURA,C,6.486135265298903
2014,WESTPORT,W,NA
2014,WILLOW CREEK,C,1.974279779716267
2014,WILMINGTON,C,6.5687506927771055
2014,WINCHESTER BAY,O,3.80553332101925
2015,ABERDEEN,W,NA
2015,ALAMEDA,C,4.414449535554195
2015,ANACORTES,W,NA
2015,ASTORIA,O,NA
2015,AVALON,C,4.34401037690246
2015,AVILA,C,2.6107919737976366
2015,BELLINGHAM BAY,W,NA
2015,BERKELEY,C,4.483222460721049
2015,BODEGA BAY,C,1.9346430724753325
2015,CATALINA ISLAND,C,4.3514758121532555
2015,CHARLESTON (COOS BAY),O,1.005517544076084
2015,CRESCENT CITY,C,1.0239530154174847
2015,DANA POINT,C,4.366185636358072
2015,DILLON BEACH,C,2.222760268392656
2015,EUREKA,C,0.588060421946533
2015,FORT BRAGG,C,0.2526637050665917
2015,GARIBALDI (TILLAMOOK),O,NA
2015,GAVIOTA,C,3.4860768613695945
2015,GOLETA,C,3.9108370542779345
2015,GUADALUPE,C,2.926367081988904
2015,HUMBOLDT,C,0.7481101219142453
2015,HUNTINGTON BEACH,C,4.533329288314672
2015,ILWACO,W,NA
2015,LACONNER,W,NA
2015,LONG BEACH,C,4.5653826015614305
2015,LOS ANGELES,C,4.716533812418731
2015,MISSION BAY,C,3.6893040245704976
2015,MONTEREY,C,2.5889847551887013
2015,MORRO BAY,C,2.4612235690467714
2015,MOSS LANDING,C,3.339463073887526
2015,"NASELLE",W,NA
2015,"NATIONAL CITY",C,3.7601362316294633
2015,NEAH BAY,W,NA
2015,NEWPORT,O,NA
2015,NEWPORT BEACH,C,4.476937439599852
2015,OCEANSIDE,C,4.0652953939715415
2015,OXNARD,C,4.4931366470960485
2015,PLAYA DEL REY,C,4.5653826015614305
2015,POINT LOMA,C,3.6529040014173226
2015,PORT HUENEME,C,4.453556725831243
2015,PRINCETON / HALF MOON BAY,C,3.78335926588248
2015,REDONDO BEACH,C,4.5685520668924875
2015,SAN DIEGO,C,3.550762182035299
2015,SAN FRANCISCO,C,3.9696134466355577
2015,SAN PEDRO,C,4.5360044758379345
2015,SAN SIMEON,C,1.931215321246431
2015,SANTA BARBARA,C,4.210837888471863
2015,SANTA CRUZ,C,3.690402147501626
2015,SANTA MONICA,C,4.6413338872370815
2015,SEAL BEACH,C,4.5748203265343035
2015,TACOMA,W,NA
2015,TERMINAL ISLAND,C,4.5504912084009606
2015,VALLEJO,C,4.429325159134023
2015,VENTURA,C,4.494793710864738
2015,WESTPORT,W,NA
2015,WILLOW CREEK,C,1.2057454839063704
2015,WILMINGTON,C,4.5653826015614305
2015,WINCHESTER BAY,O,1.9355297037753483
2016,ABERDEEN,W,NA
2016,ALAMEDA,C,1.0373956540103444
2016,ANACORTES,W,NA
2016,ASTORIA,O,NA
2016,AVALON,C,3.9734649290700914
2016,AVILA,C,1.2834838870451366
2016,BELLINGHAM BAY,W,NA
2016,BERKELEY,C,1.074002616577274
2016,BODEGA BAY,C,0.40753436117375624
2016,CATALINA ISLAND,C,3.9816260434410284
2016,CHARLESTON (COOS BAY),O,1.1584354849082477
2016,CRESCENT CITY,C,1.0224156599860732
2016,DANA POINT,C,4.011301251418331
2016,DILLON BEACH,C,0.4620657757729515
2016,EUREKA,C,0.5379923968886968
2016,FORT BRAGG,C,0.16274442072972448
2016,GARIBALDI (TILLAMOOK),O,NA
2016,GAVIOTA,C,2.972209489946621
2016,GOLETA,C,3.62502854565924
2016,GUADALUPE,C,1.830298225271912
2016,HUMBOLDT,C,0.6837735366063589
2016,HUNTINGTON BEACH,C,4.167734783785597
2016,ILWACO,W,NA
2016,LACONNER,W,NA
2016,LONG BEACH,C,4.207511164911682
2016,LOS ANGELES,C,4.3691951004292635
2016,MISSION BAY,C,3.405357574501909
2016,MONTEREY,C,0.5888874254614803
2016,MORRO BAY,C,1.02476042294417
2016,MOSS LANDING,C,0.7835009145075305
2016,"NASELLE",W,NA
2016,"NATIONAL CITY",C,3.532556478824056
2016,NEAH BAY,W,NA
2016,NEWPORT,O,NA
2016,NEWPORT BEACH,C,4.120692409988109
2016,OCEANSIDE,C,3.757388659429902
2016,OXNARD,C,4.200304697261551
2016,PLAYA DEL REY,C,4.207511164911682
2016,POINT LOMA,C,3.3712471160476505
2016,PORT HUENEME,C,4.157795411167563
2016,PRINCETON / HALF MOON BAY,C,0.8203407390012523
2016,REDONDO BEACH,C,4.2148662057236175
2016,SAN DIEGO,C,3.297225580811664
2016,SAN FRANCISCO,C,0.874610230362448
2016,SAN PEDRO,C,4.1746164459557695
2016,SAN SIMEON,C,0.7194964908506809
2016,SANTA BARBARA,C,3.9156488694238667
2016,SANTA CRUZ,C,0.8244309085754568
2016,SANTA MONICA,C,4.299815946585616
2016,SEAL BEACH,C,4.213300833710285
2016,TACOMA,W,NA
2016,TERMINAL ISLAND,C,4.188145962300274
2016,VALLEJO,C,1.1256241351631522
2016,VENTURA,C,4.215493667277198
2016,WESTPORT,W,NA
2016,WILLOW CREEK,C,1.1549204182115593
2016,WILMINGTON,C,4.207511164911682
2016,WINCHESTER BAY,O,2.1480559946032116
2017,ABERDEEN,W,NA
2017,ALAMEDA,C,3.4269716069366867
2017,ANACORTES,W,NA
2017,ASTORIA,O,NA
2017,AVALON,C,5.815178537873456
2017,AVILA,C,3.7781421462278555
2017,BELLINGHAM BAY,W,NA
2017,BERKELEY,C,3.5020313370300977
2017,BODEGA BAY,C,1.4979169989904457
2017,CATALINA ISLAND,C,5.8237840926316355
2017,CHARLESTON (COOS BAY),O,2.0849020762308657
2017,CRESCENT CITY,C,1.6742670208038792
2017,DANA POINT,C,5.778489498506932
2017,DILLON BEACH,C,1.7075059706804872
2017,EUREKA,C,0.9544647988576263
2017,FORT BRAGG,C,0.44427625138931914
2017,GARIBALDI (TILLAMOOK),O,NA
2017,GAVIOTA,C,5.0055307700052545
2017,GOLETA,C,5.440490902651327
2017,GUADALUPE,C,4.2424447336044295
2017,HUMBOLDT,C,1.2217421904839438
2017,HUNTINGTON BEACH,C,6.045666457220589
2017,ILWACO,W,NA
2017,LACONNER,W,NA
2017,LONG BEACH,C,6.11476530385029
2017,LOS ANGELES,C,6.322727207037908
2017,MISSION BAY,C,4.829288341313253
2017,MONTEREY,C,2.4161982486671647
2017,MORRO BAY,C,3.520723318827327
2017,MOSS LANDING,C,2.9518090809807336
2017,"NASELLE",W,NA
2017,"NATIONAL CITY",C,4.911787666727851
2017,NEAH BAY,W,NA
2017,NEWPORT,O,NA
2017,NEWPORT BEACH,C,5.944539114979661
2017,OCEANSIDE,C,5.333114577428389
2017,OXNARD,C,6.056938212369287
2017,PLAYA DEL REY,C,6.11476530385029
2017,POINT LOMA,C,4.7810007620566015
2017,PORT HUENEME,C,6.008659936206187
2017,PRINCETON / HALF MOON BAY,C,2.841206084930335
2017,REDONDO BEACH,C,6.125835412282347
2017,SAN DIEGO,C,4.636264745424527
2017,SAN FRANCISCO,C,3.0370517842743032
2017,SAN PEDRO,C,6.066938771454337
2017,SAN SIMEON,C,2.8193235245096617
2017,SANTA BARBARA,C,5.728132560703649
2017,SANTA CRUZ,C,2.964400970396066
2017,SANTA MONICA,C,6.233162918630979
2017,SEAL BEACH,C,6.114534959364168
2017,TACOMA,W,NA
2017,TERMINAL ISLAND,C,6.084309497474015
2017,VALLEJO,C,3.525773938228356
2017,VENTURA,C,6.062298600572234
2017,WESTPORT,W,NA
2017,WILLOW CREEK,C,1.8799839749352403
2017,WILMINGTON,C,6.11476530385029
2017,WINCHESTER BAY,O,3.972533250252007
2018,ABERDEEN,W,NA
2018,ALAMEDA,C,3.7106805539781287
2018,ANACORTES,W,NA
2018,ASTORIA,O,NA
2018,AVALON,C,5.701923000723061
2018,AVILA,C,2.7915465708655853
2018,BELLINGHAM BAY,W,NA
2018,BERKELEY,C,3.7660613980284046
2018,BODEGA BAY,C,1.6309532613950108
2018,CATALINA ISLAND,C,5.710549516166863
2018,CHARLESTON (COOS BAY),O,0.9890448564629118
2018,CRESCENT CITY,C,1.0319330591086855
2018,DANA POINT,C,5.689894211456944
2018,DILLON BEACH,C,1.8628264163714792
2018,EUREKA,C,0.6400250302326206
2018,FORT BRAGG,C,0.4230956801198538
2018,GARIBALDI (TILLAMOOK),O,NA
2018,GAVIOTA,C,4.648396711198029
2018,GOLETA,C,5.245622396849392
2018,GUADALUPE,C,3.4391751749257593
2018,HUMBOLDT,C,0.8184151721214284
2018,HUNTINGTON BEACH,C,5.931540751749111
2018,ILWACO,W,NA
2018,LACONNER,W,NA
2018,LONG BEACH,C,5.9826185503101605
2018,LOS ANGELES,C,6.185857005381811
2018,MISSION BAY,C,4.763151460808937
2018,MONTEREY,C,2.2456905640066704
2018,MORRO BAY,C,2.4438672744118204
2018,MOSS LANDING,C,2.8892684992761617
2018,"NASELLE",W,NA
2018,"NATIONAL CITY",C,4.8363554281214345
2018,NEAH BAY,W,NA
2018,NEWPORT,O,NA
2018,NEWPORT BEACH,C,5.84236567393895
2018,OCEANSIDE,C,5.260656992209954
2018,OXNARD,C,5.885356288343457
2018,PLAYA DEL REY,C,5.9826185503101605
2018,POINT LOMA,C,4.713041692542853
2018,PORT HUENEME,C,5.834420118785691
2018,PRINCETON / HALF MOON BAY,C,3.1558509613746115
2018,REDONDO BEACH,C,5.988239652021467
2018,SAN DIEGO,C,4.573152940836981
2018,SAN FRANCISCO,C,3.3062323084281484
2018,SAN PEDRO,C,5.940973198128774
2018,SAN SIMEON,C,1.8760600229425128
2018,SANTA BARBARA,C,5.521983761055337
2018,SANTA CRUZ,C,3.131385644539857
2018,SANTA MONICA,C,6.083699833440142
2018,SEAL BEACH,C,5.992428489631046
2018,TACOMA,W,NA
2018,TERMINAL ISLAND,C,5.958789223211623
2018,VALLEJO,C,3.742067529630985
2018,VENTURA,C,5.888169709223925
2018,WESTPORT,W,NA
2018,WILLOW CREEK,C,1.2471705980278665
2018,WILMINGTON,C,5.9826185503101605
2018,WINCHESTER BAY,O,1.9088163065493546
2019,ABERDEEN,W,NA
2019,ALAMEDA,C,1.464279507121848
2019,ANACORTES,W,NA
2019,ASTORIA,O,NA
2019,AVALON,C,3.5730148911750734
2019,AVILA,C,1.6398670368631716
2019,BELLINGHAM BAY,W,NA
2019,BERKELEY,C,1.4965407349084483
2019,BODEGA BAY,C,0.5388293746594812
2019,CATALINA ISLAND,C,3.5819368997061076
2019,CHARLESTON (COOS BAY),O,0.7147262037453356
2019,CRESCENT CITY,C,0.744657747733117
2019,DANA POINT,C,3.6577233896441546
2019,DILLON BEACH,C,0.6242904287642631
2019,EUREKA,C,0.38632892483877246
2019,FORT BRAGG,C,0.13731908382006705
2019,GARIBALDI (TILLAMOOK),O,NA
2019,GAVIOTA,C,2.7685808927125595
2019,GOLETA,C,3.250365487439255
2019,GUADALUPE,C,2.0225524552750453
2019,HUMBOLDT,C,0.4874301190730679
2019,HUNTINGTON BEACH,C,3.7846958510643156
2019,ILWACO,W,NA
2019,LACONNER,W,NA
2019,LONG BEACH,C,3.8046400182083095
2019,LOS ANGELES,C,3.9512998574131726
2019,MISSION BAY,C,3.1270216576637253
2019,MONTEREY,C,0.8959871430835883
2019,MORRO BAY,C,1.4717106597970009
2019,MOSS LANDING,C,1.1763215025670528
2019,"NASELLE",W,NA
2019,"NATIONAL CITY",C,3.2019552163212888
2019,NEAH BAY,W,NA
2019,NEWPORT,O,NA
2019,NEWPORT BEACH,C,3.7504774238857546
2019,OCEANSIDE,C,3.4269835814404312
2019,OXNARD,C,3.7943538339305785
2019,PLAYA DEL REY,C,3.8046400182083095
2019,POINT LOMA,C,3.102109307995386
2019,PORT HUENEME,C,3.751848712323041
2019,PRINCETON / HALF MOON BAY,C,1.1710452613578457
2019,REDONDO BEACH,C,3.8043882116432
2019,SAN DIEGO,C,3.026107630682946
2019,SAN FRANCISCO,C,1.2391345125192381
2019,SAN PEDRO,C,3.7769367686748327
2019,SAN SIMEON,C,1.0867773925295812
2019,SANTA BARBARA,C,3.5598403687222504
2019,SANTA CRUZ,C,1.2084224545136097
2019,SANTA MONICA,C,3.886125699759889
2019,SEAL BEACH,C,3.819808017840566
2019,TACOMA,W,NA
2019,TERMINAL ISLAND,C,3.7915051966773876
2019,VALLEJO,C,1.5086680335012495
2019,VENTURA,C,3.818948781448487
2019,WESTPORT,W,NA
2019,WILLOW CREEK,C,0.8260913938888711
2019,WILMINGTON,C,3.8046400182083095
2019,WINCHESTER BAY,O,1.341565635997735
