"","VESSEL_NUM","group","min_year","max_year"
"1","1000086",1,2000,2004
"2","1022007",2,2000,2004
"3","1022047",1,2000,2004
"4","1026089",1,2000,2004
"5","1028402",2,2000,2004
"6","1036317",1,2000,2004
"7","1037553",1,2000,2004
"8","1050808",3,2000,2004
"9","1060787",1,2000,2004
"10","1061827",4,2000,2004
"11","1061917",4,2000,2004
"12","1065761",3,2000,2004
"13","1106032",1,2000,2004
"14","234010",4,2000,2004
"15","234530",1,2000,2004
"16","235066",1,2000,2004
"17","236505",3,2000,2004
"18","236642",4,2000,2004
"19","236760",4,2000,2004
"20","236806",4,2000,2004
"21","236947",4,2000,2004
"22","237432",3,2000,2004
"23","238969",4,2000,2004
"24","246212",4,2000,2004
"25","246518",4,2000,2004
"26","246533",1,2000,2004
"27","247128",4,2000,2004
"28","248217",3,2000,2004
"29","248454",4,2000,2004
"30","248555",3,2000,2004
"31","249439",3,2000,2004
"32","252749",4,2000,2004
"33","253321",1,2000,2004
"34","253402",4,2000,2004
"35","255313",4,2000,2004
"36","257604",1,2000,2004
"37","257966",2,2000,2004
"38","266881",1,2000,2004
"39","271529",1,2000,2004
"40","276920",4,2000,2004
"41","280451",1,2000,2004
"42","280452",4,2000,2004
"43","280453",3,2000,2004
"44","284470",4,2000,2004
"45","295673",1,2000,2004
"46","298124",1,2000,2004
"47","299176",3,2000,2004
"48","503304",1,2000,2004
"49","504605",2,2000,2004
"50","507798",4,2000,2004
"51","509632",4,2000,2004
"52","519966",1,2000,2004
"53","521803",2,2000,2004
"54","521976",3,2000,2004
"55","524626",4,2000,2004
"56","531019",4,2000,2004
"57","532023",1,2000,2004
"58","533122",3,2000,2004
"59","534233",1,2000,2004
"60","541444",4,2000,2004
"61","542076",3,2000,2004
"62","542513",4,2000,2004
"63","548223",4,2000,2004
"64","549243",3,2000,2004
"65","549506",4,2000,2004
"66","550415",3,2000,2004
"67","550481",2,2000,2004
"68","550564",4,2000,2004
"69","553607",2,2000,2004
"70","554504",3,2000,2004
"71","558158",3,2000,2004
"72","558619",3,2000,2004
"73","558684",1,2000,2004
"74","561951",3,2000,2004
"75","563321",1,2000,2004
"76","563965",3,2000,2004
"77","566145",3,2000,2004
"78","569240",1,2000,2004
"79","570025",2,2000,2004
"80","572344",2,2000,2004
"81","576745",1,2000,2004
"82","577381",1,2000,2004
"83","578511",4,2000,2004
"84","580688",2,2000,2004
"85","580798",2,2000,2004
"86","580843",1,2000,2004
"87","582022",4,2000,2004
"88","582167",4,2000,2004
"89","583781",1,2000,2004
"90","584336",4,2000,2004
"91","584928",3,2000,2004
"92","592177",4,2000,2004
"93","593326",3,2000,2004
"94","593871",3,2000,2004
"95","594793",3,2000,2004
"96","595177",2,2000,2004
"97","595214",1,2000,2004
"98","596994",1,2000,2004
"99","597788",1,2000,2004
"100","598127",3,2000,2004
"101","598202",2,2000,2004
"102","598611",2,2000,2004
"103","598813",4,2000,2004
"104","599620",2,2000,2004
"105","599711",3,2000,2004
"106","600518",3,2000,2004
"107","602150",1,2000,2004
"108","602429",1,2000,2004
"109","602455",4,2000,2004
"110","605599",4,2000,2004
"111","606156",4,2000,2004
"112","607367",4,2000,2004
"113","607691",3,2000,2004
"114","608155",2,2000,2004
"115","611694",3,2000,2004
"116","613302",4,2000,2004
"117","613318",4,2000,2004
"118","615601",3,2000,2004
"119","615795",1,2000,2004
"120","618791",3,2000,2004
"121","621541",3,2000,2004
"122","621553",2,2000,2004
"123","622522",4,2000,2004
"124","623332",3,2000,2004
"125","623344",1,2000,2004
"126","623983",3,2000,2004
"127","624240",4,2000,2004
"128","625449",4,2000,2004
"129","626289",4,2000,2004
"130","629721",4,2000,2004
"131","633570",4,2000,2004
"132","635900",4,2000,2004
"133","637178",3,2000,2004
"134","643138",4,2000,2004
"135","643518",4,2000,2004
"136","646577",1,2000,2004
"137","647246",3,2000,2004
"138","647528",1,2000,2004
"139","648115",3,2000,2004
"140","649333",4,2000,2004
"141","649364",3,2000,2004
"142","650376",1,2000,2004
"143","655047",1,2000,2004
"144","655523",4,2000,2004
"145","659770",3,2000,2004
"146","661936",1,2000,2004
"147","675015",2,2000,2004
"148","685870",4,2000,2004
"149","690849",4,2000,2004
"150","693271",4,2000,2004
"151","697944",1,2000,2004
"152","932627",2,2000,2004
"153","939449",4,2000,2004
"154","942575",3,2000,2004
"155","943301",3,2000,2004
"156","951443",4,2000,2004
"157","955501",2,2000,2004
"158","958223",1,2000,2004
"159","959096",3,2000,2004
"160","962151",3,2000,2004
"161","967753",2,2000,2004
"162","969797",2,2000,2004
"163","971540",4,2000,2004
"164","972638",4,2000,2004
"165","973296",1,2000,2004
"166","975597",3,2000,2004
"167","976542",3,2000,2004
"168","979365",2,2000,2004
"169","983626",3,2000,2004
"170","984694",4,2000,2004
"171","988037",1,2000,2004
"172","AK3246P",3,2000,2004
"173","CF0073KC",2,2000,2004
"174","CF0500SK",2,2000,2004
"175","CF0776EN",1,2000,2004
"176","CF1078HS",2,2000,2004
"177","CF1696BA",2,2000,2004
"178","CF1739FG",2,2000,2004
"179","CF2017ER",2,2000,2004
"180","CF2212HN",2,2000,2004
"181","CF2742ST",2,2000,2004
"182","CF2766GX",2,2000,2004
"183","CF2992SN",2,2000,2004
"184","CF3041FH",1,2000,2004
"185","CF3528KL",2,2000,2004
"186","CF3650NR",1,2000,2004
"187","CF3819EM",2,2000,2004
"188","CF3910KC",2,2000,2004
"189","CF4042GY",2,2000,2004
"190","CF4058HB",2,2000,2004
"191","CF4419NR",2,2000,2004
"192","CF4936KF",2,2000,2004
"193","CF5467CK",2,2000,2004
"194","CF6286SS",2,2000,2004
"195","CF6317SK",2,2000,2004
"196","CF6669KC",2,2000,2004
"197","CF6690SK",2,2000,2004
"198","CF6909CB",2,2000,2004
"199","CF8147EA",1,2000,2004
"200","CF8721HX",1,2000,2004
"201","CF9276KB",2,2000,2004
"202","CF9322KA",2,2000,2004
"203","CF9462GC",2,2000,2004
"204","CF9554HM",2,2000,2004
"205","OR661ZK",4,2000,2004
"206","WN0416RK",1,2000,2004
"207","WN5187NP",3,2000,2004
"208","WN9415RJ",3,2000,2004
"209","WN9664RJ",3,2000,2004
"210","WN9665RJ",3,2000,2004
