"VESSEL_NUM","AVG_REVENUE","LAT","DISTANCE_A","Percentage","diversity","group_all"
"558684",1075386.3753396,34.3734655979954,445647.938694029,0.982261635931573,1.00024781155645,4
"561951",85060.6747694444,35.5430156339556,1045279.55849012,0.856138906076278,1,5
"562157",403545.718641099,47.2262821672989,287334.728223344,0.0273156555076815,1.00004452560726,3
"563112",36486.6906166667,37.8033771300356,7393.18695132974,0.092279654391621,1,2
"563321",13963.2504642857,33.732368,0,0.681690802484122,1,1
"564301",996196.450165,35.4680838328579,400715.775117352,1,1,4
"566145",373026.2411453,47.4229189249258,254219.271984236,0.287819424536087,1.01305851172012,3
"570025",14161.6574634444,36.8880940817317,282254.791653085,0.0539841471221445,1,2
"572344",804099.521573,33.9570015513027,245133.954775506,0.95625756400129,1.114419708053,4
"578511",760534.98350875,34.0716580153598,111883.015518363,0.999239872244492,1.19071560320471,4
"582022",499759.165271333,33.8343069862748,88152.641796256,1,1.47693123476725,7
"582167",500549.07384,33.8447300243145,84129.2482848328,1,1.1231197544948,1
"582716",132795.041732,33.7349670831347,2494.93518015861,1,1,1
"584336",1102010.3117829,35.8007122007897,401618.451549776,0.99982004353963,1.19090392611961,4
"584928",128407.355945,38.3998086121649,1422091.10359046,0.596376032754702,1,5
"592177",831066.471465,34.3619289856911,206939.38906558,1,1.00034658863999,4
"593871",591715.209294,34.3126563851124,53020.0939664951,0.955843117482184,1.0001533217006,1
"595177",2394.9603375,33.7391613661942,2562.48068460583,1,1.12530098616159,1
"596167",4811.804798,33.7435898367219,4904.2525095973,1,1,1
"596222",57955.03521375,45.6417544698296,1317449.02074093,0.190331397381033,1,3
"596580",32409.9214,33.9443805417209,95384.6433077504,1,1,1
"596994",4019.1929,33.7355532005379,2644.35275667544,0.983900638981523,1,1
"597788",73907.29900625,33.7323880150172,397.724097292519,1,1,1
"598813",1279298.5755459,33.8889240901461,159733.82745241,0.964279753825646,1.28620809058777,4
"599711",419547.532185,47.0661788144493,133217.420015321,0.350120456602347,1.00017688006681,3
"602150",137069.301110125,33.7676578441608,53004.1625573693,0.99969266933107,1.01283783419717,1
"602204",45994.4975428571,46.3160947606714,10284.6846715327,0.994423175143856,1,6
"602429",1249130.87130614,34.6278098164642,327019.897430962,0.998359201035631,1.11882989316338,4
"602455",2587088.100014,33.8317248354991,83186.0615332267,0.933130537251026,1.54769542822281,4
"604313",27353.839425,33.726548665756,14641.9059367224,0.9671424279409,1,1
"605599",875729.50817024,37.6376986145191,1267260.06217784,0.987549700725763,1.66887256147019,5
"606156",86523.775175,33.1951682490332,2917.77955729923,0.998108992094644,1.47546284400112,7
"606699",200545.2169056,46.480986956142,103583.004822643,0.83418490835584,1.06302125541679,6
"607367",983673.407858167,38.5403677081313,1357272.06794631,0.962482524387483,1.79229849282452,5
"607603",27322.99735725,36.0472800945974,369988.178063234,0.201557171665455,1,2
"608155",235991.7654505,33.8221851242758,78089.6639020313,0.0144109991338378,1.00425030008988,2
"608463",57140.1897555556,36.5939865190994,412358.811321084,0.0670344727735531,1,2
"608579",538072.33945125,34.2579473625783,98935.5147301441,1,1.0438544425735,1
"611694",764216.6548115,36.0229054198964,1026684.9038098,0.968265473936862,1.28298721510148,5
"613302",761152.1272268,33.9360166020306,131987.850847725,0.999994839988145,1.97206957306758,7
"614780",575218.9503,34.2821135518159,50540.0759195247,1,1,1
"615601",44460.5854833333,46.533916436807,1055943.7393368,0.128668745312508,1,3
"615795",838088.561745111,34.3274415383544,554602.377297904,0.989018735239954,1.06198821796376,4
"619720",3414.0099,33.732368,0,1,1,1
"621541",265296.9043461,43.0082263656914,1353802.71262983,0.737145617341897,2.03987568215323,5
"621542",676045.70255625,35.1562738032778,381295.177814043,1,1.08366341000618,4
"622522",2205042.0828373,36.6498775042796,1039992.97279731,0.998440986262005,1.53890268510693,5
"623332",540027.494087778,34.4337144588709,243588.802403446,0.994373994421198,1.0002809416641,1
"623344",33106.0332,33.732368,0,1,1,1
"623983",509890.1389535,38.0489490367886,1305107.69410823,0.760694006909736,1.05247854951982,5
"625449",1724111.9131566,34.7563810825114,378649.735986816,0.999662649592488,1.47674182460304,4
"625595",486203.8582544,43.0215949331319,1123206.7483499,0.403578879256301,1.55250566709991,5
"626289",1458333.3107237,36.472294460205,1069412.45041216,0.948678239731177,1.37221260684555,5
"629721",159397.5214987,33.7337330080005,21555.9458379762,0.999739942819623,1.08353905042117,1
"630650",22104.0407322222,46.7678144574346,43061.3038405377,0.0185196908094389,1,3
"633570",730654.4272822,33.8021698818028,74516.1323867412,0.999999659494296,1.02438039604964,4
"636853",271499.3913334,44.3431298172154,1085575.58465442,0.102691386923821,1,3
"637178",447568.636971,46.187,0,1,1.02679836954192,6
"640372",19051.0290425,33.7947563921697,151749.411773559,0.978343283106671,1,1
"642714",40152.5018371429,38.2621770236039,66579.2064183951,0.000496510424061394,1,2
"643138",1249404.8484272,34.6099706398908,608381.964084177,0.996666341858091,1.54050747125894,4
"643275",83400.4531511667,33.7324231151825,423.974890843133,1,1,1
"643518",2176961.5300228,34.4277696130888,318296.746873935,0.962909599942653,1.25047535229969,4
"647246",626966.144719,39.8079367260931,1390308.46555322,0.978982072034252,2.00077246999436,5
"647528",1014605.9597465,35.5810366724067,418161.524843619,0.999985174449395,1.16863908452273,4
"648115",316036.384931,47.0910543812358,151257.461521919,0.0162800431764315,1,3
"648720",1475283.2941793,33.8125439476195,76261.172440019,0.87911889010903,1.35069360520329,4
"649333",906379.0071353,40.113221067949,1440422.49328747,0.998481271888731,2.0479745165144,5
"655523",852124.523398125,34.4203629357654,354521.703290339,0.997162793325841,1.01838586145639,4
"659770",522331.7585682,46.5727591184816,347088.412229725,0.330735754210595,1.01190349232369,3
"661936",17059.5320028,34.1772184563839,41181.469581665,0.992828818517418,1.31599678977432,1
"675015",105610.08325298,33.7419496987857,2732.25820690324,0.441442294457092,1,2
"685870",1642974.3856813,36.1616558496634,318389.041438343,0.999367446256097,1.75692656520333,4
"690849",1368390.3063915,35.2116083981294,380503.405156093,1,1.35810468817458,4
"693271",1537156.4543135,33.9401279652686,178869.964984381,0.998579522699935,1.09581931776101,4
"697944",190737.998840625,34.0567205024441,362183.173271371,0.884928879649516,1.03277239068958,1
"927890",71447.7654497778,33.7380756798345,22130.8556027854,0.0392752418357878,1,2
"932627",126071.80849775,35.2971215357133,144548.190614649,0.0503631222012122,1.00022341719772,2
"939449",1209042.22912114,35.1453812315417,383174.611039529,0.999986293828618,1.36807561679209,4
"942575",263962.26440625,35.3580107471706,937259.119486845,0.90560123018512,1,4
"943301",370749.322008714,46.3402349518556,282152.670753017,0.153309216663593,1.00048979225318,3
"947935",19348.954955,33.7330013628232,14717.9731395435,0.959842840687069,1,1
"950788",44797.9654638889,32.8790089349712,118468.837500251,0.161041192453107,1,2
"951443",1663253.2912421,36.1843775140236,328678.765732392,0.998674028364403,2.07325550044925,7
"955501",152729.999988333,33.7355222472882,17031.0276825085,0.99955693380472,1.00449489182347,1
"958223",14516.5843583333,33.7349511960715,2490.10642395214,1,1,1
"969797",40782.523166,34.2220670836772,73775.6426361335,0.140150975939741,1.00145837854073,2
"971540",1127204.199364,34.5942220206458,353208.152226343,0.999993525533347,1.19430529145294,4
"972638",1135887.6153885,41.3038135953902,1343621.28435867,0.977276589215059,1.98941336913712,5
"974306",199739.1662754,47.1278721372994,210157.72509467,0.399999342543766,1.00849160823052,3
"975597",524687.7334237,47.0325071197187,125531.469413523,0.83689824730266,1.01727099074271,6
"976542",243732.982872286,47.4987962306711,221997.467947425,0.0831667373883909,1.00884157364893,3
"978423",583579.368778,46.312541,0,1,1.03374011002353,6
"979365",119955.635440714,35.4954528959862,101720.413558923,0.00487439510444542,1.16132869995548,2
"984694",1216820.5906155,34.0930342232519,109854.948508187,0.999185583456063,1.01337496644341,4
"986786",494752.2889324,46.6485238644957,96672.7810790967,0.975573824359504,1.06277024167124,6
"986920",509322.1568776,47.5705967736116,216213.820685299,0.166780882433147,1.0258917892406,3
"988037",17167.911022875,34.1941294135602,72108.5071448704,1,1.63648515970907,7
"993903",33074.9963,33.732368,0,1,1,1
"AK1795AN",694564.024975,35.5484809372373,376842.140583466,1,1,4
"AK3565AN",792366.4482425,34.404705366839,208204.795629979,1,1.00232130700009,4
"AK8806AM",509329.11024,33.7507016278753,38969.7232349822,1,1,1
"AK9671AF",700289.411859,35.4227225526297,698311.09645605,0.986359747144195,1.45410774966953,4
"CF0073KC",4798.28270375,33.7708036049414,29249.48558086,0.0824052586961957,1,2
"CF0163TF",3462530.69366167,36.9810337629011,214295.724324865,1,1.05470140466439,4
"CF0500SK",74245.596014,33.828815,0,0.0652821698823193,1,2
"CF0635HS",5026.57543333333,32.8264348114541,91483.841599969,0.0789635817196496,1,2
"CF1212TR",18084.75757,33.640302,0,0.138385391416668,1.32325737998518,2
"CF1220HA",29.59565,33.732368,0,1,1,1
"CF1263HU",842.175,33.828815,0,1,1,1
"CF1390HX",19249.2885666667,33.7449048628381,7867.61546020085,0.934048321027386,1,1
"CF1822ST",26787.8325333333,37.463,0,0.0662914079040781,1,2
"CF1855SZ",20759.134546175,34.2159158358329,15342.0879202506,0.0171524419386553,1.62018099407861,2
"CF1890HT",4382.4296128,33.7384029510859,2718.79656635224,0.0057887410047395,1,2
"CF1931ZM",1657558.0960075,35.0701002665621,381221.445521915,1,1,4
"CF1983KF",11184.6946666667,33.6393545776236,2917.03427359402,0.0600967679523005,1.98804843787697,7
"CF2009TK",337089.54141,35.9057348493175,463589.192511202,1,1.00734224098125,1
"CF2017ER",67012.690089,33.8285059448665,5216.86659534193,0.18294408177095,1.02880677921213,2
"CF2036TJ",137373.679288556,32.8602245416352,84121.4341543667,0.0603684564341738,1.00112693390138,2
"CF2117EG",10695.77141675,33.704156914144,45280.9537603674,0.426640150901484,1,2
"CF2212HN",15909.2021,36.9811823696687,20118.0971144545,0.390805528675759,2.83340722827559,7
"CF2297UN",465.56615,37.010322,0,1,1,1
"CF2649SS",35054.7690355,33.8276481159131,9814.29051939549,0.526373727104399,1,2
"CF2804KR",46578.8912625,33.8194154735449,7710.30311339836,0.0715415974850138,1,2
"CF2854EU",9313.40701611111,36.606225,0,0.00118429032025526,1.11427416093813,2
"CF3101KK",13783.157855,33.8277299286784,8003.3857905863,0.865050553999719,1.00039354797086,1
"CF3528KL",23171.2922333333,33.640302,0,0.630393411794857,2.23172612569246,7
"CF3571SU",5155.24512625,33.4487921713604,112373.196750099,0.0490214262486157,1.03264155502781,2
"CF3776RE",7852.55125,36.606225,0,0.0808460180377683,1,2
"CF3910KC",43241.501919375,33.7281553542106,8945.34025429584,0.990408937818042,1,1
"CF3964KP",4610.90160782,34.0438685634808,111178.993087943,0.00494977380590659,1,2
"CF4042GY",45885.6874581,33.828718498842,865.442677806491,0.136828991975616,1,2
"CF4419NR",65588.97766625,32.7631182790761,15517.0924841336,0.00288931569362628,1.41645110660811,2
"CF5095TS",7273.47598571429,33.741863950355,2649.06538552743,0.00503716714782228,1,2
"CF5334SF",130876.304721,33.826790798359,10590.9844831007,0.00705215968595349,1.01031545967997,2
"CF5576FA",6074.946145,33.6928100098754,38696.2809748456,0.0448600890436371,1,2
"CF5838EX",659.6895,37.010322,0,1,1,1
"CF6286SS",20109.83786,33.6736196262141,1013.46235629399,0.1316733977884,1,2
"CF6669KC",1377.59465,33.7195102782108,15449.4338476485,1,1,1
"CF6690SK",15520.768212,33.742,0,0.104894423572492,1,2
"CF7218UH",1520823.622462,33.7603906822271,48797.9414965513,0.991912239461347,1.4048908729964,4
"CF7321UH",1043905.9374074,33.9675984607759,107354.357286177,0.999937305401134,1.08864390935004,4
"CF7329UH",738.116,33.732368,0,0.489803770681031,2.06952218582585,7
"CF7336UH",385978.14064,33.732368,0,1,1.30652562803921,1
"CF7864KF",18576.061055,33.7360375853236,5191.81627791414,0.350198812640584,1.00266598280053,2
"CF8480HE",8919.20091,33.828815,0,0.958262174632413,1.74112638796297,7
"CF8507SZ",2269.7044425,32.7757357775957,8867.86286943596,0.0631903310027557,1,2
"CF8815BB",6427.421135,33.368642,0,0.0484379027701598,1,2
"CF9116HY",18771.589,37.00772855774,6457.0104694728,0.434883882232879,2.80091515992269,7
"CF9280TE",1053784.811835,34.8389297373566,414105.990488072,1,1.00744509200992,4
"CF9713TK",13265.613175,33.7403139727701,11066.9841702858,0.0224472782427564,1.08530129879591,2
"CF9820KG",53887.85593372,33.5243479928801,70019.0748482727,0.000759034095739656,1.01947867148715,2
"CF9841JB",40007.7812,33.8102191337079,10889.0939202822,0.245601443151264,1,2
"OR018ADR",317973.605013333,46.187,0,0.999291304907765,1.05790905037637,6
"OR072ACX",718267.73945025,45.7246703722939,573530.93080329,0.972146608985512,1.18631105887905,6
"OR108ADL",1225319.32215857,34.6298127361905,292770.954358192,1,1.01564997821211,4
"OR108ADR",758663.910126667,34.4001689710979,253294.051853886,1,1.09391990491654,4
"OR155ABZ",293342.262923857,44.7891657672005,975888.614163406,0.928322379202577,1.31338765189607,5
"OR18ADR",70466.70945,47.4022474868826,284854.102610263,0.540103252732959,1,3
"OR588ADB",191228.67092,36.812905,0,1,1.20997638576033,1
"OR661ZK",2272507.5664614,38.6428222550752,1332604.64398398,0.947246589242088,1.74321619928929,5
"OR761ABL",215780.8848,46.887187,0,1,1,6
"OR868ADK",1242698.31424471,35.6148264624363,391362.502148321,1,1.20745336288404,4
"OR873ABY",1437170.14662044,40.6251180475569,1396947.11295322,0.981171030999689,2.00100594507599,5
"WN0416RK",706913.57065,35.2187393173971,542752.154492325,0.975627640470732,1.01606420041402,4
"WN1924RR",1518549.43821333,34.9579791436366,679618.421768056,1,1.13173194164311,4
"WN3306SF",60490.0758,34.154072,0,1,1,1
"WN4232NW",1595365.24741987,35.0826742593003,825669.531386077,1,1.35509469134448,4
"WN5102SK",1808611.005265,34.6271464652415,316113.040348675,1,1.06640339697535,4
"WN5187NP",18881.14686,46.187,0,1,1,6
"WN7995RP",174795.264571333,46.1963296018631,8936.45566190739,1,1.17514015676209,6
"WN8521SB",576174.363854667,39.9128669691262,1536247.37300675,0.67256897820908,1.27291331523446,5
"WN9665RJ",330265.6294084,47.8318514464094,298053.570031063,0.324376880606382,1.03185731594792,3
