LANDING_YEAR,LANDING_MONTH,LANDING_DAY,PORT_AREA_CODE,MSQD_SPAWN_SDM_30,MSQD_SPAWN_SDM_90,MSQD_SPAWN_SDM_220
2000,1,24,TLA,0.28125,0.109215017,0.049799657
2000,1,25,TLA,0.28125,0.109215017,0.050944476
2000,1,26,TLA,0.28125,0.109215017,0.050944476
2000,1,27,TLA,0.28125,0.109215017,0.050944476
2000,1,28,TLA,0.28125,0.109215017,0.050944476
2000,1,29,TLA,0.28125,0.109215017,0.049799657
2000,1,30,TLA,0.28125,0.109215017,0.049227247
2000,1,31,TLA,0.3125,0.116040956,0.049799657
2000,1,1,NPA,0.4375,0.100346021,0.038863109
2000,1,2,NPA,0.4375,0.100346021,0.038863109
2000,1,3,NPA,0.4375,0.100346021,0.036542923
2000,1,4,NPA,0.4375,0.100346021,0.038283063
2000,1,5,NPA,0.4375,0.100346021,0.038283063
2000,1,6,NPA,0.4375,0.093425606,0.035962877
2000,1,7,NPA,0.4375,0.093425606,0.035382831
2000,1,8,NPA,0.4375,0.093425606,0.033642691
2000,1,9,NPA,0.4375,0.093425606,0.032482599
2000,1,10,NPA,0.4375,0.093425606,0.031902552
2000,1,11,NPA,0.4375,0.093425606,0.031902552
2000,1,12,NPA,0.4375,0.089965398,0.031902552
2000,1,13,NPA,0.4375,0.089965398,0.031902552
2000,1,14,NPA,0.4375,0.093425606,0.033642691
2000,1,15,NPA,0.4375,0.100346021,0.034802784
2000,1,16,NPA,0.46875,0.103806228,0.036542923
2000,1,17,NPA,0.53125,0.117647059,0.038863109
2000,1,18,NPA,0.5,0.114186851,0.039443155
2000,1,19,NPA,0.46875,0.117647059,0.042343387
2000,1,20,NPA,0.46875,0.110726644,0.041183295
2000,1,21,NPA,0.46875,0.121107266,0.04350348
2000,1,22,NPA,0.46875,0.121107266,0.044083527
2000,1,23,NPA,0.46875,0.121107266,0.045823666
2000,1,24,NPA,0.4375,0.114186851,0.044663573
2000,1,25,NPA,0.4375,0.114186851,0.044663573
2000,1,26,NPA,0.4375,0.114186851,0.044663573
2000,1,27,NPA,0.4375,0.114186851,0.044663573
2000,1,28,NPA,0.4375,0.114186851,0.044663573
2000,1,29,NPA,0.4375,0.114186851,0.044663573
2000,1,30,NPA,0.4375,0.114186851,0.044663573
2000,1,31,NPA,0.4375,0.114186851,0.045243619
2000,1,1,CBA,0.206896552,0.077464789,0.037168142
2000,1,2,CBA,0.206896552,0.077464789,0.035988201
2000,1,3,CBA,0.172413793,0.066901408,0.034218289
2000,1,4,CBA,0.172413793,0.073943662,0.03539823
2000,1,5,CBA,0.172413793,0.073943662,0.035988201
2000,1,6,CBA,0.172413793,0.063380282,0.033038348
2000,1,7,CBA,0.172413793,0.063380282,0.032448378
2000,1,8,CBA,0.172413793,0.063380282,0.032448378
2000,1,9,CBA,0.172413793,0.063380282,0.033038348
2000,1,10,CBA,0.172413793,0.063380282,0.033628319
2000,1,11,CBA,0.172413793,0.063380282,0.033628319
2000,1,12,CBA,0.206896552,0.066901408,0.033628319
2000,1,13,CBA,0.206896552,0.066901408,0.033628319
2000,1,14,CBA,0.206896552,0.073943662,0.03539823
2000,1,15,CBA,0.206896552,0.073943662,0.036578171
2000,1,16,CBA,0.206896552,0.077464789,0.038938053
2000,1,17,CBA,0.206896552,0.077464789,0.042477876
2000,1,18,CBA,0.206896552,0.077464789,0.041887906
2000,1,19,CBA,0.206896552,0.080985915,0.041887906
2000,1,20,CBA,0.206896552,0.077464789,0.040707965
2000,1,21,CBA,0.206896552,0.080985915,0.042477876
2000,1,22,CBA,0.206896552,0.080985915,0.042477876
2000,1,23,CBA,0.206896552,0.080985915,0.042477876
2000,1,24,CBA,0.206896552,0.080985915,0.041297935
2000,1,25,CBA,0.206896552,0.080985915,0.041297935
2000,1,26,CBA,0.206896552,0.080985915,0.041297935
2000,1,27,CBA,0.206896552,0.080985915,0.041297935
2000,1,28,CBA,0.206896552,0.080985915,0.040707965
2000,1,29,CBA,0.206896552,0.080985915,0.040707965
2000,1,30,CBA,0.206896552,0.080985915,0.041297935
2000,1,31,CBA,0.206896552,0.080985915,0.043067847
2000,1,1,BRA,0.233333333,0.083032491,0.031457955
2000,1,2,BRA,0.166666667,0.075812274,0.030248034
2000,1,3,BRA,0.166666667,0.075812274,0.028433152
2000,1,4,BRA,0.166666667,0.075812274,0.029643073
2000,1,5,BRA,0.2,0.079422383,0.030248034
2000,1,6,BRA,0.166666667,0.075812274,0.027828191
2000,1,7,BRA,0.166666667,0.072202166,0.02722323
2000,1,8,BRA,0.166666667,0.072202166,0.02722323
2000,1,9,BRA,0.166666667,0.075812274,0.027828191
2000,1,10,BRA,0.2,0.079422383,0.027828191
2000,1,11,BRA,0.2,0.079422383,0.02722323
2000,1,12,BRA,0.2,0.086642599,0.029038113
2000,1,13,BRA,0.2,0.086642599,0.028433152
2000,1,14,BRA,0.2,0.086642599,0.030852995
2000,1,15,BRA,0.2,0.086642599,0.032062916
2000,1,16,BRA,0.266666667,0.097472924,0.035087719
2000,1,17,BRA,0.3,0.104693141,0.037507562
2000,1,18,BRA,0.3,0.104693141,0.037507562
2000,1,19,BRA,0.266666667,0.101083032,0.037507562
2000,1,20,BRA,0.266666667,0.101083032,0.037507562
2000,1,21,BRA,0.266666667,0.101083032,0.037507562
2000,1,22,BRA,0.266666667,0.101083032,0.037507562
2000,1,23,BRA,0.266666667,0.101083032,0.037507562
2000,1,24,BRA,0.266666667,0.101083032,0.037507562
2000,1,25,BRA,0.266666667,0.101083032,0.037507562
2000,1,26,BRA,0.266666667,0.101083032,0.037507562
2000,1,27,BRA,0.266666667,0.101083032,0.036902601
2000,1,28,BRA,0.233333333,0.097472924,0.036297641
2000,1,29,BRA,0.233333333,0.097472924,0.036902601
2000,1,30,BRA,0.266666667,0.101083032,0.037507562
2000,1,31,BRA,0.3,0.111913357,0.039322444
2000,1,1,CCA,0.28125,0.084249084,0.030284676
2000,1,2,CCA,0.25,0.076923077,0.029073289
2000,1,3,CCA,0.25,0.076923077,0.026650515
2000,1,4,CCA,0.25,0.076923077,0.027861902
2000,1,5,CCA,0.25,0.080586081,0.028467595
2000,1,6,CCA,0.25,0.076923077,0.026044821
2000,1,7,CCA,0.25,0.073260073,0.025439128
2000,1,8,CCA,0.25,0.073260073,0.025439128
2000,1,9,CCA,0.25,0.076923077,0.026044821
2000,1,10,CCA,0.25,0.080586081,0.026044821
