LANDING_YEAR,LANDING_MONTH,LANDING_DAY,PORT_AREA_CODE,PSDN_SDM_30,PSDN_SDM_60,PSDN_SDM_90,PSDN_SDM_220
2015,1,1,NPS,NA,NA,NA,0.08273951670566163
2015,1,2,NPS,NA,NA,NA,0.07773593000390312
2015,1,3,NPS,NA,NA,NA,0.047076563725804356
2015,1,4,NPS,NA,NA,NA,0.03865928300837805
2015,1,5,NPS,NA,NA,NA,0.043120127975602045
2015,1,6,NPS,NA,NA,NA,0.040901882767483785
2015,1,7,NPS,NA,NA,NA,0.0364854775078885
2015,1,8,NPS,NA,NA,NA,0.03635521534854522
2015,1,9,NPS,NA,NA,NA,0.05757027758019311
2015,1,10,NPS,NA,NA,NA,0.055604633119247564
2015,1,11,NPS,NA,NA,NA,0.051832106798984014
2015,1,12,NPS,NA,NA,NA,0.0434474873949181
2015,1,13,NPS,NA,NA,NA,0.03243510716582661
2015,1,14,NPS,NA,NA,NA,0.03898703862078391
2015,1,15,NPS,NA,NA,NA,0.05478937340924492
2015,1,16,NPS,NA,NA,NA,0.05883377833993404
2015,1,17,NPS,NA,NA,NA,0.04464326627770221
2015,1,18,NPS,NA,NA,NA,0.029645538616731956
2015,1,19,NPS,NA,NA,NA,0.03602968355906861
2015,1,20,NPS,NA,NA,NA,0.041797914124976895
2015,1,21,NPS,NA,NA,NA,0.04635312583587774
2015,1,22,NPS,NA,NA,NA,0.04316962818772375
2015,1,23,NPS,NA,NA,NA,0.04111599726239582
2015,1,24,NPS,NA,NA,NA,0.035804092424449985
2015,1,25,NPS,NA,NA,NA,0.03546378348482313
2015,1,26,NPS,NA,NA,NA,0.03457069863843453
2015,1,27,NPS,NA,NA,NA,0.05089676352338744
2015,1,28,NPS,NA,NA,NA,0.04977099684538779
2015,1,29,NPS,NA,NA,NA,0.04338341167607865
2015,1,30,NPS,NA,NA,NA,0.04183566971839248
2015,1,31,NPS,NA,NA,NA,0.04558861008905745
2015,1,1,SPS,NA,NA,NA,0.06524398295028556
2015,1,2,SPS,NA,NA,NA,0.058642011791748064
2015,1,3,SPS,NA,NA,NA,0.042141931900073606
2015,1,4,SPS,NA,NA,NA,0.038902595003325775
2015,1,5,SPS,NA,NA,NA,0.0427089645427161
2015,1,6,SPS,NA,NA,NA,0.04074425104084194
2015,1,7,SPS,NA,NA,NA,0.039227865546220736
2015,1,8,SPS,NA,NA,NA,0.0374853278395109
2015,1,9,SPS,NA,NA,NA,0.06392365997977635
2015,1,10,SPS,NA,NA,NA,0.055997395354713646
2015,1,11,SPS,NA,NA,NA,0.053479447102134106
2015,1,12,SPS,NA,NA,NA,0.04794950826313867
2015,1,13,SPS,NA,NA,NA,0.042648776945087216
2015,1,14,SPS,NA,NA,NA,0.05128210963260743
2015,1,15,SPS,NA,NA,NA,0.060248679040821006
2015,1,16,SPS,NA,NA,NA,0.059170921413247944
2015,1,17,SPS,NA,NA,NA,0.048082249424350194
2015,1,18,SPS,NA,NA,NA,0.04525358808447196
2015,1,19,SPS,NA,NA,NA,0.05441099808361101
2015,1,20,SPS,NA,NA,NA,0.06603729327069095
2015,1,21,SPS,NA,NA,NA,0.06428351481595347
2015,1,22,SPS,NA,NA,NA,0.059392847741643585
2015,1,23,SPS,NA,NA,NA,0.05399623564294269
2015,1,24,SPS,NA,NA,NA,0.043159216240559135
2015,1,25,SPS,NA,NA,NA,0.043060126216200895
2015,1,26,SPS,NA,NA,NA,0.04570412413237156
2015,1,27,SPS,NA,NA,NA,0.05725416597179187
2015,1,28,SPS,NA,NA,NA,0.05711646153221047
2015,1,29,SPS,NA,NA,NA,0.047553626665224634
2015,1,30,SPS,NA,NA,NA,0.04915456233986763
2015,1,31,SPS,NA,NA,NA,0.05457116837703412
2015,1,1,CWA,0.05338313962732043,0.0584842759260052,0.0647895360016264,0.07781132387139118
2015,1,2,CWA,0.05284127309208825,0.05560980819014681,0.05818424689932726,0.06933676242080378
2015,1,3,CWA,0.0296803977606552,0.0377634253566833,0.045339957604301165,0.06566251849259429
2015,1,4,CWA,0.023688180327770255,0.03286944950200819,0.04036152562475763,0.06321873595898976
2015,1,5,CWA,0.027152039044137512,0.0358161642845418,0.04458060219767503,0.061689868485041724
2015,1,6,CWA,0.023605029852617355,0.03274371974623284,0.042121489637065676,0.062375629799846274
2015,1,7,CWA,0.023880620309639545,0.03204838504914094,0.04073891274165362,0.060351681482447725
2015,1,8,CWA,0.019615304789372852,0.029472451984278253,0.03788181935378816,0.0572707745609585
2015,1,9,CWA,0.04039957955302227,0.0563198487853279,0.07097223025630228,0.0931423863779822
2015,1,10,CWA,0.028185340997186444,0.044196755820381885,0.06046395060548093,0.0843554357246415
2015,1,11,CWA,0.02485163217144353,0.040986853318188236,0.057385924927075393,0.0811301679686543
2015,1,12,CWA,0.02014131923871381,0.035795381368213405,0.052063878247281536,0.07568942964213883
2015,1,13,CWA,0.02219320736115887,0.0359179062542279,0.05032562726410106,0.07524672101967995
2015,1,14,CWA,0.026115916758066134,0.04165898820989438,0.058250687672989444,0.08287676594774984
2015,1,15,CWA,0.03259492585701602,0.04659454713298662,0.06414779017213731,0.0859570743912083
2015,1,16,CWA,0.031749915420299486,0.04525094824163495,0.06191351279849187,0.07902418953804129
2015,1,17,CWA,0.018009089842616094,0.037492025203096704,0.05717360717244446,0.07946481242570586
2015,1,18,CWA,0.011431376028451182,0.03136295116053441,0.05708720961993095,0.08164233534371974
2015,1,19,CWA,0.018119204966794877,0.040516294903952525,0.06506542151328176,0.08298704819387104
2015,1,20,CWA,0.032463045857314556,0.05655149710868057,0.0757310446264455,0.08450632348712876
2015,1,21,CWA,0.04706439908061709,0.05585653826946745,0.0721839806297794,0.08172743607635104
2015,1,22,CWA,0.043632211695824354,0.05164257566620772,0.06691901772865094,0.07388495812265891
2015,1,23,CWA,0.041749736781985985,0.04772301480123723,0.059296549175633116,0.06288661601222328
2015,1,24,CWA,0.025754197855435666,0.03718780666728177,0.04790367709210841,0.05460561063413183
2015,1,25,CWA,0.026617330964654684,0.034349081226045616,0.052438147223438134,0.0761086191924587
2015,1,26,CWA,0.0316621158272028,0.03892896527650993,0.0557352739822818,0.07941991866326688
2015,1,27,CWA,0.04207395527157046,0.0523256079822376,0.06608418553369119,0.08670195966000789
2015,1,28,CWA,0.04057936361503033,0.05335684089191459,0.06592423818656243,0.0844175770275021
2015,1,29,CWA,0.03179255314171314,0.04034325660432916,0.054458658891962844,0.08501778856980714
2015,1,30,CWA,0.0271243132828247,0.038336125441600345,0.05744007340981625,0.09186791836985649
2015,1,31,CWA,0.03587393915014608,0.04485873236144717,0.061865857685916126,0.09103713608456879
2015,1,1,CLW,0.03518641274422407,0.050819466073737767,0.06462453572791726,0.08598973990185187
2015,1,2,CLW,0.025634644863506157,0.03487837539039186,0.04842603104599916,0.07602535040467046
2015,1,3,CLW,0.019980258929232757,0.025880710137855322,0.04087885305874378,0.0721965557843214
2015,1,4,CLW,0.033677949414898954,0.033358927205449244,0.046948551131850653,0.07244260930339806
2015,1,5,CLW,0.024291601187239092,0.03490195480618076,0.04798511396888096,0.07109473428339698
2015,1,6,CLW,0.024296632036566734,0.03622739346789532,0.04721642956000698,0.0702638319786638
2015,1,7,CLW,0.03303592217465242,0.041662418298789715,0.04872990372207235,0.06764288683189079
2015,1,8,CLW,0.034478269051760435,0.04268302145551463,0.04820048889172647,0.06418418626009953
2015,1,9,CLW,0.03643046567837397,0.06163030577304422,0.08321956530733801,0.10166539060766809
2015,1,10,CLW,0.028835879794011515,0.05323797936139048,0.07208111207685708,0.09107852222572546
2015,1,11,CLW,0.028082917133967083,0.05506528406327621,0.07042405080146101,0.0875080602482194
2015,1,12,CLW,0.026845362813522417,0.05225417428634695,0.064489586655434,0.08140901835635304
2015,1,13,CLW,0.02119124517776072,0.04362539021817387,0.060914000188110065,0.08235120893688873
2015,1,14,CLW,0.0313188461586833,0.059430470155765774,0.07434695253066499,0.09239238910842687
2015,1,15,CLW,0.039899971491346754,0.07222512260567947,0.08425841109334108,0.095343533155974
2015,1,16,CLW,0.03251204484452804,0.0633064373472675,0.07639022452263709,0.08655438126297668
2015,1,17,CLW,0.018264211791877944,0.033945641747568964,0.053359619817723906,0.08443479334237054
2015,1,18,CLW,0.030088035700221855,0.04103350750796619,0.057118063042734694,0.08751566144579556
2015,1,19,CLW,0.04487769942109784,0.053540661869967573,0.06561951150925939,0.08935388491256163
2015,1,20,CLW,0.06698493690540393,0.07146457275833751,0.07960642898208736,0.09127940595557447
2015,1,21,CLW,0.060954444110393524,0.0748086562990898,0.08322903236566002,0.08659962924197316
2015,1,22,CLW,0.04922937788069248,0.06829997984173357,0.07790502460043439,0.07935173431877046
2015,1,23,CLW,0.04529818923523029,0.06282622183932633,0.06909994241398047,0.06706207593902945
