LANDING_YEAR,LANDING_MONTH,PORT_NAME,SDM_20,AGENCY_CODE
2000,9,SANTA MONICA,0.485834293,C
2000,9,SAUSALITO,0.550574502,C
2000,9,SEAL BEACH,0.637535967,C
2000,9,TACOMA,NA,W
2000,9,TERMINAL ISLAND,0.577292423,C
2000,9,THE DALLES,NA,W
2000,9,TOMALES BAY,0.532540373,C
2000,9,VALLEJO,NA,C
2000,9,VENTURA,0.47901622,C
2000,9,WESTPORT,0.570442664,W
2000,9,WHIDBY ISLAND,NA,W
2000,9,WILLOW CREEK,0.263526835,C
2000,9,WILMINGTON,0.577292423,C
2000,9,WINCHESTER BAY,0.265065408,O
2000,10,ABERDEEN,0.572365262,W
2000,10,ALAMEDA,NA,C
2000,10,ANACORTES,NA,W
2000,10,ASTORIA,0.479372469,O
2000,10,AVALON,0.44428092,C
2000,10,AVILA,0.435919445,C
2000,10,BELLINGHAM BAY,NA,W
2000,10,BERKELEY,NA,C
2000,10,BODEGA BAY,0.480658277,C
2000,10,BROOKINGS,0.241978239,O
2000,10,CHARLESTON (COOS BAY),0.17836656,O
2000,10,CHINOOK,0.479372469,W
2000,10,CRESCENT CITY,0.333362404,C
2000,10,DANA POINT,0.386746602,C
2000,10,DILLON BEACH,0.529460323,C
2000,10,EUREKA,0.334130281,C
2000,10,FIELDS LANDING,0.377034062,C
2000,10,FORT BRAGG,0.218409827,C
2000,10,GARIBALDI (TILLAMOOK),0.22668862,O
2000,10,GAVIOTA,0.327680336,C
2000,10,GOLETA,0.444345505,C
2000,10,GUADALUPE,0.435914063,C
2000,10,HUMBOLDT,0.334130281,C
2000,10,HUNTINGTON BEACH,0.550743153,C
2000,10,ILWACO,0.479372469,W
2000,10,LACONNER,NA,W
2000,10,LONG BEACH,0.536526562,C
2000,10,LOS ANGELES,0.511272316,C
2000,10,MARCONI,0.543029063,C
2000,10,MISSION BAY,0.435867278,C
2000,10,MONTEREY,0.372186207,C
2000,10,MORRO BAY,0.388084482,C
2000,10,MOSS LANDING,0.427315528,C
2000,10,NASELLE,0.604858036,W
2000,10,NATIONAL CITY,0.436279848,C
2000,10,NEAH BAY,NA,W
2000,10,NEWPORT,0.207201248,O
2000,10,NEWPORT BEACH,0.453173684,C
2000,10,OCEANSIDE,0.405924998,C
2000,10,OXNARD,0.383182116,C
2000,10,PLAYA DEL REY,0.434915102,C
2000,10,POINT LOMA,0.429128298,C
2000,10,PORT HUENEME,0.383234242,C
2000,10,PORT ORFORD,0.176660819,O
2000,10,PRINCETON / HALF MOON BAY,0.466077166,C
2000,10,REDONDO BEACH,0.43769554,C
2000,10,REDWOOD CITY,NA,C
