"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2009","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2010","C","BDA","BODEGA BAY AREA PORTS",51.12,2.58,290962,"",48.46,1.95,208190,"",37.3,2.05,168526,"",26.59,2.48,145209,"",26.6,2.96,173783,"",10.81,3.35,79736,"",16.9,3.38,125832,"",35.84,1.86,147340,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",253.62,2.4,1339578,"*"
"2010","C","BGA","FORT BRAGG AREA PORTS",,,,"*",24.81,1.73,94414,"",5.1,2.32,26077,"",5.55,2.44,29837,"",3.84,3.12,26423,"",2.25,4.01,19890,"",.53,3.92,4611,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",42.09,2.17,201253,"*"
"2010","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",3030.15,1.76,11735902,"",313.76,1.92,1326704,"",138.86,2.47,755080,"",67.13,3.69,546341,"",25.45,4.22,236821,"",7.96,4.16,73067,"",,,,"*",1.21,2.54,6753,"",0,0,0,"",0,0,0,"",0,0,0,"",3584.51,1.86,14680667,"*"
"2010","C","ERA","EUREKA AREA PORTS",0,0,0,"",2119.67,1.76,8213548,"",232.56,1.9,976284,"",123.35,2.45,667627,"",65.07,3.68,527361,"",40.05,4.03,355966,"",28.48,4.02,252244,"",7.75,3.5,59787,"",5.21,2.51,28848,"",0,0,0,"",0,0,0,"",0,0,0,"",2622.13,1.92,11081664,""
"2010","C","LAA","LOS ANGELES AREA PORTS",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2010","C","MNA","MONTEREY AREA PORTS",16.85,2.55,94828,"",21.72,2.02,96699,"",7.08,2.08,32498,"",9.08,2.37,47391,"",17.34,2.8,107122,"",12.12,3.11,83165,"",16.5,3.3,119826,"",14.89,3.1,101839,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",115.58,2.68,683369,"*"
"2010","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2010","C","SFA","SAN FRANCISCO AREA PORTS",513.95,2.5,2834696,"",297.8,1.92,1259571,"",110.92,2.09,510909,"",84.46,2.43,452693,"",76.46,2.94,496248,"",33.29,3.46,254081,"",26.38,3.81,221686,"",25.45,3.38,189717,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",1168.74,2.41,6219601,"*"
"2010","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",2.37,3.89,20346,"",1.99,2.3,10102,"",,,,"*",0,0,0,"",,,,"*",4.36,3.17,30448,"*"
"2010","O","BRA","BROOKINGS AREA PORTS",,,,"*",1360.78,1.75,5252690,"",167.59,1.86,687028,"",86.62,2.14,408551,"",35.53,2.84,222610,"",23.53,3.37,174882,"",7.35,3.49,56604,"",3.26,3.39,24343,"",1.75,2.62,10093,"",1.69,2.84,10591,"",0,0,0,"",,,,"*",1688.09,1.84,6847391,"*"
"2010","O","CBA","COOS BAY AREA PORTS",2.76,2.81,17139,"",2440.81,1.75,9439203,"",378.07,1.92,1602548,"",172.9,2.4,914951,"",66.32,4.01,585959,"",39.11,4.69,404733,"",29,4.04,258104,"",8.69,3.85,73709,"",5.65,3.89,48497,"",6.36,3.77,52783,"",2.57,3,16990,"",4.75,2.31,24191,"",3156.99,1.93,13438808,""
"2010","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",1611.26,1.77,6294010,"",265.08,1.95,1138853,"",113.92,2.29,575999,"",55.84,3.71,457027,"",28.05,4.21,260085,"",13.81,3.5,106586,"",7.72,2.54,43271,"",4.86,2.21,23678,"",1.86,2.5,10231,"",,,,"*",,,,"*",2102.39,1.92,8909739,"*"
"2010","O","NPA","NEWPORT AREA PORTS",2.47,2.81,15335,"",2361.34,1.77,9208685,"",351.49,2,1545973,"",240.46,2.42,1281984,"",56.72,4.04,505042,"",44.49,4.51,442092,"",34.86,3.97,304794,"",13.36,3.35,98614,"",7.96,3.58,62892,"",7.3,3.57,57484,"",2.84,3.52,22055,"",1.97,2.91,12632,"",3125.25,1.97,13557582,""
"2010","O","TLA","TILLAMOOK AREA PORTS",,,,"*",303.16,1.75,1169237,"",57.98,1.91,244142,"",49.33,2.28,247655,"",18.94,3.85,160863,"",11.16,4.21,103478,"",16.21,3.69,131746,"",6.61,2.76,40175,"",4.96,2.99,32677,"",5.1,3.07,34501,"",,,,"*",,,,"*",473.44,2.07,2164472,"*"
"2010","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",2.44,.05,259,"",2.44,.05,259,"*"
"2010","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",1149.69,1.78,4510700,"",254.58,2,1120107,"",114.38,2.4,604222,"",28.38,3.62,226416,"",12.7,4.2,117660,"",6.11,3.1,41722,"",6.09,2.83,37988,"",5.91,2.99,39015,"",12.7,3,83986,"",14.31,3.01,95107,"",,,,"*",1604.85,1.94,6876923,"*"
"2010","W","CWA","WASHINGTON COASTAL PORTS",302.33,3.03,2022569,"",1388.12,1.82,5568282,"",1903.58,1.93,8079472,"",600.5,2.62,3469926,"",320.81,4.53,3207078,"",179.22,4.86,1921146,"",106.6,3.73,876880,"",65.41,2.24,323487,"",78.41,1.74,300080,"",171.07,2.57,969133,"",176.26,2.92,1136220,"",27.9,2.8,172212,"",5320.21,2.39,28046485,""
"2010","W","NPS","NORTH PUGET SOUND PORTS",400.95,2.59,2292586,"",261.83,2.54,1466108,"",266.97,2.59,1526853,"",284.91,3.09,1939722,"",143.21,4.56,1440458,"",49.66,4.85,530926,"",101.18,3.99,889125,"",423.35,2.75,2563383,"",272.75,2.2,1324654,"",46.76,3.98,409801,"",239.36,3.33,1758683,"",909.31,2.84,5699342,"",3400.24,2.91,21841640,""
"2010","W","SPS","SOUTH PUGET SOUND PORTS",26.26,2.67,154431,"",13.98,2.42,74557,"",332.89,2.16,1585223,"",21.6,2.52,119910,"",6.51,4.18,59949,"",4.71,4.36,45269,"",20.49,3.97,179145,"",29.1,2.58,165635,"",20.59,2.19,99210,"",25.93,3.09,176957,"",30.94,3.2,218320,"",51.77,2.78,316855,"",584.79,2.48,3195461,""
"2010","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"*"
"2010","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2011","C","BDA","BODEGA BAY AREA PORTS",908.38,1.63,3265333,"",1006.63,1.69,3739523,"",507.93,2.32,2592462,"",178.8,2.81,1107948,"",119.71,3.49,922077,"",51.2,3.99,450470,"",29.72,3.99,261097,"",24.93,3.42,188145,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",2827.29,2.01,12527056,""
"2011","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",106.75,1.75,412618,"",201.98,2.3,1025030,"",74.19,2.82,460540,"",30.27,3.33,221972,"",36.55,3.83,308721,"",17.87,4.13,162735,"",9.8,3.81,82299,"",1.91,2.26,9545,"",0,0,0,"",0,0,0,"",0,0,0,"",479.31,2.54,2683458,""
"2011","C","CCA","CRESCENT CITY AREA PORTS",,,,"*",1182.38,1.82,4732398,"",541.22,2.32,2768931,"",152.19,2.83,949266,"",40.73,3.51,315233,"",56.34,3.99,495764,"",15.48,4.03,137677,"",5.46,4.06,48891,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1993.8,2.15,9448161,"*"
"2011","C","ERA","EUREKA AREA PORTS",,,,"*",735.58,1.78,2888834,"",320.98,2.3,1625206,"",96.21,2.84,602966,"",67.35,3.55,526697,"",63.14,3.99,555255,"",35.11,4.04,313023,"",15.65,3.97,137004,"",2.09,3.38,15578,"",0,0,0,"",0,0,0,"",0,0,0,"",1336.1,2.26,6664564,"*"
"2011","C","MNA","MONTEREY AREA PORTS",31.04,1.83,125073,"",66.68,1.82,267232,"",29.08,2.14,137223,"",25.52,2.71,152312,"",14.34,3.02,95570,"",7.6,3.49,58528,"",10.18,3.76,84336,"",19.13,3.44,144969,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",203.56,2.37,1065243,"*"
"2011","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2011","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2011","C","SFA","SAN FRANCISCO AREA PORTS",2254.25,1.74,8635014,"",2014.39,1.73,7682480,"",820.34,2.34,4232681,"",283.66,2.8,1752049,"",132.63,3.37,984015,"",66.31,3.93,574181,"",27.35,4.13,249215,"",17.96,3.87,153291,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",5616.9,1.96,24262926,""
"2011","C","XXX","WITHHELD FOR CONFIDENTIALITY**",8.73,1.76,33941,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",8.73,1.76,33941,"*"
"2011","O","BRA","BROOKINGS AREA PORTS",,,,"*",386.7,1.78,1514826,"",506.26,2.39,2662631,"",110.64,2.78,678104,"",48.65,3.55,380850,"",47.38,4,417924,"",24.36,4.02,215652,"",16.75,3.92,144561,"",9,3.36,66759,"",,,,"*",0,0,0,"",,,,"*",1149.73,2.4,6081305,"*"
"2011","O","CBA","COOS BAY AREA PORTS",3.6,1.79,14183,"",1241.05,1.83,5017268,"",891.39,2.39,4689259,"",203.55,2.9,1301233,"",102.81,3.62,821490,"",84.98,4.26,797740,"",36.94,4.28,348450,"",26.61,3.71,217833,"",9.79,3.29,71047,"",7.46,3.21,52771,"",1.18,3.59,9338,"",1.37,2.19,6609,"",2610.73,2.32,13347219,""
"2011","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",1020.38,1.87,4201597,"",579.33,2.41,3084053,"",150.19,2.88,953277,"",61.59,3.53,479599,"",86.38,3.91,745512,"",47.75,4.03,424191,"",12.29,3.53,95655,"",5.89,2.7,35035,"",2.93,2.61,16884,"",,,,"*",1.08,1.39,3314,"",1967.81,2.31,10039117,"*"
"2011","O","NPA","NEWPORT AREA PORTS",2.01,2.49,11066,"",1839.69,1.85,7505113,"",1131.25,2.38,5933892,"",220.77,2.9,1412346,"",91.05,3.58,718109,"",70.93,4.32,676115,"",31.69,4.2,293437,"",15.78,3.89,135380,"",8.56,3.72,70204,"",6.36,3.52,49351,"",3.36,3.37,24968,"",2.09,2.28,10489,"",3423.54,2.23,16840467,""
"2011","O","TLA","TILLAMOOK AREA PORTS",0,0,0,"",236.65,1.84,960708,"",145.79,2.34,751814,"",40.09,2.9,256434,"",26.86,3.55,210064,"",21.78,4.08,195972,"",19.44,4.14,177343,"",11.42,3.3,83032,"",7.98,2.71,47603,"",3.74,2.86,23577,"",,,,"*",,,,"*",513.75,2.39,2706546,"*"
"2011","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"*"
"2011","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",792.12,1.88,3290344,"",779.49,2.55,4383367,"",161.7,2.82,1006023,"",46.09,3.27,332554,"",31.65,3.54,247260,"",14.15,3.4,105983,"",9.54,3.32,69726,"",7.65,3.39,57118,"",7.66,3.47,58630,"",5.53,3.56,43468,"",,,,"*",1855.58,2.35,9594473,"*"
"2011","W","CWA","WASHINGTON COASTAL PORTS",200.13,2.67,1177542,"",1470.78,1.87,6056960,"",2896.11,2.48,15825953,"",1409.74,2.89,8996129,"",578.53,4.21,5375370,"",388.05,4.54,3884743,"",216.39,4.98,2375495,"",77.31,3.38,575857,"",45.57,2.66,267177,"",56.88,3.35,420343,"",34.99,5.16,398182,"",26.9,3.96,234846,"",7401.38,2.79,45588597,""
"2011","W","NPS","NORTH PUGET SOUND PORTS",330.21,2.98,2166292,"",236.64,2.94,1533220,"",253.94,3.05,1704918,"",274.64,3.37,2040374,"",153.02,4.28,1445152,"",99.4,4.92,1078227,"",22.31,5.1,251036,"",587.84,2.84,3681400,"",424.13,2.87,2682777,"",255.51,2.94,1658556,"",40.32,5.74,510628,"",1136.44,3.66,9171901,"",3814.42,3.32,27924483,""
"2011","W","SPS","SOUTH PUGET SOUND PORTS",37.35,2.94,242104,"",39.34,2.79,241527,"",34.15,2.76,207750,"",41.68,3.18,291990,"",36.12,3.93,312824,"",16.01,4.6,162406,"",36.74,5.06,409827,"",90.51,3.39,676703,"",21.92,2.78,134249,"",13.83,3.18,96963,"",16.27,4.82,172899,"",68.66,3.79,573904,"",452.58,3.53,3523144,""
"2011","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"*"
"2011","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2012","C","BDA","BODEGA BAY AREA PORTS",69.51,2.28,348777,"",1500.27,2.3,7591036,"",368.37,2.97,2410900,"",116.66,3.24,834034,"",97.66,3.65,786908,"",39.58,3.83,334175,"",40.37,4.27,380162,"",28.9,3.33,212097,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",2261.32,2.59,12898089,"*"
"2012","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",,,,"*",245.6,3.16,1708481,"",303.17,3.33,2223476,"",193.19,3.74,1594896,"",96.65,4.14,882018,"",27.43,5.19,314015,"",12.94,3.58,102078,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",878.98,3.52,6824962,"*"
"2012","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",1645.62,3.18,11519001,"",1272.04,3.3,9244671,"",301.24,3.77,2505822,"",95.32,4.09,859410,"",78.61,5.02,869156,"",18.78,3.75,155140,"",3.98,3.24,28422,"",0,0,0,"",0,0,0,"",0,0,0,"",3415.58,3.34,25181622,""
"2012","C","ERA","EUREKA AREA PORTS",0,0,0,"",0,0,0,"",1367.38,3.15,9501492,"",1092.48,3.28,7896970,"",285.24,3.75,2356148,"",155.71,4.08,1401751,"",110.3,5.11,1241978,"",36.59,3.69,297590,"",21.6,3.21,152953,"",0,0,0,"",0,0,0,"",0,0,0,"",3069.3,3.38,22848881,""
"2012","C","MNA","MONTEREY AREA PORTS",24.48,2.41,129858,"",90.37,2.43,483998,"",47.86,3.04,320298,"",27.23,3.23,193731,"",22.23,3.39,166283,"",14.26,3.71,116563,"",16.48,4.07,148039,"",19.45,4.02,172317,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",262.36,2.99,1731087,"*"
"2012","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",3.54,3.77,29371,"",10.12,3.78,84364,"",13.33,3.82,112280,"",13.9,3.97,121587,"",12.66,4.9,136934,"",11.47,4.13,104496,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",65.02,4.11,589032,""
"2012","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2012","C","SFA","SAN FRANCISCO AREA PORTS",167.77,2.31,855993,"",3337.22,2.34,17188295,"",619.2,3.17,4321474,"",171.69,3.43,1297359,"",109.02,3.78,909398,"",43.05,3.98,377470,"",32.75,4.59,331368,"",15.21,4.23,141868,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",4495.91,2.56,25423225,"*"
"2012","C","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",1.83,3.08,12407,"",0,0,0,"",,,,"*",.35,3.89,2966,"",2.18,3.21,15373,"*"
"2012","O","BRA","BROOKINGS AREA PORTS",,,,"*",137.69,2.3,698695,"",601.96,3.14,4167650,"",370.16,3.28,2680218,"",93.68,3.57,737421,"",52.88,3.79,442377,"",29.07,4.5,288323,"",13.01,3.65,104586,"",7.97,3.27,57553,"",,,,"*",0,0,0,"",,,,"*",1306.43,3.19,9176824,"*"
"2012","O","CBA","COOS BAY AREA PORTS",3.94,1.97,17154,"",968.09,2.32,4947441,"",516.1,3.26,3707719,"",203.46,3.48,1562785,"",87.83,4.15,804248,"",76.84,4.61,781156,"",43.26,5.34,509367,"",9.04,3.52,70100,"",5.41,3.65,43538,"",2.48,3.41,18639,"",3.51,3.37,26104,"",3.66,2.94,23705,"",1923.63,2.95,12511955,""
"2012","O","CLO","COLUMBIA RIVER PORTS (OREGON)",.98,0,0,"",635.12,2.34,3277133,"",225.29,3.11,1545904,"",105.81,3.33,776555,"",54.95,3.68,446235,"",51.79,4.18,477117,"",32.75,4.89,352878,"",6.43,3.12,44175,"",2.05,3.24,14640,"",.74,3,4930,"",,,,"*",,,,"*",1115.91,2.82,6939566,"*"
"2012","O","NPA","NEWPORT AREA PORTS",2.68,1.69,9989,"",1013.29,2.34,5234497,"",492.44,3.22,3497538,"",177.74,3.48,1364109,"",72.19,3.98,633163,"",43.03,4.2,398039,"",28.76,5.02,318325,"",14.57,3.56,114405,"",6.97,3.76,57766,"",3.98,3.8,33271,"",3.93,4,34684,"",3.95,3.33,29011,"",1863.54,2.85,11724795,""
"2012","O","TLA","TILLAMOOK AREA PORTS",,,,"*",124.77,2.5,687869,"",74.56,3.43,564503,"",31.41,3.47,240107,"",17.82,3.81,149763,"",16.57,4.32,157786,"",12.98,5.16,147705,"",6.72,3.02,44739,"",5.15,2.96,33584,"",3.66,3.13,25275,"",,,,"*",.55,1.3,1576,"",294.19,3.17,2052906,"*"
"2012","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"*"
"2012","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",624.16,2.43,3349714,"",275.38,3.34,2025592,"",140.34,3.36,1038581,"",63.88,3.63,510641,"",45.75,3.81,383884,"",12.87,4.43,125761,"",4.83,3.77,40180,"",5.62,3.78,46790,"",6.38,3.74,52595,"",18.06,3.52,140148,"",,,,"*",1197.26,2.92,7713885,"*"
"2012","W","CWA","WASHINGTON COASTAL PORTS",6.08,3.25,43621,"",807.54,2.74,4879769,"",752.48,3.47,5758349,"",1146.44,3.53,8928077,"",331.68,4.35,3179941,"",244.1,4.69,2521947,"",114.96,5.28,1339081,"",90.78,3.05,609990,"",37.19,2.79,228378,"",32.61,3.62,260333,"",42.72,3.1,291688,"",8.76,3.47,66945,"",3615.33,3.53,28108120,""
"2012","W","NPS","NORTH PUGET SOUND PORTS",224.26,3.22,1591975,"",243.99,3.53,1896248,"",139.56,4.21,1296707,"",158.38,4.07,1421343,"",102.28,4.48,1010541,"",60.96,4.91,659472,"",36.19,5.96,475560,"",511.81,2.74,3094003,"",327.49,2.47,1782059,"",170.42,4.09,1538276,"",139.61,5.15,1585825,"",882.68,3.44,6701708,"",2997.63,3.49,23053717,""
"2012","W","SPS","SOUTH PUGET SOUND PORTS",9.91,3,65433,"",26.92,3.29,195235,"",31.23,3.66,251930,"",26.46,3.6,210166,"",11.56,4.14,105598,"",10,4.47,98626,"",13.24,4.99,145676,"",76.16,2.94,493225,"",25.61,2.79,157717,"",22.79,3.81,191386,"",26.57,4.85,284074,"",56.11,3.53,436289,"",336.56,3.55,2635354,""
"2012","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2012","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2013","C","BDA","BODEGA BAY AREA PORTS",401.82,3,2658973,"",152.48,3.31,1112759,"",124.43,2.84,778927,"",55.3,2.9,353931,"",60.57,3.05,407768,"",12.28,3.39,91852,"",29.02,3.86,247064,"",21.45,3.81,180169,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",857.34,3.09,5831442,"*"
"2013","C","BGA","FORT BRAGG AREA PORTS",,,,"*",0,0,0,"",145.85,2.52,809567,"",46.29,2.8,285601,"",34.61,3.02,230470,"",9.71,3.37,72169,"",4.71,4.56,47334,"",2.07,3.38,15380,"",2.07,3.39,15489,"",2.6,4.5,25803,"",0,0,0,"",0,0,0,"",247.91,2.75,1501813,"*"
"2013","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",2814.94,2.5,15517773,"",849.65,2.78,5199844,"",259.74,3.1,1773756,"",110.47,3.9,949043,"",83.76,4.92,909073,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",4118.56,2.68,24349488,"*"
"2013","C","ERA","EUREKA AREA PORTS",0,0,0,"",0,0,0,"",2032.92,2.5,11197437,"",673.49,2.74,4070526,"",253.15,3.08,1719308,"",93.92,3.98,823885,"",100.58,5.04,1117991,"",20.91,3.81,175436,"",8.91,3.48,68285,"",,,,"*",0,0,0,"",,,,"*",3183.88,2.73,19172867,"*"
"2013","C","MNA","MONTEREY AREA PORTS",55.46,2.97,362875,"",82.01,3.3,597158,"",46.67,2.95,303965,"",36.32,3.02,241782,"",22.44,3.16,156379,"",23.38,3.6,185430,"",20.13,4.13,183159,"",26.17,3.72,214550,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",312.57,3.26,2245298,"*"
"2013","C","MRA","MORRO BAY AREA PORTS",10.69,3.05,71943,"",19.26,3.32,141110,"",37.49,2.98,245991,"",33.38,3.12,229919,"",37.1,3.41,278980,"",40.04,3.76,331631,"",18.03,4.6,183013,"",29.54,4.61,300202,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",225.53,3.59,1782788,""
"2013","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"*"
"2013","C","SFA","SAN FRANCISCO AREA PORTS",1255.68,3.02,8361430,"",462.42,3.33,3393509,"",205.28,2.96,1340947,"",79.12,3.05,532619,"",43.09,3.4,322845,"",18.96,3.9,163019,"",16.85,4.82,179029,"",16.87,4.5,167525,"",,,,"*",,,,"*",,,,"*",0,0,0,"",2098.28,3.13,14460922,"*"
"2013","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",17.58,3.12,121017,"",6.92,3.52,53765,"",,,,"*",,,,"*",24.5,3.24,174782,"*"
"2013","O","BRA","BROOKINGS AREA PORTS",,,,"*",100.72,2.33,517206,"",1887.58,2.49,10381491,"",400.69,2.75,2425431,"",147.31,2.99,970919,"",49.48,3.4,371299,"",54.74,4.64,559574,"",16.67,3.65,133951,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",2657.18,2.62,15359872,"*"
"2013","O","CBA","COOS BAY AREA PORTS",2.03,2.05,9173,"",67.7,2.3,343723,"",1067.09,2.55,6006833,"",239.36,2.83,1493772,"",135.12,3.16,941682,"",53.29,3.71,435359,"",25.85,4.85,276369,"",15.65,4.1,141341,"",5.67,3.62,45338,"",4.43,3.44,33586,"",,,,"*",,,,"*",1616.19,2.73,9727175,"*"
