"LANDING_YEAR","PORT_AREA_CODE","ROUND_WEIGHT_MTONS","LANDING_MONTH"
2006,"NPS",227.92,3
2006,"SPS",22.79,3
2006,"XXX",0,3
2007,"BDA",60.38,3
2007,"BGA",24.49,3
2007,"CCA",107.64,3
2007,"ERA",54.82,3
2007,"LAA",0,3
2007,"MNA",9.4,3
2007,"MRA",2.15,3
2007,"SBA",0,3
2007,"SFA",57.66,3
2007,"XXX",0,3
2007,"BRA",69.99,3
2007,"CBA",196.2,3
2007,"CLO",120.64,3
2007,"NPA",160.23,3
2007,"TLA",52.92,3
2007,"XXX",0,3
2007,"CLW",61.75,3
2007,"CWA",384.11,3
2007,"NPS",163.77,3
2007,"SPS",2.73,3
2007,"XXX",0,3
2008,"BDA",61,3
2008,"BGA",30.58,3
2008,"CA2",0,3
2008,"CCA",26.26,3
2008,"ERA",54.7,3
2008,"MNA",5.66,3
2008,"MRA",0.67,3
2008,"SBA",0,3
2008,"SFA",95.96,3
2008,"XXX",0,3
2008,"BRA",21.7,3
2008,"CBA",44.46,3
2008,"CLO",38.93,3
2008,"NPA",62.2,3
2008,"TLA",17.49,3
2008,"XXX",0,3
2008,"CLW",36.9,3
2008,"CWA",248.32,3
2008,"NPS",145.07,3
2008,"SPS",5.68,3
2008,"XXX",0,3
2009,"BDA",8.08,3
2009,"BGA",7.28,3
2009,"CCA",34.93,3
2009,"ERA",19.43,3
2009,"MNA",2.64,3
2009,"MRA",0,3
2009,"SBA",0,3
2009,"SDA",0,3
2009,"SFA",7.54,3
2009,"XXX",0.1,3
2009,"BRA",22.57,3
2009,"CBA",44.74,3
2009,"CLO",34.57,3
2009,"NPA",65.03,3
2009,"TLA",20.55,3
2009,"XXX",0,3
2009,"CLW",16.28,3
2009,"CWA",168.2,3
2009,"NPS",162.45,3
2009,"SPS",3.19,3
2009,"XXX",0,3
2010,"BDA",26.6,3
2010,"BGA",3.84,3
2010,"CCA",67.13,3
2010,"ERA",65.07,3
2010,"LAA",0,3
2010,"MNA",17.34,3
2010,"MRA",0,3
2010,"SFA",76.46,3
2010,"XXX",0,3
2010,"BRA",35.53,3
2010,"CBA",66.32,3
2010,"CLO",55.84,3
2010,"NPA",56.72,3
2010,"TLA",18.94,3
2010,"XXX",0,3
2010,"CLW",28.38,3
2010,"CWA",320.81,3
2010,"NPS",143.21,3
2010,"SPS",6.51,3
2010,"WA5",0,3
2010,"XXX",0,3
2011,"BDA",119.71,3
2011,"BGA",30.27,3
2011,"CCA",40.73,3
2011,"ERA",67.35,3
2011,"MNA",14.34,3
2011,"MRA",0,3
2011,"SBA",0,3
2011,"SFA",132.63,3
2011,"XXX",0,3
2011,"BRA",48.65,3
2011,"CBA",102.81,3
2011,"CLO",61.59,3
2011,"NPA",91.05,3
2011,"TLA",26.86,3
2011,"XXX",0,3
2011,"CLW",46.09,3
2011,"CWA",578.53,3
2011,"NPS",153.02,3
2011,"SPS",36.12,3
2011,"WA5",0,3
2011,"XXX",0,3
2012,"BDA",97.66,3
2012,"BGA",193.19,3
2012,"CCA",301.24,3
2012,"ERA",285.24,3
2012,"MNA",22.23,3
2012,"MRA",13.33,3
2012,"SBA",0,3
2012,"SFA",109.02,3
2012,"XXX",0,3
2012,"BRA",93.68,3
2012,"CBA",87.83,3
2012,"CLO",54.95,3
2012,"NPA",72.19,3
2012,"TLA",17.82,3
2012,"XXX",0,3
2012,"CLW",63.88,3
2012,"CWA",331.68,3
2012,"NPS",102.28,3
2012,"SPS",11.56,3
2012,"WA5",0,3
2012,"XXX",0,3
2013,"BDA",60.57,3
2013,"BGA",34.61,3
2013,"CCA",259.74,3
2013,"ERA",253.15,3
2013,"MNA",22.44,3
2013,"MRA",37.1,3
2013,"SBA",0,3
2013,"SFA",43.09,3
2013,"XXX",0,3
2013,"BRA",147.31,3
2013,"CBA",135.12,3
2013,"CLO",180.3,3
2013,"NPA",179.2,3
2013,"TLA",53.47,3
2013,"XXX",0,3
2013,"CLW",108.53,3
2013,"CWA",588.37,3
2013,"NPS",223.29,3
2013,"SPS",77.24,3
2013,"WA5",0,3
2013,"XXX",0,3
2014,"BDA",32.76,3
2014,"BGA",9.76,3
2014,"CCA",54.87,3
2014,"ERA",62.42,3
2014,"MNA",44.33,3
2014,"MRA",52.09,3
2014,"SBA",0,3
2014,"SFA",67.5,3
2014,"XXX",0,3
2014,"BRA",20.8,3
2014,"CBA",70.6,3
2014,"CLO",31.63,3
2014,"NPA",97.1,3
2014,"TLA",8.74,3
2014,"XXX",0,3
2014,"CLW",20.52,3
2014,"CWA",129.89,3
2014,"NPS",126.98,3
2014,"SPS",25.63,3
2014,"WA5",0,3
2014,"XXX",0,3
2015,"BDA",12.88,3
2015,"BGA",0.46,3
2015,"CCA",5.38,3
2015,"ERA",4.33,3
2015,"MNA",23,3
2015,"MRA",73.56,3
2015,"SFA",39.18,3
2015,"XXX",0,3
2015,"BRA",11.01,3
2015,"CBA",17.3,3
2015,"CLO",16.6,3
2015,"NPA",19.27,3
2015,"TLA",5.33,3
2015,"XXX",0,3
2015,"CLW",12.37,3
2015,"CWA",60.68,3
2015,"NPS",157.39,3
2015,"SPS",18.92,3
2015,"WA5",0,3
2015,"XXX",0,3
2016,"BDA",54.52,3
2016,"BGA",0,3
2016,"CCA",0,3
2016,"ERA",0,3
2016,"MNA",37.61,3
2016,"MRA",4.65,3
2016,"SFA",170.15,3
2016,"XXX",0,3
2016,"BRA",68.14,3
2016,"CBA",58.94,3
2016,"CLO",78.14,3
2016,"NPA",87.39,3
2016,"TLA",23.54,3
2016,"XXX",0,3
2016,"CLW",53.89,3
2016,"CWA",229.17,3
2016,"NPS",155.38,3
2016,"SPS",39.01,3
2016,"WA5",0,3
2016,"XXX",0,3
2017,"BDA",62.77,3
2017,"BGA",63.35,3
2017,"CCA",72.38,3
2017,"ERA",84.48,3
2017,"MNA",31.71,3
2017,"MRA",50.48,3
2017,"SBA",0,3
2017,"SFA",108.97,3
2017,"XXX",0,3
2017,"BRA",44.15,3
2017,"CBA",158.72,3
2017,"CLO",80.59,3
2017,"NPA",127.01,3
2017,"TLA",23.08,3
2017,"XXX",0,3
2017,"CLW",80.37,3
2017,"CWA",362,3
2017,"NPS",244.58,3
2017,"SPS",38.2,3
2017,"WA5",34.61,3
2017,"XXX",0,3
2018,"BDA",31.7,3
2018,"BGA",145.11,3
2018,"CCA",596.15,3
2018,"ERA",471.84,3
2018,"MNA",8.58,3
2018,"MRA",10.98,3
2018,"SBA",0,3
2018,"SFA",18.18,3
2018,"XXX",0,3
2018,"BRA",285.13,3
2018,"CBA",439.37,3
2018,"CLO",225.73,3
2018,"NPA",501.04,3
2018,"TLA",62.73,3
2018,"XXX",0,3
2018,"CLW",8.37,3
2018,"CWA",74.87,3
2018,"NPS",147,3
2018,"SPS",77.66,3
2018,"WA5",721.72,3
2018,"XXX",0,3
2019,"BDA",17.24,3
2019,"BGA",50.3,3
2019,"CCA",170.18,3
2019,"ERA",71.58,3
2019,"MNA",13.16,3
2019,"MRA",19.45,3
2019,"SBA",0,3
2019,"SFA",35.97,3
2019,"XXX",0,3
2019,"BRA",113.08,3
2019,"CBA",162.12,3
2019,"CLO",67.39,3
2019,"NPA",166.53,3
2019,"TLA",27.96,3
2019,"XXX",0,3
2019,"CLW",43.94,3
2019,"CWA",189.92,3
2019,"NPS",188.77,3
2019,"SPS",32.39,3
2019,"WA5",57.55,3
2019,"XXX",0,3
2020,"BDA",81.18,3
2020,"BGA",33.13,3
2020,"CCA",94.9,3
2020,"ERA",61.45,3
2020,"MNA",14.96,3
2020,"MRA",4.55,3
2020,"SBA",0,3
2020,"SFA",69.93,3
2020,"XXX",0,3
2020,"BRA",48.05,3
2020,"CBA",89.48,3
2020,"CLO",142.25,3
2020,"NPA",207.26,3
2020,"TLA",43.01,3
2020,"XXX",0,3
2020,"CLW",71.65,3
2020,"CWA",309.4,3
2020,"NPS",77.89,3
2020,"SPS",8.02,3
2020,"WA5",4.97,3
2020,"XXX",0,3
2021,"BDA",55.59,3
2021,"BGA",8.81,3
2021,"CCA",11.55,3
2021,"ERA",13.27,3
2021,"MNA",14.25,3
2021,"MRA",3.56,3
2021,"SBA",0,3
2021,"SFA",75.38,3
2021,"XXX",0,3
2021,"BRA",12.09,3
2021,"CBA",105.74,3
2021,"CLO",266.06,3
2021,"NPA",148.43,3
2021,"TLA",72.91,3
2021,"XXX",0,3
2021,"CLW",213.56,3
2021,"CWA",1461.81,3
2021,"NPS",144.53,3
2021,"SPS",0,3
2021,"WA5",7.34,3
2021,"XXX",0,3
2022,"BDA",14.14,3
2022,"BGA",5.88,3
2022,"CCA",18.81,3
2022,"ERA",12.01,3
2022,"MNA",13.8,3
2022,"MRA",0,3
2022,"SBA",0,3
2022,"SFA",25.01,3
2022,"XXX",0,3
2022,"BRA",27.36,3
2022,"CBA",43.91,3
2022,"CLO",60.85,3
2022,"NPA",56,3
2022,"TLA",20.8,3
2022,"XXX",0,3
2022,"CLW",54.86,3
2022,"CWA",269.19,3
2022,"NPS",47.84,3
2022,"SPS",0,3
2022,"WA5",0,3
2022,"XXX",0,3
2000,"BDA",5.49,4
2000,"BGA",8.12,4
2000,"CA2",0,4
2000,"CCA",20.62,4
2000,"ERA",31.88,4
2000,"LAA",0,4
2000,"MNA",1.28,4
2000,"MRA",0,4
2000,"SFA",16.49,4
2000,"XXX",23.63,4
2000,"BRA",28.22,4
2000,"CBA",87.82,4
2000,"CLO",49.76,4
2000,"NPA",38,4
2000,"TLA",15.78,4
2000,"XXX",0,4
2000,"CLW",24.06,4
2000,"CWA",132.03,4
2000,"NPS",72.13,4
2000,"SPS",28.37,4
2000,"WA5",0,4
2000,"XXX",0,4
2001,"BDA",6.92,4
2001,"BGA",2.87,4
2001,"CA2",0,4
2001,"CCA",5.63,4
2001,"ERA",11.47,4
2001,"LAA",0,4
2001,"MNA",1.24,4
2001,"MRA",1.04,4
2001,"SFA",31.56,4
2001,"XXX",0,4
2001,"BRA",12.66,4
2001,"CBA",11.1,4
2001,"CLO",28.55,4
2001,"NPA",18.5,4
2001,"TLA",3.6,4
2001,"XXX",0,4
2001,"CLW",17.28,4
2001,"CWA",70,4
2001,"NPS",45.12,4
2001,"SPS",27.51,4
2001,"XXX",0,4
2002,"BDA",4.32,4
2002,"BGA",0.59,4
2002,"CCA",4.02,4
2002,"ERA",12.32,4
2002,"LAA",0,4
2002,"MNA",3.39,4
2002,"MRA",3.86,4
2002,"SBA",0,4
2002,"SFA",26.27,4
2002,"XXX",0,4
2002,"BRA",5.34,4
2002,"CBA",18.69,4
2002,"CLO",93.16,4
2002,"NPA",23.31,4
2002,"TLA",5.03,4
2002,"XXX",0,4
2002,"CLW",21.11,4
2002,"CWA",100.26,4
2002,"NPS",46.98,4
2002,"SPS",0.98,4
2003,"BDA",8.13,4
2003,"BGA",4.46,4
2003,"CCA",17.86,4
2003,"ERA",57.73,4
2003,"LAA",0,4
2003,"MNA",2.71,4
2003,"MRA",3.74,4
2003,"SBA",0,4
2003,"SFA",16.81,4
2003,"XXX",0,4
2003,"BRA",19.27,4
2003,"CBA",46.8,4
2003,"CLO",78.05,4
2003,"NPA",30.75,4
2003,"TLA",12.49,4
2003,"XXX",0,4
2003,"CLW",29.71,4
2003,"CWA",257.27,4
2003,"NPS",54.46,4
2003,"SPS",4.45,4
2003,"XXX",0,4
2004,"BDA",11.18,4
2004,"BGA",3.17,4
2004,"CCA",72.42,4
2004,"ERA",65.49,4
2004,"LAA",0,4
2004,"MNA",3.34,4
2004,"MRA",1.88,4
2004,"SBA",0,4
2004,"SFA",18.79,4
2004,"XXX",0,4
2004,"BRA",62.62,4
2004,"CBA",176.26,4
2004,"CLO",51.57,4
2004,"NPA",79.32,4
2004,"TLA",22.41,4
2004,"XXX",0,4
2004,"CLW",18.54,4
2004,"CWA",198.81,4
2004,"NPS",59.04,4
2004,"SPS",1.7,4
2004,"XXX",0,4
2005,"BDA",10.38,4
2005,"BGA",6.35,4
2005,"CCA",72.37,4
2005,"ERA",105.03,4
2005,"LAA",0,4
2005,"MNA",3.46,4
2005,"MRA",2.94,4
2005,"SBA",0,4
2005,"SDA",0,4
2005,"SFA",20.08,4
2005,"XXX",0,4
2005,"BRA",55.37,4
2005,"CBA",229.17,4
2005,"CLO",118.98,4
2005,"NPA",166.02,4
2005,"TLA",28.06,4
2005,"XXX",0,4
2005,"CLW",55.73,4
2005,"CWA",376.15,4
2005,"NPS",119.51,4
2005,"SPS",0.33,4
2005,"XXX",0,4
2006,"BDA",31.7,4
2006,"BGA",20.54,4
2006,"CCA",260.7,4
2006,"ERA",206.07,4
2006,"LAA",0,4
2006,"MNA",5.61,4
2006,"MRA",21.19,4
2006,"SBA",0,4
2006,"SFA",29.82,4
2006,"XXX",0,4
2006,"BRA",118.53,4
2006,"CBA",235.57,4
2006,"CLO",139.92,4
2006,"NPA",266.78,4
2006,"TLA",64.21,4
2006,"XXX",0,4
2006,"CLW",45.18,4
2006,"CWA",340.8,4
2006,"NPS",160.88,4
2006,"SPS",15.63,4
2006,"XXX",0,4
2007,"BDA",38.04,4
2007,"BGA",2.54,4
2007,"CCA",35.07,4
2007,"ERA",26.87,4
2007,"LAA",0,4
2007,"MNA",6.56,4
2007,"MRA",7.28,4
2007,"SBA",0,4
2007,"SFA",59.86,4
2007,"XXX",0,4
2007,"BRA",22.91,4
2007,"CBA",57.33,4
2007,"CLO",37.09,4
2007,"NPA",43.19,4
2007,"TLA",19.13,4
2007,"XXX",0,4
2007,"CLW",13.43,4
2007,"CWA",152.29,4
2007,"NPS",36.88,4
2007,"SPS",1.32,4
2007,"XXX",0,4
2008,"BDA",54.17,4
2008,"BGA",13.47,4
2008,"CA2",0,4
2008,"CCA",17.75,4
2008,"ERA",57.93,4
2008,"MNA",7.1,4
2008,"MRA",0.27,4
2008,"SBA",0,4
2008,"SFA",129.01,4
2008,"XXX",0,4
2008,"BRA",18.9,4
2008,"CBA",32.25,4
2008,"CLO",21.92,4
2008,"NPA",52.13,4
2008,"TLA",16.11,4
2008,"XXX",0,4
2008,"CLW",19.36,4
2008,"CWA",199.81,4
2008,"NPS",105.7,4
2008,"SPS",4.36,4
2008,"XXX",0,4
2009,"BDA",15.68,4
2009,"BGA",13.43,4
2009,"CCA",35,4
2009,"ERA",29.9,4
2009,"MNA",5.72,4
2009,"MRA",0,4
2009,"SBA",0,4
2009,"SDA",0,4
2009,"SFA",10.79,4
2009,"XXX",0,4
2009,"BRA",17.48,4
2009,"CBA",15.73,4
2009,"CLO",28.42,4
2009,"NPA",33.43,4
2009,"TLA",12.53,4
2009,"XXX",0,4
2009,"CLW",13.1,4
2009,"CWA",104.83,4
2009,"NPS",70.53,4
2009,"SPS",0.95,4
2009,"XXX",0,4
2010,"BDA",10.81,4
2010,"BGA",2.25,4
2010,"CCA",25.45,4
2010,"ERA",40.05,4
2010,"LAA",0,4
2010,"MNA",12.12,4
2010,"MRA",0,4
2010,"SFA",33.29,4
2010,"XXX",0,4
2010,"BRA",23.53,4
2010,"CBA",39.11,4
2010,"CLO",28.05,4
2010,"NPA",44.49,4
2010,"TLA",11.16,4
2010,"XXX",0,4
2010,"CLW",12.7,4
2010,"CWA",179.22,4
2010,"NPS",49.66,4
2010,"SPS",4.71,4
2010,"WA5",0,4
2010,"XXX",0,4
2011,"BDA",51.2,4
2011,"BGA",36.55,4
2011,"CCA",56.34,4
2011,"ERA",63.14,4
2011,"MNA",7.6,4
2011,"MRA",0,4
2011,"SBA",0,4
2011,"SFA",66.31,4
2011,"XXX",0,4
2011,"BRA",47.38,4
2011,"CBA",84.98,4
2011,"CLO",86.38,4
2011,"NPA",70.93,4
2011,"TLA",21.78,4
2011,"XXX",0,4
2011,"CLW",31.65,4
2011,"CWA",388.05,4
2011,"NPS",99.4,4
2011,"SPS",16.01,4
2011,"WA5",0,4
2011,"XXX",0,4
2012,"BDA",39.58,4
2012,"BGA",96.65,4
2012,"CCA",95.32,4
2012,"ERA",155.71,4
2012,"MNA",14.26,4
2012,"MRA",13.9,4
2012,"SBA",0,4
2012,"SFA",43.05,4
2012,"XXX",0,4
2012,"BRA",52.88,4
2012,"CBA",76.84,4
2012,"CLO",51.79,4
2012,"NPA",43.03,4
2012,"TLA",16.57,4
2012,"XXX",0,4
2012,"CLW",45.75,4
2012,"CWA",244.1,4
2012,"NPS",60.96,4
2012,"SPS",10,4
2012,"WA5",0,4
2012,"XXX",0,4
2013,"BDA",12.28,4
2013,"BGA",9.71,4
2013,"CCA",110.47,4
2013,"ERA",93.92,4
2013,"MNA",23.38,4
2013,"MRA",40.04,4
2013,"SBA",0,4
2013,"SFA",18.96,4
2013,"XXX",0,4
2013,"BRA",49.48,4
2013,"CBA",53.29,4
2013,"CLO",57.28,4
2013,"NPA",43.95,4
2013,"TLA",13.22,4
2013,"XXX",0,4
2013,"CLW",26.83,4
2013,"CWA",241.78,4
2013,"NPS",114.15,4
2013,"SPS",30.5,4
2013,"WA5",0,4
2013,"XXX",0,4
2014,"BDA",27.53,4
2014,"BGA",0,4
2014,"CCA",20.49,4
2014,"ERA",33.91,4
2014,"MNA",24.23,4
2014,"MRA",55.91,4
2014,"SBA",0,4
2014,"SFA",65.92,4
2014,"XXX",0,4
2014,"BRA",18.06,4
2014,"CBA",39.56,4
2014,"CLO",21.02,4
2014,"NPA",33.72,4
2014,"TLA",9.95,4
2014,"XXX",0,4
2014,"CLW",12.14,4
2014,"CWA",51.89,4
2014,"NPS",33.86,4
2014,"SPS",17.57,4
2014,"WA5",0,4
2014,"XXX",0,4
2015,"BDA",10.49,4
2015,"BGA",1.83,4
2015,"CCA",2.27,4
2015,"ERA",6.56,4
2015,"MNA",13.89,4
2015,"MRA",37.02,4
2015,"SFA",18.64,4
2015,"XXX",0,4
2015,"BRA",14.22,4
2015,"CBA",13.21,4
2015,"CLO",5.78,4
2015,"NPA",12.15,4
2015,"TLA",3.65,4
2015,"XXX",0,4
2015,"CLW",4.35,4
2015,"CWA",22.97,4
2015,"NPS",5.35,4
2015,"SPS",9.17,4
2015,"WA5",0,4
2015,"XXX",0,4
2016,"BDA",588.19,4
2016,"BGA",57.24,4
2016,"CCA",0,4
2016,"ERA",0,4
2016,"MNA",148.55,4
2016,"MRA",115.84,4
2016,"SFA",1619.02,4
2016,"XXX",0,4
2016,"BRA",49.44,4
2016,"CBA",42.94,4
2016,"CLO",35.95,4
2016,"NPA",60.87,4
2016,"TLA",10.61,4
2016,"XXX",0,4
2016,"CLW",20.55,4
2016,"CWA",127.48,4
2016,"NPS",22.91,4
2016,"SPS",24.2,4
2016,"WA5",0,4
2016,"XXX",0,4
2017,"BDA",67.7,4
2017,"BGA",50.8,4
2017,"CCA",38.41,4
2017,"ERA",66.1,4
2017,"MNA",31.78,4
2017,"MRA",72.15,4
2017,"SBA",0,4
2017,"SFA",109.28,4
2017,"XXX",0,4
2017,"BRA",33.92,4
2017,"CBA",95.92,4
2017,"CLO",43.44,4
2017,"NPA",98.18,4
2017,"TLA",23.48,4
2017,"XXX",0,4
2017,"CLW",50.33,4
2017,"CWA",155.49,4
2017,"NPS",60.25,4
2017,"SPS",12.6,4
2017,"WA5",16.31,4
2017,"XXX",0,4
2018,"BDA",7.51,4
2018,"BGA",25.26,4
2018,"CCA",83.7,4
2018,"ERA",60.55,4
2018,"MNA",4.81,4
2018,"MRA",10.26,4
2018,"SBA",0,4
2018,"SFA",10.3,4
2018,"XXX",0,4
2018,"BRA",34.91,4
2018,"CBA",71.08,4
2018,"CLO",31.43,4
2018,"NPA",117.84,4
2018,"TLA",18.54,4
2018,"XXX",0,4
2018,"CLW",21.46,4
2018,"CWA",124.32,4
2018,"NPS",55.86,4
2018,"SPS",22.49,4
2018,"WA5",41.17,4
2018,"XXX",0,4
2019,"BDA",7.1,4
2019,"BGA",7.19,4
2019,"CCA",44.32,4
2019,"ERA",9.03,4
2019,"MNA",4.72,4
2019,"MRA",11.03,4
2019,"SBA",0,4
2019,"SFA",15.05,4
2019,"XXX",0,4
2019,"BRA",30.19,4
2019,"CBA",66.93,4
2019,"CLO",16.22,4
2019,"NPA",52.55,4
2019,"TLA",10.94,4
2019,"XXX",0,4
2019,"CLW",6,4
2019,"CWA",84.94,4
2019,"NPS",12.33,4
2019,"SPS",7.27,4
2019,"WA5",8.21,4
2019,"XXX",0,4
2020,"BDA",21.46,4
2020,"BGA",9.73,4
2020,"CCA",35.41,4
2020,"ERA",40.5,4
2020,"MNA",11.32,4
2020,"MRA",11.45,4
2020,"SBA",0,4
2020,"SFA",31.64,4
2020,"XXX",0,4
2020,"BRA",15.94,4
2020,"CBA",57.44,4
2020,"CLO",43.38,4
2020,"NPA",103.47,4
2020,"TLA",34.52,4
2020,"XXX",0,4
2020,"CLW",42.4,4
2020,"CWA",144.94,4
2020,"NPS",18.02,4
2020,"SPS",0.96,4
2020,"WA5",0,4
2020,"XXX",0,4
2021,"BDA",21.87,4
2021,"BGA",2.53,4
2021,"CCA",0,4
2021,"ERA",10.04,4
2021,"MNA",8.37,4
2021,"MRA",1.43,4
2021,"SBA",0,4
2021,"SFA",34.57,4
2021,"XXX",0,4
2021,"BRA",5.94,4
2021,"CBA",54.98,4
2021,"CLO",86.78,4
2021,"NPA",57.21,4
2021,"TLA",29.73,4
2021,"XXX",0,4
2021,"CLW",47.21,4
2021,"CWA",374.18,4
2021,"NPS",42.73,4
2021,"SPS",0,4
2021,"WA5",14.45,4
2021,"XXX",0,4
2022,"BDA",4.08,4
2022,"BGA",2.32,4
2022,"CCA",10.78,4
2022,"ERA",7.57,4
2022,"MNA",2.77,4
2022,"MRA",0,4
2022,"SBA",0,4
2022,"SFA",3.74,4
2022,"XXX",0,4
2022,"BRA",16.73,4
2022,"CBA",20.05,4
2022,"CLO",24.84,4
2022,"NPA",27.51,4
2022,"TLA",16.78,4
2022,"XXX",0,4
2022,"CLW",24.74,4
2022,"CWA",93.57,4
2022,"NPS",3.61,4
2022,"SPS",0,4
2022,"WA5",0,4
2022,"XXX",0,4
2000,"BDA",5.65,5
2000,"BGA",3.46,5
2000,"CA2",0,5
2000,"CCA",10.87,5
2000,"ERA",19.38,5
2000,"LAA",0,5
2000,"MNA",0,5
2000,"MRA",0,5
2000,"SFA",4.61,5
2000,"XXX",9.66,5
2000,"BRA",21.64,5
2000,"CBA",57.96,5
2000,"CLO",32.8,5
2000,"NPA",39.79,5
2000,"TLA",11.27,5
2000,"XXX",0,5
2000,"CLW",29.07,5
2000,"CWA",122.19,5
2000,"NPS",114.9,5
2000,"SPS",11.36,5
2000,"WA5",0,5
2000,"XXX",0,5
2001,"BDA",11.55,5
2001,"BGA",2.4,5
2001,"CA2",0,5
2001,"CCA",4.9,5
2001,"ERA",6.69,5
2001,"LAA",0,5
2001,"MNA",0,5
2001,"MRA",1.51,5
2001,"SFA",47.1,5
2001,"XXX",0,5
2001,"BRA",9.48,5
2001,"CBA",13.24,5
2001,"CLO",17.55,5
2001,"NPA",17.96,5
2001,"TLA",5.33,5
2001,"XXX",0,5
2001,"CLW",8.26,5
2001,"CWA",59.05,5
2001,"NPS",47.95,5
2001,"SPS",7.14,5
2001,"XXX",0,5
2002,"BDA",3.98,5
2002,"BGA",1.66,5
2002,"CCA",3.35,5
2002,"ERA",7.07,5
2002,"LAA",0,5
2002,"MNA",3.53,5
2002,"MRA",2.33,5
2002,"SBA",0,5
2002,"SFA",13.68,5
2002,"XXX",0,5
2002,"BRA",4.47,5
2002,"CBA",11.36,5
2002,"CLO",52.66,5
2002,"NPA",14.67,5
2002,"TLA",5.52,5
2002,"XXX",0,5
2002,"CLW",13.15,5
2002,"CWA",77.62,5
2002,"NPS",60.37,5
2002,"SPS",18.53,5
2003,"BDA",3.23,5
2003,"BGA",0.94,5
2003,"CCA",7.85,5
2003,"ERA",54.8,5
2003,"LAA",0,5
2003,"MNA",2.46,5
2003,"MRA",1.74,5
2003,"SBA",0,5
2003,"SFA",6.82,5
2003,"XXX",0,5
2003,"BRA",10.58,5
2003,"CBA",15.22,5
2003,"CLO",27.61,5
2003,"NPA",8.74,5
2003,"TLA",8.86,5
2003,"XXX",0,5
2003,"CLW",5.56,5
2003,"CWA",127.69,5
2003,"NPS",59.11,5
2003,"SPS",22.26,5
2003,"XXX",0,5
2004,"BDA",7.8,5
2004,"BGA",3.43,5
2004,"CCA",27.28,5
2004,"ERA",61.25,5
2004,"LAA",0,5
2004,"MNA",2.3,5
2004,"MRA",1.44,5
2004,"SBA",0,5
2004,"SFA",17.41,5
2004,"XXX",0,5
2004,"BRA",34.27,5
2004,"CBA",77.19,5
2004,"CLO",30.69,5
2004,"NPA",33.22,5
2004,"TLA",20.27,5
2004,"XXX",0,5
2004,"CLW",7.26,5
2004,"CWA",85.27,5
2004,"NPS",44.19,5
2004,"SPS",6.66,5
2004,"XXX",0,5
2005,"BDA",7.26,5
2005,"BGA",3.02,5
2005,"CCA",42.47,5
2005,"ERA",88.77,5
2005,"LAA",0,5
2005,"MNA",1.3,5
2005,"MRA",5.28,5
2005,"SBA",0,5
2005,"SDA",0,5
2005,"SFA",13.31,5
2005,"XXX",0,5
2005,"BRA",50.24,5
2005,"CBA",129.58,5
2005,"CLO",56.85,5
2005,"NPA",102.68,5
2005,"TLA",21.1,5
2005,"XXX",0,5
2005,"CLW",27.14,5
2005,"CWA",153.26,5
2005,"NPS",123.86,5
2005,"SPS",3.93,5
2005,"XXX",0,5
2006,"BDA",20.23,5
2006,"BGA",16.82,5
2006,"CCA",147.69,5
2006,"ERA",213.32,5
2006,"LAA",0,5
2006,"MNA",4.85,5
2006,"MRA",23.34,5
2006,"SBA",0,5
2006,"SFA",34.04,5
2006,"XXX",0,5
2006,"BRA",79.28,5
2006,"CBA",143.74,5
2006,"CLO",45.35,5
2006,"NPA",164.56,5
2006,"TLA",37.56,5
2006,"XXX",0,5
2006,"CLW",14.33,5
2006,"CWA",203.07,5
2006,"NPS",96.27,5
2006,"SPS",4.57,5
2006,"XXX",0,5
2007,"BDA",40.41,5
2007,"BGA",4.13,5
2007,"CCA",50.15,5
2007,"ERA",73.43,5
2007,"LAA",0,5
2007,"MNA",2.77,5
2007,"MRA",7.26,5
2007,"SBA",0,5
2007,"SFA",43.37,5
2007,"XXX",0,5
2007,"BRA",18.74,5
2007,"CBA",52.5,5
2007,"CLO",24.96,5
2007,"NPA",40.88,5
2007,"TLA",28.02,5
2007,"XXX",0,5
2007,"CLW",9.09,5
2007,"CWA",120.82,5
2007,"NPS",65.39,5
2007,"SPS",3.87,5
2007,"XXX",0,5
2008,"BDA",91.87,5
2008,"BGA",26.64,5
2008,"CA2",0,5
2008,"CCA",6.87,5
2008,"ERA",22.42,5
2008,"MNA",10.82,5
2008,"MRA",1.72,5
2008,"SBA",0,5
2008,"SFA",93.21,5
2008,"XXX",0,5
2008,"BRA",9.31,5
2008,"CBA",15.38,5
2008,"CLO",11.69,5
2008,"NPA",31.64,5
2008,"TLA",13.58,5
2008,"XXX",0,5
2008,"CLW",5.86,5
2008,"CWA",100.61,5
2008,"NPS",43.7,5
2008,"SPS",0.47,5
2008,"XXX",0,5
2009,"BDA",12.79,5
2009,"BGA",9.19,5
2009,"CCA",13.06,5
2009,"ERA",15.78,5
2009,"MNA",9.79,5
2009,"MRA",0.14,5
2009,"SBA",0,5
2009,"SDA",0,5
2009,"SFA",11.41,5
2009,"XXX",0,5
2009,"BRA",12.03,5
2009,"CBA",13.41,5
2009,"CLO",18.75,5
2009,"NPA",32.9,5
2009,"TLA",12.56,5
2009,"XXX",0,5
2009,"CLW",7.05,5
2009,"CWA",57.79,5
2009,"NPS",123.06,5
2009,"SPS",3.99,5
2009,"XXX",0,5
2010,"BDA",16.9,5
2010,"BGA",0.53,5
2010,"CCA",7.96,5
2010,"ERA",28.48,5
