"LANDING_YEAR","PORT_AREA_CODE","ROUND_WEIGHT_MTONS","LANDING_MONTH"
2003,"CLW",431.15,1
2003,"CWA",3080.91,1
2003,"NPS",360.49,1
2003,"SPS",16.5,1
2003,"XXX",0,1
2004,"BDA",80.94,1
2004,"BGA",46.3,1
2004,"CCA",900.38,1
2004,"ERA",638.29,1
2004,"LAA",0,1
2004,"MNA",17.53,1
2004,"MRA",0.82,1
2004,"SBA",0,1
2004,"SFA",170.43,1
2004,"XXX",0,1
2004,"BRA",788.69,1
2004,"CBA",1081.4,1
2004,"CLO",280.91,1
2004,"NPA",502.22,1
2004,"TLA",70.7,1
2004,"XXX",0,1
2004,"CLW",162.72,1
2004,"CWA",1065.85,1
2004,"NPS",210.19,1
2004,"SPS",35.35,1
2004,"XXX",0,1
2005,"BDA",95.04,1
2005,"BGA",73.67,1
2005,"CCA",774.15,1
2005,"ERA",524.15,1
2005,"LAA",0.83,1
2005,"MNA",9.86,1
2005,"MRA",3.66,1
2005,"SBA",0,1
2005,"SDA",0,1
2005,"SFA",114.04,1
2005,"XXX",0,1
2005,"BRA",421.02,1
2005,"CBA",719.59,1
2005,"CLO",1702.37,1
2005,"NPA",973.19,1
2005,"TLA",250.66,1
2005,"XXX",0,1
2005,"CLW",825.57,1
2005,"CWA",4364.3,1
2005,"NPS",192.39,1
2005,"SPS",13.75,1
2005,"XXX",0,1
2006,"BDA",99.41,1
2006,"BGA",116.01,1
2006,"CCA",1944.4,1
2006,"ERA",758.33,1
2006,"LAA",0,1
2006,"MNA",12.19,1
2006,"MRA",7.86,1
2006,"SBA",0,1
2006,"SFA",195.12,1
2006,"XXX",0,1
2006,"BRA",787.82,1
2006,"CBA",866.64,1
2006,"CLO",1098.98,1
2006,"NPA",1405,1
2006,"TLA",169.01,1
2006,"XXX",0,1
2006,"CLW",553.11,1
2006,"CWA",1477.19,1
2006,"NPS",255.57,1
2006,"SPS",11.89,1
2006,"XXX",0,1
2007,"BDA",123.46,1
2007,"BGA",88.13,1
2007,"CCA",867.53,1
2007,"ERA",598.57,1
2007,"LAA",0,1
2007,"MNA",7.82,1
2007,"MRA",5.08,1
2007,"SBA",0,1
2007,"SFA",124.23,1
2007,"XXX",0,1
2007,"BRA",409.13,1
2007,"CBA",639.28,1
2007,"CLO",507.4,1
2007,"NPA",966.72,1
2007,"TLA",149.05,1
2007,"XXX",0,1
2007,"CLW",506.78,1
2007,"CWA",2344.47,1
2007,"NPS",261.63,1
2007,"SPS",10.5,1
2007,"XXX",0,1
2008,"BDA",83.01,1
2008,"BGA",44.6,1
2008,"CA2",0,1
2008,"CCA",152.99,1
2008,"ERA",146.46,1
2008,"MNA",2.26,1
2008,"MRA",0.15,1
2008,"SBA",0,1
2008,"SFA",126.94,1
2008,"XXX",0,1
2008,"BRA",86.09,1
2008,"CBA",229.9,1
2008,"CLO",301.37,1
2008,"NPA",560.93,1
2008,"TLA",76.91,1
2008,"XXX",0,1
2008,"CLW",236.31,1
2008,"CWA",2425.92,1
2008,"NPS",342.83,1
2008,"SPS",16.24,1
2008,"XXX",0,1
2009,"BDA",14.23,1
2009,"BGA",24.23,1
2009,"CCA",169.22,1
2009,"ERA",136.56,1
2009,"MNA",5.04,1
2009,"MRA",0,1
2009,"SBA",0,1
2009,"SDA",0,1
2009,"SFA",26.7,1
2009,"XXX",0,1
2009,"BRA",92.87,1
2009,"CBA",298.31,1
2009,"CLO",239.96,1
2009,"NPA",360.07,1
2009,"TLA",60.7,1
2009,"XXX",0,1
2009,"CLW",233.32,1
2009,"CWA",1205.22,1
2009,"NPS",278.32,1
2009,"SPS",6.71,1
2009,"XXX",0,1
2010,"BDA",37.3,1
2010,"BGA",5.1,1
2010,"CCA",313.76,1
2010,"ERA",232.56,1
2010,"LAA",0,1
2010,"MNA",7.08,1
2010,"MRA",0,1
2010,"SFA",110.92,1
2010,"XXX",0,1
2010,"BRA",167.59,1
2010,"CBA",378.07,1
2010,"CLO",265.08,1
2010,"NPA",351.49,1
2010,"TLA",57.98,1
2010,"XXX",0,1
2010,"CLW",254.58,1
2010,"CWA",1903.58,1
2010,"NPS",266.97,1
2010,"SPS",332.89,1
2010,"WA5",0,1
2010,"XXX",0,1
2011,"BDA",507.93,1
2011,"BGA",201.98,1
2011,"CCA",541.22,1
2011,"ERA",320.98,1
2011,"MNA",29.08,1
2011,"MRA",0,1
2011,"SBA",0,1
2011,"SFA",820.34,1
2011,"XXX",0,1
2011,"BRA",506.26,1
2011,"CBA",891.39,1
2011,"CLO",579.33,1
2011,"NPA",1131.25,1
2011,"TLA",145.79,1
2011,"XXX",0,1
2011,"CLW",779.49,1
2011,"CWA",2896.11,1
2011,"NPS",253.94,1
2011,"SPS",34.15,1
2011,"WA5",0,1
2011,"XXX",0,1
2012,"BDA",368.37,1
2012,"BGA",245.6,1
2012,"CCA",1645.62,1
2012,"ERA",1367.38,1
2012,"MNA",47.86,1
2012,"MRA",3.54,1
2012,"SBA",0,1
2012,"SFA",619.2,1
2012,"XXX",0,1
2012,"BRA",601.96,1
2012,"CBA",516.1,1
2012,"CLO",225.29,1
2012,"NPA",492.44,1
2012,"TLA",74.56,1
2012,"XXX",0,1
2012,"CLW",275.38,1
2012,"CWA",752.48,1
2012,"NPS",139.56,1
2012,"SPS",31.23,1
2012,"WA5",0,1
2012,"XXX",0,1
2013,"BDA",124.43,1
2013,"BGA",145.85,1
2013,"CCA",2814.94,1
2013,"ERA",2032.92,1
2013,"MNA",46.67,1
2013,"MRA",37.49,1
2013,"SBA",0,1
2013,"SFA",205.28,1
2013,"XXX",0,1
2013,"BRA",1887.58,1
2013,"CBA",1067.09,1
2013,"CLO",1124.28,1
2013,"NPA",1343.34,1
2013,"TLA",220.22,1
2013,"XXX",0,1
2013,"CLW",1040.18,1
2013,"CWA",2391.1,1
2013,"NPS",173.68,1
2013,"SPS",31.47,1
2013,"WA5",0,1
2013,"XXX",0,1
2014,"BDA",82.68,1
2014,"BGA",51.23,1
2014,"CCA",311.55,1
2014,"ERA",269.69,1
2014,"MNA",70.85,1
2014,"MRA",71.67,1
2014,"SBA",0,1
2014,"SFA",130.71,1
2014,"XXX",0,1
2014,"BRA",173.78,1
2014,"CBA",425.46,1
2014,"CLO",367.2,1
2014,"NPA",668.02,1
2014,"TLA",58.17,1
2014,"XXX",0,1
2014,"CLW",252.8,1
2014,"CWA",1242.03,1
2014,"NPS",211.84,1
2014,"SPS",57.41,1
2014,"WA5",0,1
2014,"XXX",0,1
2015,"BDA",83.92,1
2015,"BGA",58.35,1
2015,"CCA",58.03,1
2015,"ERA",84.46,1
2015,"MNA",73.69,1
2015,"MRA",93.95,1
2015,"SFA",224.32,1
2015,"XXX",0,1
2015,"BRA",36.37,1
2015,"CBA",139.36,1
2015,"CLO",144.6,1
2015,"NPA",157.67,1
2015,"TLA",25.07,1
2015,"XXX",0,1
2015,"CLW",204.98,1
2015,"CWA",1236,1
2015,"NPS",283.09,1
2015,"SPS",74.52,1
2015,"WA5",0,1
2015,"XXX",0,1
2016,"BDA",0,1
2016,"BGA",0,1
2016,"CCA",0,1
2016,"ERA",0,1
2016,"MNA",0,1
2016,"MRA",0,1
2016,"SFA",0,1
2016,"XXX",0,1
2016,"BRA",394.89,1
2016,"CBA",1045.82,1
2016,"CLO",1500.23,1
2016,"NPA",1369.59,1
2016,"TLA",148.7,1
2016,"XXX",0,1
2016,"CLW",1068.19,1
2016,"CWA",2647.51,1
2016,"NPS",318.3,1
2016,"SPS",111.31,1
2016,"WA5",0,1
2016,"XXX",0,1
2017,"BDA",230.56,1
2017,"BGA",270.69,1
2017,"CCA",368.8,1
2017,"ERA",402.48,1
2017,"MNA",18.05,1
2017,"MRA",19.78,1
2017,"SBA",0,1
2017,"SFA",152.12,1
2017,"XXX",0,1
2017,"BRA",413.67,1
2017,"CBA",1342.3,1
2017,"CLO",1348.71,1
2017,"NPA",2023.53,1
2017,"TLA",248.92,1
2017,"XXX",0,1
2017,"CLW",1135.29,1
2017,"CWA",3295.12,1
2017,"NPS",542.64,1
2017,"SPS",95.44,1
2017,"WA5",88.91,1
2017,"XXX",0,1
2018,"BDA",48.72,1
2018,"BGA",118.72,1
2018,"CCA",10.02,1
2018,"ERA",4.85,1
2018,"MNA",10.68,1
2018,"MRA",8.84,1
2018,"SBA",0,1
2018,"SFA",52.9,1
2018,"XXX",0,1
2018,"BRA",0,1
2018,"CBA",679.68,1
2018,"CLO",611.54,1
2018,"NPA",765.09,1
2018,"TLA",57.22,1
2018,"XXX",0,1
2018,"CLW",0,1
2018,"CWA",0,1
2018,"NPS",54.24,1
2018,"SPS",5.72,1
2018,"WA5",1509.09,1
2018,"XXX",0,1
2019,"BDA",55.1,1
2019,"BGA",243.74,1
2019,"CCA",1182.28,1
2019,"ERA",948.75,1
2019,"MNA",11.12,1
2019,"MRA",10.34,1
2019,"SBA",0,1
2019,"SFA",50.93,1
2019,"XXX",0,1
2019,"BRA",0,1
2019,"CBA",1262.01,1
2019,"CLO",1247.5,1
2019,"NPA",2368.43,1
2019,"TLA",243.09,1
2019,"XXX",0,1
2019,"CLW",1095.34,1
2019,"CWA",2598.71,1
2019,"NPS",352.96,1
2019,"SPS",136.8,1
2019,"WA5",139.28,1
2019,"XXX",0,1
2020,"BDA",308.43,1
2020,"BGA",85.63,1
2020,"CCA",783.3,1
2020,"ERA",553.62,1
2020,"MNA",44.97,1
2020,"MRA",6.41,1
2020,"SBA",0,1
2020,"SFA",500.36,1
2020,"XXX",0,1
2020,"BRA",534.63,1
2020,"CBA",1051.33,1
2020,"CLO",1307.22,1
2020,"NPA",2794.25,1
2020,"TLA",195.81,1
2020,"XXX",0,1
2020,"CLW",748.87,1
2020,"CWA",1651.88,1
2020,"NPS",75.5,1
2020,"SPS",17.02,1
2020,"WA5",45.92,1
2020,"XXX",0,1
2021,"BDA",196.84,1
2021,"BGA",49,1
2021,"CCA",79.31,1
2021,"ERA",67.16,1
2021,"MNA",19.26,1
2021,"MRA",1.05,1
2021,"SBA",0,1
2021,"SFA",435.2,1
2021,"XXX",0,1
2021,"BRA",64.21,1
2021,"CBA",1110.77,1
2021,"CLO",0,1
2021,"NPA",1343.34,1
2021,"TLA",299.24,1
2021,"XXX",0,1
2021,"CLW",0,1
2021,"CWA",419.69,1
2021,"NPS",113.93,1
2021,"SPS",12.92,1
2021,"WA5",33.85,1
2021,"XXX",0,1
2022,"BDA",233.52,1
2022,"BGA",31.42,1
2022,"CCA",218.02,1
2022,"ERA",122.5,1
2022,"MNA",23.75,1
2022,"MRA",0,1
2022,"SBA",0,1
2022,"SFA",644.69,1
2022,"XXX",0,1
2022,"BRA",142.57,1
2022,"CBA",313.82,1
2022,"CLO",365.55,1
2022,"NPA",430.57,1
2022,"TLA",99.09,1
2022,"XXX",0,1
2022,"CLW",374.16,1
2022,"CWA",3253.01,1
2022,"NPS",141.21,1
2022,"SPS",0,1
2022,"WA5",0,1
2022,"XXX",0,1
2000,"BDA",8.74,2
2000,"BGA",10.58,2
2000,"CA2",0,2
2000,"CCA",98.25,2
2000,"ERA",46.46,2
2000,"LAA",0,2
2000,"MNA",1.57,2
2000,"MRA",0,2
2000,"SFA",20.73,2
2000,"XXX",22.6,2
2000,"BRA",39.52,2
2000,"CBA",140.21,2
2000,"CLO",165.91,2
2000,"NPA",218.61,2
2000,"TLA",37.13,2
2000,"XXX",0,2
2000,"CLW",78.24,2
2000,"CWA",518.36,2
2000,"NPS",129.77,2
2000,"SPS",88,2
2000,"WA5",0,2
2000,"XXX",0,2
2001,"BDA",27.76,2
2001,"BGA",8.38,2
2001,"CA2",0,2
2001,"CCA",50.86,2
2001,"ERA",26.08,2
2001,"LAA",0,2
2001,"MNA",1.27,2
2001,"MRA",0,2
2001,"SFA",20.79,2
2001,"XXX",0,2
2001,"BRA",24.96,2
2001,"CBA",41.57,2
2001,"CLO",111.13,2
2001,"NPA",48.58,2
2001,"TLA",13.27,2
2001,"XXX",0,2
2001,"CLW",57.78,2
2001,"CWA",207.44,2
2001,"NPS",147.84,2
2001,"SPS",57.25,2
2001,"XXX",0,2
2002,"BDA",22.49,2
2002,"BGA",8.61,2
2002,"CCA",15.08,2
2002,"ERA",14.2,2
2002,"LAA",0,2
2002,"MNA",8.49,2
2002,"MRA",4.06,2
2002,"SBA",0,2
2002,"SFA",55.46,2
2002,"XXX",0,2
2002,"BRA",16.8,2
2002,"CBA",81.53,2
2002,"CLO",234.25,2
2002,"NPA",118.32,2
2002,"TLA",34.14,2
2002,"XXX",0,2
2002,"CLW",116.8,2
2002,"CWA",288.46,2
2002,"NPS",118.87,2
2002,"SPS",8.48,2
2003,"BDA",30.81,2
2003,"BGA",33.51,2
2003,"CCA",229.58,2
2003,"ERA",283.61,2
2003,"LAA",0,2
2003,"MNA",6.49,2
2003,"MRA",2.27,2
2003,"SBA",0,2
2003,"SFA",64.28,2
2003,"XXX",0,2
2003,"BRA",130.28,2
2003,"CBA",275.73,2
2003,"CLO",498.93,2
2003,"NPA",333.74,2
2003,"TLA",61.26,2
2003,"XXX",0,2
2003,"CLW",182.93,2
2003,"CWA",1042.5,2
2003,"NPS",187.8,2
2003,"SPS",5.29,2
2003,"XXX",0,2
2004,"BDA",40.17,2
2004,"BGA",13.2,2
2004,"CCA",287.17,2
2004,"ERA",148.92,2
2004,"LAA",0,2
2004,"MNA",11.14,2
2004,"MRA",2.41,2
2004,"SBA",0,2
2004,"SFA",63.83,2
2004,"XXX",0,2
2004,"BRA",252.33,2
2004,"CBA",540.51,2
2004,"CLO",145.96,2
2004,"NPA",149.71,2
2004,"TLA",30.26,2
2004,"XXX",0,2
2004,"CLW",78.86,2
2004,"CWA",493.15,2
2004,"NPS",93.71,2
2004,"SPS",18.71,2
2004,"XXX",0,2
2005,"BDA",63.24,2
2005,"BGA",32.4,2
2005,"CCA",299.16,2
2005,"ERA",284.84,2
2005,"LAA",0,2
2005,"MNA",7.28,2
2005,"MRA",5.52,2
2005,"SBA",0,2
2005,"SDA",0,2
2005,"SFA",64.12,2
2005,"XXX",0,2
2005,"BRA",161.32,2
2005,"CBA",471.9,2
2005,"CLO",681.6,2
2005,"NPA",574.77,2
2005,"TLA",97.67,2
2005,"XXX",0,2
2005,"CLW",354.55,2
2005,"CWA",2254.08,2
2005,"NPS",304.21,2
2005,"SPS",5.12,2
2005,"XXX",0,2
2006,"BDA",68.15,2
2006,"BGA",133.11,2
2006,"CCA",2379.13,2
2006,"ERA",850.62,2
2006,"LAA",0,2
2006,"MNA",6.7,2
2006,"MRA",23.21,2
2006,"SBA",0,2
2006,"SFA",78.23,2
2006,"XXX",0,2
2006,"BRA",838.75,2
2006,"CBA",996.81,2
2006,"CLO",1003.29,2
2006,"NPA",1673.36,2
2006,"TLA",206.92,2
2006,"XXX",0,2
2006,"CLW",486.45,2
2006,"CWA",1760.98,2
2006,"NPS",323.31,2
2006,"SPS",7.99,2
2006,"XXX",0,2
2007,"BDA",43.06,2
2007,"BGA",27.86,2
2007,"CCA",189.5,2
2007,"ERA",118.87,2
2007,"LAA",0,2
2007,"MNA",5.43,2
2007,"MRA",7.01,2
2007,"SBA",0,2
2007,"SFA",82.24,2
2007,"XXX",0,2
2007,"BRA",57.8,2
2007,"CBA",199.67,2
2007,"CLO",90.48,2
2007,"NPA",191.2,2
2007,"TLA",47.45,2
2007,"XXX",0,2
2007,"CLW",78.58,2
2007,"CWA",940.93,2
2007,"NPS",267.01,2
2007,"SPS",5.39,2
2007,"XXX",0,2
2008,"BDA",101.4,2
2008,"BGA",37.87,2
2008,"CA2",0,2
2008,"CCA",67.27,2
2008,"ERA",39.23,2
2008,"MNA",6.23,2
2008,"MRA",1.54,2
2008,"SBA",0,2
2008,"SFA",129.66,2
2008,"XXX",0,2
2008,"BRA",34.47,2
2008,"CBA",88.71,2
2008,"CLO",96.13,2
2008,"NPA",201.82,2
2008,"TLA",31.28,2
2008,"XXX",0,2
2008,"CLW",96.39,2
2008,"CWA",811.42,2
2008,"NPS",295.17,2
2008,"SPS",10.89,2
2008,"XXX",0,2
2009,"BDA",8.63,2
2009,"BGA",11.08,2
2009,"CCA",46.46,2
2009,"ERA",24.28,2
2009,"MNA",1.06,2
2009,"MRA",0,2
2009,"SBA",0,2
2009,"SDA",0,2
2009,"SFA",7.74,2
2009,"XXX",0,2
2009,"BRA",25.06,2
2009,"CBA",58.5,2
2009,"CLO",53.34,2
2009,"NPA",102.6,2
2009,"TLA",29.06,2
2009,"XXX",0,2
2009,"CLW",57.18,2
2009,"CWA",329.28,2
2009,"NPS",304.51,2
2009,"SPS",6.02,2
2009,"XXX",0,2
2010,"BDA",26.59,2
2010,"BGA",5.55,2
2010,"CCA",138.86,2
2010,"ERA",123.35,2
2010,"LAA",0,2
2010,"MNA",9.08,2
2010,"MRA",0,2
2010,"SFA",84.46,2
2010,"XXX",0,2
2010,"BRA",86.62,2
2010,"CBA",172.9,2
2010,"CLO",113.92,2
2010,"NPA",240.46,2
2010,"TLA",49.33,2
2010,"XXX",0,2
2010,"CLW",114.38,2
2010,"CWA",600.5,2
2010,"NPS",284.91,2
2010,"SPS",21.6,2
2010,"WA5",0,2
2010,"XXX",0,2
2011,"BDA",178.8,2
2011,"BGA",74.19,2
2011,"CCA",152.19,2
2011,"ERA",96.21,2
2011,"MNA",25.52,2
2011,"MRA",0,2
2011,"SBA",0,2
2011,"SFA",283.66,2
2011,"XXX",0,2
2011,"BRA",110.64,2
2011,"CBA",203.55,2
2011,"CLO",150.19,2
2011,"NPA",220.77,2
2011,"TLA",40.09,2
2011,"XXX",0,2
2011,"CLW",161.7,2
2011,"CWA",1409.74,2
2011,"NPS",274.64,2
2011,"SPS",41.68,2
2011,"WA5",0,2
2011,"XXX",0,2
2012,"BDA",116.66,2
2012,"BGA",303.17,2
2012,"CCA",1272.04,2
2012,"ERA",1092.48,2
2012,"MNA",27.23,2
2012,"MRA",10.12,2
2012,"SBA",0,2
2012,"SFA",171.69,2
2012,"XXX",0,2
2012,"BRA",370.16,2
2012,"CBA",203.46,2
2012,"CLO",105.81,2
2012,"NPA",177.74,2
2012,"TLA",31.41,2
2012,"XXX",0,2
2012,"CLW",140.34,2
2012,"CWA",1146.44,2
2012,"NPS",158.38,2
2012,"SPS",26.46,2
2012,"WA5",0,2
2012,"XXX",0,2
2013,"BDA",55.3,2
2013,"BGA",46.29,2
2013,"CCA",849.65,2
2013,"ERA",673.49,2
2013,"MNA",36.32,2
2013,"MRA",33.38,2
2013,"SBA",0,2
2013,"SFA",79.12,2
2013,"XXX",0,2
2013,"BRA",400.69,2
2013,"CBA",239.36,2
2013,"CLO",219.9,2
2013,"NPA",243.84,2
2013,"TLA",41.62,2
2013,"XXX",0,2
2013,"CLW",231.49,2
2013,"CWA",1728.2,2
2013,"NPS",312.16,2
2013,"SPS",62.02,2
2013,"WA5",0,2
2013,"XXX",0,2
2014,"BDA",40.64,2
2014,"BGA",17.51,2
2014,"CCA",102.38,2
2014,"ERA",100.41,2
2014,"MNA",54,2
2014,"MRA",70.79,2
2014,"SBA",0,2
2014,"SFA",83.22,2
2014,"XXX",0,2
2014,"BRA",62.74,2
2014,"CBA",131.25,2
2014,"CLO",84.82,2
2014,"NPA",129.32,2
2014,"TLA",25.64,2
2014,"XXX",0,2
2014,"CLW",51.15,2
2014,"CWA",410.47,2
2014,"NPS",150.79,2
2014,"SPS",53.54,2
2014,"WA5",0,2
2014,"XXX",0,2
2015,"BDA",36.03,2
2015,"BGA",5.21,2
2015,"CCA",10.13,2
2015,"ERA",15.01,2
2015,"MNA",35.55,2
2015,"MRA",63.13,2
2015,"SFA",67.28,2
2015,"XXX",0,2
2015,"BRA",10.59,2
2015,"CBA",37.93,2
2015,"CLO",29.14,2
2015,"NPA",43.63,2
2015,"TLA",7.14,2
2015,"XXX",0,2
2015,"CLW",38.5,2
2015,"CWA",214.25,2
2015,"NPS",153.69,2
2015,"SPS",46.5,2
2015,"WA5",0,2
2015,"XXX",0,2
2016,"BDA",0,2
2016,"BGA",0,2
2016,"CCA",0,2
2016,"ERA",0,2
2016,"MNA",0,2
2016,"MRA",0,2
2016,"SFA",0,2
2016,"XXX",0,2
2016,"BRA",176.7,2
2016,"CBA",280.38,2
2016,"CLO",366.08,2
2016,"NPA",337.82,2
2016,"TLA",61.79,2
2016,"XXX",0,2
2016,"CLW",228.68,2
2016,"CWA",712.27,2
2016,"NPS",227.36,2
2016,"SPS",86.08,2
2016,"WA5",0,2
2016,"XXX",0,2
2017,"BDA",116,2
2017,"BGA",171.55,2
2017,"CCA",149.66,2
2017,"ERA",253.38,2
2017,"MNA",13.85,2
2017,"MRA",24.27,2
2017,"SBA",0,2
2017,"SFA",99.95,2
2017,"XXX",0,2
2017,"BRA",114.12,2
2017,"CBA",493.6,2
2017,"CLO",473.66,2
2017,"NPA",1025.79,2
2017,"TLA",91.77,2
2017,"XXX",0,2
2017,"CLW",324.95,2
2017,"CWA",1446.63,2
2017,"NPS",429.1,2
2017,"SPS",66.94,2
2017,"WA5",30.79,2
2017,"XXX",0,2
2018,"BDA",20.72,2
2018,"BGA",384.23,2
2018,"CCA",2753.45,2
2018,"ERA",1936.11,2
2018,"MNA",6.49,2
2018,"MRA",5.1,2
2018,"SBA",0,2
2018,"SFA",26.96,2
2018,"XXX",0,2
2018,"BRA",1131.83,2
2018,"CBA",1455.24,2
2018,"CLO",1043.81,2
2018,"NPA",2378.32,2
2018,"TLA",268.83,2
2018,"XXX",0,2
2018,"CLW",0,2
2018,"CWA",91.12,2
2018,"NPS",170.66,2
2018,"SPS",18.86,2
2018,"WA5",3221.42,2
2018,"XXX",0,2
2019,"BDA",40.17,2
2019,"BGA",122.32,2
2019,"CCA",1094.13,2
2019,"ERA",349.48,2
2019,"MNA",9.62,2
2019,"MRA",10.23,2
2019,"SBA",0,2
2019,"SFA",33.72,2
2019,"XXX",0,2
2019,"BRA",936.06,2
2019,"CBA",787.37,2
2019,"CLO",195.03,2
2019,"NPA",494.55,2
2019,"TLA",48.88,2
2019,"XXX",0,2
2019,"CLW",128.08,2
2019,"CWA",544.19,2
2019,"NPS",239.3,2
2019,"SPS",46.74,2
2019,"WA5",41.26,2
2019,"XXX",0,2
2020,"BDA",174.64,2
2020,"BGA",50.13,2
2020,"CCA",255.01,2
2020,"ERA",146.65,2
2020,"MNA",24.52,2
2020,"MRA",7.63,2
2020,"SBA",0,2
2020,"SFA",148.53,2
2020,"XXX",0,2
2020,"BRA",172.01,2
2020,"CBA",331.05,2
2020,"CLO",499.02,2
2020,"NPA",831.85,2
2020,"TLA",125.83,2
2020,"XXX",0,2
2020,"CLW",285.17,2
2020,"CWA",1488.57,2
2020,"NPS",82.61,2
2020,"SPS",8,2
2020,"WA5",12.87,2
2020,"XXX",0,2
2021,"BDA",119.31,2
2021,"BGA",27.41,2
2021,"CCA",50.97,2
2021,"ERA",41.73,2
2021,"MNA",26.07,2
2021,"MRA",1.66,2
2021,"SBA",0,2
2021,"SFA",227.12,2
2021,"XXX",0,2
2021,"BRA",41.29,2
2021,"CBA",356.88,2
2021,"CLO",597.23,2
2021,"NPA",473.54,2
2021,"TLA",119.31,2
2021,"XXX",0,2
2021,"CLW",452.42,2
2021,"CWA",2143.89,2
2021,"NPS",107.83,2
2021,"SPS",4.4,2
2021,"WA5",10.48,2
2021,"XXX",0,2
2022,"BDA",46.67,2
2022,"BGA",7.43,2
2022,"CCA",30.9,2
2022,"ERA",22.84,2
2022,"MNA",16.77,2
2022,"MRA",0,2
2022,"SBA",0,2
2022,"SFA",82.96,2
2022,"XXX",0,2
2022,"BRA",34.75,2
2022,"CBA",84.01,2
2022,"CLO",137.57,2
2022,"NPA",133.11,2
2022,"TLA",28.73,2
2022,"XXX",0,2
2022,"CLW",140.82,2
2022,"CWA",778.04,2
2022,"NPS",106.61,2
2022,"SPS",0,2
2022,"WA5",0,2
2022,"XXX",0,2
2000,"BDA",4.76,3
2000,"BGA",10.66,3
2000,"CA2",0,3
2000,"CCA",21.01,3
2000,"ERA",19.96,3
2000,"LAA",0,3
2000,"MNA",1.9,3
2000,"MRA",0,3
2000,"SFA",19.48,3
2000,"XXX",0,3
2000,"BRA",31.86,3
2000,"CBA",72.69,3
2000,"CLO",84.89,3
2000,"NPA",93.93,3
2000,"TLA",21.29,3
2000,"XXX",0,3
2000,"CLW",60.22,3
2000,"CWA",238.76,3
2000,"NPS",107.98,3
2000,"SPS",34.01,3
2000,"WA5",0,3
2000,"XXX",0,3
2001,"BDA",10.69,3
2001,"BGA",3.94,3
2001,"CA2",0,3
2001,"CCA",20.92,3
2001,"ERA",18.36,3
2001,"LAA",0,3
2001,"MNA",1.14,3
2001,"MRA",0.55,3
2001,"SFA",29.55,3
2001,"XXX",0,3
2001,"BRA",13.84,3
2001,"CBA",20.05,3
2001,"CLO",34.16,3
2001,"NPA",23.57,3
2001,"TLA",7.27,3
2001,"XXX",0,3
2001,"CLW",21.3,3
2001,"CWA",87.74,3
2001,"NPS",74.8,3
2001,"SPS",14.13,3
2001,"XXX",0,3
2002,"BDA",6.61,3
2002,"BGA",3.52,3
2002,"CCA",6.75,3
2002,"ERA",9.53,3
2002,"LAA",0,3
2002,"MNA",4.19,3
2002,"MRA",2.26,3
2002,"SBA",0,3
2002,"SFA",25.86,3
2002,"XXX",0,3
2002,"BRA",10.36,3
2002,"CBA",38.52,3
2002,"CLO",121.8,3
2002,"NPA",58.53,3
2002,"TLA",16.23,3
2002,"XXX",0,3
2002,"CLW",49.51,3
2002,"CWA",115.99,3
2002,"NPS",75.24,3
2002,"SPS",7.84,3
2003,"BDA",10.34,3
2003,"BGA",10.91,3
2003,"CCA",41.23,3
2003,"ERA",47.72,3
2003,"LAA",0,3
2003,"MNA",5.25,3
2003,"MRA",2.07,3
2003,"SBA",0,3
2003,"SFA",23.5,3
2003,"XXX",0,3
2003,"BRA",37.45,3
2003,"CBA",54.11,3
2003,"CLO",133.12,3
2003,"NPA",77.73,3
2003,"TLA",14.08,3
2003,"XXX",0,3
2003,"CLW",71.71,3
2003,"CWA",306.4,3
2003,"NPS",128.64,3
2003,"SPS",6.8,3
2003,"XXX",0,3
2004,"BDA",19.05,3
2004,"BGA",8.67,3
2004,"CCA",161.98,3
2004,"ERA",123.2,3
2004,"LAA",0,3
2004,"MNA",7.35,3
2004,"MRA",2.38,3
2004,"SBA",0,3
2004,"SFA",31.48,3
2004,"XXX",0,3
2004,"BRA",107.21,3
2004,"CBA",244.94,3
2004,"CLO",93.09,3
2004,"NPA",97.17,3
2004,"TLA",23.47,3
2004,"XXX",0,3
2004,"CLW",62.37,3
2004,"CWA",247.11,3
2004,"NPS",73.41,3
2004,"SPS",14.66,3
2004,"XXX",0,3
2005,"BDA",19.78,3
2005,"BGA",11.07,3
2005,"CCA",90.45,3
2005,"ERA",81.1,3
2005,"LAA",0,3
2005,"MNA",4.33,3
2005,"MRA",1.39,3
2005,"SBA",0,3
2005,"SDA",0,3
2005,"SFA",33.47,3
2005,"XXX",0,3
2005,"BRA",60.44,3
2005,"CBA",298.99,3
2005,"CLO",195.8,3
2005,"NPA",178.69,3
2005,"TLA",32.09,3
2005,"XXX",0,3
2005,"CLW",175.79,3
2005,"CWA",933.03,3
2005,"NPS",275.18,3
2005,"SPS",5.65,3
2005,"XXX",0,3
2006,"BDA",20.92,3
2006,"BGA",28.16,3
2006,"CCA",433.27,3
2006,"ERA",350.68,3
2006,"LAA",0,3
2006,"MNA",3.89,3
2006,"MRA",21.07,3
2006,"SBA",0,3
2006,"SFA",31.93,3
2006,"XXX",0,3
2006,"BRA",225.88,3
2006,"CBA",496.59,3
2006,"CLO",395.26,3
2006,"NPA",640.15,3
2006,"TLA",116.62,3
2006,"XXX",0,3
2006,"CLW",166.81,3
2006,"CWA",723.29,3
