year,month,port,SDM_60,SDM_90
2007,4,CLO,0.28782845790542305,0.20774829631666605
2007,4,TLA,0.22045750525561186,0.16930241930896894
2007,4,NPA,0.2030645763068789,0.1519408748789296
2007,4,CBA,0.18645730255240645,0.1376841633904183
2007,4,BRA,0.1524528772597732,0.12056826214491045
2007,4,OR1,NA,NA
2007,4,CCA,0.18841749763808371,0.1364338324812408
2007,4,ERA,0.18539846316087005,0.13899782348541173
2007,4,BGA,0.09869083449347979,0.07853887829191117
2007,4,BDA,0.11018794465430633,0.09513402589437739
2007,4,SFA,0.22001537039109012,0.14139154059398507
2007,4,MNA,0.15551609479258827,0.11219175945346554
2007,4,MRA,0.11028769806179466,0.08993698537377923
2007,4,SBA,0.43989828751525945,0.3308258141604027
2007,4,LAA,0.32431261797024996,0.28539080377521475
2007,4,SDA,0.2916711617432449,0.24440541153534112
2007,4,CA2,NA,NA
2007,5,NPS,NA,NA
2007,5,SPS,NA,NA
2007,5,CWA,0.30960851492901004,0.23650946200456974
2007,5,CLW,0.34756836645530237,0.26530485189911246
2007,5,WA5,NA,NA
2007,5,CLO,0.35461333277957163,0.27146847713838823
2007,5,TLA,0.2738033145792203,0.21162078679461327
2007,5,NPA,0.2159648442810232,0.1770500148075723
2007,5,CBA,0.24196278835473706,0.18337934190552954
2007,5,BRA,0.14419169264141002,0.11758658779337278
2007,5,OR1,NA,NA
2007,5,CCA,0.17570534895165832,0.13371695411130416
2007,5,ERA,0.2179986745946822,0.14862100265961437
2007,5,BGA,0.14828086654024739,0.10588241181538648
2007,5,BDA,0.15716038763483045,0.12875571754773207
2007,5,SFA,0.2997861412465148,0.20364241463609548
2007,5,MNA,0.18254216127275638,0.14084808293148518
2007,5,MRA,0.1806098752587033,0.14112690290507157
2007,5,SBA,0.41598499137707934,0.31911217406919906
2007,5,LAA,0.32470366164933384,0.2655279729434885
2007,5,SDA,0.21686004543546442,0.18625129314017896
2007,5,CA2,NA,NA
2007,6,NPS,NA,NA
2007,6,SPS,NA,NA
2007,6,CWA,0.3116902419179678,0.23371889728730844
2007,6,CLW,0.41068607414998703,0.302956924425519
2007,6,WA5,NA,NA
2007,6,CLO,0.4310291793108696,0.31103614987946593
2007,6,TLA,0.3098114648294416,0.24090319353241274
2007,6,NPA,0.19649606884052656,0.17077108858790888
2007,6,CBA,0.17268271384435513,0.14373686816674514
2007,6,BRA,0.19625004663042003,0.15410868867181376
2007,6,OR1,NA,NA
2007,6,CCA,0.2420055826077533,0.18630153665092225
2007,6,ERA,0.2531019332294149,0.17608827131008503
2007,6,BGA,0.13250704929129117,0.0989050220123097
2007,6,BDA,0.146191101099284,0.12886793780353525
2007,6,SFA,0.26823259306450686,0.20238586925039137
2007,6,MNA,0.2909379413420403,0.21816078149687268
2007,6,MRA,0.252291842534834,0.19513694701038978
2007,6,SBA,0.38327773213386535,0.3206386849965924
2007,6,LAA,0.31068108985500953,0.2618019248879566
2007,6,SDA,0.2465533801493631,0.21193549603008693
2007,6,CA2,NA,NA
2007,7,NPS,NA,NA
2007,7,SPS,NA,NA
2007,7,CWA,0.38587624972545975,0.2937123697645716
2007,7,CLW,0.4699583043822617,0.3726693151772106
2007,7,WA5,NA,NA
2007,7,CLO,0.48294217728318706,0.3874491323040523
2007,7,TLA,0.40787643622872943,0.3200658702810982
2007,7,NPA,0.30501525168136884,0.2625706765472681
2007,7,CBA,0.22460453970671554,0.19665298171625767
2007,7,BRA,0.17993668141279615,0.14575362735161648
2007,7,OR1,NA,NA
2007,7,CCA,0.21461450791410955,0.1608300520481528
2007,7,ERA,0.18415871649168358,0.14427174666618678
2007,7,BGA,0.14710273859742026,0.1089019118968665
2007,7,BDA,0.2159562599461352,0.17716999433838354
2007,7,SFA,0.3910449188435892,0.277457133578437
2007,7,MNA,0.2288597731660771,0.18958659657109642
2007,7,MRA,0.30075627080899975,0.23880600174042313
2007,7,SBA,0.3703524750627337,0.31651517928853057
2007,7,LAA,0.38245204218220386,0.3163244360667559
2007,7,SDA,0.3136800055136206,0.26072330072291283
2007,7,CA2,NA,NA
2007,8,NPS,NA,NA
2007,8,SPS,NA,NA
2007,8,CWA,0.36969702933424264,0.2930475088779947
2007,8,CLW,0.43158303606345355,0.3397974324616847
2007,8,WA5,NA,NA
2007,8,CLO,0.4396465820891242,0.34342748582370414
