"set_date","set_lat","set_long","mmsi","fishing_hours","haul_num","species","fleet_name","trip_id","haul_id","up_lat","up_long","depth","depth_bin","shore.dist","port.dist","psdn.sdm","nanc.sdm","msqd.sdm","wind.u","wind.v"
2013-07-06,45.9,-124.2,367541170,2.7933,1,"PSDN","OR",98,253,45.9,-124.2,-156,"8",16,46.5986213684082,0.275555223226547,0.592491984367371,0.266892910003662,-0.0202379550552741,-0.233837226036292
2013-07-07,45.9,-124.4,367541170,1.0061,3,"PSDN","OR",99,256,45.9,-124.4,-129,"9",32,41.9738998413086,0.277321696281433,0.557003498077393,0.190033465623856,0.0590006140141906,-0.334937272543972
2013-07-07,45.9,-124.5,367541170,3.6961,2,"PSDN","OR",99,255,45.9,-124.5,-122,"9",39,33.5628547668457,0.274996757507324,0.51822417974472,0.143629044294357,-0.000142844532826932,-0.238819378822022
2013-07-07,46,-124.2,367541170,0.2666,1,"PSDN","OR",99,254,46,-124.2,-113,"9",17,34.8744277954102,0.228809624910355,0.536521136760712,0.470858693122864,-0.045877965989357,-0.495932564924026
2013-07-08,46.3,-124.2,367541170,0.9458,4,"PSDN","OR",100,260,46.3,-124.2,-138,"9",9,37.0156784057617,0.294138848781586,0.620470881462097,0.531908929347992,-0.0505350125363882,-0.522748870982267
2013-07-08,46.3,-124.3,367541170,1.9372,3,"PSDN","OR",100,259,46.3,-124.3,-129,"9",16,41.9738998413086,0.296063274145126,0.55413156747818,0.403955966234207,-0.113441728813107,-0.465932377299111
2013-07-08,46.4,-124.2,367541170,2.3483,1,"PSDN","OR",100,257,46.4,-124.2,-143,"8",10,26.9846000671387,0.284428268671036,0.571380853652954,0.618848741054535,-0.0166125552689617,-0.479383081631852
2013-07-08,46.4,-124.3,367541170,0.5966,2,"PSDN","OR",100,258,46.4,-124.3,-129,"9",18,34.6478881835938,0.290970981121063,0.509326696395874,0.460750818252563,-0.107819457259523,-0.483863273755127
2013-07-08,47.3,-124.6,366174810,0.4258,1,"PSDN","WA",19,60,47.3,-124.6,-84,"9",22,28.1939086914062,0.120586507022381,0.283287614583969,0.39970338344574,0.029082562335033,-0.314625827963898
2013-07-10,45.9,-124.3,367541170,0.9566,2,"PSDN","OR",101,262,45.9,-124.3,-62,"9",24,20.6300563812256,0.292262852191925,0.526157736778259,0.35911038517952,-0.0321019993751332,-0.442790814536584
2013-07-10,46,-124.3,367541170,3.4683,1,"PSDN","OR",101,261,46,-124.3,-103,"9",24,35.7714729309082,0.239782005548477,0.423453837633133,0.397846251726151,-0.0369537461476234,-0.457545838693864
2013-07-10,46.1,-124.2,367541170,1.2241,4,"PSDN","OR",101,264,46.1,-124.2,-84,"9",19,28.1939086914062,0.240715891122818,0.493299722671509,0.56994354724884,-0.0399504937155407,-0.402916693239269
2013-07-10,46.1,-124.3,367541170,1.3569,5,"PSDN","OR",101,265,46.1,-124.3,-92,"9",25,28.6993980407715,0.242589086294174,0.427284717559814,0.449836403131485,-0.03764377657105,-0.465895707653662
2013-07-10,46.2,-124.2,367541170,0.7747,3,"PSDN","OR",101,263,46.2,-124.2,-83,"9",12,22.2378253936768,0.283017128705978,0.541393339633942,0.53833419084549,-0.0384075989939041,-0.355298963358729
2013-07-11,46.2,-124.1,367541170,1.4233,5,"PSDN","OR",102,270,46.2,-124.1,-55,"9",7,15.9045000076294,0.291388064622879,0.451860129833221,0.652055501937866,-0.0287911684529884,-0.372945501499316
2013-07-11,46.2,-124.2,367541170,0.4669,3,"PSDN","OR",102,268,46.2,-124.2,-108,"9",12,53.2316818237305,0.32368677854538,0.489761829376221,0.509980201721191,-0.0614201127196799,-0.351173638244519
2013-07-11,46.2,-124.3,367541170,0.4127,4,"PSDN","OR",102,269,46.2,-124.3,-135,"9",18,59.5408210754395,0.35543629527092,0.430251568555832,0.444111227989197,-0.018090073709062,-0.472419178531533
2013-07-11,46.3,-124.3,367541170,3.3186,1,"PSDN","OR",102,266,46.3,-124.3,-135,"9",16,59.5408210754395,0.411280274391174,0.404270559549332,0.372968971729279,-0.003700599745247,-0.467208734130684
2013-07-11,46.3,-124.4,367541170,0.2325,2,"PSDN","OR",102,267,46.3,-124.4,-131,"9",24,54.6003303527832,0.371152997016907,0.410503029823303,0.275556653738022,-0.00160042269511373,-0.448445588046873
2013-07-12,45.9,-124.3,367541170,1.5966,3,"PSDN","OR",103,273,45.9,-124.3,-149,"8",24,61.717113494873,0.36070129275322,0.437409102916718,0.420454144477844,-0.0196041350023996,-0.481478784077807
2013-07-12,46,-124.3,367541170,0.2933,1,"PSDN","OR",103,271,46,-124.3,-131,"9",24,54.6003303527832,0.31704393029213,0.325150191783905,0.416695266962051,-0.0531331893868296,-0.479448501040352
2013-07-12,46.3,-124.4,367541170,0.6386,4,"PSDN","OR",103,274,46.3,-124.4,-82,"9",24,40.8717002868652,0.428548008203506,0.330777615308762,0.310232698917389,-0.0678622963893567,-0.467351778690841
2013-07-12,46.3,-124.5,367541170,0.388,5,"PSDN","OR",103,275,46.3,-124.5,-136,"9",31,41.1890830993652,0.408830761909485,0.215705275535583,0.222371339797974,-0.0645112503855933,-0.401083845931291
2013-07-12,46.4,-124.5,367541170,0.3425,2,"PSDN","OR",103,272,46.4,-124.5,-136,"9",33,41.1890830993652,0.409913629293442,0.174864828586578,0.204247042536736,-0.0289663306955689,-0.435248816740248
2013-07-13,45.9,-124.3,367541170,0.33,2,"PSDN","OR",104,277,45.9,-124.3,-147,"8",24,47.6892356872559,0.386767387390137,0.406040698289871,0.383347004652023,0.0818184771488875,-0.397805512969395
2013-07-13,46,-124.5,367541170,2.3775,1,"PSDN","OR",104,276,46,-124.5,-159,"8",39,53.9063262939453,0.422431915998459,0.260331839323044,0.217162147164345,-0.0189437853056103,-0.398901266362131
2013-07-13,46.1,-124.4,367541170,1.7366,3,"PSDN","OR",104,278,46.1,-124.4,-21,"9",31,9.69114112854004,0.352724373340607,0.272199720144272,0.354697465896606,0.00918627326586889,-0.461130645781616
2013-07-14,46.9,-124.4,367188060,2.073,1,"PSDN","WA",69,173,46.9,-124.4,-122,"9",17,33.5628547668457,0.184298664331436,0.257006615400314,0.659928560256958,0.040509611924373,-0.558798266503554
2013-07-14,46.9,-124.5,366174810,6.7213,1,"PSDN","WA",20,61,46.9,-124.5,-136,"9",25,41.1890830993652,0.259956210851669,0.212178155779839,0.547973215579987,0.0167203726139653,-0.470269748727162
2013-07-14,46.9,-124.5,367188060,7.4213,3,"PSDN","WA",69,175,46.9,-124.5,-170,"8",25,35.7329559326172,0.259956210851669,0.212178155779839,0.547973215579987,0.0167203726139653,-0.470269748727162
2013-07-14,46.9,-124.6,367188060,0.2136,2,"PSDN","WA",69,174,46.9,-124.6,-104,"9",32,27.765832901001,0.355441123247147,0.210400342941284,0.406287997961044,0.0164899283360962,-0.349441139225708
2013-07-15,46.5,-124.4,367541170,0.9033,1,"PSDN","OR",105,279,46.5,-124.4,-122,"9",25,33.5628547668457,0.313630402088165,0.317788332700729,0.412203669548035,-0.00996882636227338,-0.517607107143231
2013-07-15,46.6,-124.4,367541170,1.9294,2,"PSDN","OR",105,280,46.6,-124.4,-137,"9",25,40.0061988830566,0.282735407352448,0.299603879451752,0.425510376691818,0.0348023270369406,-0.486436783901331
