year,month,port,SDM_20
2002,11,CWA,0.333552089
2002,11,CLW,0.339556776
2002,11,WA5,NA
2002,11,CLO,0.302119555
2002,11,TLA,0.233210011
2002,11,NPA,0.262778264
2002,11,CBA,0.285422128
2002,11,BRA,0.25222642
2002,11,OR1,NA
2002,11,CCA,0.316420609
2002,11,ERA,0.274109077
2002,11,BGA,0.252726055
2002,11,BDA,0.511674391
2002,11,SFA,0.600377174
2002,11,MNA,0.353549928
2002,11,MRA,0.409183004
2002,11,SBA,0.472486883
2002,11,LAA,0.515625915
2002,11,SDA,0.395591407
2002,11,CA2,NA
2002,12,NPS,NA
2002,12,SPS,NA
2002,12,CWA,0.242848057
2002,12,CLW,0.315471985
2002,12,WA5,NA
2002,12,CLO,0.294095579
2002,12,TLA,0.264493781
2002,12,NPA,0.278506137
2002,12,CBA,0.28413498
2002,12,BRA,0.366240578
2002,12,OR1,NA
2002,12,CCA,0.37741847
2002,12,ERA,0.410224275
2002,12,BGA,0.319133014
2002,12,BDA,0.423566343
2002,12,SFA,0.570491395
2002,12,MNA,0.293500677
2002,12,MRA,0.346099028
2002,12,SBA,0.459507328
2002,12,LAA,0.459289206
2002,12,SDA,0.383163874
2002,12,CA2,NA
2003,1,NPS,NA
2003,1,SPS,NA
2003,1,CWA,0.450749692
2003,1,CLW,0.541644657
2003,1,WA5,NA
2003,1,CLO,0.470718652
2003,1,TLA,0.474324871
2003,1,NPA,0.523199856
2003,1,CBA,0.553523531
2003,1,BRA,0.574252424
2003,1,OR1,NA
2003,1,CCA,0.59274252
2003,1,ERA,0.614762736
2003,1,BGA,0.444360271
2003,1,BDA,0.546040824
2003,1,SFA,0.771460058
2003,1,MNA,0.52333507
2003,1,MRA,0.46686457
2003,1,SBA,0.532642443
2003,1,LAA,0.634577159
2003,1,SDA,0.56155545
2003,1,CA2,NA
2003,2,NPS,NA
2003,2,SPS,NA
2003,2,CWA,0.493403102
2003,2,CLW,0.553835401
2003,2,WA5,NA
2003,2,CLO,0.534918532
2003,2,TLA,0.460605252
2003,2,NPA,0.446306214
2003,2,CBA,0.339489228
2003,2,BRA,0.389983832
2003,2,OR1,NA
2003,2,CCA,0.437538839
2003,2,ERA,0.440795437
2003,2,BGA,0.412546809
2003,2,BDA,0.526755258
2003,2,SFA,0.734013891
2003,2,MNA,0.516834968
2003,2,MRA,0.473174459
2003,2,SBA,0.531422734
2003,2,LAA,0.598214649
2003,2,SDA,0.572807744
2003,2,CA2,NA
2003,3,NPS,NA
2003,3,SPS,NA
2003,3,CWA,0.571508716
2003,3,CLW,0.626623396
2003,3,WA5,NA
2003,3,CLO,0.596172801
2003,3,TLA,0.443382977
2003,3,NPA,0.401941741
2003,3,CBA,0.435902612
2003,3,BRA,0.393488586
2003,3,OR1,NA
2003,3,CCA,0.518492237
2003,3,ERA,0.513818266
2003,3,BGA,0.482835885
2003,3,BDA,0.512683821
2003,3,SFA,0.754479787
2003,3,MNA,0.615120028
2003,3,MRA,0.388600855
2003,3,SBA,0.536363915
2003,3,LAA,0.629853884
2003,3,SDA,0.626220363
2003,3,CA2,NA
2003,4,NPS,NA
2003,4,SPS,NA
2003,4,CWA,0.508682225
2003,4,CLW,0.601999891
2003,4,WA5,NA
2003,4,CLO,0.557959516
2003,4,TLA,0.41981424
2003,4,NPA,0.444273456
2003,4,CBA,0.465715565
2003,4,BRA,0.468785134
2003,4,OR1,NA
2003,4,CCA,0.563440619
2003,4,ERA,0.628192414
2003,4,BGA,0.528876257
2003,4,BDA,0.589057871
2003,4,SFA,0.724429936
2003,4,MNA,0.662112786
2003,4,MRA,0.642533044
2003,4,SBA,0.673343392
2003,4,LAA,0.65783001
2003,4,SDA,0.581513406
2003,4,CA2,NA
2003,5,NPS,NA
2003,5,SPS,NA
2003,5,CWA,0.615901462
2003,5,CLW,0.699187692
2003,5,WA5,NA
2003,5,CLO,0.681850868
2003,5,TLA,0.577414005
2003,5,NPA,0.443941779
2003,5,CBA,0.469984447
2003,5,BRA,0.569052794
2003,5,OR1,NA
2003,5,CCA,0.644707259
2003,5,ERA,0.570508719
2003,5,BGA,0.486078363
2003,5,BDA,0.56446098
2003,5,SFA,0.70406356
2003,5,MNA,0.523602349
2003,5,MRA,0.437804162
2003,5,SBA,0.679866331
2003,5,LAA,0.713940031
2003,5,SDA,0.685163973
2003,5,CA2,NA
2003,6,NPS,NA
2003,6,SPS,NA
2003,6,CWA,0.655271591
2003,6,CLW,0.691226016
2003,6,WA5,NA
2003,6,CLO,0.647769648
2003,6,TLA,0.581216525
2003,6,NPA,0.407653039
2003,6,CBA,0.5618625
2003,6,BRA,0.534949746
2003,6,OR1,NA
2003,6,CCA,0.565278646
2003,6,ERA,0.516969288
2003,6,BGA,0.581517488
2003,6,BDA,0.502882425
2003,6,SFA,0.665855135
2003,6,MNA,0.557077456
2003,6,MRA,0.512690149
2003,6,SBA,0.617900679
2003,6,LAA,0.632774696
2003,6,SDA,0.545161994
2003,6,CA2,NA
2003,7,NPS,NA
2003,7,SPS,NA
2003,7,CWA,0.596444067
2003,7,CLW,0.63611609
2003,7,WA5,NA
2003,7,CLO,0.586593035
2003,7,TLA,0.526084042
2003,7,NPA,0.461267269
2003,7,CBA,0.534589704
2003,7,BRA,0.620548856
2003,7,OR1,NA
2003,7,CCA,0.668235558
2003,7,ERA,0.559759109
2003,7,BGA,0.563211802
2003,7,BDA,0.532237599
2003,7,SFA,0.689603583
2003,7,MNA,0.474380539
2003,7,MRA,0.458582454
2003,7,SBA,0.741386379
