year,month,port,SDM_60
2011,5,CLO,0.15380642339930556
2011,5,TLA,0.13130563932915706
2011,5,NPA,0.10588463045245187
2011,5,CBA,0.09864598687373853
2011,5,BRA,0.06369779583281845
2011,5,OR1,NA
2011,5,CCA,0.07022583404568722
2011,5,ERA,0.08443292875870548
2011,5,BGA,0.06603969323839391
2011,5,BDA,0.06217901970970855
2011,5,SFA,0.11078783737555627
2011,5,MNA,0.12614589652520566
2011,5,MRA,0.12749304844359569
2011,5,SBA,0.23632752638740806
2011,5,LAA,0.17998163867644912
2011,5,SDA,0.14598391056723803
2011,5,CA2,NA
2011,6,NPS,NA
2011,6,SPS,NA
2011,6,CWA,0.22656019585662418
2011,6,CLW,0.26456681797034526
2011,6,WA5,NA
2011,6,CLO,0.27824820770128145
2011,6,TLA,0.2719354368461286
2011,6,NPA,0.23154942229992212
2011,6,CBA,0.21205135406482786
2011,6,BRA,0.13158832755420477
2011,6,OR1,NA
2011,6,CCA,0.13011318274514108
2011,6,ERA,0.14342172198779024
2011,6,BGA,0.09721410966167847
2011,6,BDA,0.1130486390059009
2011,6,SFA,0.2008226621932551
2011,6,MNA,0.17631389974260037
2011,6,MRA,0.1731528288272976
2011,6,SBA,0.22785807041347855
2011,6,LAA,0.16064655916985646
2011,6,SDA,0.15229998416556367
2011,6,CA2,NA
2011,7,NPS,NA
2011,7,SPS,NA
2011,7,CWA,0.3085060182886739
2011,7,CLW,0.2995238562142672
2011,7,WA5,NA
2011,7,CLO,0.3030089142470522
2011,7,TLA,0.30933611837251673
2011,7,NPA,0.3225127108311344
2011,7,CBA,0.2632071034714801
2011,7,BRA,0.1498222222622449
2011,7,OR1,NA
2011,7,CCA,0.15673349051584112
2011,7,ERA,0.16539066139861394
2011,7,BGA,0.14961873114269267
2011,7,BDA,0.18005833250393682
2011,7,SFA,0.26788912682424687
2011,7,MNA,0.25100274075806284
2011,7,MRA,0.24278836295136189
2011,7,SBA,0.179553583269358
2011,7,LAA,0.13012667620723192
2011,7,SDA,0.1583915565481971
2011,7,CA2,NA
2011,8,NPS,NA
2011,8,SPS,NA
2011,8,CWA,0.3270311273297956
2011,8,CLW,0.29185893817690783
2011,8,WA5,NA
2011,8,CLO,0.29496987408224473
2011,8,TLA,0.28981040716407663
2011,8,NPA,0.32234143633085904
2011,8,CBA,0.29426014769957787
2011,8,BRA,0.21850414885620856
2011,8,OR1,NA
2011,8,CCA,0.2276574362705682
2011,8,ERA,0.22047936583913705
2011,8,BGA,0.20120260432482728
2011,8,BDA,0.2037975995099281
2011,8,SFA,0.2950047793209666
2011,8,MNA,0.2419832778455892
2011,8,MRA,0.21561727231862593
2011,8,SBA,0.1578286184068088
2011,8,LAA,0.11927275573418056
2011,8,SDA,0.1052663605100785
2011,8,CA2,NA
2011,9,NPS,NA
2011,9,SPS,NA
2011,9,CWA,0.3022840426295168
2011,9,CLW,0.2840776979272801
2011,9,WA5,NA
2011,9,CLO,0.28863238135929264
2011,9,TLA,0.27296647168899496
2011,9,NPA,0.28866124836483387
2011,9,CBA,0.22665664525062004
2011,9,BRA,0.1637947906790081
2011,9,OR1,NA
2011,9,CCA,0.16774169179951884
2011,9,ERA,0.18101764073402718
2011,9,BGA,0.18591574051727852
2011,9,BDA,0.22227586147685846
2011,9,SFA,0.2514977749291004
2011,9,MNA,0.200792594221823
2011,9,MRA,0.17013178882347482
2011,9,SBA,0.1355638404790726
2011,9,LAA,0.09562529553809473
2011,9,SDA,0.11162589337548305
2011,9,CA2,NA
2011,10,NPS,NA
2011,10,SPS,NA
2011,10,CWA,0.23218385544515424
2011,10,CLW,0.22716051765850612
2011,10,WA5,NA
2011,10,CLO,0.2225339778780525
2011,10,TLA,0.21769192446040955
2011,10,NPA,0.2032870258316616
2011,10,CBA,0.19330122586219542
2011,10,BRA,0.1655750309507693
2011,10,OR1,NA
2011,10,CCA,0.16795137705648783
2011,10,ERA,0.172190125586177
2011,10,BGA,0.2306345929601981
2011,10,BDA,0.23540272575267895
2011,10,SFA,0.22865028617164895
2011,10,MNA,0.22226596161224652
2011,10,MRA,0.18777537797629795
2011,10,SBA,0.14332614369910732
2011,10,LAA,0.10883246282935453
2011,10,SDA,0.12291336180776921
2011,10,CA2,NA
2011,11,NPS,NA
2011,11,SPS,NA
2011,11,CWA,0.10436162875726437
2011,11,CLW,0.10317601540616603
2011,11,WA5,NA
2011,11,CLO,0.10352430710280758
2011,11,TLA,0.11525982685712843
2011,11,NPA,0.12248322527027793
2011,11,CBA,0.12415913034762655
2011,11,BRA,0.06544327550838071
2011,11,OR1,NA
2011,11,CCA,0.06505377305495995
2011,11,ERA,0.07825330690582465
2011,11,BGA,0.14359463880718168
2011,11,BDA,0.1536170140610157
2011,11,SFA,0.19574908342431574
2011,11,MNA,0.19598481850583613
2011,11,MRA,0.20029750128789825
2011,11,SBA,0.14819162506351455
2011,11,LAA,0.10215524446058978
2011,11,SDA,0.09618921064204354
2011,11,CA2,NA
2011,12,NPS,NA
2011,12,SPS,NA
2011,12,CWA,0.019852122371936197
2011,12,CLW,0.018728077044582715
2011,12,WA5,NA
2011,12,CLO,0.019014888144772035
2011,12,TLA,0.024723600259071412
2011,12,NPA,0.031252486333123546
2011,12,CBA,0.03473743360586888
2011,12,BRA,0.0308253649950733
2011,12,OR1,NA
2011,12,CCA,0.03443914758202057
2011,12,ERA,0.04371352016602594
2011,12,BGA,0.06765539861454438
2011,12,BDA,0.08430417496911301
2011,12,SFA,0.12082158044984377
2011,12,MNA,0.15357518562848993
2011,12,MRA,0.16534154079339472
2011,12,SBA,0.14398997033926186
2011,12,LAA,0.11085726721570842
2011,12,SDA,0.12323289307806065
2011,12,CA2,NA
2012,1,NPS,NA
2012,1,SPS,NA
2012,1,CWA,0.016774732641232915
2012,1,CLW,0.017351162286290037
2012,1,WA5,NA
2012,1,CLO,0.01742261518824594
2012,1,TLA,0.020598437598921725
2012,1,NPA,0.024737033049393
2012,1,CBA,0.03301450772486585
2012,1,BRA,0.04455954399837896
2012,1,OR1,NA
2012,1,CCA,0.04792605804196706
2012,1,ERA,0.05710481657637273
2012,1,BGA,0.07641548237523003
2012,1,BDA,0.09420167027417406
2012,1,SFA,0.12351123803070758
2012,1,MNA,0.149689971089915
2012,1,MRA,0.18164422565861468
2012,1,SBA,0.21039467362526765
2012,1,LAA,0.17608515565108185
2012,1,SDA,0.1758306048835345
2012,1,CA2,NA
2012,2,NPS,NA
2012,2,SPS,NA
2012,2,CWA,0.01490515065358031
2012,2,CLW,0.014258276795678872
2012,2,WA5,NA
2012,2,CLO,0.01437284564585058
2012,2,TLA,0.018306210472834455
2012,2,NPA,0.021733298491445237
2012,2,CBA,0.031277207311316224
2012,2,BRA,0.045540443412831116
2012,2,OR1,NA
2012,2,CCA,0.05047967434619117
2012,2,ERA,0.059966647701546125
2012,2,BGA,0.06225255158001921
2012,2,BDA,0.07035721586731716
2012,2,SFA,0.10525702321089607
2012,2,MNA,0.12427221895653474
2012,2,MRA,0.1383992971447385
2012,2,SBA,0.19769629266584057
2012,2,LAA,0.18076193242751318
2012,2,SDA,0.1751117196408024
2012,2,CA2,NA
2012,3,NPS,NA
2012,3,SPS,NA
2012,3,CWA,0.012286726868841597
2012,3,CLW,0.012351392311126535
2012,3,WA5,NA
2012,3,CLO,0.012155212939948633
2012,3,TLA,0.014828747583972807
2012,3,NPA,0.017052147658778497
2012,3,CBA,0.02397276153544768
2012,3,BRA,0.027674551267985112
2012,3,OR1,NA
2012,3,CCA,0.0277812850148388
2012,3,ERA,0.033709522271585815
2012,3,BGA,0.041528243288868456
2012,3,BDA,0.042556252988420314
2012,3,SFA,0.07112270948853507
2012,3,MNA,0.09338694258749912
2012,3,MRA,0.09518270026168947
2012,3,SBA,0.16826106662616655
2012,3,LAA,0.24138311246307287
2012,3,SDA,0.27369127397708287
2012,3,CA2,NA
2012,4,NPS,NA
2012,4,SPS,NA
2012,4,CWA,0.053242809670142985
2012,4,CLW,0.05712525519792935
2012,4,WA5,NA
2012,4,CLO,0.05475429053655846
2012,4,TLA,0.055330391171200026
2012,4,NPA,0.059094417680318305
2012,4,CBA,0.07426726692282255
2012,4,BRA,0.08731855676078829
2012,4,OR1,NA
2012,4,CCA,0.0873017029053038
2012,4,ERA,0.08953841882383172
2012,4,BGA,0.09429195324476394
2012,4,BDA,0.10750577194087299
2012,4,SFA,0.16094373378026136
2012,4,MNA,0.14675307736306648
2012,4,MRA,0.11973607009340104
2012,4,SBA,0.19065941771906283
2012,4,LAA,0.22477372513423044
2012,4,SDA,0.24539652420957198
2012,4,CA2,NA
2012,5,NPS,NA
2012,5,SPS,NA
2012,5,CWA,0.16440475636601137
2012,5,CLW,0.17350239513982688
2012,5,WA5,NA
2012,5,CLO,0.17160320285610214
2012,5,TLA,0.15648234421687743
2012,5,NPA,0.14203828437352153
2012,5,CBA,0.11835069453684233
2012,5,BRA,0.07617720101890227
2012,5,OR1,NA
2012,5,CCA,0.08468115824929255
2012,5,ERA,0.09928234601230179
2012,5,BGA,0.07843469353292577
2012,5,BDA,0.05089758482584763
2012,5,SFA,0.11371009421412899
2012,5,MNA,0.1196363247828636
2012,5,MRA,0.1264362400857495
2012,5,SBA,0.33771960374208226
2012,5,LAA,0.17269192608102427
2012,5,SDA,0.15213506865637322
2012,5,CA2,NA
2012,6,NPS,NA
2012,6,SPS,NA
2012,6,CWA,0.23955770624146613
2012,6,CLW,0.2789304802070061
2012,6,WA5,NA
2012,6,CLO,0.2867628561063383
2012,6,TLA,0.24773385729131803
2012,6,NPA,0.24323200687690816
2012,6,CBA,0.25537250737743405
2012,6,BRA,0.142200734394963
2012,6,OR1,NA
2012,6,CCA,0.1501264676703598
2012,6,ERA,0.16748819065697748
2012,6,BGA,0.11838996540858514
2012,6,BDA,0.13708036021432943
2012,6,SFA,0.2030631236184169
2012,6,MNA,0.179832870485606
2012,6,MRA,0.2467635541444733
2012,6,SBA,0.29435391111506354
2012,6,LAA,0.16433310717824967
2012,6,SDA,0.15008305527655216
2012,6,CA2,NA
2012,7,NPS,NA
2012,7,SPS,NA
2012,7,CWA,0.3253384953285157
2012,7,CLW,0.3429729413555142
2012,7,WA5,NA
2012,7,CLO,0.34531355703855887
2012,7,TLA,0.3027374999807475
2012,7,NPA,0.3169320611335985
2012,7,CBA,0.3145049734644809
2012,7,BRA,0.17636329265704823
2012,7,OR1,NA
2012,7,CCA,0.1960353932738903
2012,7,ERA,0.24674426801958524
2012,7,BGA,0.1915662576314262
2012,7,BDA,0.1894672184964484
2012,7,SFA,0.31142610470557575
2012,7,MNA,0.28945928523617404
2012,7,MRA,0.3246272737804096
2012,7,SBA,0.23735394715381566
2012,7,LAA,0.15694757436598872
2012,7,SDA,0.1630466243995973
2012,7,CA2,NA
2012,8,NPS,NA
2012,8,SPS,NA
2012,8,CWA,0.36525975009580747
2012,8,CLW,0.3509852125015765
2012,8,WA5,NA
2012,8,CLO,0.35490247707737504
2012,8,TLA,0.31240598059942454
2012,8,NPA,0.31623946437985434
2012,8,CBA,0.31592429777978326
2012,8,BRA,0.20746469316940122
2012,8,OR1,NA
2012,8,CCA,0.2302609376376864
2012,8,ERA,0.22893230581305946
2012,8,BGA,0.21286221192548832
2012,8,BDA,0.2044346270995969
2012,8,SFA,0.29466192593950025
2012,8,MNA,0.26022588001873476
2012,8,MRA,0.29450204265086255
2012,8,SBA,0.20592902640822114
2012,8,LAA,0.17112402527221904
2012,8,SDA,0.16995146696158459
2012,8,CA2,NA
2012,9,NPS,NA
2012,9,SPS,NA
2012,9,CWA,0.34321580398324375
2012,9,CLW,0.3304079707751992
2012,9,WA5,NA
2012,9,CLO,0.32988913138707476
2012,9,TLA,0.31637162496971954
2012,9,NPA,0.30105807575646487
2012,9,CBA,0.26009666617940025
2012,9,BRA,0.15380040369226888
2012,9,OR1,NA
2012,9,CCA,0.1789584189582148
2012,9,ERA,0.19053881828855165
2012,9,BGA,0.1973974105405311
2012,9,BDA,0.21807715840821648
2012,9,SFA,0.28896909632227
2012,9,MNA,0.2385040604957828
2012,9,MRA,0.22437427172652719
2012,9,SBA,0.14613616031905016
2012,9,LAA,0.11907009439122292
2012,9,SDA,0.15004811512798755
2012,9,CA2,NA
2012,10,NPS,NA
2012,10,SPS,NA
2012,10,CWA,0.21432137146345304
2012,10,CLW,0.22789910048998419
2012,10,WA5,NA
2012,10,CLO,0.2249696684657129
2012,10,TLA,0.23194704561074186
2012,10,NPA,0.15766325470092885
2012,10,CBA,0.12665903192782213
2012,10,BRA,0.14728814071581217
2012,10,OR1,NA
2012,10,CCA,0.1577428542176042
2012,10,ERA,0.15384900597472145
2012,10,BGA,0.19848359675417024
2012,10,BDA,0.23247200656980455
2012,10,SFA,0.2610990851976161
2012,10,MNA,0.21276781088010527
2012,10,MRA,0.1568336847034075
2012,10,SBA,0.10774966563418588
2012,10,LAA,0.10059509338747077
2012,10,SDA,0.10696119025714272
2012,10,CA2,NA
2012,11,NPS,NA
2012,11,SPS,NA
2012,11,CWA,0.126849407491249
2012,11,CLW,0.1205068685699641
2012,11,WA5,NA
2012,11,CLO,0.11947532876360195
2012,11,TLA,0.12198810218146346
2012,11,NPA,0.13450786814074775
2012,11,CBA,0.1631406084747699
2012,11,BRA,0.16318725463083034
2012,11,OR1,NA
2012,11,CCA,0.1514413089939276
2012,11,ERA,0.16121214254352467
2012,11,BGA,0.16187306493934658
2012,11,BDA,0.22935583838894044
2012,11,SFA,0.26086336242071556
2012,11,MNA,0.2148235036129201
2012,11,MRA,0.18614617784311172
2012,11,SBA,0.13410362627150285
2012,11,LAA,0.10733428665146391
2012,11,SDA,0.10080003937513664
2012,11,CA2,NA
2012,12,NPS,NA
2012,12,SPS,NA
2012,12,CWA,0.0556272133910698
2012,12,CLW,0.051440196564154966
2012,12,WA5,NA
2012,12,CLO,0.050937794409005595
2012,12,TLA,0.05680923051981916
2012,12,NPA,0.07014553877024321
2012,12,CBA,0.09685108916909342
2012,12,BRA,0.12184491181774229
2012,12,OR1,NA
2012,12,CCA,0.1252768027409271
2012,12,ERA,0.14389186917021518
2012,12,BGA,0.15336203148979094
2012,12,BDA,0.18891328189904794
2012,12,SFA,0.20057791104607384
2012,12,MNA,0.18973300505647595
2012,12,MRA,0.18414345115344724
2012,12,SBA,0.17960058558752298
2012,12,LAA,0.11484721777950967
2012,12,SDA,0.12252668623249974
2012,12,CA2,NA
2013,1,NPS,NA
2013,1,SPS,NA
2013,1,CWA,0.019046232225487063
2013,1,CLW,0.01814082796037542
2013,1,WA5,NA
2013,1,CLO,0.018437948484312405
2013,1,TLA,0.023586574292508763
2013,1,NPA,0.029528424079381548
2013,1,CBA,0.04073323260256482
2013,1,BRA,0.043459983876604456
2013,1,OR1,NA
2013,1,CCA,0.044022568934626624
2013,1,ERA,0.05327589403956018
2013,1,BGA,0.06917811227782118
2013,1,BDA,0.08954654210174774
2013,1,SFA,0.11336294809741584
2013,1,MNA,0.137623198886748
2013,1,MRA,0.13657264202990133
2013,1,SBA,0.15087971960004137
2013,1,LAA,0.16142684092956452
2013,1,SDA,0.15770990469465002
2013,1,CA2,NA
2013,2,NPS,NA
2013,2,SPS,NA
2013,2,CWA,0.020881303996822767
2013,2,CLW,0.018847602539923722
2013,2,WA5,NA
2013,2,CLO,0.019024624856202446
2013,2,TLA,0.02236173354717412
2013,2,NPA,0.023552551152470857
2013,2,CBA,0.030920450990098842
2013,2,BRA,0.02883206036618872
2013,2,OR1,NA
2013,2,CCA,0.02993323910949791
2013,2,ERA,0.03786510801380913
2013,2,BGA,0.05136607396527238
2013,2,BDA,0.06818662106463558
2013,2,SFA,0.09033492557751406
2013,2,MNA,0.1118968137288614
2013,2,MRA,0.12282812221752311
2013,2,SBA,0.15223168179814128
2013,2,LAA,0.15952910010784452
2013,2,SDA,0.1825253851987018
2013,2,CA2,NA
2013,3,NPS,NA
2013,3,SPS,NA
2013,3,CWA,0.018195148693428496
2013,3,CLW,0.021854688246268295
2013,3,WA5,NA
2013,3,CLO,0.022193459569424652
2013,3,TLA,0.02166739124006881
2013,3,NPA,0.024161745866037768
2013,3,CBA,0.028159435067842756
2013,3,BRA,0.029192213463799545
2013,3,OR1,NA
2013,3,CCA,0.030372300578772802
2013,3,ERA,0.036955126751839984
2013,3,BGA,0.0347674410519821
2013,3,BDA,0.048855566849159864
2013,3,SFA,0.08356803638305678
2013,3,MNA,0.11946825732297867
2013,3,MRA,0.1495012275732372
2013,3,SBA,0.23038940495180507
2013,3,LAA,0.1699396908073904
