"asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","theta_part","theta_cmck","theta_msqd","theta_psdn","theta_part_crab","asc_no_participation","logLike"
-2.49437068973604,-1.5626434386612,-4.51113753097443,-3.19517111203453,-5.34995417925141,-3.63765242589387,-4.7645784454171,-3.29783120663091,-2.07252569908898,-2.64567783176603,-2.60596505878207,-4.8629296880132,-4.68780725999723,-5.31661669566826,-5.06085654405506,-4.5358431252225,-4.47454922163521,28.3993632587518,9.99755984872537,10.0003159330985,-0.0129948320035241,9.99958809412244,0,-7019.9615070583
-2.62134926995971,-1.59100720096998,-4.53224937346009,-3.28196603471765,-6.02594955519332,-3.92245150960142,-5.03626504877078,-3.94357186512433,-2.11546900170149,-2.71645378675343,-2.84092824620462,-5.33357614487503,-4.93474073202098,-5.57059011258488,-4.60777959583315,-5.72792962637803,-4.44242111289319,28.2349874135508,9.99729037956325,10.0025591372941,0.0714440527753891,9.99963493784057,0,-7003.12414480698
-2.49489556210021,-1.63693292901284,-4.88403372139637,-3.36344134194348,-5.8690323738786,-4.10741446657921,-5.07725675930954,-3.91068089066846,-2.1708087983995,-2.7973813569131,-3.03533091622351,-5.29772658783642,-5.02870483030788,-5.4526182956869,-4.90706665697397,-4.9377532933755,-4.63110545838809,28.3834722906766,9.99689057195372,9.99854243592659,0.0712257281501944,9.99964615832074,0,-6997.03373434945
-2.50451220234586,-1.6111222014032,-4.82384731585574,-3.34191295880664,-5.90414888715086,-3.94048127355931,-5.05850415913123,-3.78370489431922,-2.15494324919171,-2.78023815546276,-2.89604151325609,-5.42660260122453,-5.04890208671162,-5.42347164623662,-4.82845733314702,-5.11359528199153,-4.51508946393491,28.3178466905673,9.99674574863304,10.0002793460123,0.0559361259920675,9.99985060314833,0,-6992.82933603368
-2.54031922339908,-1.5990913522935,-4.83582005556039,-3.33760064686038,-5.79969385334109,-3.92437837742155,-5.07040834671182,-3.83317317184389,-2.15058041726917,-2.78050943748648,-2.87149529083619,-5.49214600739673,-5.0995282640707,-5.44590686714822,-4.81922279177332,-4.98116757400013,-4.50505641002591,28.2609748797668,9.99647363642779,10.0016551121525,0.0633657176270801,9.99982747729947,0,-6992.45069298189
-2.52960984682788,-1.59686665192085,-4.85947355084007,-3.34290368442749,-5.71800158830804,-3.94052479960535,-5.06800719576617,-3.78952920558598,-2.15479130666753,-2.79320383362517,-2.88891749177184,-5.56085366362801,-5.13833445123655,-5.42285348048671,-4.81961591507933,-5.04722655865872,-4.51087756421492,28.265120131923,9.99628414984538,10.0016017592635,0.0805130876092062,9.9998776751489,0,-6992.0581983651
-2.50575857785498,-1.59805356033121,-4.85734707536393,-3.34636433236625,-5.71489912465406,-3.93186277230516,-5.05715207594703,-3.8375687962989,-2.16109294899173,-2.80692770286308,-2.91012544399544,-5.63424982591274,-5.16819532885694,-5.39105432270832,-4.79144287941939,-5.04867449504992,-4.51621086594339,28.2635697985747,9.9961344458193,10.0012903781813,0.104182236289666,9.99993606674189,0,-6991.86282322562
-2.51110706860531,-1.59802849531232,-4.84925358987615,-3.34451118623871,-5.70358500164448,-3.94338449077138,-5.05296865691588,-3.86424676172149,-2.16389993256626,-2.81614650255513,-2.92890427190501,-5.6786334513278,-5.19137860262277,-5.40698673933911,-4.77890536699416,-5.04516802848422,-4.51577867803336,28.2613518760615,9.99603358767508,10.0015659622958,0.132515343568272,9.99996555355015,0,-6991.74825180491
-2.51647211578788,-1.59956922990871,-4.81628339963094,-3.33883056785516,-5.68924744214591,-3.95287890783931,-5.03350199637953,-3.9258736765878,-2.16995218097296,-2.83702953446431,-2.95731229882383,-5.73880214889177,-5.22148405917835,-5.42404167255137,-4.78077764854494,-5.03603394975897,-4.52109941640274,28.2698358244933,9.99589066412924,10.0019125561033,0.194946894946934,10.000022064762,0,-6991.57190211843
-2.52061835425868,-1.60261461214117,-4.77808822398527,-3.33235768483027,-5.71080670452477,-3.95337196365193,-5.00859104702211,-3.99982645190693,-2.17879168611745,-2.86941074170002,-2.99923556523412,-5.78670122656153,-5.24526039352763,-5.44487004642567,-4.7879373088541,-5.01923823033568,-4.51942787391241,28.2892418870486,9.99579903633403,10.0020756867966,0.284641211480987,10.0000895057923,0,-6991.37217918318
-2.52299492716973,-1.60619203122416,-4.73246788346604,-3.32542242322472,-5.72510367017155,-3.95676727930974,-4.97265812208565,-4.13281026899239,-2.19400555660054,-2.92734161285534,-3.0652447490412,-5.82066481880654,-5.26740837677059,-5.45880214016019,-4.81375207704708,-5.01421862630418,-4.52750765069036,28.32207072845,9.99571961509153,10.0018412080477,0.438206518436269,10.0001652411762,0,-6991.05399768175
-2.52550444056116,-1.61105085316011,-4.68211299315507,-3.3173100765244,-5.77903118686455,-3.95209170082987,-4.918915566901,-4.41599502450352,-2.22877370883151,-3.0593002108841,-3.21503371635074,-5.84769123141247,-5.29739136029052,-5.48251414948304,-4.8461716230618,-4.99718131374107,-4.52721417365072,28.3876682824972,9.99566088267041,10.0007174097569,0.781204600658429,10.0002938743397,0,-6990.36329012302
-2.52628190963124,-1.61329169960589,-4.65360403021552,-3.31011229351714,-5.83018282955983,-3.9519519109425,-4.85499086937593,-4.92235280393277,-2.29050084124885,-3.29576632489983,-3.4730595166396,-5.82757071636331,-5.32258029433395,-5.49838948049114,-4.88900130751437,-4.99617091468861,-4.5339320565098,28.4943865040837,9.99566614085848,9.99769752943677,1.40982719158272,10.0004599078035,0,-6989.38578460939
-2.52367298312141,-1.60538798959673,-4.71531283088372,-3.31351627833014,-5.83953028278819,-3.94885557489073,-4.87714562916435,-5.00025675443112,-2.29828092491526,-3.34323946453928,-3.50477597063838,-5.72542590602131,-5.27881154782597,-5.4820061232449,-4.8747156669454,-5.00655405882529,-4.52557405463266,28.5082273308211,9.99587833150113,9.99563873798509,1.57446286136328,10.0004395168385,0,-6988.28351992676
-2.51647980517277,-1.59365086363858,-4.84919999450531,-3.3335871041669,-5.76152080186005,-3.93579033574939,-4.96354362120207,-5.08585136800498,-2.30996595779233,-3.40243370338594,-3.52452118557961,-5.54657664051734,-5.19693494735642,-5.42243925387004,-4.81050490931846,-5.05131478828854,-4.51085626821311,28.5558555391248,9.99619638140016,9.99120982594304,1.83019775949798,10.0003799466227,0,-6987.01582236714
-2.51418615122754,-1.59319559921575,-4.87137095741956,-3.33870678591775,-5.74188781255675,-3.93774695558959,-4.9853324783371,-5.24206140501751,-2.33035476759395,-3.47353490810197,-3.59733432843413,-5.55545768220816,-5.19880162604005,-5.41641665053548,-4.78504277708012,-5.04702537984387,-4.50828378967052,28.6043339612839,9.99616754174836,9.98914496251971,2.07959441900996,10.0004464283397,0,-6986.83641896748
-2.51225889355339,-1.59297146116513,-4.89348903250604,-3.34579616076919,-5.70025020213604,-3.94412399460048,-5.03997666494501,-5.23578522517488,-2.32931947482559,-3.46102786956244,-3.58216939154924,-5.59655177555048,-5.19001171525837,-5.40755360781216,-4.74566815108035,-5.03756099632199,-4.50750481723647,28.628469794416,9.99610707126618,9.98769204922376,2.15639677631069,10.0004867021108,0,-6986.52452124884
-2.51585219652682,-1.59549230724942,-4.87234469060681,-3.34489457776497,-5.67523437972367,-3.94321272608355,-5.07580216369448,-5.29872931949017,-2.33343481195565,-3.46771476645866,-3.60614864334698,-5.63858125210838,-5.17630391641605,-5.41028658628571,-4.75440114120615,-5.03726609899555,-4.51145529281876,28.6783490254194,9.99605965801575,9.98608299359451,2.33190970228452,10.0005746416103,0,-6986.20780614899
-2.51797901618733,-1.60031535966647,-4.82492918397385,-3.34009096031636,-5.70976461410021,-3.94669573208692,-5.10571833813361,-5.40820783617857,-2.34319221693099,-3.48912157121172,-3.65884815704012,-5.68761127022843,-5.14258186741714,-5.41072918573521,-4.7767936069552,-5.02735764147439,-4.51448340529488,28.773758627073,9.99608409067995,9.98330204387026,2.66144485270638,10.000751870175,0,-6985.87504130493
-2.5178998490628,-1.60088643118159,-4.80439894446921,-3.33823723473054,-5.71849451254395,-3.94142219846069,-5.10512564642695,-5.43311750935848,-2.34665018816239,-3.49479988085651,-3.67713876139445,-5.69506392899242,-5.12393498497085,-5.40535064722501,-4.7984273693853,-5.02850047632052,-4.51669754049198,28.8298503857488,9.99612205559753,9.98183549569988,2.8411250791646,10.0008554280796,0,-6985.73361300287
-2.51701416629399,-1.60032330446845,-4.79327930273241,-3.33959105675256,-5.73651773342174,-3.93972494076398,-5.09203522482021,-5.47695521462369,-2.35759178621449,-3.5214196698598,-3.71396825357313,-5.69653688187771,-5.10552720432676,-5.40113657689631,-4.81373025105907,-5.02901850559067,-4.51811806365827,28.9370712115365,9.99618878403537,9.97905291722626,3.1950727383517,10.001045548534,0,-6985.52864501549
-2.5177752023566,-1.59661719359426,-4.79909488106597,-3.34477345942667,-5.7357583853813,-3.94056296373411,-5.08223334576069,-5.47052390110106,-2.36140229980448,-3.51852325665275,-3.69962078547777,-5.69135125595438,-5.11752618247917,-5.40316680190131,-4.80930113555271,-5.03005265199829,-4.51720375227256,28.9370712115365,9.99618879131133,9.97905371758159,3.20124068403656,10.0010455267062,0,-6985.46483400325
-2.51732890466609,-1.60137710346294,-4.80262922518308,-3.34628661792124,-5.73523895365968,-3.94089935342563,-5.07598278007571,-5.46630173517798,-2.35958214813513,-3.51733899558455,-3.69306080960918,-5.68788404326565,-5.12514491647733,-5.40447634463323,-4.80655151392098,-5.03068019096298,-4.51662844406929,28.9370712115365,9.99618879938322,9.97905439265075,3.20530708081576,10.0010455143149,0,-6985.43360670172
-2.5159967310707,-1.59691807826494,-4.80959515563848,-3.34111650650445,-5.73393640080071,-3.94103862980752,-5.06226578742013,-5.4561375051362,-2.34883873489434,-3.51912357993017,-3.6946460975858,-5.67914231574622,-5.1421083444713,-5.40764071446816,-4.80119181627498,-5.03206653965334,-4.5157426187102,28.9370712115365,9.99618884698851,9.97905765251629,3.21510020240385,10.0010454752227,0,-6985.4014484769
-2.51379470099613,-1.59811007483418,-4.81637112631012,-3.33232891849967,-5.73209826665008,-3.93998506531488,-5.04631493355857,-5.44320181469871,-2.35577798566837,-3.52206886286455,-3.70555582776219,-5.66754690181141,-5.16163853248977,-5.41143568238414,-4.79546352016241,-5.03339078892247,-4.51465870225725,28.9370712115365,9.9961889446576,9.97906235108734,3.2282360598748,10.0010454458137,0,-6985.36657185034
-2.51884418369309,-1.59878710605971,-4.81622320506086,-3.33684118560633,-5.73135159062716,-3.93941790091032,-5.04351167317999,-5.43931273084179,-2.35619326495589,-3.52270276353819,-3.710641214315,-5.66323343155178,-5.16541891396003,-5.41249084507998,-4.79527549008646,-5.03345444944517,-4.51469185670623,28.9370712115365,9.99618903400045,9.97906301964966,3.23516602350103,10.0010454399141,0,-6985.35827418861
-2.51569834236977,-1.59865532595355,-4.81466378607137,-3.34186815450255,-5.7306155413324,-3.93939687880625,-5.04294602283859,-5.43624106754877,-2.35626470873629,-3.52337598959908,-3.7136523929685,-5.65896523433327,-5.16696154312355,-5.41338000299493,-4.79640731509151,-5.03337107939584,-4.51516287743097,28.9370712115365,9.99618915646351,9.97906420704698,3.24419897057791,10.0010454271974,0,-6985.3517732519
-2.51635909913766,-1.59851652077586,-4.80300947720962,-3.3389814564222,-5.72672548090238,-3.9411768178923,-5.04795046400579,-5.42427236823431,-2.35732247992593,-3.52620352737328,-3.71191202843112,-5.63668463196796,-5.16665249150216,-5.41726532606735,-4.80571601875546,-5.03242690756738,-4.51833889459613,28.9370712115365,9.99618989147311,9.97907275844171,3.30524541329026,10.0010453805767,0,-6985.3194913644
-2.51514381275611,-1.59756680113953,-4.84349282223274,-3.34207014464973,-5.71762799480226,-3.91495560016354,-5.05558704044973,-5.46260933447374,-2.36425267429361,-3.53731474553745,-3.72429985188899,-5.59594720551283,-5.14728870303109,-5.41703280347087,-4.77097299058135,-5.03226051701928,-4.49270307178884,28.9370712115365,9.9961902705689,9.97911500820936,3.69690173925591,10.0010455214311,0,-6985.21818200645
-2.51662034024918,-1.59884807914962,-4.85697675804815,-3.34685418273255,-5.71673392847562,-3.95113218341295,-5.04139484695464,-5.50614993180541,-2.3714137526937,-3.55669819783502,-3.73618981032373,-5.59966203271758,-5.15339405370062,-5.41339190506124,-4.76010547505456,-5.03328069587177,-4.49896217938666,28.9370712115365,9.99618871224788,9.97914316005185,3.9719295399403,10.0010450341497,0,-6985.13348466965
-2.51623588102782,-1.59864365384924,-4.84608403993131,-3.34767690111636,-5.72222173902673,-3.93925464814101,-5.01632468784798,-5.55025754848298,-2.37603280885982,-3.54988804571516,-3.74736594548939,-5.6332196641944,-5.18140377473663,-5.410207231271,-4.77400279468355,-5.03614754830823,-4.51941394538107,28.9370712115365,9.99618546328948,9.97918353308959,4.23766680237987,10.0010441124854,0,-6985.05138205344
-2.51685814434138,-1.59912114347915,-4.83550303670281,-3.35002766388612,-5.72825177435486,-3.92923605223594,-5.01342472495611,-5.55339197454453,-2.37859296038764,-3.57789256110432,-3.74521837197719,-5.65968345948527,-5.19612329820925,-5.41140242998981,-4.78137633792096,-5.03676305536863,-4.50695691992232,28.9370712115365,9.99618351672667,9.97920023689946,4.33836418627267,10.0010442019404,0,-6985.04630441206
-2.51665286587447,-1.59896651977412,-4.83101934981165,-3.34952909949372,-5.73352492273493,-3.93461047578517,-5.01930196532225,-5.54264403271544,-2.37876750486837,-3.57230330629556,-3.74823787789569,-5.67850578623493,-5.20186319215931,-5.41408811156175,-4.78223325918185,-5.0365579460408,-4.49218236720379,28.9370712115365,9.99618231744514,9.97920742229683,4.39041482214647,10.0010444412746,0,-6985.03318732011
-2.51675825655191,-1.599063680869,-4.83352622079823,-3.34944773937624,-5.73646765282026,-3.93488540618452,-5.02350294805751,-5.53251075213077,-2.37880628245891,-3.57294077590846,-3.74892480202675,-5.68674213909123,-5.19941828473303,-5.41567240391067,-4.77939696034261,-5.0360494441085,-4.50003958332129,28.9370712115365,9.99618187616862,9.97921282729747,4.42119209518333,10.0010442364043,0,-6985.02288482953
-2.51661013604624,-1.59892468794099,-4.83091070683368,-3.34713581420667,-5.73763414387175,-3.93949546014867,-5.01094485471345,-5.52969270982534,-2.37691945379554,-3.57049819353694,-3.75096988243327,-5.67679532677175,-5.17828288304232,-5.41376372697203,-4.79601544921691,-5.03694621453177,-4.50434571349017,28.9370712115365,9.99618195562147,9.97926279167782,4.58311461508866,10.0010436471701,0,-6984.97728158313
-2.51657200338352,-1.59889808696433,-4.8179243586005,-3.34557431845285,-5.73400610257454,-3.94206739984811,-5.02388509061829,-5.54013643893744,-2.37565712961204,-3.56898657827382,-3.75247966267523,-5.66313209360012,-5.18493635147307,-5.41345106892199,-4.79007992345811,-5.03539396757394,-4.510875315584,28.9370712115365,9.99618187407875,9.97929875951401,4.69800371226494,10.0010432278572,0,-6984.9455095861
-2.51675390368505,-1.59907004069422,-4.8232999005486,-3.34554674399666,-5.73134991139815,-3.94265875516137,-5.02966350499852,-5.542404873299,-2.37566234048305,-3.56924777609384,-3.75306785868503,-5.66114702680692,-5.18844556375257,-5.41535874234876,-4.79643349494226,-5.03478905799729,-4.51198398034429,28.9370712115365,9.99618166813396,9.97930795565681,4.72921612005138,10.0010431103318,0,-6984.94029787052
-2.51654716262085,-1.59880897398757,-4.79966870013182,-3.34089256021383,-5.67543106616557,-3.94503205642791,-5.0352134138699,-5.56033377562274,-2.37204200608377,-3.57559734014217,-3.75994074217203,-5.63402142228524,-5.16056084939951,-5.45597353812255,-4.78883188330344,-5.04170429153871,-4.52728270373835,28.9370712115365,9.99617645737473,9.97970202558272,5.77697202684673,10.0010380234795,0,-6984.89617298651
-2.51630689725609,-1.59854764506075,-4.79761077034395,-3.33883638662133,-5.73025020916435,-3.94554305119402,-5.04580593892672,-5.56012866544677,-2.37043689428406,-3.5789702982749,-3.76294603894134,-5.6016890434007,-5.16314156742792,-5.38373634407025,-4.79244961405401,-5.01816718502123,-4.53322561319199,28.9370712115365,9.99617414737464,9.97989860842625,6.34040247916678,10.0010365743578,0,-6984.87964638931
-2.5167014216414,-1.5989322804476,-4.80134686279275,-3.33989873641274,-5.75380883256144,-3.94541224023202,-5.04792896819709,-5.56279534840674,-2.3713019040041,-3.57901263872341,-3.76243220045478,-5.60141920512155,-5.16646221688574,-5.39657663565361,-4.79397900610345,-5.04365969123564,-4.53162658234785,28.9370712115365,9.99617420695577,9.97991052150647,6.3680169000186,10.0010354940131,0,-6984.87095830638
