"asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","theta_part","theta_cmck","theta_msqd","theta_psdn","theta_part_crab","asc_no_participation","logLike"
-2.51679781355734,-1.59904650450626,-4.8098272783724,-3.3419426521855,-5.7586972160341,-3.94381883070608,-5.04102282441351,-5.56315956898227,-2.37286868647159,-3.57735554732174,-3.75936355219591,-5.61779793075638,-5.17328968080161,-5.42448106789302,-4.79511114787561,-5.02698874444065,-4.52455443710782,28.9370712115365,9.99617400976682,9.97992138338785,6.34306438752974,10.001036951512,0,-6984.85010596103
-2.51684859668495,-1.59912091205063,-4.82342219016947,-3.34510286432827,-5.70639337636513,-3.94134856375443,-5.03577494598339,-5.54842114324891,-2.37537103536038,-3.57492117165939,-3.75492546879407,-5.65497356561159,-5.18708941039774,-5.40651854230414,-4.79710172303949,-5.04896907765132,-4.51342228496968,28.9370712115365,9.99617303976076,9.97995840008755,6.31342103766585,10.001037043385,0,-6984.8427984363
-2.51673086745781,-1.59900714510834,-4.82004201769785,-3.34441058599273,-5.72798717505809,-3.94117393155507,-5.03467323807887,-5.55999163383059,-2.37599921430585,-3.57859655874782,-3.75957266415869,-5.64233925455022,-5.18156886429181,-5.41707909749617,-4.79424587328229,-5.03444551742721,-4.51466928790356,28.9370712115365,9.99617189555656,9.98010590191631,6.63154228578885,10.0010366528837,0,-6984.828537536
-2.51673527863652,-1.59900199459982,-4.8184811724287,-3.34430133227311,-5.73335237678396,-3.94064775446273,-5.03423177638017,-5.5591637927849,-2.37539840797178,-3.57832040722218,-3.75766925960351,-5.6374375271562,-5.18060825406542,-5.41865685884377,-4.79311719298454,-5.0309685070126,-4.51488073289321,28.9370712115365,9.99617090166627,9.98029507116778,6.92462425922324,10.0010355517186,0,-6984.82384935728
-2.5166968449715,-1.5989658643559,-4.81855826053314,-3.34432875221473,-5.73267930342911,-3.94029942241054,-5.03382816288473,-5.5623550684763,-2.37599739244179,-3.57999482931323,-3.75948814244189,-5.63650394616786,-5.17973243081298,-5.41904706229605,-4.79208648142001,-5.0306492194426,-4.51427383722874,28.9370712115365,9.99616742612083,9.98074749007703,7.61400537348809,10.0010336013728,0,-6984.81743033467
-2.51672150799311,-1.59898927660567,-4.81890505059971,-3.34442198712856,-5.72890504969415,-3.94039828120592,-5.03400180127954,-5.55988651708284,-2.37576161457244,-3.5790761249132,-3.75836096709126,-5.63881107985912,-5.1806390821121,-5.4175261741993,-4.79264797944688,-5.03333980061534,-4.5142353200123,28.9370712115365,9.99616166303406,9.98126241478547,8.28231286133957,10.0010315647971,0,-6984.81347165911
-2.51672159381566,-1.59899342698763,-4.81935794690172,-3.34443962118149,-5.72654118410749,-3.94070434421229,-5.03414757807195,-5.56044580998382,-2.37599871989031,-3.57919377829248,-3.75924184981273,-5.64080708145649,-5.18098204263271,-5.41704746318409,-4.79319789825585,-5.03464506243446,-4.5143295750683,28.9370712115365,9.99615873289801,9.98181603135279,8.95596147900423,10.0010296502592,0,-6984.81173780146
-2.5167241532333,-1.59899622856998,-4.81931282342157,-3.34442923672152,-5.72636713615725,-3.94078087215819,-5.03416113843994,-5.56014133896846,-2.37594812817255,-3.57899789651521,-3.75912440928709,-5.6410636046057,-5.18103789201057,-5.41705566535444,-4.79332697619895,-5.03479425424372,-4.51444110148661,28.9370712115365,9.99615784707055,9.98241169605614,9.61322128943421,10.0010288477639,0,-6984.8108846073
-2.51672243008187,-1.59899414545247,-4.81923957450413,-3.34442086585171,-5.72688326112938,-3.94074255884806,-5.03413113302292,-5.56035254239167,-2.37595282029424,-3.57909144631286,-3.75915753022544,-5.64068442234801,-5.18093552103452,-5.41722172116294,-4.79322811094765,-5.03445752762292,-4.51443424638916,28.9370712115365,9.99615437533475,9.98309958511739,10.3128521020077,10.0010299318218,0,-6984.81041514655
-2.51672127162807,-1.59899247546228,-4.81918950011994,-3.34441892042842,-5.72727535184562,-3.94068942214502,-5.03410677471163,-5.56038667208285,-2.37593891138689,-3.57913008866983,-3.75909814609744,-5.64035266641005,-5.1808636805997,-5.4173050317073,-4.79312500110783,-5.03421555689447,-4.51440075063925,28.9370712115365,9.99615101082053,9.98383185451368,11.001944609409,10.0010293203127,0,-6984.81018684467
-2.51672102638087,-1.59899207900881,-4.81918354891384,-3.34441970160228,-5.72735608580196,-3.94067444002569,-5.034101206344,-5.56041333112169,-2.37593983725743,-3.57915111457665,-3.75909392709403,-5.64027699929103,-5.18084931241242,-5.41731617250175,-4.79309791830631,-5.03416509823015,-4.51438650773976,28.9370712115365,9.99614609958367,9.9846151202472,11.6891089537602,10.0010272064236,0,-6984.81007386898
-2.51672179189726,-1.59899442203394,-4.8191961924317,-3.34442120134122,-5.72727946011642,-3.94068947135264,-5.03410672712934,-5.56039041201255,-2.37593619816789,-3.57911996416699,-3.75909368583879,-5.64033894453645,-5.1808655137326,-5.41729478935244,-4.79311988559851,-5.03422115072763,-4.51439223788508,28.9370712115365,9.99614219689936,9.98545729899443,12.379880287508,10.0010261514298,0,-6984.8100163874
