"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_btna","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_nanc","lambda_tuna","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","asc_no_participation","B_unem_rate_nopart","w_nopart","B_dist_to_cog","logLike"
-2.72860943930415,-2.81378249267295,-2.46196246447549,-2.06363862454776,-3.33404722925728,-2.27417884764945,-2.06474664504448,-3.88885562304778,-2.2770759344942,-2.6302771202779,-2.50770992978945,-2.60355832424092,-2.66531271954519,-2.38812491969555,-4.41046327586144,-0.410954854204264,-4.65416046424069,-3.72999543057965,-3.73636864702443,-3.05268661386172,-4.02021689206535,0.366173928203106,0.357127382810831,0.360976670717875,0.349901002833044,0.33568678523109,0.365705484708247,1.13498875512296,0.311326639011165,-0.0406957166179851,-0.998979211988467,-1.19826855354348,-0.00378092589193824,1.1872594844873,0.146691249750395,0.191230219273926,0,0,0,-0.00149124716330276,-22523.9644190961
-2.72865613195008,-2.81377748318633,-2.46194733466542,-2.06363187315216,-3.33402165907058,-2.27432159443609,-2.06478411418735,-3.88879366275724,-2.27709764413127,-2.63028506422718,-2.50768273226333,-2.60357772226518,-2.66530532504349,-2.38801425051033,-4.41046327714649,-0.410958408404342,-4.65416071387211,-3.72999575955939,-3.73637517845369,-3.05267728940996,-4.02021666649977,0.366159071707794,0.3572210308357,0.360990753694458,0.349900944039106,0.335558058631555,0.365900649409242,1.13499856920166,0.311290254356661,-0.0407363050658182,-0.998988332995426,-1.19825736502631,-0.00378281630311916,1.18723354366174,0.146719132338566,0.191353415420468,0,0,0,-0.00149150999331322,-22523.8964584876
-2.72868788325856,-2.81373909424602,-2.4619204758805,-2.06360443918926,-3.33398842566693,-2.27428703195777,-2.0648997947472,-3.88872480464648,-2.27727964208877,-2.63026074633577,-2.50765316343942,-2.60363344545901,-2.66528381740724,-2.38798769288239,-4.41046328108814,-0.410959019442866,-4.65416206000907,-3.72999633132622,-3.73638288696569,-3.05266439323744,-4.02021597363521,0.366117602806944,0.357298540072255,0.360961315297487,0.34990682476002,0.335548947192952,0.366087769258893,1.13496975460034,0.311204913871643,-0.0407292047704072,-0.998986849021252,-1.1982415662057,-0.00378065599949137,1.18714439170696,0.146713125476333,0.191349896693269,0,0,0,-0.00149118539105678,-22523.8612515336
-2.72868906935737,-2.81373629450045,-2.46191904637776,-2.06361059853841,-3.33398609479229,-2.27428718781944,-2.06489773072143,-3.88872089617774,-2.27728751343826,-2.63025848393621,-2.50765203136125,-2.6036365837967,-2.66528233964745,-2.38798964938096,-4.41046328136273,-0.41095890135032,-4.65416215145835,-3.72999637619767,-3.73638326245675,-3.05266362270053,-4.02021592471812,0.36611540744056,0.357301055534655,0.360960693961942,0.349907259319815,0.335550790291147,0.366096031646682,1.13496834581293,0.311202014270051,-0.0407293364706302,-0.998985604380115,-1.19824061899851,-0.00378060011152912,1.18713836127332,0.146712615242358,0.191351140510401,0,0,0,-0.00149117804530032,-22523.8599631985
-2.72869134052716,-2.81372653807262,-2.46191826638665,-2.06361797242169,-3.33397571330214,-2.27429974509763,-2.06491001856854,-3.88870836276398,-2.27728880398813,-2.63025036003304,-2.50765038863262,-2.60364419773371,-2.66527797606074,-2.38800242907293,-4.41046328240274,-0.4109579688796,-4.65416240886549,-3.72999659458719,-3.73638415466243,-3.0526611035667,-4.02021578552449,0.366109364564811,0.357300396025455,0.360956753431517,0.349908554306831,0.335558535940528,0.366105465549264,1.13496556745696,0.311203854502639,-0.0407285005576716,-0.998977530762479,-1.19823748102061,-0.00378060493315292,1.18712543381536,0.146711348542832,0.191352799935579,0,0,0,-0.00149117120678021,-22523.8581114982
-2.73307714838261,-2.80734629711848,-2.46218793776203,-2.06948291777928,-3.32575559234164,-2.28039730216178,-2.07130823594339,-3.87787668477457,-2.28342853361398,-2.6274754035899,-2.50615111177491,-2.60964706586412,-2.66247715067158,-2.39161163436329,-4.41046416674098,-0.410379289478494,-4.65428344143366,-3.73018068444973,-3.7370249882577,-3.05062479115399,-4.02016503968318,0.363459431669529,0.357314076624726,0.35948312924796,0.350173659182283,0.331920275194322,0.360050146793251,1.13094223074131,0.312164237099581,-0.0404437669577278,-0.993555157088523,-1.19548896937898,-0.00377116627132755,1.18074205497818,0.148534324971704,0.192231749302362,0,0,0,-0.00148125166274119,-22523.0446325909
-2.74117775658113,-2.79562017440204,-2.46371136667085,-2.0809548515989,-3.31224217720812,-2.29195772252546,-2.0826272907014,-3.85415987518525,-2.29454611291102,-2.62729527192456,-2.5037849829673,-2.6196390328607,-2.65981747248714,-2.39122446405965,-4.41046612405155,-0.409058533342003,-4.6543408391226,-3.73054882854726,-3.73773968616244,-3.04675147484353,-4.02018132008275,0.356507647072065,0.353698539880347,0.355244448676196,0.349136419594511,0.326300592853171,0.348846240035099,1.12039820051493,0.315662705944328,-0.0398142955794406,-0.980831256035707,-1.18903900001227,-0.00372030333014179,1.16890505108834,0.132466091288195,0.194899677774992,0,0,0,-0.00147285846163204,-22522.3596473544
-2.75210707250812,-2.7791639870446,-2.46558902302389,-2.09338444311868,-3.30736066297756,-2.30367879991628,-2.09589278971802,-3.79914189360524,-2.30605999763778,-2.64556853220798,-2.5034462506709,-2.63199659531028,-2.66515423678964,-2.37708702826857,-4.41047098764383,-0.404237039097318,-4.65346401760716,-3.7310041413142,-3.73546923989122,-3.04107312171541,-4.0206963516372,0.349620712759117,0.32920858147745,0.346778085420643,0.340678035689013,0.326586142506493,0.342097737753277,1.0775102579678,0.332025859971146,-0.0387524820655134,-0.942674366212068,-1.17092801350481,-0.0036846550532326,1.13633320131026,0.13545972579607,0.197618449821973,0,0,0,-0.00144120682626546,-22521.8200432994
-2.75484567815035,-2.77634789232566,-2.46322926948338,-2.09983921170523,-3.30893911976723,-2.30345538370583,-2.10094612340518,-3.78684487276626,-2.30406388790362,-2.64758592691015,-2.50241499183901,-2.63208269926109,-2.66592109056595,-2.37760381224666,-4.41047235714037,-0.402040022632201,-4.65305400019948,-3.73098352979516,-3.73437372249107,-3.0402375416805,-4.02078062673278,0.348285275797772,0.324869760586244,0.34526948132364,0.338110715075033,0.322709945602118,0.341554696305958,1.06383891044804,0.329194678696762,-0.0384359380100243,-0.933249687997804,-1.16559827226065,-0.0036001166305917,1.13270812980883,0.135093509808052,0.198078975388632,0,0,0,-0.00143419759178372,-22521.3489886766
-2.75422318551878,-2.77539362588161,-2.46782565263201,-2.10001618581961,-3.30929250157087,-2.3042872942513,-2.10121048451602,-3.78002554898493,-2.30412977318423,-2.64557237079875,-2.50125024327792,-2.62985898452948,-2.66638868476282,-2.37930310392784,-4.41047346127918,-0.399573216996775,-4.65254103296032,-3.73095968035549,-3.73330996302949,-3.04006578491935,-4.02076830739568,0.348156630982816,0.325467707543187,0.344351400880794,0.336083504928568,0.32023941933218,0.341218837083935,1.05387565019116,0.327547402109836,-0.0382768904023982,-0.926493397538516,-1.16107733905251,-0.00359797216946258,1.1308246598368,0.134303227303739,0.198609703390274,0,0,0,-0.00143070320242372,-22521.0795465402
-2.73899844285111,-2.77632881985553,-2.48312969814085,-2.1139362666723,-3.29516310342134,-2.3000839580343,-2.10970935057464,-3.7613335710472,-2.30057906492727,-2.63766883446323,-2.50263446416598,-2.61748939226587,-2.66948907551783,-2.36791833384102,-4.41047824574872,-0.388758631895298,-4.64943669396832,-3.73049599274316,-3.72967598879899,-3.04046937390208,-4.02057352765616,0.346126054072471,0.330472009285697,0.342613167465107,0.325425078577559,0.320183598518547,0.340281465244804,1.03654528047904,0.321429872250253,-0.037929544339281,-0.90938669218965,-1.14077515575592,-0.00339267692342182,1.12825404854563,0.137165805036297,0.198381252821594,0,0,0,-0.00141694323871393,-22520.7377217784
-2.71460867746505,-2.78136346290983,-2.47525530214445,-2.11355065946891,-3.27165370728026,-2.29887917285559,-2.10897419373737,-3.74358118646678,-2.2996194563517,-2.62660727184972,-2.51290004568089,-2.61052535443563,-2.67778576137357,-2.36320149928385,-4.41048483196046,-0.374758092448418,-4.64468927364321,-3.72911177007212,-3.72598175605485,-3.04215034937747,-4.02020908208897,0.344138385535816,0.33078723012753,0.341186675881753,0.312251251267084,0.313411247279114,0.339530864418918,1.01827922300735,0.317016114620667,-0.0376045471746922,-0.89868020580266,-1.11232969370408,-0.003370491062927,1.12420021802411,0.137069976726286,0.19892779248117,0,0,0,-0.00140697266148541,-22520.0502902177
-2.69046043475995,-2.77883070146189,-2.4756768854842,-2.10524527690634,-3.24246904599026,-2.28508974384986,-2.0999201599226,-3.7180002827721,-2.28230690193579,-2.6245314786879,-2.52373905236388,-2.61498842095959,-2.66862659969014,-2.35787586784727,-4.41049465686636,-0.356945025080382,-4.63711239885075,-3.72662794400115,-3.72258519433096,-3.04581767146236,-4.01954734896301,0.342440813549278,0.331165084306591,0.338222113377366,0.304007551241526,0.301972747327071,0.340403394926299,1.00563040243857,0.304280663930175,-0.037013595640945,-0.894367405961053,-1.06974417036772,-0.00329948972815486,1.11147329620201,0.135469230782736,0.199681268588331,0,0,0,-0.0014042116647853,-22519.2280133425
-2.66453533988818,-2.76290437464461,-2.46342698117225,-2.09009184304657,-3.21076771044828,-2.27317151166721,-2.08524695488676,-3.66956693930861,-2.26993905374302,-2.62857308678984,-2.52733432225862,-2.59922926025229,-2.64530382791787,-2.35316507440751,-4.41050973778984,-0.336438101405614,-4.62497076382197,-3.72199019664559,-3.7211424827015,-3.05220520812399,-4.01824280220203,0.342708120730094,0.338099986438443,0.339535631467071,0.301183064384653,0.301553117259255,0.341115278112763,0.996684619332099,0.294266199924917,-0.0371266113931476,-0.891480380623127,-1.00454532922913,-0.00333670534962178,1.11688980571122,0.135216726909025,0.198904120807673,0,0,0,-0.00140631144812423,-22517.7333499018
-2.65833182824974,-2.75632750950875,-2.45818570697257,-2.08317797561078,-3.20037641014244,-2.2662463761136,-2.07838834175923,-3.6475246351041,-2.26275885999896,-2.62303374961317,-2.52426936515586,-2.59141773905777,-2.64366027978522,-2.34937398858538,-4.4105162005041,-0.330972838788606,-4.61992013006056,-3.72003773107393,-3.72141876765944,-3.05478134545149,-4.01753035256204,0.342260600597093,0.339781897098396,0.339072420189587,0.302013764021013,0.301131431501095,0.340280889306924,0.996843694994042,0.290231417785985,-0.0371102507407044,-0.892614205857037,-0.977297410001916,-0.00333350699061769,1.11530872845869,0.135176009593208,0.198594048100559,0,0,0,-0.00140490312858642,-22517.0052912871
-2.65023836858842,-2.75559784660766,-2.45386798028134,-2.07690394243876,-3.18920359708642,-2.2604046014101,-2.07220906239932,-3.62955166048171,-2.25804154072105,-2.61665744157715,-2.51567797558275,-2.58383819239219,-2.63730200396766,-2.34542822828679,-4.4105223641952,-0.332179065323952,-4.61567429169263,-3.7186153435556,-3.72215409785851,-3.05643685142868,-4.01666245598851,0.341797606962339,0.334323228816952,0.338791233846516,0.304558553689377,0.298661148179872,0.340905235289968,0.997475653391456,0.286171500349234,-0.0371104292389784,-0.890655161856541,-0.953430954935155,-0.00333293771199565,1.11449531697602,0.135194124062147,0.198297739080289,0,0,0,-0.00140189561418117,-22516.3545948285
-2.63259149974423,-2.75631269884976,-2.44101562244305,-2.06485687003944,-3.16838188216401,-2.24885336691539,-2.06050719495146,-3.59913311988789,-2.24589457936563,-2.60994492116795,-2.49295448812238,-2.57212443521234,-2.62655575385273,-2.33860366566386,-4.4105339735235,-0.340979298438286,-4.60841117599392,-3.71643800745475,-3.72318147389534,-3.0587949535127,-4.01500692953554,0.33978469878327,0.336446823937611,0.337186058575834,0.306520532735313,0.296460228945519,0.338721529575704,0.997303900210524,0.280505251335713,-0.0370067756083122,-0.882759026427648,-0.911332874053279,-0.00332240625762284,1.10872513298857,0.134743496957443,0.197923150894424,0,0,0,-0.00139789664690367,-22515.2112036263
-2.62941353046679,-2.75138196434006,-2.43864853628366,-2.06210434619327,-3.16372490651608,-2.24605424667626,-2.05771850197384,-3.59455055155301,-2.24309373001945,-2.60708140304439,-2.49012641080352,-2.56931415903009,-2.62386826778646,-2.33625020288504,-4.41053657399628,-0.346646927075483,-4.6075556110719,-3.71668185510836,-3.7226361807487,-3.05859187207272,-4.01447528522331,0.339758227406936,0.336152450933023,0.337082861652432,0.303120157232365,0.295501417159089,0.339019901044239,0.996078262587791,0.279620910050079,-0.0370152457050949,-0.88189577670056,-0.90517354167095,-0.00332271695548514,1.10837751310931,0.134726468590524,0.197731327588779,0,0,0,-0.00139765284115671,-22514.9545092699
-2.6259112537798,-2.74811376433348,-2.43506858445029,-2.05990926862185,-3.16157775669796,-2.2432695341345,-2.05545848440042,-3.58988154066303,-2.24009057097625,-2.60165258540092,-2.49021438013934,-2.56584981859303,-2.61812445337088,-2.33202617566541,-4.41053925828683,-0.351055228828018,-4.6074172430894,-3.71744607472086,-3.72209086387114,-3.05778936214202,-4.01372014769327,0.339176818356874,0.337403652071595,0.336502546813761,0.303286161485809,0.294527705853997,0.33849164507287,0.993587530845645,0.280604116422167,-0.0369905105317216,-0.881650323098015,-0.902466739673328,-0.00331730113429872,1.10637013096402,0.134453439174335,0.197526972425786,0,0,0,-0.00139611937488452,-22514.7124317003
-2.62475874020264,-2.74510068669631,-2.43273018763233,-2.05806924074176,-3.15798848475173,-2.24109294960154,-2.05348211237447,-3.58826783123992,-2.23796402864091,-2.59918838569716,-2.48856184972276,-2.56407560430044,-2.61629725314997,-2.32921281051426,-4.41054107913248,-0.350727378244073,-4.60788599819061,-3.71820228466591,-3.72220471241654,-3.05679568495483,-4.01313495126502,0.33905608543701,0.337716386922752,0.336462550331508,0.305101139106739,0.294194709216173,0.338804588378172,0.991774750648646,0.280763920728469,-0.0370170831788927,-0.879988471299584,-0.904015734172762,-0.00331612583618437,1.10629497483205,0.13441317454228,0.197319161647836,0,0,0,-0.00139580129012961,-22514.5609887125
-2.62367572060078,-2.74387937405367,-2.43189813969137,-2.05744707504308,-3.15688770454158,-2.24041091752091,-2.05283782912494,-3.58728378786765,-2.23724950050916,-2.59853472340081,-2.48725585099305,-2.56300179194655,-2.6154888307829,-2.32839967909196,-4.41054187742371,-0.350061930954347,-4.60816974359576,-3.71852605284966,-3.72224663884897,-3.05640560354974,-4.01288832287861,0.338923515534515,0.337606885039109,0.336321622790557,0.305158090578027,0.293818200219664,0.338815942599241,0.991214562174091,0.280824970719835,-0.0370109923130848,-0.880210316060025,-0.905275055234665,-0.00331629906014943,1.10579952475413,0.134407122023942,0.1972901045459,0,0,0,-0.00139531757053155,-22514.4961046252
-2.62261060729742,-2.74307721202473,-2.43092842946062,-2.05656991393893,-3.15593365125421,-2.23955321816572,-2.05193902525671,-3.58534545381957,-2.2363810716388,-2.59725578789847,-2.4857390975485,-2.56278759139086,-2.61435092343576,-2.32735357665054,-4.41054285628402,-0.349117475481186,-4.60850840177732,-3.71882584824026,-3.72218469527587,-3.05616928168978,-4.01262462749044,0.338907358922322,0.337585626595392,0.336400789691507,0.304372425145775,0.293757465377648,0.338871009985626,0.99098877913265,0.28083354273173,-0.037028076847734,-0.880119853287301,-0.907205295503375,-0.00331817648782781,1.10594965174425,0.134393575944125,0.197195338733881,0,0,0,-0.00139568943492615,-22514.4187173252
-2.62259987423625,-2.74308695601541,-2.43085550903437,-2.05646694976304,-3.15577411611485,-2.23946549628176,-2.0518439130794,-3.58510596990976,-2.23630423013583,-2.59720656220903,-2.48571220030523,-2.56264552283866,-2.61425948787783,-2.3273225470715,-4.41054295793381,-0.349095572297222,-4.60853694720437,-3.71883049073923,-3.72216534975727,-3.05619370240779,-4.01261389668293,0.338900447923802,0.337592180814484,0.336387227968695,0.304285001386399,0.293745235982402,0.338877647950711,0.991031055764361,0.280772651442464,-0.0370275062988443,-0.880071240938614,-0.907458804956734,-0.00331814908479572,1.10591193395182,0.13439156786716,0.197192390629246,0,0,0,-0.00139563795043381,-22514.410939258
-2.62245125678538,-2.74306045001729,-2.43083479661401,-2.05639167677336,-3.15564567989073,-2.23939552068746,-2.05176869498927,-3.58479979874223,-2.23623665490061,-2.5971974876369,-2.485725416996,-2.56258421398067,-2.61426899536371,-2.32732084059903,-4.41054306541251,-0.349177489731841,-4.60854994700893,-3.71880623729535,-3.72217580308032,-3.05626065666598,-4.01261849183839,0.338906988989443,0.33761024712053,0.336394037804766,0.30433013845234,0.293720900073405,0.338891474472969,0.991047648007018,0.280683157649965,-0.0370278716964435,-0.880062908948416,-0.907741171803918,-0.00331815481957837,1.10593837143218,0.134394714120807,0.197189675188347,0,0,0,-0.0013956528855342,-22514.4029657027
-2.62241167318566,-2.74312312951259,-2.43083792865741,-2.05633968915691,-3.15544356334564,-2.23934374819836,-2.05170638382934,-3.58452954887628,-2.2361536592268,-2.59719086207283,-2.48570753623866,-2.56254770069976,-2.61427060702838,-2.32731010353378,-4.41054317171554,-0.349280160716441,-4.60855158308273,-3.71877362743334,-3.72222227358819,-3.05631207817835,-4.01263664182592,0.338922933321997,0.337633590213764,0.336410526478743,0.304361379594849,0.293777484179768,0.338911255769356,0.990914268602181,0.280626255196274,-0.0370281426864618,-0.880217451292704,-0.907970995811983,-0.00331873785648636,1.10599137685549,0.134399118848821,0.197189717676544,0,0,0,-0.00139571143109404,-22514.395271118
-2.62240984837371,-2.74311936950444,-2.43083167579458,-2.05633174442615,-3.15543532686725,-2.23933836791759,-2.05169885103363,-3.58450869023657,-2.23614894357026,-2.59718394813261,-2.48569837653879,-2.5625412935356,-2.61426648633976,-2.3273078863626,-4.41054327108172,-0.349282735870574,-4.60853463637635,-3.71875787178116,-3.72220144953582,-3.05626688187043,-4.01272038300258,0.338923126408496,0.337641368418068,0.336411507544294,0.304366711765506,0.293768464387214,0.338921231053582,0.990922695675145,0.280625147880662,-0.0370284881420492,-0.880224076029267,-0.907929256267263,-0.00331880483348033,1.10599570586739,0.134400686618249,0.197188981977055,0,0,0,-0.00139571479098969,-22514.388938673
-2.62240818685789,-2.74311938965075,-2.43083153070331,-2.05633000588704,-3.15543613153823,-2.2393367255399,-2.05169731795007,-3.58450475488972,-2.2361475550991,-2.597183600377,-2.48570131030942,-2.56253921397026,-2.6142658004911,-2.32730838037036,-4.41054328240186,-0.349283120893548,-4.60854058697478,-3.71876151990905,-3.72223153458456,-3.05625946471254,-4.0127130602313,0.338923215639741,0.337642885095687,0.336411417696883,0.304362402377507,0.293766525081334,0.338922027607941,0.990925008525416,0.280623461015954,-0.0370285076743606,-0.880221374484631,-0.907920813568701,-0.00331879983368311,1.10599585565002,0.134400818986519,0.19718904729092,0,0,0,-0.00139571506468657,-22514.3881866039
-2.62169411425849,-2.7440649128429,-2.43097862851231,-2.05541687296593,-3.1542562150056,-2.23883827417423,-2.05086286395083,-3.58018442729174,-2.23555198166525,-2.59788008100747,-2.48623812034736,-2.56210862664623,-2.61504744281805,-2.32821780883804,-4.41056210742986,-0.350237257267588,-4.61723373391213,-3.72677596103995,-3.72209384670937,-3.0531606855294,-4.0029125486878,0.339195090291097,0.338378639434172,0.33668839871715,0.304929308813359,0.29364605310896,0.339107964219756,0.992092626154393,0.279315100282637,-0.0370543622825221,-0.881192756385628,-0.902152996164891,-0.00332556602704781,1.10703637907345,0.134556512622425,0.197165321555775,0,0,0,-0.00139674425948459,-22514.0532416025
-2.62138692437794,-2.74270468135531,-2.43003058088555,-2.05487793595889,-3.15283419683816,-2.23833451503973,-2.05034847168633,-3.57840808987668,-2.23500606222283,-2.59672766910045,-2.48495389533072,-2.56139017646029,-2.61396714584959,-2.32736930968986,-4.4105861663123,-0.35012486948657,-4.61820378629352,-3.72304999018693,-3.72265441620154,-3.05914175351094,-4.00130354396733,0.338997835570059,0.338702559019804,0.336550793927564,0.30488367351131,0.292911090188725,0.33890005282123,0.991812003041812,0.279733968992806,-0.0370573823485136,-0.881022896376018,-0.89908202932859,-0.00332763710097466,1.10656626725597,0.134579671301717,0.197130190048309,0,0,0,-0.00139631011597492,-22513.7936758365
-2.62096416871839,-2.74255466744553,-2.42979922038956,-2.05444320352464,-3.1522751076474,-2.23797614962864,-2.04993480415962,-3.57702332768435,-2.23462191607305,-2.59647358384825,-2.48482379333554,-2.5610013619587,-2.61376353422899,-2.32730274989879,-4.4105950285482,-0.350278605038976,-4.61676510655293,-3.72283481293434,-3.72306173751665,-3.05755931929979,-4.0028102196311,0.33901376269907,0.338875278422983,0.336568901620133,0.304843918171131,0.292775611767552,0.338841761182396,0.991957142181572,0.27944899671502,-0.0370615145550176,-0.881074787800145,-0.898504130350615,-0.00332880575236303,1.10664376978796,0.134600918722827,0.197111959955259,0,0,0,-0.00139641580049728,-22513.7128937059
