"asc_sfa_nanc","asc_laa_nanc","asc_laa_cmck","asc_laa_msqd","asc_laa_ytna","asc_mna_msqd","asc_sba_msqd","asc_laa_btna","asc_sfa_msqd","asc_mna_psdn","asc_sba_cmck","asc_mra_msqd","asc_laa_psdn","asc_mna_nanc","c_btna","c_psdn","w_nanc","w_cmck","w_msqd","w_tuna","w_psdn","lambda_part","lambda_cmck","lambda_msqd","lambda_psdn","lambda_nanc","lambda_tuna","B_mean_avail","B_mean_price","B_wind_max_220_mh","B_d_d","B_d_cd","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate_part","asc_no_participation","B_unem_rate_nopart","w_nopart","B_dist_to_cog","logLike"
-2.725588116,-2.812708006,-2.461980836,-2.0602555,-3.337996314,-2.272968467,-2.060473314,-3.894551147,-2.277221256,-2.629635078,-2.509583457,-2.603897746,-2.665058227,-2.389067646,-4.41046325,-0.410773763,-4.654122325,-3.729952508,-3.735823674,-3.053439876,-4.020203812,0.352300912,0.35,0.35,0.35,0.35,0.35,1.132818337,0.299528527,-0.041436085,-0.998830504,-1.199003018,-0.003934678,1.191173741,0.149246252,0.194141152,0,0,0,-0.001492479,-22539.3783433539
-2.725588116,-2.812708006,-2.461980836,-2.0602555,-3.337996314,-2.272968467,-2.060473314,-3.894551147,-2.277221256,-2.629635078,-2.509583457,-2.603897746,-2.665058227,-2.389067646,-4.41046325,-0.410773763,-4.654122325,-3.729952508,-3.735823674,-3.053439876,-4.020203812,0.352300912,0.35,0.35,0.35,0.35,0.35,1.132818337,0.299528527,-0.041436085,-0.998830504,-1.199003018,-0.003934678,1.191173741,0.149246252,0.194141152,0,0,0,-0.001492479,-22539.3783433539
-2.725588116,-2.812708006,-2.461980836,-2.0602555,-3.337996314,-2.272968467,-2.060473314,-3.894551147,-2.277221256,-2.629635078,-2.509583457,-2.603897746,-2.665058227,-2.389067646,-4.41046325,-0.410773763,-4.654122325,-3.729952508,-3.735823674,-3.053439876,-4.020203812,0.352300912,0.35,0.35,0.35,0.35,0.35,1.132818337,0.299528527,-0.041436085,-0.998830504,-1.199003018,-0.003934678,1.191173741,0.149246252,0.194141152,0,0,0,-0.001492479,-22539.3783433539
-2.725588116,-2.812708006,-2.461980836,-2.0602555,-3.337996314,-2.272968467,-2.060473314,-3.894551147,-2.277221256,-2.629635078,-2.509583457,-2.603897746,-2.665058227,-2.389067646,-4.41046325,-0.410773763,-4.654122325,-3.729952508,-3.735823674,-3.053439876,-4.020203812,0.352300912,0.35,0.35,0.35,0.35,0.35,1.132818337,0.299528527,-0.041436085,-0.998830504,-1.199003018,-0.003934678,1.191173741,0.149246252,0.194141152,0,0,0,-0.001492479,-22539.3783433539
-2.72558825824741,-2.81270808437906,-2.46198081747033,-2.06025562266737,-3.33799601604933,-2.27296851586988,-2.06047359652684,-3.89455079861227,-2.27722114164725,-2.6296350821021,-2.50958334267661,-2.60389766381983,-2.66505823801103,-2.3890677713463,-4.41046325000057,-0.410773765123892,-4.65412232755176,-3.72995250948124,-3.73582370137719,-3.05343982980564,-4.02020381251968,0.352302823033958,0.350000402335525,0.350001888433605,0.350000006362319,0.349999168924123,0.350000891207874,1.13281852903781,0.299529678406303,-0.0414339367982364,-0.998830489488236,-1.19900297803233,-0.00390691735052752,1.19117330091445,0.149245927863221,0.194142148952042,0,0,0,-0.00141325650840783,-22538.9330543973
-2.7255890556812,-2.81270850614296,-2.46198072692077,-2.06025642705541,-3.33799444166836,-2.27296872113532,-2.06047532264732,-3.8945489422305,-2.2772208847261,-2.62963510921321,-2.50958273503743,-2.60389719905601,-2.66505830323117,-2.38906840464649,-4.41046325000364,-0.410773778072677,-4.65412234031559,-3.7299525186894,-3.73582386896122,-3.05343958633543,-4.02020381530527,0.352312235162635,0.350002538039561,0.350010128444013,0.350000046016766,0.349994664513176,0.350005642080397,1.13281937131427,0.299535137446499,-0.0414307081910703,-0.998830431532089,-1.19900276501886,-0.00379622737595926,1.191170638034,0.149244270171265,0.194142949290867,0,0,0,-0.00142296104274574,-22538.5027265516
-2.72568307925463,-2.81275637048631,-2.46196535151515,-2.06041408751561,-3.33781298466495,-2.27295827413283,-2.06077896943953,-3.89432794774235,-2.27719973020061,-2.62963874759156,-2.50950876898718,-2.60384256479745,-2.66506510307895,-2.38913207438539,-4.41046325037563,-0.410775072514067,-4.65412388196478,-3.7299536379263,-3.7358481766552,-3.053410914434,-4.02020423524617,0.353470065158669,0.350264950524216,0.350977930644393,0.350005473754368,0.349462090908641,0.350579450488732,1.13290466570478,0.300051224150037,-0.0427089664108216,-0.998814819058619,-1.1989768837507,-0.00359181193610928,1.19072032696617,0.148964517030067,0.19346300658614,0,0,0,-0.00141570810958651,-22537.127621137
-2.72678720668149,-2.81328308316479,-2.46173808716327,-2.06232926248171,-3.3357735095742,-2.27213474980731,-2.06400804019486,-3.89178369521058,-2.27712582166578,-2.62968676977728,-2.50865046984584,-2.60322512890319,-2.66513208974677,-2.38965041667751,-4.4104632548359,-0.410792538275285,-4.65414104010168,-3.7299654774389,-3.73609492153632,-3.05308165729558,-4.0202086746778,0.366399744327492,0.353335099796165,0.361400917679662,0.350067569891192,0.343304754814157,0.357244968755945,1.13410439868932,0.306503258228069,-0.0409123363857773,-0.998606242601655,-1.19867547260564,-0.00373900358574253,1.18670377392826,0.146348989617256,0.19204628783,0,0,0,-0.00149498344783965,-22528.8183130239
-2.72752816754582,-2.81363501334089,-2.46206656868005,-2.06307764161098,-3.33485553782863,-2.27143400694244,-2.06455753212429,-3.89041361154516,-2.27705515049105,-2.62996229679716,-2.5082993658764,-2.6032331839539,-2.66532411072187,-2.38993896862199,-4.4104632586753,-0.410864917951997,-4.65415315144692,-3.72998382720774,-3.73620137040502,-3.05290391424542,-4.02021581069233,0.365934794665095,0.354914058850285,0.361913389350381,0.349953357923727,0.339578612869589,0.360996213579902,1.13456768629746,0.310321687497314,-0.0410348145843447,-0.998722228871499,-1.19850690612425,-0.00376772423008266,1.18724095040708,0.146304725474902,0.192029904965499,0,0,0,-0.00149682238139189,-22526.114801354
-2.72785661915573,-2.81374635533684,-2.46208791623507,-2.06346123340826,-3.33446868449746,-2.27164929173417,-2.0646933708213,-3.88982245948415,-2.27706767618462,-2.63005814038163,-2.50811150702516,-2.60332332400092,-2.66535612506403,-2.3897525355513,-4.41046326168873,-0.410891216364785,-4.65415697060287,-3.72998904362932,-3.73625658250552,-3.05282506649907,-4.02021738287566,0.366579939277267,0.35565825112789,0.360931735945578,0.349926965561253,0.338065158083176,0.362653950475968,1.13478530126495,0.311491459065616,-0.0410683711589626,-0.998794132385827,-1.19842901929473,-0.0037706802120023,1.18750755109361,0.146333274135532,0.191948227341023,0,0,0,-0.00149377744173475,-22525.1395816369
